task,seed,fold,subject_id,candidate_name,B0_BA,candidate_BA,delta_BA,N_CC,N_RESCUE,N_HARM,N_WW,balanced_rescue_rate,balanced_harm_rate,identity_abs_error,status
OpenBMI_ERP,0,0,15,LiteBN_X,0.7884848484848486,0.7648484848484849,-0.023636363636363678,1592,92,98,198,0.048484848484848485,0.07212121212121213,3.469446951953614e-17,PASS
OpenBMI_ERP,0,0,15,LiteBN_XS,0.7884848484848486,0.7460606060606061,-0.042424242424242475,1552,110,138,180,0.06121212121212122,0.10363636363636364,5.551115123125783e-17,PASS
OpenBMI_ERP,0,0,3,LiteBN_X,0.9236363636363636,0.9330303030303031,0.00939393939393951,1695,92,53,140,0.03151515151515152,0.02212121212121212,1.1449174941446927e-16,PASS
OpenBMI_ERP,0,0,3,LiteBN_XS,0.9236363636363636,0.9287878787878788,0.00515151515151524,1685,100,63,132,0.03272727272727273,0.02757575757575758,9.020562075079397e-17,PASS
OpenBMI_ERP,0,0,32,LiteBN_X,0.9045454545454545,0.9278787878787879,0.023333333333333317,1677,121,40,142,0.03909090909090909,0.015757575757575755,2.0816681711721685e-17,PASS
OpenBMI_ERP,0,0,32,LiteBN_XS,0.9045454545454545,0.9354545454545455,0.030909090909090997,1674,137,43,126,0.04757575757575758,0.016666666666666666,8.673617379884035e-17,PASS
OpenBMI_ERP,0,0,33,LiteBN_X,0.7578787878787878,0.7181818181818183,-0.039696969696969564,1640,74,81,185,0.04181818181818182,0.08151515151515151,1.3183898417423734e-16,PASS
OpenBMI_ERP,0,0,33,LiteBN_XS,0.7578787878787878,0.7278787878787879,-0.029999999999999916,1622,88,99,171,0.056969696969696976,0.08696969696969697,8.326672684688674e-17,PASS
OpenBMI_ERP,0,0,38,LiteBN_X,0.7287878787878788,0.7493939393939394,0.020606060606060628,1524,173,57,226,0.0790909090909091,0.05848484848484849,1.3877787807814457e-17,PASS
OpenBMI_ERP,0,0,38,LiteBN_XS,0.7287878787878788,0.6448484848484848,-0.08393939393939398,1463,161,118,238,0.053636363636363635,0.13757575757575757,4.163336342344337e-17,PASS
OpenBMI_ERP,0,0,47,LiteBN_X,0.8054545454545454,0.8878787878787879,0.08242424242424251,1617,181,41,141,0.0996969696969697,0.017272727272727273,8.326672684688674e-17,PASS
OpenBMI_ERP,0,0,47,LiteBN_XS,0.8054545454545454,0.8875757575757576,0.08212121212121215,1620,185,38,137,0.09848484848484848,0.016363636363636365,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,0,5,LiteBN_X,0.6463636363636364,0.6751515151515151,0.028787878787878696,1148,336,133,363,0.1296969696969697,0.1009090909090909,9.71445146547012e-17,PASS
OpenBMI_ERP,0,0,5,LiteBN_XS,0.6463636363636364,0.7127272727272728,0.0663636363636364,1114,362,167,337,0.16424242424242425,0.09787878787878787,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,0,6,LiteBN_X,0.8821212121212121,0.8845454545454545,0.00242424242424244,1619,100,64,197,0.033939393939393936,0.03151515151515152,2.0816681711721685e-17,PASS
OpenBMI_ERP,0,0,6,LiteBN_XS,0.8821212121212121,0.896060606060606,0.013939393939393918,1638,111,45,186,0.03606060606060606,0.02212121212121212,1.734723475976807e-17,PASS
OpenBMI_ERP,0,1,14,LiteBN_XS,0.7593939393939394,0.7766666666666666,0.017272727272727217,1525,110,109,236,0.07090909090909091,0.053636363636363635,5.551115123125783e-17,PASS
OpenBMI_ERP,0,1,2,LiteBN_XS,0.9766666666666667,0.9696969696969697,-0.006969696969696959,1867,25,48,40,0.007575757575757576,0.014545454545454545,1.0408340855860843e-17,PASS
OpenBMI_ERP,0,1,26,LiteBN_XS,0.9412121212121212,0.9415151515151515,0.0003030303030303605,1786,49,72,73,0.028181818181818183,0.027878787878787878,5.551115123125783e-17,PASS
OpenBMI_ERP,0,1,28,LiteBN_XS,0.9187878787878788,0.9242424242424243,0.00545454545454549,1713,65,103,99,0.03909090909090909,0.03363636363636364,3.469446951953614e-17,PASS
OpenBMI_ERP,0,1,31,LiteBN_XS,0.9272727272727272,0.9166666666666667,-0.010606060606060508,1725,52,95,108,0.02303030303030303,0.03363636363636364,1.0061396160665481e-16,PASS
OpenBMI_ERP,0,1,35,LiteBN_XS,0.87,0.9006060606060606,0.030606060606060637,1687,113,72,108,0.0693939393939394,0.03878787878787879,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,1,40,LiteBN_XS,0.7966666666666666,0.8066666666666666,0.010000000000000009,1567,171,102,140,0.08575757575757575,0.07575757575757576,1.3877787807814457e-17,PASS
OpenBMI_ERP,0,1,43,LiteBN_XS,0.936060606060606,0.9254545454545455,-0.010606060606060508,1716,54,97,113,0.022424242424242423,0.03303030303030303,9.71445146547012e-17,PASS
OpenBMI_ERP,0,2,1,LiteBN_X,0.7560606060606061,0.7645454545454546,0.00848484848484854,1538,137,121,184,0.08272727272727273,0.07424242424242423,4.163336342344337e-17,PASS
OpenBMI_ERP,0,2,1,LiteBN_XS,0.7560606060606061,0.7763636363636364,0.020303030303030267,1548,130,111,191,0.08303030303030302,0.06272727272727273,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,2,11,LiteBN_X,0.9687878787878788,0.9684848484848485,-0.00030303030303024947,1875,45,30,30,0.014848484848484849,0.015151515151515152,5.377642775528102e-17,PASS
OpenBMI_ERP,0,2,11,LiteBN_XS,0.9687878787878788,0.9696969696969697,0.0009090909090909705,1883,37,22,38,0.012424242424242424,0.011515151515151516,6.245004513516506e-17,PASS
OpenBMI_ERP,0,2,23,LiteBN_X,0.5533333333333333,0.5442424242424242,-0.00909090909090915,1480,104,90,306,0.055757575757575756,0.06484848484848485,5.551115123125783e-17,PASS
OpenBMI_ERP,0,2,23,LiteBN_XS,0.5533333333333333,0.546969696969697,-0.006363636363636349,1458,91,112,319,0.056666666666666664,0.06303030303030303,2.0816681711721685e-17,PASS
OpenBMI_ERP,0,2,30,LiteBN_X,0.9393939393939394,0.9172727272727272,-0.022121212121212208,1780,39,84,77,0.01909090909090909,0.041212121212121214,8.326672684688674e-17,PASS
OpenBMI_ERP,0,2,30,LiteBN_XS,0.9393939393939394,0.9218181818181819,-0.017575757575757578,1807,51,57,65,0.020303030303030302,0.03787878787878788,0.0,PASS
OpenBMI_ERP,0,2,48,LiteBN_X,0.8078787878787879,0.7887878787878788,-0.019090909090909047,1637,98,89,156,0.056363636363636366,0.07545454545454545,4.163336342344337e-17,PASS
OpenBMI_ERP,0,2,48,LiteBN_XS,0.8078787878787879,0.8063636363636364,-0.0015151515151514694,1647,98,79,156,0.058787878787878785,0.0603030303030303,4.85722573273506e-17,PASS
OpenBMI_ERP,0,2,50,LiteBN_X,0.5118181818181818,0.5257575757575758,0.013939393939393918,1358,129,83,410,0.06333333333333332,0.04939393939393939,1.3877787807814457e-17,PASS
OpenBMI_ERP,0,2,50,LiteBN_XS,0.5118181818181818,0.5154545454545455,0.0036363636363636598,1362,123,79,416,0.05666666666666667,0.053030303030303025,1.3877787807814457e-17,PASS
OpenBMI_ERP,0,2,52,LiteBN_X,0.8178787878787879,0.81,-0.007878787878787818,1701,60,82,137,0.046060606060606066,0.05393939393939394,5.551115123125783e-17,PASS
OpenBMI_ERP,0,2,52,LiteBN_XS,0.8178787878787879,0.8,-0.017878787878787827,1714,58,69,139,0.03818181818181818,0.05606060606060606,5.551115123125783e-17,PASS
OpenBMI_ERP,0,2,8,LiteBN_X,0.7648484848484849,0.7381818181818182,-0.026666666666666727,1601,83,107,189,0.04575757575757576,0.07242424242424242,6.938893903907228e-17,PASS
OpenBMI_ERP,0,2,8,LiteBN_XS,0.7648484848484849,0.766969696969697,0.0021212121212120794,1617,94,91,178,0.06727272727272728,0.06515151515151515,4.163336342344337e-17,PASS
OpenBMI_ERP,0,3,10,LiteBN_X,0.7981818181818181,0.7815151515151515,-0.016666666666666607,1591,92,111,186,0.05696969696969697,0.07363636363636364,6.245004513516506e-17,PASS
OpenBMI_ERP,0,3,10,LiteBN_XS,0.7981818181818181,0.7554545454545454,-0.042727272727272725,1582,99,120,179,0.043333333333333335,0.08606060606060606,0.0,PASS
OpenBMI_ERP,0,3,16,LiteBN_X,0.8378787878787879,0.8154545454545454,-0.022424242424242458,1665,82,96,137,0.04666666666666666,0.06909090909090909,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,3,16,LiteBN_XS,0.8378787878787879,0.813939393939394,-0.023939393939393927,1678,84,83,135,0.04,0.06393939393939393,6.938893903907228e-18,PASS
OpenBMI_ERP,0,3,19,LiteBN_X,0.9566666666666667,0.9660606060606061,0.009393939393939399,1823,69,38,50,0.024545454545454544,0.015151515151515152,6.938893903907228e-18,PASS
OpenBMI_ERP,0,3,19,LiteBN_XS,0.9566666666666667,0.9657575757575758,0.00909090909090915,1816,67,45,52,0.026363636363636363,0.017272727272727273,5.898059818321144e-17,PASS
OpenBMI_ERP,0,3,22,LiteBN_X,0.8918181818181818,0.9348484848484848,0.043030303030302974,1638,227,41,74,0.07242424242424243,0.029393939393939396,6.245004513516506e-17,PASS
OpenBMI_ERP,0,3,22,LiteBN_XS,0.8918181818181818,0.9184848484848485,0.026666666666666616,1610,197,69,104,0.06454545454545454,0.03787878787878788,4.85722573273506e-17,PASS
OpenBMI_ERP,0,3,27,LiteBN_X,0.9609090909090909,0.9718181818181818,0.010909090909090868,1851,56,24,49,0.019393939393939394,0.008484848484848484,4.163336342344337e-17,PASS
OpenBMI_ERP,0,3,27,LiteBN_XS,0.9609090909090909,0.9639393939393939,0.003030303030302939,1830,51,45,54,0.01909090909090909,0.01606060606060606,9.020562075079397e-17,PASS
OpenBMI_ERP,0,3,34,LiteBN_X,0.8587878787878788,0.8903030303030304,0.03151515151515161,1517,181,117,165,0.07787878787878788,0.046363636363636364,9.020562075079397e-17,PASS
OpenBMI_ERP,0,3,34,LiteBN_XS,0.8587878787878788,0.9112121212121211,0.05242424242424237,1532,219,102,127,0.09303030303030303,0.040606060606060604,5.551115123125783e-17,PASS
OpenBMI_ERP,0,3,45,LiteBN_X,0.8309090909090909,0.8345454545454545,0.0036363636363635488,1660,114,58,148,0.05393939393939394,0.0503030303030303,9.020562075079397e-17,PASS
OpenBMI_ERP,0,3,45,LiteBN_XS,0.8309090909090909,0.7142424242424242,-0.1166666666666667,1566,107,152,155,0.03727272727272727,0.15393939393939396,0.0,PASS
OpenBMI_ERP,0,3,49,LiteBN_X,0.8693939393939394,0.8957575757575758,0.026363636363636367,1580,128,93,179,0.061818181818181814,0.035454545454545454,6.938893903907228e-18,PASS
OpenBMI_ERP,0,3,49,LiteBN_XS,0.8693939393939394,0.8984848484848484,0.029090909090909056,1569,144,104,163,0.06909090909090909,0.04,3.469446951953614e-17,PASS
OpenBMI_ERP,0,4,20,LiteBN_X,0.8845454545454545,0.8854545454545455,0.0009090909090909705,1679,95,64,142,0.03848484848484848,0.037575757575757575,6.245004513516506e-17,PASS
OpenBMI_ERP,0,4,20,LiteBN_XS,0.8845454545454545,0.886969696969697,0.00242424242424244,1665,94,78,143,0.044242424242424236,0.041818181818181824,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,4,21,LiteBN_X,0.8636363636363636,0.8381818181818181,-0.025454545454545507,1576,98,118,188,0.04303030303030303,0.06848484848484848,5.551115123125783e-17,PASS
OpenBMI_ERP,0,4,21,LiteBN_XS,0.8636363636363636,0.8433333333333333,-0.020303030303030378,1577,110,117,176,0.04909090909090909,0.0693939393939394,6.938893903907228e-17,PASS
OpenBMI_ERP,0,4,41,LiteBN_X,0.8906060606060606,0.8736363636363637,-0.016969696969696968,1668,79,115,118,0.039696969696969696,0.056666666666666664,0.0,PASS
OpenBMI_ERP,0,4,41,LiteBN_XS,0.8906060606060606,0.896969696969697,0.006363636363636349,1648,92,135,105,0.055757575757575756,0.04939393939393939,1.3877787807814457e-17,PASS
OpenBMI_ERP,0,4,44,LiteBN_X,0.8993939393939394,0.9081818181818182,0.008787878787878789,1605,128,79,168,0.04363636363636363,0.03484848484848485,6.938893903907228e-18,PASS
OpenBMI_ERP,0,4,44,LiteBN_XS,0.8993939393939394,0.9166666666666666,0.017272727272727217,1608,153,76,143,0.05121212121212121,0.033939393939393936,5.551115123125783e-17,PASS
OpenBMI_ERP,0,4,46,LiteBN_X,0.7048484848484848,0.7124242424242424,0.007575757575757569,1379,176,111,314,0.09090909090909091,0.08333333333333333,1.3877787807814457e-17,PASS
OpenBMI_ERP,0,4,46,LiteBN_XS,0.7048484848484848,0.7003030303030303,-0.004545454545454519,1355,176,135,314,0.08121212121212121,0.08575757575757575,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,4,53,LiteBN_X,0.6563636363636364,0.7260606060606061,0.0696969696969697,1505,175,77,223,0.12212121212121213,0.05242424242424242,0.0,PASS
OpenBMI_ERP,0,4,53,LiteBN_XS,0.6563636363636364,0.6966666666666667,0.040303030303030285,1471,148,111,250,0.10424242424242425,0.06393939393939393,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,4,7,LiteBN_X,0.8815151515151516,0.8627272727272728,-0.018787878787878798,1638,93,87,162,0.03787878787878788,0.05666666666666667,6.938893903907228e-18,PASS
OpenBMI_ERP,0,4,7,LiteBN_XS,0.8815151515151516,0.8548484848484849,-0.026666666666666727,1601,104,124,151,0.04606060606060606,0.07272727272727272,6.245004513516506e-17,PASS
OpenBMI_ERP,0,4,9,LiteBN_X,0.8333333333333334,0.7657575757575757,-0.06757575757575762,1619,92,119,150,0.037575757575757575,0.10515151515151515,5.551115123125783e-17,PASS
OpenBMI_ERP,0,4,9,LiteBN_XS,0.8333333333333334,0.7875757575757576,-0.045757575757575775,1613,106,125,136,0.05030303030303031,0.09606060606060605,2.7755575615628914e-17,PASS
