comparison,task,seed,fold,method,checkpoint_path,expected_sha256,actual_sha256,cuda_tf32_allowed,status
XS,OpenBMI_MI,0,2,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold2_litebn_xs/selected_best.pt,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,a08650e49617551c705b49a346ea5745bd0bc05b4b731791a4ad25a64bd37d4d,False,AVAILABLE
XS,OpenBMI_MI,0,3,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed0_litebn/selected_best.pt,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,False,AVAILABLE
XS,OpenBMI_MI,0,3,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_xs/selected_best.pt,13d7c17d04ccd9096d1df47988876f23fedabf1b9092ee47e7f9c426f661fdbc,13d7c17d04ccd9096d1df47988876f23fedabf1b9092ee47e7f9c426f661fdbc,False,AVAILABLE
XS,OpenBMI_MI,0,4,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed0_litebn/selected_best.pt,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,False,AVAILABLE
XS,OpenBMI_MI,0,4,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold4_litebn_xs/selected_best.pt,4738b01561d03d42a89344e23f72ff932eb2b8e938d0f579985d1b199b4c0061,4738b01561d03d42a89344e23f72ff932eb2b8e938d0f579985d1b199b4c0061,False,AVAILABLE
XS,OpenBMI_MI,1,0,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold0_seed1_litebn/selected_best.pt,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,666ec91dd0e33f5ece8021696698231735b7833317e0a0f2a2071a53093745fa,False,AVAILABLE
XS,OpenBMI_MI,1,0,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold0_litebn_xs/selected_best.pt,9e9ee7383d331e0a237da74ecb2a0a713df80e0de81bcac024a9ac7230fd268d,9e9ee7383d331e0a237da74ecb2a0a713df80e0de81bcac024a9ac7230fd268d,False,AVAILABLE
XS,OpenBMI_MI,1,1,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold1_seed1_litebn/selected_best.pt,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e,b85320fdb1c4ebb1409b150272275ed05851493398ccef894d1b445ab19a654e,False,AVAILABLE
XS,OpenBMI_MI,1,1,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold1_litebn_xs/selected_best.pt,1a47c43309b6b99c68e7f04eb05da239e3f595ce3cd92dd1ca957a0db89ec9e4,1a47c43309b6b99c68e7f04eb05da239e3f595ce3cd92dd1ca957a0db89ec9e4,False,AVAILABLE
XS,OpenBMI_MI,1,2,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed1_litebn/selected_best.pt,76280844278a5619786f5a1f939e9623b0d0b1ff804ea6f4a8b6d43bcaab6b5a,76280844278a5619786f5a1f939e9623b0d0b1ff804ea6f4a8b6d43bcaab6b5a,False,AVAILABLE
XS,OpenBMI_MI,1,2,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold2_litebn_xs/selected_best.pt,2ac0de40e5148cf5528b5c70607ce493ff1421695ae9663af78e238c33c761a0,2ac0de40e5148cf5528b5c70607ce493ff1421695ae9663af78e238c33c761a0,False,AVAILABLE
XS,OpenBMI_MI,1,3,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed1_litebn/selected_best.pt,d0e57b465a347ddbea4c2ab5b24acee6d41ccea0b957d12ec52419daf502c31b,d0e57b465a347ddbea4c2ab5b24acee6d41ccea0b957d12ec52419daf502c31b,False,AVAILABLE
XS,OpenBMI_MI,1,3,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold3_litebn_xs/selected_best.pt,e533594cb73334a894aea8f7f1a3ce204ceb21f6a485295d0870cefafb701281,e533594cb73334a894aea8f7f1a3ce204ceb21f6a485295d0870cefafb701281,False,AVAILABLE
XS,OpenBMI_MI,1,4,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed1_litebn/selected_best.pt,da73a311608c69caee6ec16b34438a213010bf48dc86f2f37b2bcd4e094bc2b3,da73a311608c69caee6ec16b34438a213010bf48dc86f2f37b2bcd4e094bc2b3,False,AVAILABLE
XS,OpenBMI_MI,1,4,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_mi/fold4_litebn_xs/selected_best.pt,b74d7ce15aed28b972b92d87265c8f3087a8b372904ff25d07696a00e1e4c184,b74d7ce15aed28b972b92d87265c8f3087a8b372904ff25d07696a00e1e4c184,False,AVAILABLE
XS,OpenBMI_MI,2,0,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold0_seed2_litebn/selected_best.pt,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,e9a084001940b2e4ca46729c1c0f6ad19c110c11f09df99b2bf0d04a93004eac,False,AVAILABLE
XS,OpenBMI_MI,2,0,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_mi/fold0_litebn_xs/selected_best.pt,43a9d206303842fef2273283f1f01898aedb37678f3c9ff184c8a5fe284f5990,43a9d206303842fef2273283f1f01898aedb37678f3c9ff184c8a5fe284f5990,False,AVAILABLE
XS,OpenBMI_MI,2,1,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold1_seed2_litebn/selected_best.pt,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7,b3632994c47346649a737161603aae5621c79910406d014f41b8f662e0b314d7,False,AVAILABLE
XS,OpenBMI_MI,2,1,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_mi/fold1_litebn_xs/selected_best.pt,9c7f0561c828cf6f5bcbf8d5c6e71613c7608304e87b86de3567c44f9d9438dd,9c7f0561c828cf6f5bcbf8d5c6e71613c7608304e87b86de3567c44f9d9438dd,False,AVAILABLE
XS,OpenBMI_MI,2,2,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed2_litebn/selected_best.pt,517d1d79073afb5cc4b11cdb32e01a24e93c5c9a814547634db65758da11f251,517d1d79073afb5cc4b11cdb32e01a24e93c5c9a814547634db65758da11f251,False,AVAILABLE
XS,OpenBMI_MI,2,2,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_mi/fold2_litebn_xs/selected_best.pt,0f2ecea39a5e0c7b9d4af2d3cf6d49d1cdb2d3ab35c4a92a01685e85ce160ad8,0f2ecea39a5e0c7b9d4af2d3cf6d49d1cdb2d3ab35c4a92a01685e85ce160ad8,False,AVAILABLE
XS,OpenBMI_MI,2,3,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed2_litebn/selected_best.pt,eaad934be47be22c4a4b5ef604ad9bb22c0e058f655dff743ff84d0f127e0370,eaad934be47be22c4a4b5ef604ad9bb22c0e058f655dff743ff84d0f127e0370,False,AVAILABLE
XS,OpenBMI_MI,2,3,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_mi/fold3_litebn_xs/selected_best.pt,1a9c60a0a354decefd3095b8a39ca949ca8128dba78abe6ba11a1e7903f897ae,1a9c60a0a354decefd3095b8a39ca949ca8128dba78abe6ba11a1e7903f897ae,False,AVAILABLE
XS,OpenBMI_MI,2,4,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed2_litebn/selected_best.pt,70f60a29a0c677d606342a7d35aabee8a3e11d7edd6976be8fa4638397a3b398,70f60a29a0c677d606342a7d35aabee8a3e11d7edd6976be8fa4638397a3b398,False,AVAILABLE
XS,OpenBMI_MI,2,4,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_mi/fold4_litebn_xs/selected_best.pt,444060a7981ec117bfa36562ee4a9e91ddf5f702a7f9442d961a2bea29c0ae88,444060a7981ec117bfa36562ee4a9e91ddf5f702a7f9442d961a2bea29c0ae88,False,AVAILABLE
XS,OpenBMI_SSVEP,0,0,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed0_litebn/selected_best.pt,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2,6b46c3e8d910d5f469accbd9561b3f5b2eaf1d9b21f237d46229d5f85f3347a2,False,AVAILABLE
XS,OpenBMI_SSVEP,0,0,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold0_litebn_xs/selected_best.pt,b9c1df68ad52e46a61f187d4c8ebf693b0c8b3ae1afe28f28c67e0829f2da913,b9c1df68ad52e46a61f187d4c8ebf693b0c8b3ae1afe28f28c67e0829f2da913,False,AVAILABLE
XS,OpenBMI_SSVEP,0,1,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed0_litebn/selected_best.pt,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91,4a461aa942074529c03f69729feea592406dbb9a3d16657d7a05e51274a0ab91,False,AVAILABLE
XS,OpenBMI_SSVEP,0,1,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold1_litebn_xs/selected_best.pt,3ece8d07e67feda07a6dcfb3c53446dc5a08487d0a548a42ea7eefd4d7199c5a,3ece8d07e67feda07a6dcfb3c53446dc5a08487d0a548a42ea7eefd4d7199c5a,False,AVAILABLE
XS,OpenBMI_SSVEP,0,2,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed0_litebn/selected_best.pt,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,393369f8bbeb7ed6cf7d11ff2e8634ec97c659caac0a69d0e16b4ee09210e5b8,False,AVAILABLE
XS,OpenBMI_SSVEP,0,2,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold2_litebn_xs/selected_best.pt,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,1f17098aa7e1e423b70bdc69bab70c37a874ba59f73b007b30c8564ed051a09b,False,AVAILABLE
XS,OpenBMI_SSVEP,0,3,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed0_litebn/selected_best.pt,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,69f2772a3ba8dc5ffb15cf63533bb9e590293fb58e7d095b4121b3fd78786fd0,False,AVAILABLE
XS,OpenBMI_SSVEP,0,3,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold3_litebn_xs/selected_best.pt,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,9c263b210cbd24bde68ce3610d582851fdd5b90ca14598462160c4220e06c3e2,False,AVAILABLE
XS,OpenBMI_SSVEP,0,4,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed0_litebn/selected_best.pt,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,ade61a2103ff649aa1d4810b29c9006dcfdee9f80bde04ebe2af941681c32273,False,AVAILABLE
XS,OpenBMI_SSVEP,0,4,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold4_litebn_xs/selected_best.pt,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,f13f0bb6ee6cd68b7fe816af1a85c641dc7373501069d96212be39d5843a256d,False,AVAILABLE
XS,OpenBMI_SSVEP,1,0,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed1_litebn/selected_best.pt,e61c4f1f112574fd1a460254039c8b4c13234cb3c75645693cf0ae62cdcf6926,e61c4f1f112574fd1a460254039c8b4c13234cb3c75645693cf0ae62cdcf6926,False,AVAILABLE
XS,OpenBMI_SSVEP,1,0,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold0_litebn_xs/selected_best.pt,8cd9a2ee224f088b88f267cf6e03e94dfb25f632c81a4a7d2d055321a23c9bfc,8cd9a2ee224f088b88f267cf6e03e94dfb25f632c81a4a7d2d055321a23c9bfc,False,AVAILABLE
XS,OpenBMI_SSVEP,1,1,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed1_litebn/selected_best.pt,84b5b312c4209367704fd2f4e1be73155d097776ff7baf5c545009e7cb69618c,84b5b312c4209367704fd2f4e1be73155d097776ff7baf5c545009e7cb69618c,False,AVAILABLE
XS,OpenBMI_SSVEP,1,1,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold1_litebn_xs/selected_best.pt,da261439b8d0a2914e88f73d7d750010e1719651fd9bd6fdbb7a3039eaa60ff2,da261439b8d0a2914e88f73d7d750010e1719651fd9bd6fdbb7a3039eaa60ff2,False,AVAILABLE
XS,OpenBMI_SSVEP,1,2,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed1_litebn/selected_best.pt,a80a9b6222ac82a01beb89f1e1e615dedc7af9a675db9744112dd89ca5a7f851,a80a9b6222ac82a01beb89f1e1e615dedc7af9a675db9744112dd89ca5a7f851,False,AVAILABLE
XS,OpenBMI_SSVEP,1,2,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold2_litebn_xs/selected_best.pt,cbfaeb8379e28ef796aafbead521d9797cc94d6cca77416e27917ca2eae75ac2,cbfaeb8379e28ef796aafbead521d9797cc94d6cca77416e27917ca2eae75ac2,False,AVAILABLE
XS,OpenBMI_SSVEP,1,3,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed1_litebn/selected_best.pt,60c9a370307cd851418dad3c0bb316bf33548eca5f9e32093a37ff1421b0b816,60c9a370307cd851418dad3c0bb316bf33548eca5f9e32093a37ff1421b0b816,False,AVAILABLE
XS,OpenBMI_SSVEP,1,3,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold3_litebn_xs/selected_best.pt,29326c677e70f4b377a72c31db7ee8dedd1cfed154221259729dad0efc28ac8e,29326c677e70f4b377a72c31db7ee8dedd1cfed154221259729dad0efc28ac8e,False,AVAILABLE
XS,OpenBMI_SSVEP,1,4,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed1_litebn/selected_best.pt,3f9605a7aff9ccbdae7eaa56a267de3a13ba5fb3075363abcadd32ca9f22e699,3f9605a7aff9ccbdae7eaa56a267de3a13ba5fb3075363abcadd32ca9f22e699,False,AVAILABLE
XS,OpenBMI_SSVEP,1,4,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/openbmi_ssvep/fold4_litebn_xs/selected_best.pt,45cf79e1990d3bb596ea637cd486da24a559b64e41cfae791ed95695d57a372a,45cf79e1990d3bb596ea637cd486da24a559b64e41cfae791ed95695d57a372a,False,AVAILABLE
XS,OpenBMI_SSVEP,2,0,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold0_seed2_litebn/selected_best.pt,4b1abc8d058923037747971e496a78302b38cdbbb51fd0da0fae5e1912f8a02d,4b1abc8d058923037747971e496a78302b38cdbbb51fd0da0fae5e1912f8a02d,False,AVAILABLE
XS,OpenBMI_SSVEP,2,0,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_ssvep/fold0_litebn_xs/selected_best.pt,f3edfaed4112acb1c07c72637c0af4cc94408c487fe73e4c410478e4e64c9554,f3edfaed4112acb1c07c72637c0af4cc94408c487fe73e4c410478e4e64c9554,False,AVAILABLE
XS,OpenBMI_SSVEP,2,1,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold1_seed2_litebn/selected_best.pt,c6c4883399cfa19869ca35f7c395944c41d4934b00e6df608afdca3fa6216839,c6c4883399cfa19869ca35f7c395944c41d4934b00e6df608afdca3fa6216839,False,AVAILABLE
XS,OpenBMI_SSVEP,2,1,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_ssvep/fold1_litebn_xs/selected_best.pt,d3d11497dc05156ee99eed6e4f7691ed99a8d8bc95ec5e266b591d8e478945a4,d3d11497dc05156ee99eed6e4f7691ed99a8d8bc95ec5e266b591d8e478945a4,False,AVAILABLE
XS,OpenBMI_SSVEP,2,2,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold2_seed2_litebn/selected_best.pt,79f8b752646e0b09ebc5425de5e70e1dfd92f983d805c088789f248690240b41,79f8b752646e0b09ebc5425de5e70e1dfd92f983d805c088789f248690240b41,False,AVAILABLE
XS,OpenBMI_SSVEP,2,2,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_ssvep/fold2_litebn_xs/selected_best.pt,c6344908e13268f0f32d7375c988aec5dd18ddcf9d1406ec3aecd6c356345851,c6344908e13268f0f32d7375c988aec5dd18ddcf9d1406ec3aecd6c356345851,False,AVAILABLE
XS,OpenBMI_SSVEP,2,3,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold3_seed2_litebn/selected_best.pt,f38355eaa66885186d51b5a22615c2bc93082f6bc49af3605c18399c860b3169,f38355eaa66885186d51b5a22615c2bc93082f6bc49af3605c18399c860b3169,False,AVAILABLE
XS,OpenBMI_SSVEP,2,3,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_ssvep/fold3_litebn_xs/selected_best.pt,f592c074965357d42a8152c2e0599158e2676c380a434659c4309eae719dfe04,f592c074965357d42a8152c2e0599158e2676c380a434659c4309eae719dfe04,False,AVAILABLE
XS,OpenBMI_SSVEP,2,4,LiteBN_BASELINE,/root/rivermind-data/openbmi_task_generality_runtime/ssvep_fold4_seed2_litebn/selected_best.pt,e9576667d327dbdc9ff9e04b7cb1ab6e7317628fa190a65b16bf8b817a7c855a,e9576667d327dbdc9ff9e04b7cb1ab6e7317628fa190a65b16bf8b817a7c855a,False,AVAILABLE
XS,OpenBMI_SSVEP,2,4,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed2/checkpoints/openbmi_ssvep/fold4_litebn_xs/selected_best.pt,e7b2af00a25578c64da10f734ffceaa3feed4f74315cf742fa4f95ce43f9e71c,e7b2af00a25578c64da10f734ffceaa3feed4f74315cf742fa4f95ce43f9e71c,False,AVAILABLE
XS,WBCIC_MI,0,0,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed0_litebn/selected_best.pt,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,7fe7b939e760fcc91ed6b8035a9f611f8f2839a442b36810a75ca6ff89c3b267,False,AVAILABLE
XS,WBCIC_MI,0,0,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold0_litebn_xs/selected_best.pt,c422565bd19b281d7ddbd7c5a5103c38c0908fdda83c32faaf05b80176c2daa6,c422565bd19b281d7ddbd7c5a5103c38c0908fdda83c32faaf05b80176c2daa6,False,AVAILABLE
XS,WBCIC_MI,0,1,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed0_litebn/selected_best.pt,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,838161c589c8ba47b6ac391b90d97ce785fc98b277f84d3d22730e126122838f,False,AVAILABLE
XS,WBCIC_MI,0,1,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold1_litebn_xs/selected_best.pt,e45b2658f076625db6e3b1aff824a194d7c12db64fd0357ddf8689089b963256,e45b2658f076625db6e3b1aff824a194d7c12db64fd0357ddf8689089b963256,False,AVAILABLE
XS,WBCIC_MI,0,2,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed0_litebn/selected_best.pt,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01,False,AVAILABLE
XS,WBCIC_MI,0,2,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold2_litebn_xs/selected_best.pt,b26f1a0812c9ac95607a8d4e0a0376d242271a7f2af3e4a48c9415be7c8b935f,b26f1a0812c9ac95607a8d4e0a0376d242271a7f2af3e4a48c9415be7c8b935f,False,AVAILABLE
XS,WBCIC_MI,0,3,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed0_litebn/selected_best.pt,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614,False,AVAILABLE
XS,WBCIC_MI,0,3,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold3_litebn_xs/selected_best.pt,d819254929e87529cdce06f8ba5d61a7f3b846e4617626d618efdeafa046dc5e,d819254929e87529cdce06f8ba5d61a7f3b846e4617626d618efdeafa046dc5e,False,AVAILABLE
XS,WBCIC_MI,0,4,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed0_litebn/selected_best.pt,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807,False,AVAILABLE
XS,WBCIC_MI,0,4,LiteBN_XS,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold4_litebn_xs/selected_best.pt,d37f0c4c8975406de573c855931935c66374b12aa2f5f04ebf3e3ff8dbb8e49d,d37f0c4c8975406de573c855931935c66374b12aa2f5f04ebf3e3ff8dbb8e49d,False,AVAILABLE
XS,WBCIC_MI,1,0,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed1_litebn/selected_best.pt,e737917659b3d7bbb46e9b602501067e69e359a1b818ba1b7f47b004853f057f,e737917659b3d7bbb46e9b602501067e69e359a1b818ba1b7f47b004853f057f,False,AVAILABLE
XS,WBCIC_MI,1,0,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold0_litebn_xs/selected_best.pt,318619e1792a1a90cdf3e49b5a90aaf4095b365917413a012004c14c6a28a459,318619e1792a1a90cdf3e49b5a90aaf4095b365917413a012004c14c6a28a459,False,AVAILABLE
XS,WBCIC_MI,1,1,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold1_seed1_litebn/selected_best.pt,80b0ebbc3f359410e635e8ac04ebded1998e6ca19c83340b068d0c5520721f69,80b0ebbc3f359410e635e8ac04ebded1998e6ca19c83340b068d0c5520721f69,False,AVAILABLE
XS,WBCIC_MI,1,1,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold1_litebn_xs/selected_best.pt,0be7ed7b5e830aaff6bfd0419fab6404740e8b8f64eaec83b0535bb2a1fd26ac,0be7ed7b5e830aaff6bfd0419fab6404740e8b8f64eaec83b0535bb2a1fd26ac,False,AVAILABLE
XS,WBCIC_MI,1,2,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed1_litebn/selected_best.pt,3341e95b950d3478040930685bda0708adaacf8b5ccc15fc2fbc5517d8d1f101,3341e95b950d3478040930685bda0708adaacf8b5ccc15fc2fbc5517d8d1f101,False,AVAILABLE
XS,WBCIC_MI,1,2,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold2_litebn_xs/selected_best.pt,4dd6eb617f2bc2117a3a7f44a57e13cc09fa52f5822f233b8734ec09984c706c,4dd6eb617f2bc2117a3a7f44a57e13cc09fa52f5822f233b8734ec09984c706c,False,AVAILABLE
XS,WBCIC_MI,1,3,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed1_litebn/selected_best.pt,666a05be19cd6dd73e4daa0b0ecc651777cc0b6dff0f6b011d7efb0adf9774a2,666a05be19cd6dd73e4daa0b0ecc651777cc0b6dff0f6b011d7efb0adf9774a2,False,AVAILABLE
XS,WBCIC_MI,1,3,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold3_litebn_xs/selected_best.pt,06f29f4489bb047b67699b86335c44cf83d72c66f808ffb4d09a9215b66d6136,06f29f4489bb047b67699b86335c44cf83d72c66f808ffb4d09a9215b66d6136,False,AVAILABLE
XS,WBCIC_MI,1,4,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed1_litebn/selected_best.pt,cd1f57187cf83436ee93017d1fb7c48069436b1d16769e0e9460ce593cc3e0ca,cd1f57187cf83436ee93017d1fb7c48069436b1d16769e0e9460ce593cc3e0ca,False,AVAILABLE
XS,WBCIC_MI,1,4,LiteBN_XS,/root/rivermind-data/xs_full_multiseed_finaltest_runtime/seed1/checkpoints/wbcic_mi/fold4_litebn_xs/selected_best.pt,bd894291453407bcc8450ef3dc91cdfa3c9ae5dbe2be35535d29ecb610a0ba66,bd894291453407bcc8450ef3dc91cdfa3c9ae5dbe2be35535d29ecb610a0ba66,False,AVAILABLE
XS,WBCIC_MI,2,0,LiteBN_BASELINE,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold0_seed2_litebn/selected_best.pt,e0794525f56f19aabee361e2d06bbf49fd4dfce04e553ceb89f89064002c0891,e0794525f56f19aabee361e2d06bbf49fd4dfce04e553ceb89f89064002c0891,False,AVAILABLE
