subject,ba,run,model
14,0.61,fold-2/seed-0,method
16,0.775,fold-2/seed-0,method
17,0.735,fold-2/seed-0,method
25,0.8500000000000001,fold-2/seed-0,method
30,0.705,fold-2/seed-0,method
49,0.75,fold-2/seed-0,method
5,0.855,fold-2/seed-0,method
6,0.8400000000000001,fold-2/seed-0,method
9,0.7849999999999999,fold-2/seed-0,method
