method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B0_VANILLA_EEGNET,2,0,9,0.69,0.6846709388668497,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,0,9,0.69,0.6846709388668497,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,0,9,0.69,0.6884735202492211,100,0.69,0.0,False,1.3529766999999993,34162,False,False,False
A2_DUAL_CONTROL,2,0,9,0.6399999999999999,0.6386993175431553,100,0.6,0.039999999999999925,False,1.4035187000408769,19622,False,False,False
A6_PUD_ALL_ADAPT,2,0,9,0.5800000000000001,0.5793269230769231,100,0.5700000000000001,0.010000000000000009,False,1.9424634000170045,39244,False,False,False
A7_IDENTITY_PROTECTED,2,0,9,0.6499999999999999,0.6491228070175439,100,0.69,-0.040000000000000036,True,1.4299430000246502,19622,False,False,False
A8_RANDOM_PROTECTED,2,0,9,0.63,0.62996299629963,100,0.64,-0.010000000000000009,True,1.3489509000210091,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,9,0.54,0.5398159263705482,100,0.5700000000000001,-0.030000000000000027,True,1.24385309999343,19622,False,False,False
A3_P_ONLY,2,0,9,0.5800000000000001,0.5798319327731092,100,0.59,-0.009999999999999898,True,1.315475899958983,19622,False,False,False
A4_P_PLUS_U,2,0,9,0.54,0.5398159263705482,100,0.5700000000000001,-0.030000000000000027,True,1.4372995999874547,19622,False,False,False
A5_P_PLUS_D,2,0,9,0.58,0.58,100,0.5800000000000001,-1.1102230246251565e-16,False,1.2855675999890082,19622,False,False,False
A9_PCA_PROTECTED,2,0,9,0.55,0.5488721804511278,100,0.5700000000000001,-0.020000000000000018,True,1.3654119000420906,19622,False,False,False
B0_VANILLA_EEGNET,2,0,10,0.6799999999999999,0.6788438378161381,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,0,10,0.6799999999999999,0.6788438378161381,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,0,10,0.74,0.7373737373737375,100,0.6799999999999999,0.06000000000000005,False,1.3438172999885865,34162,False,False,False
A2_DUAL_CONTROL,2,0,10,0.6799999999999999,0.6666666666666666,100,0.69,-0.010000000000000009,True,1.232070499972906,19622,False,False,False
A6_PUD_ALL_ADAPT,2,0,10,0.6799999999999999,0.6666666666666666,100,0.6699999999999999,0.010000000000000009,False,2.0872850000159815,39244,False,False,False
A7_IDENTITY_PROTECTED,2,0,10,0.64,0.6279454319966928,100,0.72,-0.07999999999999996,True,1.3542070999974385,19622,False,False,False
A8_RANDOM_PROTECTED,2,0,10,0.66,0.6532027743778049,100,0.7,-0.039999999999999925,True,1.2519112000009045,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,10,0.6699999999999999,0.6601791782514674,100,0.6699999999999999,0.0,False,1.3360797999775968,19622,False,False,False
A3_P_ONLY,2,0,10,0.69,0.6884735202492211,100,0.66,0.029999999999999916,False,1.4223236999823712,19622,False,False,False
A4_P_PLUS_U,2,0,10,0.6699999999999999,0.6601791782514674,100,0.6699999999999999,0.0,False,1.357873799977824,19622,False,False,False
A5_P_PLUS_D,2,0,10,0.63,0.6296667000300271,100,0.69,-0.05999999999999994,True,1.4114742000238039,19622,False,False,False
A9_PCA_PROTECTED,2,0,10,0.65,0.6419437340153453,100,0.63,0.020000000000000018,False,1.395854500005953,19622,False,False,False
B0_VANILLA_EEGNET,2,0,16,0.85,0.8498648783905515,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,0,16,0.85,0.8498648783905515,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,0,16,0.87,0.8689384010484928,100,0.85,0.020000000000000018,False,1.3331898000324145,34162,False,False,False
A2_DUAL_CONTROL,2,0,16,0.8,0.7992773986350863,100,0.8,0.0,False,1.2388314000563696,19622,False,False,False
A6_PUD_ALL_ADAPT,2,0,16,0.86,0.859775641025641,100,0.8500000000000001,0.009999999999999898,False,2.0279192000161856,39244,False,False,False
A7_IDENTITY_PROTECTED,2,0,16,0.8200000000000001,0.8193496587715776,100,0.8200000000000001,0.0,False,1.2178558000014164,19622,False,False,False
A8_RANDOM_PROTECTED,2,0,16,0.8400000000000001,0.8397435897435898,100,0.85,-0.009999999999999898,True,1.309807199984789,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,16,0.8500000000000001,0.849624060150376,100,0.8500000000000001,0.0,False,1.3176750999991782,19622,False,False,False
A3_P_ONLY,2,0,16,0.8200000000000001,0.818840579710145,100,0.8300000000000001,-0.010000000000000009,True,1.2892643000232056,19622,False,False,False
A4_P_PLUS_U,2,0,16,0.8500000000000001,0.849624060150376,100,0.8500000000000001,0.0,False,1.366742600046564,19622,False,False,False
A5_P_PLUS_D,2,0,16,0.8400000000000001,0.8397435897435898,100,0.8500000000000001,-0.010000000000000009,True,1.2502028999733739,19622,False,False,False
A9_PCA_PROTECTED,2,0,16,0.8200000000000001,0.8197115384615384,100,0.8200000000000001,0.0,False,1.3069271999993362,19622,False,False,False
B0_VANILLA_EEGNET,2,0,21,0.97,0.96999699969997,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,0,21,0.97,0.96999699969997,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,0,21,0.95,0.9499949994999499,100,0.97,-0.020000000000000018,True,1.345898900006432,34162,False,False,False
A2_DUAL_CONTROL,2,0,21,0.86,0.8599439775910365,100,0.87,-0.010000000000000009,True,1.2715535999741405,19622,False,False,False
A6_PUD_ALL_ADAPT,2,0,21,0.79,0.7898108297467721,100,0.8200000000000001,-0.030000000000000027,True,1.983295599988196,39244,False,False,False
A7_IDENTITY_PROTECTED,2,0,21,0.9299999999999999,0.9299929992999301,100,0.96,-0.030000000000000027,True,1.2259657999966294,19622,False,False,False
A8_RANDOM_PROTECTED,2,0,21,0.87,0.8699869986998701,100,0.9,-0.030000000000000027,True,1.1934836000436917,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,21,0.81,0.8095238095238095,100,0.8200000000000001,-0.010000000000000009,True,1.2894390999572352,19622,False,False,False
A3_P_ONLY,2,0,21,0.85,0.8498648783905515,100,0.79,0.05999999999999994,False,1.2812590000103228,19622,False,False,False
A4_P_PLUS_U,2,0,21,0.81,0.8095238095238095,100,0.8200000000000001,-0.010000000000000009,True,1.349294799962081,19622,False,False,False
A5_P_PLUS_D,2,0,21,0.83,0.8299829982998299,100,0.81,0.019999999999999907,False,1.2843270999728702,19622,False,False,False
A9_PCA_PROTECTED,2,0,21,0.86,0.859775641025641,100,0.8500000000000001,0.009999999999999898,False,1.350730800011661,19622,False,False,False
B0_VANILLA_EEGNET,2,0,22,0.7,0.696969696969697,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,0,22,0.7,0.696969696969697,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,0,22,0.63,0.6129302228266555,100,0.7,-0.06999999999999995,True,1.350943700002972,34162,False,False,False
A2_DUAL_CONTROL,2,0,22,0.64,0.64,100,0.6799999999999999,-0.039999999999999925,True,1.355047499993816,19622,False,False,False
A6_PUD_ALL_ADAPT,2,0,22,0.62,0.6175523349436394,100,0.65,-0.030000000000000027,True,1.9839598999824375,39244,False,False,False
A7_IDENTITY_PROTECTED,2,0,22,0.6,0.5920032639738881,100,0.67,-0.07000000000000006,True,1.3296550000086427,19622,False,False,False
A8_RANDOM_PROTECTED,2,0,22,0.63,0.6269785260610949,100,0.6799999999999999,-0.04999999999999993,True,1.3313350999960676,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,22,0.64,0.64,100,0.65,-0.010000000000000009,True,1.2893657999811694,19622,False,False,False
A3_P_ONLY,2,0,22,0.64,0.6398559423769508,100,0.63,0.010000000000000009,False,1.2884597000083886,19622,False,False,False
A4_P_PLUS_U,2,0,22,0.64,0.64,100,0.65,-0.010000000000000009,True,1.28670230001444,19622,False,False,False
A5_P_PLUS_D,2,0,22,0.63,0.62996299629963,100,0.62,0.010000000000000009,False,1.2818200000328943,19622,False,False,False
A9_PCA_PROTECTED,2,0,22,0.6399999999999999,0.6386993175431553,100,0.6399999999999999,0.0,False,1.3341965000145137,19622,False,False,False
B0_VANILLA_EEGNET,2,0,31,0.86,0.86,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,0,31,0.86,0.86,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,0,31,0.8,0.7999199679871949,100,0.86,-0.05999999999999994,True,1.3287001000135206,34162,False,False,False
A2_DUAL_CONTROL,2,0,31,0.88,0.8798076923076923,100,0.8999999999999999,-0.019999999999999907,True,1.2977880999678746,19622,False,False,False
A6_PUD_ALL_ADAPT,2,0,31,0.84,0.8399359743897559,100,0.86,-0.020000000000000018,True,1.98294519999763,39244,False,False,False
A7_IDENTITY_PROTECTED,2,0,31,0.8500000000000001,0.849624060150376,100,0.87,-0.019999999999999907,True,1.3061277999659069,19622,False,False,False
A8_RANDOM_PROTECTED,2,0,31,0.87,0.8699869986998701,100,0.87,0.0,False,1.2881771000102162,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,31,0.87,0.8698828946051447,100,0.86,0.010000000000000009,False,1.2893021000199951,19622,False,False,False
A3_P_ONLY,2,0,31,0.8200000000000001,0.8197115384615384,100,0.86,-0.039999999999999925,True,1.351243999961298,19622,False,False,False
A4_P_PLUS_U,2,0,31,0.87,0.8698828946051447,100,0.86,0.010000000000000009,False,1.3066783000249416,19622,False,False,False
A5_P_PLUS_D,2,0,31,0.8300000000000001,0.8298468621759583,100,0.8300000000000001,0.0,False,1.3621148000238463,19622,False,False,False
A9_PCA_PROTECTED,2,0,31,0.83,0.8299829982998299,100,0.85,-0.020000000000000018,True,1.3499692999757826,19622,False,False,False
B0_VANILLA_EEGNET,2,0,45,0.8200000000000001,0.8193496587715776,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,0,45,0.8200000000000001,0.8193496587715776,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,0,45,0.87,0.8696741854636592,100,0.8200000000000001,0.04999999999999993,False,1.1996444999822415,34162,False,False,False
A2_DUAL_CONTROL,2,0,45,0.76,0.7596153846153846,100,0.75,0.010000000000000009,False,1.3809765999903902,19622,False,False,False
A6_PUD_ALL_ADAPT,2,0,45,0.71,0.7092731829573935,100,0.7,0.010000000000000009,False,1.983490200014785,39244,False,False,False
A7_IDENTITY_PROTECTED,2,0,45,0.77,0.769792813532179,100,0.78,-0.010000000000000009,True,1.348231800016947,19622,False,False,False
A8_RANDOM_PROTECTED,2,0,45,0.74,0.7395833333333333,100,0.73,0.010000000000000009,False,1.385835200024303,19622,False,False,False
A10_FULL_PUD_FREEZE,2,0,45,0.73,0.72997299729973,100,0.7,0.030000000000000027,False,1.3700922999996692,19622,False,False,False
A3_P_ONLY,2,0,45,0.74,0.7390606182256123,100,0.75,-0.010000000000000009,True,1.35566810000455,19622,False,False,False
A4_P_PLUS_U,2,0,45,0.73,0.72997299729973,100,0.7,0.030000000000000027,False,1.4099074000259861,19622,False,False,False
A5_P_PLUS_D,2,0,45,0.74,0.7395833333333333,100,0.73,0.010000000000000009,False,1.4059460000135005,19622,False,False,False
A9_PCA_PROTECTED,2,0,45,0.73,0.7293233082706767,100,0.76,-0.030000000000000027,True,1.1953203000011854,19622,False,False,False
B0_VANILLA_EEGNET,2,0,53,0.81,0.8098288459613652,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,0,53,0.81,0.8098288459613652,100,,,False,0.0,0,False,False,False
