dataset,fold,seed,epoch,step,task_gradient_norm,task_clip_scale,task_step_norm,bn_max_displacement
OpenBMI,0,0,2,94,2.533496618270874,1.0,0.0011735409498214722,0.0
OpenBMI,0,0,2,95,2.721282958984375,1.0,0.001158828497864306,0.0
OpenBMI,0,0,2,96,2.524001121520996,1.0,0.0011653514811769128,0.0
OpenBMI,0,0,2,97,2.981499433517456,1.0,0.0011981406714767218,0.0
OpenBMI,0,0,2,98,2.8328893184661865,1.0,0.0011617003474384546,0.0
OpenBMI,0,0,2,99,4.8916730880737305,1.0,0.001190244685858488,0.0
OpenBMI,0,0,2,100,2.7678771018981934,1.0,0.0011631350498646498,0.0
OpenBMI,0,0,2,101,2.947932720184326,1.0,0.0011984130833297968,0.0
OpenBMI,0,0,2,102,2.920006513595581,1.0,0.0012424004962667823,0.0
OpenBMI,0,0,2,103,2.894968032836914,1.0,0.0012259354116395116,0.0
OpenBMI,0,0,2,104,2.3432841300964355,1.0,0.001205813605338335,0.0
OpenBMI,0,0,2,105,3.3025553226470947,1.0,0.0012950144009664655,0.0
OpenBMI,0,0,2,106,3.8470494747161865,1.0,0.0013144625118002295,0.0
OpenBMI,0,0,2,107,3.031677007675171,1.0,0.001324385404586792,0.0
OpenBMI,0,0,2,108,3.2575016021728516,1.0,0.001332892687059939,0.0
OpenBMI,0,0,2,109,2.7291605472564697,1.0,0.001348148100078106,0.0
OpenBMI,0,0,2,110,2.7853190898895264,1.0,0.0013346056221053004,0.0
OpenBMI,0,0,2,111,2.869227170944214,1.0,0.0013158416841179132,0.0
OpenBMI,0,0,2,112,2.5556836128234863,1.0,0.0013359058648347855,0.0
OpenBMI,0,0,2,113,2.5618932247161865,1.0,0.0013530906289815903,0.0
OpenBMI,0,0,2,114,4.171897888183594,1.0,0.0013547252165153623,0.0
OpenBMI,0,0,2,115,2.6083614826202393,1.0,0.0013263773871585727,0.0
OpenBMI,0,0,2,116,2.9905271530151367,1.0,0.0013612478505820036,0.0
OpenBMI,0,0,2,117,2.1543543338775635,1.0,0.001317276037298143,0.0
OpenBMI,0,0,2,118,3.147239923477173,1.0,0.0013500198256224394,0.0
OpenBMI,0,0,2,119,2.36433482170105,1.0,0.0013354192487895489,0.0
OpenBMI,0,0,2,120,3.1287741661071777,1.0,0.0013007272500544786,0.0
OpenBMI,0,0,2,121,4.042311668395996,1.0,0.0013438138412311673,0.0
OpenBMI,0,0,2,122,3.907043695449829,1.0,0.0013717232504859567,0.0
OpenBMI,0,0,2,123,3.577272891998291,1.0,0.0013581366511061788,0.0
OpenBMI,0,0,2,124,2.3953566551208496,1.0,0.0013610050082206726,0.0
OpenBMI,0,0,2,125,2.755333423614502,1.0,0.00135624164249748,0.0
OpenBMI,0,0,2,126,2.1484880447387695,1.0,0.001312999171204865,0.0
OpenBMI,0,0,2,127,3.211381196975708,1.0,0.0013237018138170242,0.0
OpenBMI,0,0,2,128,4.071901321411133,1.0,0.0013122831005603075,0.0
OpenBMI,0,0,2,129,4.156107425689697,1.0,0.0012641210341826081,0.0
OpenBMI,0,0,2,130,3.4027647972106934,1.0,0.0012209081323817372,0.0
OpenBMI,0,0,2,131,2.2638320922851562,1.0,0.0012551548425108194,0.0
OpenBMI,0,0,2,132,2.8294992446899414,1.0,0.0012667995179072022,0.0
OpenBMI,0,0,2,133,2.5371062755584717,1.0,0.0012879791902378201,0.0
OpenBMI,0,0,2,134,2.2517154216766357,1.0,0.001226831111125648,0.0
OpenBMI,0,0,2,135,3.0930542945861816,1.0,0.0012108194641768932,0.0
OpenBMI,0,0,2,136,3.386568069458008,1.0,0.0012256890768185258,0.0
OpenBMI,1,0,1,1,3.0220627784729004,1.0,0.005544672720134258,0.0
OpenBMI,1,0,1,2,2.305447816848755,1.0,0.003978293854743242,0.0
OpenBMI,1,0,1,3,2.7074103355407715,1.0,0.0033739146310836077,0.0
OpenBMI,1,0,1,4,3.7295773029327393,1.0,0.0029428305570036173,0.0
OpenBMI,1,0,1,5,3.2112674713134766,1.0,0.0026719451416283846,0.0
OpenBMI,1,0,1,6,2.4924657344818115,1.0,0.002426653169095516,0.0
OpenBMI,1,0,1,7,3.198181390762329,1.0,0.0022385993506759405,0.0
OpenBMI,1,0,1,8,2.9685099124908447,1.0,0.0021012364886701107,0.0
OpenBMI,1,0,1,9,3.699275255203247,1.0,0.0020320669282227755,0.0
OpenBMI,1,0,1,10,3.3004536628723145,1.0,0.001980070723220706,0.0
OpenBMI,1,0,1,11,2.921267032623291,1.0,0.001827042899094522,0.0
OpenBMI,1,0,1,12,2.581979751586914,1.0,0.0017221440793946385,0.0
OpenBMI,1,0,1,13,3.4070935249328613,1.0,0.0016957519110292196,0.0
OpenBMI,1,0,1,14,5.243046760559082,0.9536439838020507,0.0016844194615259767,0.0
OpenBMI,1,0,1,15,3.4611852169036865,1.0,0.0016560966614633799,0.0
OpenBMI,1,0,1,16,2.1842024326324463,1.0,0.0015630883863195777,0.0
OpenBMI,1,0,1,17,2.301959276199341,1.0,0.0015059118159115314,0.0
OpenBMI,1,0,1,18,3.6349234580993652,1.0,0.0015116974245756865,0.0
OpenBMI,1,0,1,19,3.0261759757995605,1.0,0.0014216345734894276,0.0
OpenBMI,1,0,1,20,1.7891947031021118,1.0,0.0014077577507123351,0.0
OpenBMI,1,0,1,21,3.115398645401001,1.0,0.0014054247876629233,0.0
OpenBMI,1,0,1,22,2.667616128921509,1.0,0.0013659584801644087,0.0
OpenBMI,1,0,1,23,2.406386613845825,1.0,0.001374509884044528,0.0
OpenBMI,1,0,1,24,3.278491973876953,1.0,0.0013991973828524351,0.0
OpenBMI,1,0,1,25,3.6519081592559814,1.0,0.0014430200681090355,0.0
OpenBMI,1,0,1,26,3.1794936656951904,1.0,0.0015405230224132538,0.0
OpenBMI,1,0,1,27,3.7879865169525146,1.0,0.0014638579450547695,0.0
OpenBMI,1,0,1,28,3.8352742195129395,1.0,0.0014246823266148567,0.0
OpenBMI,1,0,1,29,4.103215217590332,1.0,0.0014423462562263012,0.0
OpenBMI,1,0,1,30,3.8949074745178223,1.0,0.0013957376359030604,0.0
OpenBMI,1,0,1,31,3.406864881515503,1.0,0.0014504683203995228,0.0
OpenBMI,1,0,1,32,5.68410587310791,0.8796458249758357,0.001457268837839365,0.0
OpenBMI,1,0,1,33,2.9021823406219482,1.0,0.0014089304022490978,0.0
OpenBMI,1,0,1,34,4.126106262207031,1.0,0.0013971164589747787,0.0
OpenBMI,1,0,1,35,3.257094144821167,1.0,0.0014335599262267351,0.0
OpenBMI,1,0,1,36,2.814077138900757,1.0,0.0013823555782437325,0.0
OpenBMI,1,0,1,37,4.026403427124023,1.0,0.0013379142619669437,0.0
OpenBMI,1,0,1,38,3.712228775024414,1.0,0.0013848189264535904,0.0
OpenBMI,1,0,1,39,4.368070602416992,1.0,0.0013953075977042317,0.0
OpenBMI,1,0,1,40,2.7300989627838135,1.0,0.0014332860009744763,0.0
OpenBMI,1,0,1,41,2.7090044021606445,1.0,0.0014389903517439961,0.0
OpenBMI,1,0,1,42,2.8013548851013184,1.0,0.0013965903781354427,0.0
OpenBMI,1,0,1,43,2.4247891902923584,1.0,0.0013353853719308972,0.0
OpenBMI,1,0,1,44,3.369619607925415,1.0,0.0013706001918762922,0.0
OpenBMI,1,0,1,45,3.317796230316162,1.0,0.001365241827443242,0.0
OpenBMI,1,0,1,46,2.8614511489868164,1.0,0.0013295080279931426,0.0
OpenBMI,1,0,1,47,3.9837870597839355,1.0,0.0013848170638084412,0.0
OpenBMI,1,0,1,48,4.054096698760986,1.0,0.0014015758642926812,0.0
OpenBMI,1,0,1,49,3.6999616622924805,1.0,0.0013321398291736841,0.0
OpenBMI,1,0,1,50,3.8593804836273193,1.0,0.001356157474219799,0.0
OpenBMI,1,0,1,51,2.4699084758758545,1.0,0.0013391987886279821,0.0
OpenBMI,1,0,1,52,4.126667499542236,1.0,0.0013827942311763763,0.0
OpenBMI,1,0,1,53,3.137006998062134,1.0,0.0013759522698819637,0.0
OpenBMI,1,0,1,54,3.1934359073638916,1.0,0.0013844309141859412,0.0
OpenBMI,1,0,1,55,4.766420364379883,1.0,0.0013808049261569977,0.0
OpenBMI,1,0,1,56,3.2676942348480225,1.0,0.0014371093129739165,0.0
OpenBMI,1,0,1,57,2.569056272506714,1.0,0.0014098759274929762,0.0
OpenBMI,1,0,1,58,2.603626012802124,1.0,0.0013317629927769303,0.0
OpenBMI,1,0,1,59,3.8788931369781494,1.0,0.0013886619126424193,0.0
OpenBMI,1,0,1,60,1.9396940469741821,1.0,0.001341783907264471,0.0
OpenBMI,1,0,1,61,3.558605909347534,1.0,0.001420562039129436,0.0
OpenBMI,1,0,1,62,4.399652004241943,1.0,0.0014060403918847442,0.0
OpenBMI,1,0,1,63,4.723169803619385,1.0,0.0014414433389902115,0.0
OpenBMI,1,0,1,64,2.3965256214141846,1.0,0.0013751382939517498,0.0
OpenBMI,1,0,1,65,3.4060235023498535,1.0,0.0014021608512848616,0.0
OpenBMI,1,0,1,66,5.333878517150879,0.9374041767023179,0.0013370274100452662,0.0
OpenBMI,1,0,1,67,2.991286277770996,1.0,0.0013395402347669005,0.0
OpenBMI,1,0,1,68,3.1020495891571045,1.0,0.0013246103189885616,0.0
OpenBMI,1,0,2,69,3.5757274627685547,1.0,0.0013273726217448711,0.0
OpenBMI,1,0,2,70,2.625626802444458,1.0,0.0013031148118898273,0.0
OpenBMI,1,0,2,71,3.15038800239563,1.0,0.0013395384885370731,0.0
OpenBMI,1,0,2,72,4.2376837730407715,1.0,0.0014013558393344283,0.0
OpenBMI,1,0,2,73,3.395764112472534,1.0,0.0013965609250590205,0.0
OpenBMI,1,0,2,74,2.4699745178222656,1.0,0.001368670491501689,0.0
OpenBMI,1,0,2,75,2.42564058303833,1.0,0.0012811952037736773,0.0
OpenBMI,1,0,2,76,2.7215497493743896,1.0,0.0012797549134120345,0.0
OpenBMI,1,0,2,77,3.6359236240386963,1.0,0.0012275057379156351,0.0
OpenBMI,1,0,2,78,3.1873743534088135,1.0,0.0012669962598010898,0.0
OpenBMI,1,0,2,79,3.821807622909546,1.0,0.0012960151070728898,0.0
OpenBMI,1,0,2,80,2.436131238937378,1.0,0.0012908187927678227,0.0
OpenBMI,1,0,2,81,2.8485443592071533,1.0,0.001284202327951789,0.0
OpenBMI,1,0,2,82,2.6197078227996826,1.0,0.0012540030293166637,0.0
OpenBMI,1,0,2,83,3.7035915851593018,1.0,0.0012760305544361472,0.0
OpenBMI,1,0,2,84,3.325603723526001,1.0,0.0012825166340917349,0.0
OpenBMI,1,0,2,85,4.823154926300049,1.0,0.001365975709632039,0.0
OpenBMI,1,0,2,86,2.7254858016967773,1.0,0.0013608859153464437,0.0
OpenBMI,1,0,2,87,2.7101757526397705,1.0,0.0013847718946635723,0.0
OpenBMI,1,0,2,88,3.3062193393707275,1.0,0.0013749034842476249,0.0
OpenBMI,1,0,2,89,4.4341936111450195,1.0,0.001425050781108439,0.0
OpenBMI,1,0,2,90,3.0041990280151367,1.0,0.001376567641273141,0.0
OpenBMI,1,0,2,91,3.184553623199463,1.0,0.0013103790115565062,0.0
OpenBMI,1,0,2,92,2.8388304710388184,1.0,0.001257645315490663,0.0
OpenBMI,1,0,2,93,3.05385422706604,1.0,0.0012977755395695567,0.0
OpenBMI,1,0,2,94,2.8380303382873535,1.0,0.001283043879084289,0.0
OpenBMI,1,0,2,95,4.333895683288574,1.0,0.0014090874465182424,0.0
OpenBMI,1,0,2,96,4.2063517570495605,1.0,0.0014350118581205606,0.0
OpenBMI,1,0,2,97,4.058016777038574,1.0,0.001397859537974,0.0
OpenBMI,1,0,2,98,3.131418228149414,1.0,0.001376388594508171,0.0
OpenBMI,1,0,2,99,2.327190399169922,1.0,0.0013022440252825618,0.0
OpenBMI,1,0,2,100,3.8644959926605225,1.0,0.0012507393257692456,0.0
OpenBMI,1,0,2,101,2.62589955329895,1.0,0.0012271873420104384,0.0
OpenBMI,1,0,2,102,3.4325335025787354,1.0,0.0012443806044757366,0.0
OpenBMI,1,0,2,103,3.3307650089263916,1.0,0.001231026602908969,0.0
OpenBMI,1,0,2,104,5.031032085418701,0.9938318649351013,0.0012463622260838747,0.0
OpenBMI,1,0,2,105,4.150140762329102,1.0,0.0013059129705652595,0.0
OpenBMI,1,0,2,106,2.724379539489746,1.0,0.0012771162437275052,0.0
OpenBMI,1,0,2,107,2.418001651763916,1.0,0.0012880510184913874,0.0
OpenBMI,1,0,2,108,3.1315226554870605,1.0,0.001281137578189373,0.0
OpenBMI,1,0,2,109,3.6052637100219727,1.0,0.0013131062733009458,0.0
OpenBMI,1,0,2,110,2.7404212951660156,1.0,0.0013199085369706154,0.0
OpenBMI,1,0,2,111,2.5541844367980957,1.0,0.0013417416485026479,0.0
OpenBMI,1,0,2,112,3.8573312759399414,1.0,0.0014169284841045737,0.0
OpenBMI,1,0,2,113,3.406226396560669,1.0,0.001408476266078651,0.0
OpenBMI,1,0,2,114,3.6371030807495117,1.0,0.001444202265702188,0.0
OpenBMI,1,0,2,115,2.5594208240509033,1.0,0.001411709701642394,0.0
OpenBMI,1,0,2,116,3.039464235305786,1.0,0.0013074815506115556,0.0
OpenBMI,1,0,2,117,2.8234364986419678,1.0,0.0012510281521826982,0.0
OpenBMI,1,0,2,118,4.148734092712402,1.0,0.001344991149380803,0.0
OpenBMI,1,0,2,119,4.576440811157227,1.0,0.0014120256528258324,0.0
OpenBMI,1,0,2,120,2.9139692783355713,1.0,0.0013556842459365726,0.0
OpenBMI,1,0,2,121,2.551128625869751,1.0,0.0014254424022510648,0.0
OpenBMI,1,0,2,122,2.465102434158325,1.0,0.0013452554121613503,0.0
OpenBMI,1,0,2,123,2.793649673461914,1.0,0.001316441805101931,0.0
OpenBMI,1,0,2,124,4.169107913970947,1.0,0.0013594025513157248,0.0
OpenBMI,1,0,2,125,3.418168544769287,1.0,0.0013792287791147828,0.0
OpenBMI,1,0,2,126,4.5096354484558105,1.0,0.0014016632921993732,0.0
OpenBMI,1,0,2,127,2.3169631958007812,1.0,0.0013599905651062727,0.0
OpenBMI,1,0,2,128,4.06903600692749,1.0,0.0013085472164675593,0.0
OpenBMI,1,0,2,129,3.3920352458953857,1.0,0.0013304137391969562,0.0
OpenBMI,1,0,2,130,2.4479424953460693,1.0,0.0013587197754532099,0.0
OpenBMI,1,0,2,131,3.3405659198760986,1.0,0.0012958450242877007,0.0
OpenBMI,1,0,2,132,3.676013469696045,1.0,0.0012681629741564393,0.0
OpenBMI,1,0,2,133,2.6025147438049316,1.0,0.001233391696587205,0.0
OpenBMI,1,0,2,134,2.6674649715423584,1.0,0.0012731143506243825,0.0
OpenBMI,1,0,2,135,4.600088596343994,1.0,0.0012548210797831416,0.0
OpenBMI,1,0,2,136,2.2814180850982666,1.0,0.0012014767853543162,0.0
OpenBMI,2,0,1,1,2.4246768951416016,1.0,0.005544731859117746,0.0
OpenBMI,2,0,1,2,2.0210883617401123,1.0,0.003867781488224864,0.0
OpenBMI,2,0,1,3,4.163055896759033,1.0,0.0032166799064725637,0.0
OpenBMI,2,0,1,4,5.56215763092041,0.8989317332908119,0.002749429550021887,0.0
OpenBMI,2,0,1,5,3.8805460929870605,1.0,0.0025000334717333317,0.0
OpenBMI,2,0,1,6,3.336601495742798,1.0,0.0023661889135837555,0.0
OpenBMI,2,0,1,7,3.2406294345855713,1.0,0.0022175461053848267,0.0
OpenBMI,2,0,1,8,3.5000245571136475,1.0,0.0020820414647459984,0.0
OpenBMI,2,0,1,9,5.1529541015625,0.9703172008622936,0.0019921078346669674,0.0
OpenBMI,2,0,1,10,2.723034620285034,1.0,0.001956898020580411,0.0
OpenBMI,2,0,1,11,1.946955680847168,1.0,0.0018587007652968168,0.0
OpenBMI,2,0,1,12,4.049238681793213,1.0,0.0017184852622449398,0.0
OpenBMI,2,0,1,13,2.6621193885803223,1.0,0.0016571328742429614,0.0
OpenBMI,2,0,1,14,3.0631017684936523,1.0,0.0016074436716735363,0.0
OpenBMI,2,0,1,15,4.013664722442627,1.0,0.001611255924217403,0.0
OpenBMI,2,0,1,16,3.561086893081665,1.0,0.0015839450061321259,0.0
OpenBMI,2,0,1,17,3.580474853515625,1.0,0.0015755965141579509,0.0
OpenBMI,2,0,1,18,3.66314435005188,1.0,0.001637391746044159,0.0
OpenBMI,2,0,1,19,3.51847767829895,1.0,0.0015641109785065055,0.0
OpenBMI,2,0,1,20,4.6312384605407715,1.0,0.0015597768360748887,0.0
OpenBMI,2,0,1,21,3.3070578575134277,1.0,0.0015325777931138873,0.0
OpenBMI,2,0,1,22,3.2824320793151855,1.0,0.0015828401083126664,0.0
OpenBMI,2,0,1,23,2.3617095947265625,1.0,0.0015369722386822104,0.0
OpenBMI,2,0,1,24,3.1406757831573486,1.0,0.0015240684151649475,0.0
OpenBMI,2,0,1,25,2.1807847023010254,1.0,0.0015161369228735566,0.0
OpenBMI,2,0,1,26,3.492929458618164,1.0,0.0014955932274460793,0.0
OpenBMI,2,0,1,27,3.006315231323242,1.0,0.001462348154745996,0.0
OpenBMI,2,0,1,28,3.6446945667266846,1.0,0.0014304398791864514,0.0
OpenBMI,2,0,1,29,3.5682179927825928,1.0,0.0014536401722580194,0.0
OpenBMI,2,0,1,30,2.601809501647949,1.0,0.0014681866159662604,0.0
OpenBMI,2,0,1,31,2.776705741882324,1.0,0.0014319141628220677,0.0
OpenBMI,2,0,1,32,3.1486735343933105,1.0,0.0015164029318839312,0.0
OpenBMI,2,0,1,33,4.778859615325928,1.0,0.0015412956709042192,0.0
OpenBMI,2,0,1,34,2.9740045070648193,1.0,0.0015375965740531683,0.0
OpenBMI,2,0,1,35,4.150073528289795,1.0,0.0015522673493251204,0.0
OpenBMI,2,0,1,36,3.5180327892303467,1.0,0.0015478768618777394,0.0
OpenBMI,2,0,1,37,2.8706536293029785,1.0,0.0014174232492223382,0.0
OpenBMI,2,0,1,38,3.848039150238037,1.0,0.0013750460930168629,0.0
OpenBMI,2,0,1,39,2.9488658905029297,1.0,0.0013868926325812936,0.0
OpenBMI,2,0,1,40,2.7896947860717773,1.0,0.0013783704489469528,0.0
OpenBMI,2,0,1,41,2.5848350524902344,1.0,0.0013732189545407891,0.0
OpenBMI,2,0,1,42,3.696503162384033,1.0,0.0013560346560552716,0.0
OpenBMI,2,0,1,43,3.052659034729004,1.0,0.0012892171507701278,0.0
OpenBMI,2,0,1,44,4.62762975692749,1.0,0.0013293721713125706,0.0
OpenBMI,2,0,1,45,3.150193452835083,1.0,0.0013153437757864594,0.0
OpenBMI,2,0,1,46,4.223905563354492,1.0,0.0012817265233024955,0.0
OpenBMI,2,0,1,47,2.1342644691467285,1.0,0.001299394411034882,0.0
OpenBMI,2,0,1,48,3.681490659713745,1.0,0.001306486432440579,0.0
OpenBMI,2,0,1,49,3.064608097076416,1.0,0.0013506178511306643,0.0
OpenBMI,2,0,1,50,2.6712803840637207,1.0,0.0012624289374798536,0.0
OpenBMI,2,0,1,51,2.122328519821167,1.0,0.0012435279786586761,0.0
OpenBMI,2,0,1,52,3.178168535232544,1.0,0.0013240473344922066,0.0
OpenBMI,2,0,1,53,5.19509220123291,0.9624468260281097,0.0013384491903707385,0.0
OpenBMI,2,0,1,54,2.874370574951172,1.0,0.001282937591895461,0.0
OpenBMI,2,0,1,55,2.722621440887451,1.0,0.001245100167579949,0.0
OpenBMI,2,0,1,56,2.81535005569458,1.0,0.0012380975531414151,0.0
OpenBMI,2,0,1,57,3.932647705078125,1.0,0.001232780166901648,0.0
OpenBMI,2,0,1,58,2.3183014392852783,1.0,0.0012775530340149999,0.0
OpenBMI,2,0,1,59,4.298801898956299,1.0,0.0012798146344721317,0.0
OpenBMI,2,0,1,60,5.093902587890625,0.9815656883361191,0.0012894838582724333,0.0
OpenBMI,2,0,1,61,3.297295570373535,1.0,0.001328944112174213,0.0
OpenBMI,2,0,1,62,3.5025503635406494,1.0,0.0013938351767137647,0.0
OpenBMI,2,0,1,63,2.232961416244507,1.0,0.0013020201586186886,0.0
