dataset,control,certificate_column,spearman,kendall,pearson,auroc,top_minus_bottom,n_observations,n_subjects,event_count
WBCIC,permutation,certificate_BBR_permuted,0.6565140935475816,0.4867415063244171,0.7086999372245412,0.8266882183908045,0.00028439252995523346,328,41,96
