dataset,fold,seed,epoch,step,subject_id,partner_subject,permuted_subject,certificate_BBR,certificate_CE,certificate_BBR_different,certificate_BBR_permuted,certificate_BBR_random,certificate_BBR_norm,random_norm_error,tau,tau_source,B_out_trial_count,B_out_class0_count,B_out_class1_count,optimizer_state_expected_task_only,bn_max_displacement,L_BBR_before,L_BBR_after,L_CE_before,L_CE_after,H_BBR,H_CE,BA_before,BA_after,H_BER,prediction_before,prediction_after,correct_before,correct_after,correct_to_wrong,wrong_to_correct,correct_to_correct,wrong_to_wrong,harmful_flip_rate,beneficial_flip_rate,net_flip_harm,class_balanced_harmful_flip_rate,class_balanced_beneficial_flip_rate,class_balanced_net_flip_harm
OpenBMI,0,0,1,1,51,18,52,-0.0001428713439963758,-0.0005718010361306369,3.835866664303467e-05,-0.00019385800987947732,-1.3030941772740334e-05,0.8088785409927368,0.0,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.3390234410762787,0.3390548825263977,0.36746838688850403,0.36723592877388,3.1441450119018555e-05,-0.00023245811462402344,0.8194444444444444,0.8194444444444444,0.0,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",59,59,0,0,59,13,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,1,18,26,20,3.835866664303467e-05,-7.060996722429991e-06,0.00015147871454246342,2.8951355488970876e-05,-7.5548773565969896e-06,0.8714174032211304,1.1920928955078125e-07,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.3129284828901291,0.31283922493457794,0.31564250588417053,0.31587380170822144,-8.925795555114746e-05,0.00023129582405090332,0.8472222222222222,0.8472222222222222,0.0,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]",61,61,0,0,61,11,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,1,26,37,27,0.00015147871454246342,0.0002979710989166051,-7.290470239240676e-05,-0.0001074618412530981,-1.2169425644970033e-05,0.861208438873291,0.0,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.2669350802898407,0.2668798118829727,0.29681670665740967,0.296979159116745,-5.526840686798096e-05,0.00016245245933532715,0.875,0.875,0.0,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",63,63,0,0,63,9,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,1,37,54,38,-7.290470239240676e-05,-0.0002719792246352881,3.126307638012804e-05,1.6973830497590825e-05,1.0217841918347403e-05,0.8110920190811157,1.1920928955078125e-07,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.3787069469690323,0.3785075843334198,0.4896019697189331,0.4888622462749481,-0.0001993626356124878,-0.0007397234439849854,0.7361111111111112,0.7361111111111112,0.0,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",53,53,0,0,53,19,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,1,54,31,1,3.126307638012804e-05,9.25050990190357e-05,0.0001558645162731409,-3.628196282079443e-05,-4.119420555070974e-05,0.7142283916473389,1.7881393432617188e-07,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.33001314103603363,0.330064132809639,0.36466139554977417,0.3646635413169861,5.099177360534668e-05,2.1457672119140625e-06,0.8194444444444444,0.8194444444444444,0.0,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",59,59,0,0,59,13,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,1,31,7,34,0.0001558645162731409,7.985247066244483e-05,-2.1292171368259005e-05,-5.265521031105891e-05,1.573574627400376e-05,0.9131364822387695,0.0,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.2745503783226013,0.27466149628162384,0.24060747027397156,0.24039384722709656,0.00011111795902252197,-0.000213623046875,0.9166666666666666,0.9166666666666666,0.0,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",66,66,0,0,66,6,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,1,7,5,8,-2.1292171368259005e-05,-1.7425078112864867e-05,-8.446759602520615e-05,0.00017284153727814555,3.203265441698022e-05,0.8399128913879395,5.960464477539063e-08,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.26992253959178925,0.2698320299386978,0.2598523497581482,0.2592220902442932,-9.050965309143066e-05,-0.0006302595138549805,0.8611111111111112,0.8611111111111112,0.0,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0]",62,62,0,0,62,10,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,1,5,1,6,-8.446759602520615e-05,-0.000481073628179729,-3.628196282079443e-05,-0.00016348827921319753,5.6026692618615925e-06,0.7922778129577637,5.960464477539063e-08,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.29646702110767365,0.29651445150375366,0.3079487085342407,0.30808109045028687,4.743039608001709e-05,0.00013238191604614258,0.9027777777777777,0.9027777777777777,0.0,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",65,65,0,0,65,7,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,1,1,51,3,-3.628196282079443e-05,0.0007757906569167972,-0.0001428713439963758,-7.565779014839791e-06,-3.415786341065541e-05,1.2953687906265259,3.5762786865234375e-07,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.41252461075782776,0.41269947588443756,0.61733478307724,0.6184513568878174,0.00017486512660980225,0.0011165738105773926,0.6527777777777777,0.6527777777777777,0.0,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0]",47,47,0,0,47,25,0.0,0.0,0.0,0.0,0.0,0.0
OpenBMI,0,0,1,16,51,18,52,-0.00011237728176638484,-0.0008749947301112115,-0.00011853176692966372,-1.2265498298802413e-05,5.8597670431481674e-06,0.8140041828155518,0.0,2.061469078063965,legal_source_refit_anchor,72,36,36,True,0.0,0.33894842863082886,0.3389793187379837,0.3627253770828247,0.36239495873451233,3.089010715484619e-05,-0.00033041834831237793,0.8333333333333334,0.8333333333333334,0.0,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",60,60,0,0,60,12,0.0,0.0,0.0,0.0,0.0,0.0
