checkpoint,checkpoint_sha,early_stopped,elapsed_seconds,epochs_ran,fold,inner_val_BA,seed,selected_epoch,task
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold0/selected.pt,7f7b8eaac9fc891feb379926961673269075fba657e08aabdf9b80956124cb5c,True,85.09941451251507,10,0,0.9583333333333334,2,1,OpenBMI_SSVEP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold1/selected.pt,1e541547cd144d84b369a2da438d4b8808048ad08074e11c6372e4ddcab9ef4e,True,86.68185264710337,12,1,0.9483333333333333,2,4,OpenBMI_SSVEP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold2/selected.pt,528a7b56d2c153c96d4bc22cf5f2862123da6fbe29ad952bec1028b306261eb9,True,80.30357877165079,11,2,0.8733333333333334,2,3,OpenBMI_SSVEP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold3/selected.pt,5b03d94af9f0d83e9c015ebbbf0801d5ecb22d5cfe37644712929e1a9008d916,True,82.03461641445756,10,3,0.8599999999999999,2,2,OpenBMI_SSVEP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_SSVEP/fold4/selected.pt,6aaec0004b8784dc2443d0226a39066f8950ae8d6b1bd7040d1227db55af1f32,True,149.7820463720709,18,4,0.9366666666666666,2,10,OpenBMI_SSVEP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold0/selected.pt,604814a945664131787846f27b628f160dbf58e3c9a0bfeeb2bff62fa0f140a7,True,785.2436941908672,18,0,0.873888888888889,2,10,OpenBMI_ERP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold1/selected.pt,5be718066bbd47968287a0bfb0201ddb1071015bbae6e89393567e2726faaac0,True,440.1171478116885,10,1,0.8281818181818181,2,1,OpenBMI_ERP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold2/selected.pt,d61195d8f41707859d8834ca3014b380552a997186e140a5972553c040e3c9a8,True,439.0106908297166,10,2,0.7966666666666669,2,1,OpenBMI_ERP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold3/selected.pt,0fe72f5044b1c4b50db28114fba07aed474c667e24cb7f02c8d8068b701a2631,True,428.3355144876987,10,3,0.8436363636363636,2,1,OpenBMI_ERP
/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_ERP/fold4/selected.pt,bf066662ba07e2de05ea4c6f0636243032d0dc79bb5c780cfcfdf3a8f7891666,True,655.4934500781819,15,4,0.8287373737373738,2,7,OpenBMI_ERP
