cross_entropy,epoch,fold,gqa1_entropy,gqa2_entropy,grad_norm,inner_val_BA,lr_B,lr_N,lr_S,seed,selected,task,train_loss
5.634385108947754,1,0,4.076260089874268,4.074734687805176,1.4471708568857937,0.9583333333333334,1e-05,5.9999999999999995e-05,2.0000000000000003e-06,2,True,OpenBMI_SSVEP,0.0170934703996087
5.64125394821167,2,0,4.076276779174805,4.074758052825928,1.2227952135045355,0.9566666666666667,2e-05,0.00011999999999999999,4.000000000000001e-06,2,False,OpenBMI_SSVEP,0.015453705978693395
5.638252258300781,3,0,4.076510906219482,4.074162006378174,1.4902929140300285,0.9566666666666667,3e-05,0.00017999999999999998,6e-06,2,False,OpenBMI_SSVEP,0.01667069772644559
5.638667106628418,4,0,4.07667875289917,4.073736667633057,1.2581387256703727,0.9533333333333335,4e-05,0.00023999999999999998,8.000000000000001e-06,2,False,OpenBMI_SSVEP,0.01430630670269815
5.633070945739746,5,0,4.07682466506958,4.0729193687438965,1.0845566688150894,0.9583333333333334,5e-05,0.0003,1e-05,2,False,OpenBMI_SSVEP,0.013284657337907247
5.633159637451172,6,0,4.076415061950684,4.072471618652344,1.652394468646224,0.9566666666666667,4.996126621824572e-05,0.0002997675973094743,9.992253243649145e-06,2,False,OpenBMI_SSVEP,0.0179102684075876
5.632381916046143,7,0,4.075794219970703,4.071979522705078,1.2227874102025498,0.9566666666666667,4.984519121452807e-05,0.0002990711472871684,9.969038242905615e-06,2,False,OpenBMI_SSVEP,0.013775759563985758
5.633023262023926,8,0,4.075196743011475,4.070809364318848,1.4861659691101168,0.9500000000000001,4.965215360138271e-05,0.00029791292160829625,9.930430720276543e-06,2,False,OpenBMI_SSVEP,0.017314826808415534
5.626642227172852,9,0,4.0746588706970215,4.0700860023498535,1.0208815110892784,0.9516666666666667,4.9382783027380426e-05,0.0002962966981642825,9.876556605476086e-06,2,False,OpenBMI_SSVEP,0.011112895413733474
5.623607158660889,10,0,4.0744404792785645,4.069519519805908,1.3552825380025841,0.9583333333333334,4.903795812334432e-05,0.00029422774874006587,9.807591624668865e-06,2,False,OpenBMI_SSVEP,0.012568376753933547
5.629298210144043,1,1,4.073683261871338,4.076220512390137,2.720192633024076,0.9433333333333334,1e-05,5.9999999999999995e-05,2.0000000000000003e-06,2,True,OpenBMI_SSVEP,0.07248244984302579
5.627901077270508,2,1,4.073482990264893,4.076050281524658,2.8790441838706413,0.94,2e-05,0.00011999999999999999,4.000000000000001e-06,2,False,OpenBMI_SSVEP,0.0811413346630771
5.626150608062744,3,1,4.073441982269287,4.075921058654785,2.8776615247493837,0.945,3e-05,0.00017999999999999998,6e-06,2,True,OpenBMI_SSVEP,0.07089504504167451
5.62393045425415,4,1,4.072953701019287,4.075857162475586,3.1055092201000307,0.9483333333333333,4e-05,0.00023999999999999998,8.000000000000001e-06,2,True,OpenBMI_SSVEP,0.07395589828672933
5.62343692779541,5,1,4.072169303894043,4.075480937957764,2.693480068590583,0.9433333333333332,5e-05,0.0003,1e-05,2,False,OpenBMI_SSVEP,0.0660205735802287
5.618359565734863,6,1,4.071404933929443,4.074887752532959,3.237394914394472,0.945,4.996126621824572e-05,0.0002997675973094743,9.992253243649145e-06,2,False,OpenBMI_SSVEP,0.07159065786839985
5.616788387298584,7,1,4.070451259613037,4.0739946365356445,3.3032820544591766,0.9383333333333331,4.984519121452807e-05,0.0002990711472871684,9.969038242905615e-06,2,False,OpenBMI_SSVEP,0.07226518046383451
5.61290979385376,8,1,4.070011615753174,4.072641372680664,2.9315989235552347,0.9383333333333331,4.965215360138271e-05,0.00029791292160829625,9.930430720276543e-06,2,False,OpenBMI_SSVEP,0.06524149053616494
5.609805107116699,9,1,4.068696975708008,4.071218013763428,2.8722260158236432,0.94,4.9382783027380426e-05,0.0002962966981642825,9.876556605476086e-06,2,False,OpenBMI_SSVEP,0.06173126031531066
5.607662677764893,10,1,4.06758975982666,4.070286750793457,2.8030414770289167,0.94,4.903795812334432e-05,0.00029422774874006587,9.807591624668865e-06,2,False,OpenBMI_SSVEP,0.059104716541563594
