Model,Task,seed,subject,folds_averaged,S1_BA,S1_macro_F1,S2_BA,S2_macro_F1,source_BA,future_BA,source_macro_F1,future_macro_F1,CSGD_pp,S0_to_S2_drop_pp,S1_to_S2_drop_pp,S0_BA,S0_macro_F1
EEGNet,OpenBMI_ERP,0,39,5,0.850909090909091,0.7890541341005011,0.741939393939394,0.7060928602903183,0.850909090909091,0.741939393939394,0.7890541341005011,0.7060928602903183,10.896969696969695,,,,
EEGNet,OpenBMI_ERP,0,4,5,0.7613939393939393,0.7549222443042529,0.8943030303030304,0.8547790411489876,0.7613939393939393,0.8943030303030304,0.7549222443042529,0.8547790411489876,-13.290909090909109,,,,
EEGNet,OpenBMI_ERP,0,42,5,0.932969696969697,0.8848974414674405,0.8618787878787879,0.8237011329470999,0.932969696969697,0.8618787878787879,0.8848974414674405,0.8237011329470999,7.109090909090909,,,,
EEGNet,OpenBMI_ERP,0,51,5,0.877151515151515,0.835734375999795,0.7478787878787878,0.7023113576803042,0.877151515151515,0.7478787878787878,0.835734375999795,0.7023113576803042,12.92727272727272,,,,
EEGNet,OpenBMI_ERP,0,54,5,0.7138181818181818,0.6827725121409979,0.7147878787878789,0.6927880208893062,0.7138181818181818,0.7147878787878789,0.6827725121409979,0.6927880208893062,-0.09696969696970648,,,,
EEGNet,OpenBMI_SSVEP,0,12,5,0.99,0.9899959983993598,0.9579999999999999,0.9576442243265463,0.99,0.9579999999999999,0.9899959983993598,0.9576442243265463,3.200000000000014,,,,
EEGNet,OpenBMI_SSVEP,0,13,5,0.968,0.9683979207727423,0.764,0.7605240133423512,0.968,0.764,0.9683979207727423,0.7605240133423512,20.399999999999995,,,,
EEGNet,OpenBMI_SSVEP,0,17,5,0.9239999999999998,0.9236644267818775,0.976,0.9761419260011698,0.9239999999999998,0.976,0.9236644267818775,0.9761419260011698,-5.200000000000015,,,,
EEGNet,OpenBMI_SSVEP,0,18,5,0.994,0.9939975990396158,1.0,1.0,0.994,1.0,0.9939975990396158,1.0,-0.6000000000000005,,,,
EEGNet,OpenBMI_SSVEP,0,24,5,0.976,0.9758490037586229,0.944,0.9438597362021731,0.976,0.944,0.9758490037586229,0.9438597362021731,3.200000000000003,,,,
EEGNet,OpenBMI_SSVEP,0,25,5,0.9960000000000001,0.995998399359744,0.9399999999999998,0.9400944074778964,0.9960000000000001,0.9399999999999998,0.995998399359744,0.9400944074778964,5.600000000000027,,,,
EEGNet,OpenBMI_SSVEP,0,29,5,0.946,0.944438729337889,0.898,0.8968501681124896,0.946,0.898,0.944438729337889,0.8968501681124896,4.799999999999994,,,,
EEGNet,OpenBMI_SSVEP,0,36,5,0.9960000000000001,0.9959935897435898,1.0,1.0,0.9960000000000001,1.0,0.9959935897435898,1.0,-0.39999999999998925,,,,
EEGNet,OpenBMI_SSVEP,0,37,5,0.9800000000000001,0.9799567827130853,0.998,0.997999199679872,0.9800000000000001,0.998,0.9799567827130853,0.997999199679872,-1.7999999999999905,,,,
EEGNet,OpenBMI_SSVEP,0,39,5,0.998,0.997999199679872,0.984,0.9839511727768031,0.998,0.984,0.997999199679872,0.9839511727768031,1.4000000000000012,,,,
EEGNet,OpenBMI_SSVEP,0,4,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,
EEGNet,OpenBMI_SSVEP,0,42,5,0.9800000000000001,0.9799582908696938,0.5619999999999999,0.5593157864221678,0.9800000000000001,0.5619999999999999,0.9799582908696938,0.5593157864221678,41.80000000000001,,,,
EEGNet,OpenBMI_SSVEP,0,51,5,0.666,0.6579795011448187,0.78,0.779809581198999,0.666,0.78,0.6579795011448187,0.779809581198999,-11.399999999999999,,,,
EEGNet,OpenBMI_SSVEP,0,54,5,0.704,0.6951476465254507,0.75,0.7450034725225436,0.704,0.75,0.6951476465254507,0.7450034725225436,-4.600000000000004,,,,
EEGNet,WBCIC_MI,0,sub-10,5,0.692,0.6892433714238776,0.8099999999999999,0.8094706743061032,0.663,0.8099999999999999,0.6603087063301543,0.8094706743061032,-14.69999999999999,-17.599999999999994,-11.799999999999999,0.634,0.631374041236431
EEGNet,WBCIC_MI,0,sub-15,5,0.7130000000000001,0.7111342108427392,0.7489999999999999,0.7473857465869505,0.7535000000000001,0.7489999999999999,0.7523083548395961,0.7473857465869505,0.45000000000001705,4.5000000000000036,-3.599999999999981,0.7939999999999999,0.793482498836453
EEGNet,WBCIC_MI,0,sub-20,5,0.849,0.8468278461983993,0.48900000000000005,0.4700152232069404,0.8905000000000001,0.48900000000000005,0.8893148121048022,0.4700152232069404,40.150000000000006,44.3,35.99999999999999,0.932,0.9318017780112051
EEGNet,WBCIC_MI,0,sub-39,5,0.7569999999999999,0.7508038404443822,0.8379999999999999,0.8371004172289005,0.6325,0.8379999999999999,0.6185729899038286,0.8371004172289005,-20.54999999999999,-32.999999999999986,-8.099999999999996,0.508,0.48634213936327503
EEGNet,WBCIC_MI,0,sub-4,5,0.571,0.5674402575285659,0.6749999999999998,0.6716222847189316,0.5554999999999999,0.6749999999999998,0.545613893723981,0.6716222847189316,-11.949999999999994,-13.49999999999999,-10.399999999999988,0.5399999999999999,0.5237875299193961
EEGNet,WBCIC_MI,0,sub-40,5,0.687,0.6712358624529287,0.8099999999999999,0.8063846393010232,0.746,0.8099999999999999,0.7351473207709062,0.8063846393010232,-6.399999999999995,-0.49999999999998934,-12.299999999999988,0.805,0.7990587790888837
EEGNet,WBCIC_MI,0,sub-43,5,0.985,0.9849870544840543,0.9730000000000001,0.9729419411044731,0.985,0.9730000000000001,0.9849891844821478,0.9729419411044731,1.19999999999999,1.19999999999999,1.19999999999999,0.985,0.9849913144802412
EEGNet,WBCIC_MI,0,sub-46,5,0.967,0.9668872581206751,0.9410000000000001,0.940670454099324,0.975,0.9410000000000001,0.9749308852117022,0.940670454099324,3.399999999999992,4.199999999999992,2.599999999999991,0.983,0.9829745123027294
EEGNet,WBCIC_MI,0,sub-51,5,0.8049999999999999,0.801965274773987,0.786,0.7834174899574317,0.767,0.786,0.7635514990788641,0.7834174899574317,-1.9000000000000017,-5.699999999999994,1.8999999999999906,0.7290000000000001,0.7251377233837413
EEGNet,WBCIC_MI,0,sub-8,5,0.9259999999999999,0.9259226973742047,0.8949999999999999,0.8944913892208188,0.898,0.8949999999999999,0.8972724865348544,0.8944913892208188,0.30000000000001137,-2.49999999999998,3.1000000000000028,0.8700000000000001,0.868622275695504
CBraMod,OpenBMI_MI,0,12,5,0.51,0.4742134591635202,0.514,0.5019624427298929,0.51,0.514,0.4742134591635202,0.5019624427298929,-0.40000000000000036,,,,
CBraMod,OpenBMI_MI,0,13,5,0.502,0.46357529860095054,0.542,0.5092998462835224,0.502,0.542,0.46357529860095054,0.5092998462835224,-4.0000000000000036,,,,
CBraMod,OpenBMI_MI,0,17,5,0.502,0.4683840783197291,0.518,0.5071925304433105,0.502,0.518,0.4683840783197291,0.5071925304433105,-1.6000000000000014,,,,
CBraMod,OpenBMI_MI,0,18,5,0.48600000000000004,0.47685610737189094,0.522,0.5200439976139092,0.48600000000000004,0.522,0.47685610737189094,0.5200439976139092,-3.599999999999998,,,,
CBraMod,OpenBMI_MI,0,24,5,0.514,0.5085252064815371,0.526,0.5125189066003094,0.514,0.526,0.5085252064815371,0.5125189066003094,-1.200000000000001,,,,
CBraMod,OpenBMI_MI,0,25,5,0.4779999999999999,0.4677098966548452,0.4960000000000001,0.4908066416276715,0.4779999999999999,0.4960000000000001,0.4677098966548452,0.4908066416276715,-1.8000000000000183,,,,
CBraMod,OpenBMI_MI,0,29,5,0.536,0.5168602795240287,0.522,0.48804353116986016,0.536,0.522,0.5168602795240287,0.48804353116986016,1.4000000000000012,,,,
CBraMod,OpenBMI_MI,0,36,5,0.484,0.4720872678760313,0.5120000000000001,0.5086429574925597,0.484,0.5120000000000001,0.4720872678760313,0.5086429574925597,-2.8000000000000136,,,,
CBraMod,OpenBMI_MI,0,37,5,0.47000000000000003,0.46268481920655835,0.462,0.45388963315684583,0.47000000000000003,0.462,0.46268481920655835,0.45388963315684583,0.8000000000000007,,,,
CBraMod,OpenBMI_MI,0,39,5,0.526,0.5080862121145617,0.504,0.48404495154627514,0.526,0.504,0.5080862121145617,0.48404495154627514,2.200000000000002,,,,
CBraMod,OpenBMI_MI,0,4,5,0.5120000000000001,0.4929435305623189,0.48200000000000004,0.47089264038496703,0.5120000000000001,0.48200000000000004,0.4929435305623189,0.47089264038496703,3.000000000000008,,,,
CBraMod,OpenBMI_MI,0,42,5,0.4680000000000001,0.45221765726486396,0.49399999999999994,0.4716030188971974,0.4680000000000001,0.49399999999999994,0.45221765726486396,0.4716030188971974,-2.5999999999999854,,,,
CBraMod,OpenBMI_MI,0,51,5,0.522,0.5168286182380244,0.492,0.4849125705577474,0.522,0.492,0.5168286182380244,0.4849125705577474,3.0000000000000027,,,,
CBraMod,OpenBMI_MI,0,54,5,0.54,0.5286713516929313,0.5039999999999999,0.48704303993559506,0.54,0.5039999999999999,0.5286713516929313,0.48704303993559506,3.6000000000000143,,,,
CBraMod,OpenBMI_ERP,0,12,5,0.8620000000000001,0.7709807507804545,0.8746060606060604,0.8028742394315447,0.8620000000000001,0.8746060606060604,0.7709807507804545,0.8028742394315447,-1.2606060606060288,,,,
CBraMod,OpenBMI_ERP,0,13,5,0.8293333333333333,0.6973939346482423,0.825151515151515,0.7059967597508502,0.8293333333333333,0.825151515151515,0.6973939346482423,0.7059967597508502,0.41818181818182865,,,,
CBraMod,OpenBMI_ERP,0,17,5,0.7162424242424242,0.5918980471557742,0.7113939393939395,0.6254538783159532,0.7162424242424242,0.7113939393939395,0.5918980471557742,0.6254538783159532,0.48484848484847687,,,,
CBraMod,OpenBMI_ERP,0,18,5,0.708366686880938,0.6670586140477289,0.7799393939393939,0.7295085538823275,0.708366686880938,0.7799393939393939,0.6670586140477289,0.7295085538823275,-7.1572707058455975,,,,
CBraMod,OpenBMI_ERP,0,24,5,0.9035757575757575,0.8302054724908452,0.840969696969697,0.765287435247954,0.9035757575757575,0.840969696969697,0.8302054724908452,0.765287435247954,6.260606060606044,,,,
CBraMod,OpenBMI_ERP,0,25,5,0.6825454545454546,0.6445364667402321,0.6793333333333333,0.638369653364755,0.6825454545454546,0.6793333333333333,0.6445364667402321,0.638369653364755,0.32121212121212217,,,,
CBraMod,OpenBMI_ERP,0,29,5,0.7487272727272728,0.6875465736190203,0.7766666666666667,0.7115533366474669,0.7487272727272728,0.7766666666666667,0.6875465736190203,0.7115533366474669,-2.793939393939393,,,,
CBraMod,OpenBMI_ERP,0,36,5,0.8369696969696969,0.7251162509767765,0.8449696969696969,0.736484475057873,0.8369696969696969,0.8449696969696969,0.7251162509767765,0.736484475057873,-0.8000000000000007,,,,
CBraMod,OpenBMI_ERP,0,37,5,0.7442424242424241,0.6837553153045848,0.8475151515151514,0.7915156873823452,0.7442424242424241,0.8475151515151514,0.6837553153045848,0.7915156873823452,-10.32727272727273,,,,
CBraMod,OpenBMI_ERP,0,39,5,0.7819999999999999,0.6769801837024289,0.6144848484848484,0.5678817508175328,0.7819999999999999,0.6144848484848484,0.6769801837024289,0.5678817508175328,16.75151515151515,,,,
CBraMod,OpenBMI_ERP,0,4,5,0.7116969696969697,0.6600271910370152,0.7606666666666666,0.688516281456598,0.7116969696969697,0.7606666666666666,0.6600271910370152,0.688516281456598,-4.8969696969696885,,,,
CBraMod,OpenBMI_ERP,0,42,5,0.8033333333333333,0.7417990452647596,0.7233333333333334,0.6820712985157245,0.8033333333333333,0.7233333333333334,0.7417990452647596,0.6820712985157245,7.9999999999999964,,,,
CBraMod,OpenBMI_ERP,0,51,5,0.7413333333333333,0.6799326477616068,0.6042424242424242,0.5675702910818725,0.7413333333333333,0.6042424242424242,0.6799326477616068,0.5675702910818725,13.709090909090904,,,,
CBraMod,OpenBMI_ERP,0,54,5,0.647151515151515,0.6233136816051469,0.6261818181818183,0.5980123763075202,0.647151515151515,0.6261818181818183,0.6233136816051469,0.5980123763075202,2.096969696969675,,,,
CBraMod,OpenBMI_SSVEP,0,12,5,1.0,1.0,0.9199999999999999,0.9201825114661248,1.0,0.9199999999999999,1.0,0.9201825114661248,8.000000000000007,,,,
CBraMod,OpenBMI_SSVEP,0,13,5,0.8239999999999998,0.8250118351526353,0.756,0.7566989919223837,0.8239999999999998,0.756,0.8250118351526353,0.7566989919223837,6.799999999999984,,,,
CBraMod,OpenBMI_SSVEP,0,17,5,0.8459999999999999,0.8445612574433156,0.8979999999999999,0.8977792198316452,0.8459999999999999,0.8979999999999999,0.8445612574433156,0.8977792198316452,-5.200000000000005,,,,
CBraMod,OpenBMI_SSVEP,0,18,5,0.966,0.965575554043728,1.0,1.0,0.966,1.0,0.965575554043728,1.0,-3.400000000000003,,,,
CBraMod,OpenBMI_SSVEP,0,24,5,0.8479999999999999,0.8440686218501398,0.8679999999999998,0.8668074635723844,0.8479999999999999,0.8679999999999998,0.8440686218501398,0.8668074635723844,-1.9999999999999907,,,,
CBraMod,OpenBMI_SSVEP,0,25,5,0.9879999999999999,0.9879911887832055,0.8799999999999999,0.8796750666753678,0.9879999999999999,0.8799999999999999,0.9879911887832055,0.8796750666753678,10.799999999999999,,,,
CBraMod,OpenBMI_SSVEP,0,29,5,0.924,0.9249369472581982,0.9359999999999999,0.9359246361156439,0.924,0.9359999999999999,0.9249369472581982,0.9359246361156439,-1.19999999999999,,,,
CBraMod,OpenBMI_SSVEP,0,36,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,
CBraMod,OpenBMI_SSVEP,0,37,5,0.9400000000000001,0.939053722259198,0.968,0.9677170651477376,0.9400000000000001,0.968,0.939053722259198,0.9677170651477376,-2.7999999999999914,,,,
CBraMod,OpenBMI_SSVEP,0,39,5,0.944,0.9433694311789408,0.9659999999999999,0.9658510173300089,0.944,0.9659999999999999,0.9433694311789408,0.9658510173300089,-2.199999999999991,,,,
CBraMod,OpenBMI_SSVEP,0,4,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,
CBraMod,OpenBMI_SSVEP,0,42,5,0.9719999999999999,0.9719829377286466,0.528,0.5269977088225961,0.9719999999999999,0.528,0.9719829377286466,0.5269977088225961,44.399999999999984,,,,
CBraMod,OpenBMI_SSVEP,0,51,5,0.42400000000000004,0.3999680577033737,0.4720000000000001,0.46296063192197445,0.42400000000000004,0.4720000000000001,0.3999680577033737,0.46296063192197445,-4.800000000000004,,,,
CBraMod,OpenBMI_SSVEP,0,54,5,0.628,0.6256552706067222,0.68,0.6807777310228732,0.628,0.68,0.6256552706067222,0.6807777310228732,-5.200000000000005,,,,
CBraMod,WBCIC_MI,0,sub-10,5,0.734,0.7304247641585072,0.7990000000000002,0.798681274189757,0.6765,0.7990000000000002,0.6734108931924727,0.798681274189757,-12.250000000000016,-18.000000000000014,-6.500000000000017,0.619,0.6163970222264383
CBraMod,WBCIC_MI,0,sub-15,5,0.652,0.6514837979674839,0.6839999999999999,0.6827371085806675,0.6685,0.6839999999999999,0.6678243342063405,0.6827371085806675,-1.5499999999999958,0.10000000000000009,-3.1999999999999917,0.6849999999999999,0.684164870445197
CBraMod,WBCIC_MI,0,sub-20,5,0.849,0.848461440687791,0.462,0.4500484802057899,0.842,0.462,0.8412864892402439,0.4500484802057899,37.99999999999999,37.3,38.699999999999996,0.835,0.8341115377926966
CBraMod,WBCIC_MI,0,sub-39,5,0.667,0.6609380039679205,0.783,0.7826930031963613,0.5855,0.783,0.5727968596438826,0.7826930031963613,-19.75,-27.900000000000002,-11.6,0.504,0.48465571531984475
CBraMod,WBCIC_MI,0,sub-4,5,0.5599999999999999,0.5552758222529027,0.646,0.6421419667308657,0.544,0.646,0.5334400110152073,0.6421419667308657,-10.199999999999998,-11.799999999999999,-8.600000000000009,0.528,0.5116041997775118
CBraMod,WBCIC_MI,0,sub-40,5,0.625,0.6147429895284823,0.762,0.7595289061741024,0.6965,0.762,0.6904585151662824,0.7595289061741024,-6.550000000000001,0.6000000000000005,-13.700000000000001,0.768,0.7661740408040826
CBraMod,WBCIC_MI,0,sub-43,5,0.908,0.907760225527697,0.908,0.9076120324593295,0.9179999999999999,0.908,0.9178305830172058,0.9076120324593295,0.9999999999999898,1.9999999999999907,0.0,0.9279999999999999,0.9279009405067145
CBraMod,WBCIC_MI,0,sub-46,5,0.9219999999999999,0.9216324554965769,0.844,0.8432942217981101,0.941,0.844,0.9407981030511658,0.8432942217981101,9.699999999999998,11.6,7.799999999999995,0.96,0.9599637506057548
CBraMod,WBCIC_MI,0,sub-51,5,0.778,0.7751396234915144,0.775,0.774489700232613,0.7405,0.775,0.7381900436441271,0.774489700232613,-3.4499999999999975,-7.199999999999996,0.30000000000000027,0.7030000000000001,0.7012404637967398
CBraMod,WBCIC_MI,0,sub-8,5,0.866,0.8658356953388736,0.876,0.8756132628645273,0.8634999999999999,0.876,0.8630904193392099,0.8756132628645273,-1.2500000000000067,-1.5000000000000013,-1.0000000000000009,0.861,0.8603451433395461
TeCh,OpenBMI_MI,0,12,5,0.842,0.8418655739211391,0.6980000000000001,0.6922401549263046,0.842,0.6980000000000001,0.8418655739211391,0.6922401549263046,14.399999999999991,,,,
TeCh,OpenBMI_MI,0,13,5,0.678,0.6605036189256791,0.692,0.685819887521649,0.678,0.692,0.6605036189256791,0.685819887521649,-1.3999999999999901,,,,
TeCh,OpenBMI_MI,0,17,5,0.6479999999999999,0.6455900498765514,0.572,0.5146045530286691,0.6479999999999999,0.572,0.6455900498765514,0.5146045530286691,7.599999999999996,,,,
TeCh,OpenBMI_MI,0,18,5,0.6579999999999999,0.6509936357018011,0.664,0.6573318687414716,0.6579999999999999,0.664,0.6509936357018011,0.6573318687414716,-0.6000000000000116,,,,
TeCh,OpenBMI_MI,0,24,5,0.7220000000000001,0.7200774095659236,0.5800000000000001,0.5562444990215394,0.7220000000000001,0.5800000000000001,0.7200774095659236,0.5562444990215394,14.200000000000001,,,,
TeCh,OpenBMI_MI,0,25,5,0.8100000000000002,0.8084650061804964,0.99,0.989997799299738,0.8100000000000002,0.99,0.8084650061804964,0.989997799299738,-17.999999999999982,,,,
TeCh,OpenBMI_MI,0,29,5,0.6580000000000001,0.6564771200322612,0.754,0.751922874045133,0.6580000000000001,0.754,0.6564771200322612,0.751922874045133,-9.599999999999987,,,,
TeCh,OpenBMI_MI,0,36,5,0.82,0.818270862055876,0.858,0.8573027976346055,0.82,0.858,0.818270862055876,0.8573027976346055,-3.8000000000000034,,,,
TeCh,OpenBMI_MI,0,37,5,0.646,0.6371873965535215,0.718,0.7111250304796561,0.646,0.718,0.6371873965535215,0.7111250304796561,-7.199999999999996,,,,
TeCh,OpenBMI_MI,0,39,5,0.784,0.7799524530002058,0.702,0.6939794951721185,0.784,0.702,0.7799524530002058,0.6939794951721185,8.200000000000006,,,,
TeCh,OpenBMI_MI,0,4,5,0.632,0.6201759583473239,0.732,0.7257182109195929,0.632,0.732,0.6201759583473239,0.7257182109195929,-9.999999999999998,,,,
TeCh,OpenBMI_MI,0,42,5,0.6899999999999998,0.6847159608415423,0.6459999999999999,0.6247842027532156,0.6899999999999998,0.6459999999999999,0.6847159608415423,0.6247842027532156,4.399999999999993,,,,
TeCh,OpenBMI_MI,0,51,5,0.76,0.7594368831078466,0.69,0.6845660375456217,0.76,0.69,0.7594368831078466,0.6845660375456217,7.000000000000006,,,,
TeCh,OpenBMI_MI,0,54,5,0.704,0.7010808080984985,0.708,0.7065317641422203,0.704,0.708,0.7010808080984985,0.7065317641422203,-0.40000000000000036,,,,
TeCh,OpenBMI_ERP,0,12,5,0.9217575757575759,0.8427079293424441,0.9436363636363636,0.884164455197884,0.9217575757575759,0.9436363636363636,0.8427079293424441,0.884164455197884,-2.187878787878772,,,,
TeCh,OpenBMI_ERP,0,13,5,0.8824848484848484,0.8040042497530315,0.8746060606060606,0.7946835833621202,0.8824848484848484,0.8746060606060606,0.8040042497530315,0.7946835833621202,0.7878787878787818,,,,
TeCh,OpenBMI_ERP,0,17,5,0.7278181818181818,0.6637511896451438,0.7607878787878788,0.6681467109828393,0.7278181818181818,0.7607878787878788,0.6637511896451438,0.6681467109828393,-3.296969696969698,,,,
TeCh,OpenBMI_ERP,0,18,5,0.7302065530992153,0.7135195792599077,0.8575151515151516,0.8289676094917782,0.7302065530992153,0.8575151515151516,0.7135195792599077,0.8289676094917782,-12.730859841593622,,,,
TeCh,OpenBMI_ERP,0,24,5,0.9024848484848486,0.8248716454548706,0.7217575757575758,0.6040683910659268,0.9024848484848486,0.7217575757575758,0.8248716454548706,0.6040683910659268,18.072727272727274,,,,
TeCh,OpenBMI_ERP,0,25,5,0.7413939393939394,0.7386851256085015,0.7238181818181818,0.7129753827523864,0.7413939393939394,0.7238181818181818,0.7386851256085015,0.7129753827523864,1.7575757575757578,,,,
TeCh,OpenBMI_ERP,0,29,5,0.7782424242424242,0.7580092892699218,0.8363636363636363,0.7938527786664455,0.7782424242424242,0.8363636363636363,0.7580092892699218,0.7938527786664455,-5.8121212121212125,,,,
TeCh,OpenBMI_ERP,0,36,5,0.9216363636363637,0.8542498829834116,0.940181818181818,0.8761175582857593,0.9216363636363637,0.940181818181818,0.8542498829834116,0.8761175582857593,-1.854545454545431,,,,
TeCh,OpenBMI_ERP,0,37,5,0.7640606060606061,0.7071005849132691,0.9184848484848483,0.8842701717530421,0.7640606060606061,0.9184848484848483,0.7071005849132691,0.8842701717530421,-15.442424242424224,,,,
TeCh,OpenBMI_ERP,0,39,5,0.7927272727272727,0.7186705751463083,0.676969696969697,0.6487227144519266,0.7927272727272727,0.676969696969697,0.7186705751463083,0.6487227144519266,11.575757575757573,,,,
TeCh,OpenBMI_ERP,0,4,5,0.7635151515151515,0.7410023256513647,0.8527878787878788,0.8114324361466154,0.7635151515151515,0.8527878787878788,0.7410023256513647,0.8114324361466154,-8.927272727272728,,,,
TeCh,OpenBMI_ERP,0,42,5,0.8709090909090909,0.8213468246833504,0.796969696969697,0.7519729272038712,0.8709090909090909,0.796969696969697,0.8213468246833504,0.7519729272038712,7.393939393939386,,,,
TeCh,OpenBMI_ERP,0,51,5,0.8390909090909091,0.7795469502180966,0.6882424242424243,0.6541583237256661,0.8390909090909091,0.6882424242424243,0.7795469502180966,0.6541583237256661,15.084848484848479,,,,
TeCh,OpenBMI_ERP,0,54,5,0.6500606060606061,0.6300819638459765,0.6686666666666667,0.6438368225550924,0.6500606060606061,0.6686666666666667,0.6300819638459765,0.6438368225550924,-1.8606060606060626,,,,
TeCh,OpenBMI_SSVEP,0,12,5,0.9880000000000001,0.9879959983993599,0.916,0.9160756802392684,0.9880000000000001,0.916,0.9879959983993599,0.9160756802392684,7.200000000000006,,,,
TeCh,OpenBMI_SSVEP,0,13,5,0.7620000000000001,0.7621095143237577,0.63,0.6289487324890121,0.7620000000000001,0.63,0.7621095143237577,0.6289487324890121,13.200000000000012,,,,
