Model,Task,seed,subject,folds_averaged,S1_BA,S1_macro_F1,S2_BA,S2_macro_F1,source_BA,future_BA,source_macro_F1,future_macro_F1,CSGD_pp,S0_to_S2_drop_pp,S1_to_S2_drop_pp,S0_BA,S0_macro_F1
TeCh,OpenBMI_SSVEP,0,17,5,0.758,0.7563284616277797,0.806,0.8056088969186957,0.758,0.806,0.7563284616277797,0.8056088969186957,-4.800000000000004,,,,
TeCh,OpenBMI_SSVEP,0,18,5,0.962,0.961972250438637,0.998,0.997999199679872,0.962,0.998,0.961972250438637,0.997999199679872,-3.600000000000003,,,,
TeCh,OpenBMI_SSVEP,0,24,5,0.876,0.87730346500931,0.8560000000000001,0.8567983547582187,0.876,0.8560000000000001,0.87730346500931,0.8567983547582187,1.9999999999999907,,,,
TeCh,OpenBMI_SSVEP,0,25,5,0.9800000000000001,0.9798152056239845,0.884,0.885158142885986,0.9800000000000001,0.884,0.9798152056239845,0.885158142885986,9.600000000000009,,,,
TeCh,OpenBMI_SSVEP,0,29,5,0.9120000000000001,0.9112803001980119,0.866,0.8671868442569372,0.9120000000000001,0.866,0.9112803001980119,0.8671868442569372,4.600000000000016,,,,
TeCh,OpenBMI_SSVEP,0,36,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,
TeCh,OpenBMI_SSVEP,0,37,5,0.9640000000000001,0.9637456404686056,0.992,0.9919967987194876,0.9640000000000001,0.992,0.9637456404686056,0.9919967987194876,-2.7999999999999914,,,,
TeCh,OpenBMI_SSVEP,0,39,5,0.9139999999999999,0.9130002304402446,0.9339999999999999,0.9335242296508612,0.9139999999999999,0.9339999999999999,0.9130002304402446,0.9335242296508612,-2.0000000000000018,,,,
TeCh,OpenBMI_SSVEP,0,4,5,0.9719999999999999,0.97167358487312,1.0,1.0,0.9719999999999999,1.0,0.97167358487312,1.0,-2.8000000000000136,,,,
TeCh,OpenBMI_SSVEP,0,42,5,0.962,0.9618047410682925,0.522,0.5213917603218234,0.962,0.522,0.9618047410682925,0.5213917603218234,43.99999999999999,,,,
TeCh,OpenBMI_SSVEP,0,51,5,0.526,0.5264132958475808,0.658,0.6612549203636758,0.526,0.658,0.5264132958475808,0.6612549203636758,-13.200000000000001,,,,
TeCh,OpenBMI_SSVEP,0,54,5,0.518,0.48686779479779096,0.5640000000000001,0.546130535034875,0.518,0.5640000000000001,0.48686779479779096,0.546130535034875,-4.600000000000004,,,,
TeCh,WBCIC_MI,0,sub-10,5,0.679,0.6752424577245939,0.786,0.785746893659869,0.639,0.786,0.6370533542651775,0.785746893659869,-14.700000000000003,-18.700000000000006,-10.7,0.599,0.5988642508057612
TeCh,WBCIC_MI,0,sub-15,5,0.7130000000000001,0.7112730387464257,0.6839999999999999,0.6820101779018781,0.724,0.6839999999999999,0.7227605171166842,0.6820101779018781,4.0000000000000036,5.100000000000005,2.9000000000000137,0.735,0.7342479954869429
TeCh,WBCIC_MI,0,sub-20,5,0.825,0.8237608769101389,0.513,0.48523441413026996,0.839,0.513,0.8382182005767881,0.48523441413026996,32.599999999999994,34.00000000000001,31.199999999999996,0.8530000000000001,0.8526755242434373
TeCh,WBCIC_MI,0,sub-39,5,0.7130000000000001,0.7063760452576652,0.7929999999999999,0.7919730327985269,0.5960000000000001,0.7929999999999999,0.5740420182641851,0.7919730327985269,-19.699999999999985,-31.399999999999995,-7.999999999999985,0.479,0.441707991270705
TeCh,WBCIC_MI,0,sub-4,5,0.5429999999999999,0.5384709858844999,0.6489999999999999,0.6437527368494104,0.5365,0.6489999999999999,0.524503242380512,0.6437527368494104,-11.249999999999993,-11.899999999999988,-10.599999999999998,0.53,0.5105354988765243
TeCh,WBCIC_MI,0,sub-40,5,0.675,0.6667260259637141,0.731,0.7276958736323822,0.7215,0.731,0.7159387077197699,0.7276958736323822,-0.9499999999999953,3.7000000000000033,-5.599999999999994,0.768,0.7651513894758256
TeCh,WBCIC_MI,0,sub-43,5,0.9019999999999999,0.9017468313472286,0.851,0.8494970063081094,0.917,0.851,0.916859132174039,0.8494970063081094,6.600000000000006,8.100000000000007,5.099999999999993,0.932,0.9319714330008495
TeCh,WBCIC_MI,0,sub-46,5,0.8499999999999999,0.8481495637333053,0.7939999999999999,0.7900398200682932,0.8839999999999999,0.7939999999999999,0.8829987035248299,0.7900398200682932,8.999999999999996,12.4,5.599999999999994,0.9179999999999999,0.9178478433163546
TeCh,WBCIC_MI,0,sub-51,5,0.727,0.7171544066517235,0.7500000000000001,0.7486423034940203,0.698,0.7500000000000001,0.6913159398143622,0.7486423034940203,-5.200000000000015,-8.10000000000002,-2.300000000000013,0.6689999999999999,0.6654774729770009
TeCh,WBCIC_MI,0,sub-8,5,0.874,0.8739094803913264,0.8690000000000001,0.8685409908732573,0.8520000000000001,0.8690000000000001,0.8511160538742661,0.8685409908732573,-1.7000000000000015,-3.9000000000000035,0.49999999999998934,0.8300000000000001,0.8283226273572059
ModernTCN,OpenBMI_MI,0,12,5,0.6559999999999999,0.6557198115271332,0.6260000000000001,0.6253346541548533,0.6559999999999999,0.6260000000000001,0.6557198115271332,0.6253346541548533,2.9999999999999805,,,,
ModernTCN,OpenBMI_MI,0,13,5,0.6040000000000001,0.602041078297993,0.634,0.6337048094211267,0.6040000000000001,0.634,0.602041078297993,0.6337048094211267,-2.9999999999999916,,,,
ModernTCN,OpenBMI_MI,0,17,5,0.562,0.558254301447256,0.516,0.5098487234294641,0.562,0.516,0.558254301447256,0.5098487234294641,4.600000000000004,,,,
ModernTCN,OpenBMI_MI,0,18,5,0.5279999999999999,0.527336157704669,0.554,0.5518908076362299,0.5279999999999999,0.554,0.527336157704669,0.5518908076362299,-2.6000000000000134,,,,
ModernTCN,OpenBMI_MI,0,24,5,0.5800000000000001,0.5785181684449983,0.532,0.5262328518400601,0.5800000000000001,0.532,0.5785181684449983,0.5262328518400601,4.800000000000004,,,,
ModernTCN,OpenBMI_MI,0,25,5,0.71,0.7074206677327719,0.9359999999999999,0.9359927978392077,0.71,0.9359999999999999,0.7074206677327719,0.9359927978392077,-22.599999999999998,,,,
ModernTCN,OpenBMI_MI,0,29,5,0.6100000000000001,0.6095870838213828,0.604,0.6004686917928849,0.6100000000000001,0.604,0.6095870838213828,0.6004686917928849,0.6000000000000116,,,,
ModernTCN,OpenBMI_MI,0,36,5,0.6759999999999999,0.672096371243286,0.7460000000000001,0.7429828127103179,0.6759999999999999,0.7460000000000001,0.672096371243286,0.7429828127103179,-7.000000000000018,,,,
ModernTCN,OpenBMI_MI,0,37,5,0.56,0.5546123960188092,0.61,0.5974305722330582,0.56,0.61,0.5546123960188092,0.5974305722330582,-4.999999999999993,,,,
ModernTCN,OpenBMI_MI,0,39,5,0.6759999999999999,0.67563099369719,0.5720000000000001,0.5709810567319961,0.6759999999999999,0.5720000000000001,0.67563099369719,0.5709810567319961,10.399999999999988,,,,
ModernTCN,OpenBMI_MI,0,4,5,0.5280000000000001,0.5276415007023835,0.6699999999999999,0.6617930505756765,0.5280000000000001,0.6699999999999999,0.5276415007023835,0.6617930505756765,-14.19999999999998,,,,
ModernTCN,OpenBMI_MI,0,42,5,0.5720000000000001,0.5717721075467108,0.5740000000000001,0.5724051782450571,0.5720000000000001,0.5740000000000001,0.5717721075467108,0.5724051782450571,-0.20000000000000018,,,,
ModernTCN,OpenBMI_MI,0,51,5,0.622,0.6209057589158591,0.488,0.48643165702948626,0.622,0.488,0.6209057589158591,0.48643165702948626,13.4,,,,
ModernTCN,OpenBMI_MI,0,54,5,0.5780000000000001,0.5736219828291439,0.526,0.5242698258602999,0.5780000000000001,0.526,0.5736219828291439,0.5242698258602999,5.200000000000005,,,,
ModernTCN,OpenBMI_ERP,0,12,5,0.9262424242424242,0.8606000005144352,0.9341818181818182,0.8830299720127973,0.9262424242424242,0.9341818181818182,0.8606000005144352,0.8830299720127973,-0.7939393939394024,,,,
ModernTCN,OpenBMI_ERP,0,13,5,0.8924242424242426,0.8189686587197009,0.8936969696969698,0.8244235530599342,0.8924242424242426,0.8936969696969698,0.8189686587197009,0.8244235530599342,-0.12727272727272032,,,,
ModernTCN,OpenBMI_ERP,0,17,5,0.7517575757575757,0.7201795812058882,0.7270909090909091,0.6840443690796117,0.7517575757575757,0.7270909090909091,0.7201795812058882,0.6840443690796117,2.4666666666666615,,,,
ModernTCN,OpenBMI_ERP,0,18,5,0.6871187312788283,0.6839101704211812,0.8436969696969697,0.8172794476316417,0.6871187312788283,0.8436969696969697,0.6839101704211812,0.8172794476316417,-15.657823841814144,,,,
ModernTCN,OpenBMI_ERP,0,24,5,0.9152727272727272,0.8740348849919284,0.8109090909090909,0.7724503684192479,0.9152727272727272,0.8109090909090909,0.8740348849919284,0.7724503684192479,10.436363636363632,,,,
ModernTCN,OpenBMI_ERP,0,25,5,0.7086060606060606,0.7089131313022184,0.7313333333333334,0.716685826576058,0.7086060606060606,0.7313333333333334,0.7089131313022184,0.716685826576058,-2.272727272727282,,,,
ModernTCN,OpenBMI_ERP,0,29,5,0.7171515151515152,0.7081814010996214,0.7704848484848486,0.7501898884411116,0.7171515151515152,0.7704848484848486,0.7081814010996214,0.7501898884411116,-5.333333333333334,,,,
ModernTCN,OpenBMI_ERP,0,36,5,0.9166666666666666,0.8647271200966664,0.9239999999999998,0.8660171459120323,0.9166666666666666,0.9239999999999998,0.8647271200966664,0.8660171459120323,-0.7333333333333192,,,,
ModernTCN,OpenBMI_ERP,0,37,5,0.8234545454545454,0.7769600519190639,0.9027878787878787,0.8762277765559526,0.8234545454545454,0.9027878787878787,0.7769600519190639,0.8762277765559526,-7.933333333333326,,,,
ModernTCN,OpenBMI_ERP,0,39,5,0.7984848484848486,0.7387179107563187,0.666060606060606,0.6543961063903128,0.7984848484848486,0.666060606060606,0.7387179107563187,0.6543961063903128,13.242424242424256,,,,
ModernTCN,OpenBMI_ERP,0,4,5,0.7405454545454545,0.7196663698836273,0.8702424242424243,0.8206279002118325,0.7405454545454545,0.8702424242424243,0.7196663698836273,0.8206279002118325,-12.969696969696976,,,,
ModernTCN,OpenBMI_ERP,0,42,5,0.8458181818181817,0.8025918902810284,0.773090909090909,0.7553543451182296,0.8458181818181817,0.773090909090909,0.8025918902810284,0.7553543451182296,7.2727272727272645,,,,
ModernTCN,OpenBMI_ERP,0,51,5,0.787030303030303,0.7582621744152462,0.6624242424242425,0.6405381986164731,0.787030303030303,0.6624242424242425,0.7582621744152462,0.6405381986164731,12.46060606060605,,,,
ModernTCN,OpenBMI_ERP,0,54,5,0.6635151515151516,0.661308119456981,0.6463030303030303,0.6370853170664633,0.6635151515151516,0.6463030303030303,0.661308119456981,0.6370853170664633,1.7212121212121345,,,,
ModernTCN,OpenBMI_SSVEP,0,12,5,0.99,0.9899959983993598,0.914,0.9137998837863899,0.99,0.914,0.9899959983993598,0.9137998837863899,7.599999999999996,,,,
ModernTCN,OpenBMI_SSVEP,0,13,5,0.8300000000000001,0.8292002550780941,0.6839999999999999,0.6832761067464338,0.8300000000000001,0.6839999999999999,0.8292002550780941,0.6832761067464338,14.600000000000012,,,,
ModernTCN,OpenBMI_SSVEP,0,17,5,0.876,0.875106936322406,0.9079999999999998,0.9085652520107133,0.876,0.9079999999999998,0.875106936322406,0.9085652520107133,-3.1999999999999806,,,,
ModernTCN,OpenBMI_SSVEP,0,18,5,0.97,0.9699943977591037,1.0,1.0,0.97,1.0,0.9699943977591037,1.0,-3.0000000000000027,,,,
ModernTCN,OpenBMI_SSVEP,0,24,5,0.86,0.8604052595609953,0.8699999999999999,0.8677018146151656,0.86,0.8699999999999999,0.8604052595609953,0.8677018146151656,-0.9999999999999898,,,,
ModernTCN,OpenBMI_SSVEP,0,25,5,0.9800000000000001,0.980023386277588,0.93,0.9300867841166301,0.9800000000000001,0.93,0.980023386277588,0.9300867841166301,5.000000000000004,,,,
ModernTCN,OpenBMI_SSVEP,0,29,5,0.868,0.8637761375462661,0.9040000000000001,0.9038004151890053,0.868,0.9040000000000001,0.8637761375462661,0.9038004151890053,-3.6000000000000143,,,,
ModernTCN,OpenBMI_SSVEP,0,36,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,
ModernTCN,OpenBMI_SSVEP,0,37,5,0.9640000000000001,0.9643187149941896,0.986,0.9859959983993598,0.9640000000000001,0.986,0.9643187149941896,0.9859959983993598,-2.199999999999991,,,,
ModernTCN,OpenBMI_SSVEP,0,39,5,0.97,0.9698825810440287,0.952,0.9519655091416179,0.97,0.952,0.9698825810440287,0.9519655091416179,1.8000000000000016,,,,
ModernTCN,OpenBMI_SSVEP,0,4,5,0.986,0.9861005759342923,1.0,1.0,0.986,1.0,0.9861005759342923,1.0,-1.4000000000000012,,,,
ModernTCN,OpenBMI_SSVEP,0,42,5,0.982,0.9819847785267953,0.516,0.5073210876546597,0.982,0.516,0.9819847785267953,0.5073210876546597,46.599999999999994,,,,
ModernTCN,OpenBMI_SSVEP,0,51,5,0.466,0.4643514763068148,0.5840000000000001,0.5826898413734709,0.466,0.5840000000000001,0.4643514763068148,0.5826898413734709,-11.800000000000004,,,,
ModernTCN,OpenBMI_SSVEP,0,54,5,0.6,0.5907028136730677,0.5840000000000001,0.566912178082711,0.6,0.5840000000000001,0.5907028136730677,0.566912178082711,1.5999999999999903,,,,
ModernTCN,WBCIC_MI,0,sub-10,5,0.638,0.634778548892639,0.748,0.7458955682825923,0.6205,0.748,0.6181742310483513,0.7458955682825923,-12.749999999999995,-14.499999999999991,-10.999999999999998,0.6030000000000001,0.6015699132040637
ModernTCN,WBCIC_MI,0,sub-15,5,0.6209999999999999,0.6184829389675053,0.612,0.610809572909063,0.651,0.612,0.6489730635690759,0.610809572909063,3.9000000000000035,6.900000000000006,0.8999999999999897,0.681,0.6794631881706465
ModernTCN,WBCIC_MI,0,sub-20,5,0.7859999999999999,0.7856872052441259,0.528,0.5264898774502517,0.826,0.528,0.8257893607154101,0.5264898774502517,29.799999999999994,33.8,25.79999999999999,0.866,0.8658915161866944
ModernTCN,WBCIC_MI,0,sub-39,5,0.6990000000000001,0.698398646980855,0.7239999999999999,0.7235698977392883,0.622,0.7239999999999999,0.6183399688231066,0.7235698977392883,-10.199999999999987,-17.899999999999995,-2.49999999999998,0.5449999999999999,0.5382812906653582
ModernTCN,WBCIC_MI,0,sub-4,5,0.538,0.5359170705943447,0.632,0.6319240126056295,0.5155000000000001,0.632,0.5106639856840647,0.6319240126056295,-11.649999999999993,-13.900000000000002,-9.399999999999997,0.493,0.4854109007737847
ModernTCN,WBCIC_MI,0,sub-40,5,0.568,0.564459217004488,0.6869999999999999,0.6862695782769123,0.6319999999999999,0.6869999999999999,0.6297379885107938,0.6862695782769123,-5.500000000000005,0.9000000000000008,-11.899999999999999,0.696,0.6950167600170996
ModernTCN,WBCIC_MI,0,sub-43,5,0.9019999999999999,0.9017050132253527,0.8870000000000001,0.8864691889828038,0.9124999999999999,0.8870000000000001,0.9122475971848092,0.8864691889828038,2.5499999999999745,3.59999999999997,1.4999999999999791,0.9229999999999998,0.9227901811442658
ModernTCN,WBCIC_MI,0,sub-46,5,0.8230000000000001,0.8212763010638803,0.737,0.7348311210626365,0.8495,0.737,0.8485977798284707,0.7348311210626365,11.250000000000004,13.900000000000002,8.600000000000009,0.876,0.8759192585930611
ModernTCN,WBCIC_MI,0,sub-51,5,0.7070000000000001,0.7031345332230148,0.7210000000000001,0.7206606574962939,0.6910000000000001,0.7210000000000001,0.6881098364720939,0.7206606574962939,-3.0000000000000027,-4.600000000000004,-1.4000000000000012,0.675,0.6730851397211731
ModernTCN,WBCIC_MI,0,sub-8,5,0.842,0.8417174810936585,0.798,0.7975938278888792,0.8035,0.798,0.8030441175737196,0.7975938278888792,0.5499999999999949,-3.300000000000003,4.399999999999993,0.765,0.7643707540537807
Medformer,OpenBMI_MI,0,12,5,0.7319999999999999,0.7315648388625976,0.666,0.6645461142570106,0.7319999999999999,0.666,0.7315648388625976,0.6645461142570106,6.599999999999984,,,,
Medformer,OpenBMI_MI,0,13,5,0.6899999999999998,0.6892742681216981,0.71,0.7091633355898074,0.6899999999999998,0.71,0.6892742681216981,0.7091633355898074,-2.000000000000013,,,,
Medformer,OpenBMI_MI,0,17,5,0.654,0.6525358554924271,0.5680000000000001,0.5586761189419207,0.654,0.5680000000000001,0.6525358554924271,0.5586761189419207,8.599999999999996,,,,
Medformer,OpenBMI_MI,0,18,5,0.636,0.6353099621909261,0.5860000000000001,0.5850545807203279,0.636,0.5860000000000001,0.6353099621909261,0.5850545807203279,4.999999999999993,,,,
Medformer,OpenBMI_MI,0,24,5,0.648,0.6431709869382745,0.606,0.5922183055088143,0.648,0.606,0.6431709869382745,0.5922183055088143,4.200000000000004,,,,
Medformer,OpenBMI_MI,0,25,5,0.798,0.7976584818995462,0.9800000000000001,0.9799947980392278,0.798,0.9800000000000001,0.7976584818995462,0.9799947980392278,-18.200000000000006,,,,
Medformer,OpenBMI_MI,0,29,5,0.536,0.5315937682598325,0.584,0.5829080944333229,0.536,0.584,0.5315937682598325,0.5829080944333229,-4.799999999999994,,,,
Medformer,OpenBMI_MI,0,36,5,0.7,0.6918895152565108,0.8,0.799211650275909,0.7,0.8,0.6918895152565108,0.799211650275909,-10.000000000000009,,,,
Medformer,OpenBMI_MI,0,37,5,0.612,0.6112333519464708,0.632,0.629857352135762,0.612,0.632,0.6112333519464708,0.629857352135762,-2.0000000000000018,,,,
Medformer,OpenBMI_MI,0,39,5,0.754,0.7517101463003868,0.6119999999999999,0.6005836231432993,0.754,0.6119999999999999,0.7517101463003868,0.6005836231432993,14.200000000000014,,,,
Medformer,OpenBMI_MI,0,4,5,0.624,0.6183525086931169,0.724,0.7132824718627274,0.624,0.724,0.6183525086931169,0.7132824718627274,-9.999999999999998,,,,
Medformer,OpenBMI_MI,0,42,5,0.616,0.6086566452082224,0.6639999999999999,0.6599468150435787,0.616,0.6639999999999999,0.6086566452082224,0.6599468150435787,-4.799999999999994,,,,
Medformer,OpenBMI_MI,0,51,5,0.702,0.7015529926283882,0.6319999999999999,0.6297950057003755,0.702,0.6319999999999999,0.7015529926283882,0.6297950057003755,7.000000000000006,,,,
Medformer,OpenBMI_MI,0,54,5,0.6499999999999999,0.6491117820160378,0.686,0.6846418995282987,0.6499999999999999,0.686,0.6491117820160378,0.6846418995282987,-3.6000000000000143,,,,
Medformer,OpenBMI_ERP,0,12,5,0.9345454545454546,0.8859813002003684,0.9546060606060605,0.9388073134619999,0.9345454545454546,0.9546060606060605,0.8859813002003684,0.9388073134619999,-2.006060606060589,,,,
Medformer,OpenBMI_ERP,0,13,5,0.8917575757575757,0.8388001014157082,0.8906666666666666,0.8438634906424607,0.8917575757575757,0.8906666666666666,0.8388001014157082,0.8438634906424607,0.10909090909091423,,,,
Medformer,OpenBMI_ERP,0,17,5,0.7704242424242425,0.737040911225963,0.7592121212121212,0.7228900972428466,0.7704242424242425,0.7592121212121212,0.737040911225963,0.7228900972428466,1.1212121212121229,,,,
Medformer,OpenBMI_ERP,0,18,5,0.6870716871565871,0.7056606128656149,0.8343030303030303,0.84835843487168,0.6870716871565871,0.8343030303030303,0.7056606128656149,0.84835843487168,-14.723134314644327,,,,
Medformer,OpenBMI_ERP,0,24,5,0.932060606060606,0.9169876066795467,0.7813333333333332,0.7827677885866345,0.932060606060606,0.7813333333333332,0.9169876066795467,0.7827677885866345,15.072727272727281,,,,
Medformer,OpenBMI_ERP,0,25,5,0.7215757575757575,0.7469930085734536,0.6886060606060607,0.7084400191116562,0.7215757575757575,0.6886060606060607,0.7469930085734536,0.7084400191116562,3.296969696969687,,,,
Medformer,OpenBMI_ERP,0,29,5,0.7632727272727273,0.7758445961669668,0.8292121212121211,0.8244592028957836,0.7632727272727273,0.8292121212121211,0.7758445961669668,0.8244592028957836,-6.593939393939374,,,,
Medformer,OpenBMI_ERP,0,36,5,0.9323636363636364,0.8997202561056715,0.9478181818181817,0.9133626366112659,0.9323636363636364,0.9478181818181817,0.8997202561056715,0.9133626366112659,-1.5454545454545277,,,,
Medformer,OpenBMI_ERP,0,37,5,0.7860606060606061,0.7829663723958904,0.9141818181818181,0.9171290973292396,0.7860606060606061,0.9141818181818181,0.7829663723958904,0.9171290973292396,-12.812121212121196,,,,
Medformer,OpenBMI_ERP,0,39,5,0.789030303030303,0.7705128570684197,0.6539999999999999,0.6507136076012865,0.789030303030303,0.6539999999999999,0.7705128570684197,0.6507136076012865,13.503030303030306,,,,
Medformer,OpenBMI_ERP,0,4,5,0.7323030303030302,0.7415004882536118,0.8394545454545455,0.8428105184742896,0.7323030303030302,0.8394545454545455,0.7415004882536118,0.8428105184742896,-10.715151515151522,,,,
Medformer,OpenBMI_ERP,0,42,5,0.8426666666666668,0.8392838113488947,0.7561212121212122,0.7630868399779102,0.8426666666666668,0.7561212121212122,0.8392838113488947,0.7630868399779102,8.65454545454546,,,,
Medformer,OpenBMI_ERP,0,51,5,0.8186060606060608,0.8089827380377586,0.6591515151515152,0.6587055703469403,0.8186060606060608,0.6591515151515152,0.8089827380377586,0.6587055703469403,15.945454545454563,,,,
Medformer,OpenBMI_ERP,0,54,5,0.652969696969697,0.657884750959612,0.6338181818181818,0.6417373686456889,0.652969696969697,0.6338181818181818,0.657884750959612,0.6417373686456889,1.9151515151515142,,,,
Medformer,OpenBMI_SSVEP,0,12,5,0.99,0.9899959983993598,0.9440000000000002,0.9438021524849256,0.99,0.9440000000000002,0.9899959983993598,0.9438021524849256,4.599999999999982,,,,
Medformer,OpenBMI_SSVEP,0,13,5,0.908,0.9097495718623059,0.768,0.7700689559783906,0.908,0.768,0.9097495718623059,0.7700689559783906,14.000000000000002,,,,
Medformer,OpenBMI_SSVEP,0,17,5,0.9179999999999999,0.9184064402478542,0.9720000000000001,0.9719813848616369,0.9179999999999999,0.9720000000000001,0.9184064402478542,0.9719813848616369,-5.400000000000016,,,,
Medformer,OpenBMI_SSVEP,0,18,5,0.992,0.9919967987194879,1.0,1.0,0.992,1.0,0.9919967987194879,1.0,-0.8000000000000007,,,,
Medformer,OpenBMI_SSVEP,0,24,5,0.966,0.9656146321296019,0.9099999999999999,0.9098795903624428,0.966,0.9099999999999999,0.9656146321296019,0.9098795903624428,5.600000000000005,,,,
Medformer,OpenBMI_SSVEP,0,25,5,0.998,0.997999199679872,0.9179999999999999,0.9184790270116927,0.998,0.9179999999999999,0.997999199679872,0.9184790270116927,8.000000000000007,,,,
Medformer,OpenBMI_SSVEP,0,29,5,0.954,0.9538073797389865,0.966,0.9659446701757627,0.954,0.966,0.9538073797389865,0.9659446701757627,-1.200000000000001,,,,
Medformer,OpenBMI_SSVEP,0,36,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,
Medformer,OpenBMI_SSVEP,0,37,5,0.974,0.9740387895423123,0.982,0.9819959983993598,0.974,0.982,0.9740387895423123,0.9819959983993598,-0.8000000000000007,,,,
Medformer,OpenBMI_SSVEP,0,39,5,0.982,0.9817699747656837,0.986,0.9859034409181021,0.982,0.986,0.9817699747656837,0.9859034409181021,-0.40000000000000036,,,,
Medformer,OpenBMI_SSVEP,0,4,5,0.9899999999999999,0.9900337057900084,1.0,1.0,0.9899999999999999,1.0,0.9900337057900084,1.0,-1.000000000000012,,,,
Medformer,OpenBMI_SSVEP,0,42,5,0.984,0.9839791685905132,0.55,0.5500197230086119,0.984,0.55,0.9839791685905132,0.5500197230086119,43.39999999999999,,,,
Medformer,OpenBMI_SSVEP,0,51,5,0.6759999999999999,0.6720236683346293,0.7860000000000001,0.7902009839870037,0.6759999999999999,0.7860000000000001,0.6720236683346293,0.7902009839870037,-11.000000000000021,,,,
Medformer,OpenBMI_SSVEP,0,54,5,0.6,0.5889106834597968,0.608,0.5827350019135862,0.6,0.608,0.5889106834597968,0.5827350019135862,-0.8000000000000007,,,,
Medformer,WBCIC_MI,0,sub-10,5,0.6869999999999999,0.6847680631963414,0.7859999999999999,0.7850449378758357,0.6545,0.7859999999999999,0.6527551101484921,0.7850449378758357,-13.149999999999995,-16.39999999999999,-9.899999999999999,0.622,0.6207421571006426
Medformer,WBCIC_MI,0,sub-15,5,0.6719999999999999,0.6701202925580876,0.6989999999999998,0.6964187358584935,0.7114999999999999,0.6989999999999998,0.710016201609094,0.6964187358584935,1.2500000000000067,5.200000000000005,-2.6999999999999913,0.7509999999999999,0.7499121106601003
Medformer,WBCIC_MI,0,sub-20,5,0.8550000000000001,0.8547753203685428,0.49700000000000005,0.48379303886539304,0.879,0.49700000000000005,0.8787502332477666,0.48379303886539304,38.199999999999996,40.59999999999999,35.800000000000004,0.9029999999999999,0.9027251461269904
Medformer,WBCIC_MI,0,sub-39,5,0.7310000000000001,0.7244365067358883,0.797,0.7959718183864398,0.6325000000000001,0.797,0.612912321010451,0.7959718183864398,-16.45,-26.3,-6.599999999999994,0.534,0.5013881352850136
Medformer,WBCIC_MI,0,sub-4,5,0.549,0.5432565493595602,0.6779999999999999,0.6744076238204624,0.5415000000000001,0.6779999999999999,0.5291185933515847,0.6744076238204624,-13.649999999999984,-14.399999999999991,-12.89999999999999,0.534,0.5149806373436092
Medformer,WBCIC_MI,0,sub-40,5,0.663,0.6482107183307176,0.7010000000000002,0.6892855758347812,0.6935,0.7010000000000002,0.6810230721653244,0.6892855758347812,-0.7500000000000173,2.29999999999998,-3.8000000000000145,0.724,0.7138354259999312
Medformer,WBCIC_MI,0,sub-43,5,0.9400000000000001,0.9398356485053956,0.908,0.9073286509937273,0.9545,0.908,0.954408448725586,0.9073286509937273,4.649999999999999,6.099999999999994,3.200000000000003,0.969,0.9689812489457763
Medformer,WBCIC_MI,0,sub-46,5,0.874,0.8723903401945522,0.8109999999999999,0.8061708712120682,0.9024999999999999,0.8109999999999999,0.9016126534577482,0.8061708712120682,9.149999999999991,11.99999999999999,6.300000000000006,0.9309999999999998,0.9308349667209443
Medformer,WBCIC_MI,0,sub-51,5,0.7660000000000001,0.7580314776199801,0.7729999999999999,0.7702619592074718,0.7515000000000001,0.7729999999999999,0.745456114409705,0.7702619592074718,-2.1499999999999853,-3.599999999999992,-0.6999999999999784,0.737,0.73288075119943
Medformer,WBCIC_MI,0,sub-8,5,0.875,0.874788358155803,0.893,0.8928586818356005,0.873,0.893,0.8727082367488457,0.8928586818356005,-2.0000000000000018,-2.199999999999991,-1.8000000000000016,0.8710000000000001,0.8706281153418882
SGN,OpenBMI_MI,0,12,5,0.504,0.4858977070527236,0.504,0.48009219002034875,0.504,0.504,0.4858977070527236,0.48009219002034875,0.0,,,,
SGN,OpenBMI_MI,0,13,5,0.472,0.4589278376630107,0.548,0.5336789259295901,0.472,0.548,0.4589278376630107,0.5336789259295901,-7.600000000000007,,,,
SGN,OpenBMI_MI,0,17,5,0.506,0.47607515286775454,0.48599999999999993,0.47442082050892964,0.506,0.48599999999999993,0.47607515286775454,0.47442082050892964,2.000000000000007,,,,
SGN,OpenBMI_MI,0,18,5,0.44600000000000006,0.42249056036055305,0.49800000000000005,0.48865911897511516,0.44600000000000006,0.49800000000000005,0.42249056036055305,0.48865911897511516,-5.199999999999999,,,,
SGN,OpenBMI_MI,0,24,5,0.528,0.5066346951217264,0.488,0.4589808272306041,0.528,0.488,0.5066346951217264,0.4589808272306041,4.0000000000000036,,,,
SGN,OpenBMI_MI,0,25,5,0.548,0.5287157715401876,0.5740000000000001,0.5490262153390753,0.548,0.5740000000000001,0.5287157715401876,0.5490262153390753,-2.6000000000000023,,,,
SGN,OpenBMI_MI,0,29,5,0.536,0.5214553663622509,0.49000000000000005,0.47699118764653575,0.536,0.49000000000000005,0.5214553663622509,0.47699118764653575,4.599999999999999,,,,
