Model,Task,fold,seed,subject,session,session_index,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256
TeCh,OpenBMI_ERP,4,1,36,S1,1,0.9018181818181819,0.8112858952702703,0.8686868686868687,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,37,S1,1,0.7715151515151515,0.6988685614893918,0.7848484848484848,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,39,S1,1,0.7954545454545454,0.7010787053082607,0.7762626262626262,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,4,S1,1,0.7790909090909091,0.7534628024646173,0.85,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,42,S1,1,0.8603030303030303,0.7974906126651926,0.8661616161616161,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,51,S1,1,0.8369696969696969,0.736482432851774,0.805050505050505,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,54,S1,1,0.633030303030303,0.6159705614179649,0.76010101010101,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,12,S2,2,0.9463636363636363,0.8852480835710508,0.9267676767676768,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,13,S2,2,0.8696969696969696,0.7662954809583409,0.8292929292929293,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,17,S2,2,0.7593939393939394,0.6514905579223333,0.7222222222222222,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,18,S2,2,0.8642424242424243,0.8092482536533903,0.8767676767676768,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,24,S2,2,0.7521212121212122,0.6398137319205025,0.7080808080808081,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,25,S2,2,0.770909090909091,0.7539570356793364,0.8545454545454545,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,29,S2,2,0.8681818181818182,0.8171883262407775,0.8833333333333333,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,36,S2,2,0.9266666666666666,0.8432436426588412,0.8939393939393939,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,37,S2,2,0.9218181818181819,0.8748725827658035,0.9222222222222223,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,39,S2,2,0.6639393939393939,0.6346172227803408,0.7611111111111111,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,4,S2,2,0.8745454545454545,0.8153086419753086,0.8797979797979798,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,42,S2,2,0.7996969696969697,0.7442835928143712,0.8297979797979798,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,51,S2,2,0.6803030303030303,0.6346181290954309,0.7459595959595959,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,4,1,54,S2,2,0.6675757575757576,0.639939078629356,0.7671717171717172,1980,b1230565a119a48f018d812f1f35aaa81b20f9f1b1bc03c13d9c8cfb9b14e1c0,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
TeCh,OpenBMI_ERP,0,2,12,S1,1,0.9287878787878787,0.8475600852729025,0.8974747474747474,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,13,S1,1,0.8660606060606061,0.756611765481475,0.8191919191919191,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,17,S1,1,0.7242424242424242,0.6391530534477616,0.7222222222222222,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,18,S1,1,0.6784506679897826,0.6760852148893464,0.8175846387064174,1979,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,24,S1,1,0.8981818181818182,0.8164298018949181,0.8747474747474747,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,25,S1,1,0.7112121212121212,0.7209458039174564,0.852020202020202,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,29,S1,1,0.7936363636363637,0.7705102192876876,0.8621212121212121,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,36,S1,1,0.9199999999999999,0.8406646715587804,0.8929292929292929,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,37,S1,1,0.7778787878787878,0.7408167153281437,0.8358585858585859,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,39,S1,1,0.7978787878787879,0.6915654266731182,0.7621212121212121,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,4,S1,1,0.7248484848484849,0.7194763271162123,0.8404040404040404,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,42,S1,1,0.8796969696969696,0.8236089955848798,0.8863636363636364,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,51,S1,1,0.8445454545454545,0.7491273789781252,0.8176767676767677,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,54,S1,1,0.6557575757575758,0.6134254942185752,0.7292929292929293,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,12,S2,2,0.9487878787878787,0.9038738833316251,0.9409090909090909,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,13,S2,2,0.8551515151515152,0.7401508350035199,0.803030303030303,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,17,S2,2,0.746969696969697,0.6155410188916276,0.6732323232323232,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,18,S2,2,0.8490909090909091,0.8367770243318708,0.906060606060606,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,24,S2,2,0.6842424242424242,0.5751404958677686,0.6393939393939394,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,25,S2,2,0.686060606060606,0.693418768781398,0.8363636363636363,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,29,S2,2,0.8472727272727272,0.8040847311639585,0.8767676767676768,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,36,S2,2,0.9439393939393939,0.8773762154985008,0.9207070707070707,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,37,S2,2,0.9351515151515152,0.9092440637626612,0.9464646464646465,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,39,S2,2,0.7006060606060607,0.6413099320521222,0.7414141414141414,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,4,S2,2,0.8003030303030303,0.7879669924091355,0.8772727272727273,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,42,S2,2,0.8051515151515152,0.7322154073290986,0.8126262626262626,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,51,S2,2,0.7221212121212122,0.6525662804786309,0.7449494949494949,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,0,2,54,S2,2,0.6812121212121212,0.6347692420305238,0.7454545454545455,1980,c61299a0bcb6c47d022083005ca0584fea8b44aa553f494335f8bc86f258a587,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
TeCh,OpenBMI_ERP,1,2,12,S1,1,0.9106060606060606,0.815943204498437,0.8712121212121212,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,13,S1,1,0.8927272727272727,0.7906100287448099,0.8494949494949495,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,17,S1,1,0.74,0.6752652408761006,0.7686868686868686,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,18,S1,1,0.746331109763493,0.7333564434793416,0.8438605356240525,1979,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,24,S1,1,0.9190909090909092,0.8687365249953329,0.9176767676767676,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,25,S1,1,0.7521212121212121,0.7461083213773314,0.8555555555555555,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,29,S1,1,0.8087878787878788,0.7588806498765193,0.842929292929293,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,36,S1,1,0.9196969696969697,0.8400507298676267,0.8924242424242425,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,37,S1,1,0.7833333333333334,0.7103214301248315,0.7944444444444444,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,39,S1,1,0.816060606060606,0.7262933696922313,0.8005050505050505,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,4,S1,1,0.7821212121212121,0.7866211090122701,0.8833333333333333,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,42,S1,1,0.8612121212121213,0.8221593034696323,0.8898989898989899,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,51,S1,1,0.8587878787878788,0.7685044385404174,0.8353535353535354,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,54,S1,1,0.6384848484848484,0.6139668023846296,0.748989898989899,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,12,S2,2,0.9403030303030303,0.87184008529872,0.9166666666666666,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,13,S2,2,0.8675757575757576,0.7732623037431805,0.8378787878787879,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,17,S2,2,0.7833333333333334,0.7103214301248315,0.7944444444444444,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,18,S2,2,0.8836363636363637,0.8317436038038066,0.8929292929292929,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,24,S2,2,0.7236363636363636,0.6716592932146473,0.7737373737373737,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,25,S2,2,0.7660606060606061,0.7517807675364903,0.8545454545454545,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,29,S2,2,0.8493939393939394,0.777012928071909,0.847979797979798,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,36,S2,2,0.9339393939393938,0.8559539052496798,0.9040404040404041,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,37,S2,2,0.9333333333333333,0.8886040927902092,0.9313131313131313,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,39,S2,2,0.6451515151515151,0.6082167593575095,0.7297979797979798,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,4,S2,2,0.8718181818181818,0.8381321430323245,0.9015151515151515,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,42,S2,2,0.7906060606060606,0.760917094440196,0.853030303030303,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,51,S2,2,0.6821212121212121,0.6430287112318243,0.759090909090909,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,1,2,54,S2,2,0.6212121212121212,0.6059046320990243,0.7545454545454545,1980,285a5e8893b0aca03254e9c454ab782c1640d3517012c94cdc1c17bea0f2ac2f,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
TeCh,OpenBMI_ERP,2,2,12,S1,1,0.9203030303030303,0.8412795501818837,0.8934343434343435,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,13,S1,1,0.8796969696969696,0.7784117567521291,0.8398989898989899,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,17,S1,1,0.7336363636363636,0.6243716790760342,0.6934343434343434,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,18,S1,1,0.6836071448260654,0.6876543070696595,0.8302172814552804,1979,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,24,S1,1,0.9118181818181819,0.8622941458539997,0.9136363636363637,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,25,S1,1,0.7075757575757575,0.7236393691956097,0.8580808080808081,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,29,S1,1,0.8003030303030303,0.7703072590506848,0.8590909090909091,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,36,S1,1,0.9333333333333333,0.863919863919864,0.9111111111111111,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,37,S1,1,0.7739393939393939,0.6953957424807804,0.7787878787878788,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,39,S1,1,0.7954545454545454,0.7319765471088304,0.8166666666666667,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,4,S1,1,0.7506060606060606,0.7431637599598819,0.853030303030303,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,42,S1,1,0.8951515151515151,0.8471437580044338,0.9040404040404041,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,51,S1,1,0.8393939393939394,0.7885284810126583,0.8636363636363636,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,54,S1,1,0.6566666666666667,0.6263128663897327,0.753030303030303,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,12,S2,2,0.9596969696969697,0.9165071445718997,0.9489898989898989,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,13,S2,2,0.8778787878787879,0.7843424897489532,0.8469696969696969,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,17,S2,2,0.7424242424242424,0.6275404283216783,0.693939393939394,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,18,S2,2,0.8351515151515152,0.8195267309377738,0.8949494949494949,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,24,S2,2,0.7375757575757576,0.6570271063385793,0.7424242424242424,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,25,S2,2,0.7254545454545455,0.7205998932228892,0.8414141414141414,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
TeCh,OpenBMI_ERP,2,2,29,S2,2,0.833030303030303,0.7878890616379959,0.8651515151515151,1980,6fe41adc8ef9913d2210705f1adcad3c8ed223ab073e7f56018ca26cb9d97025,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
