dataset,fold,seed,subject_id,method,checkpoint_variant,primary,trials,BA,macro_F1,accuracy
WBCIC,1,0,sub-7,LiteBN,selected_best,True,200,0.795,0.7949538646195394,0.795
WBCIC,1,0,sub-7,FROZEN-LOGIT50,selected_best,True,200,0.8300000000000001,0.8298468621759583,0.83
WBCIC,1,0,sub-7,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.7849999999999999,0.7840877708317642,0.785
WBCIC,1,0,sub-7,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.7949999999999999,0.7938403519798869,0.795
WBCIC,2,0,sub-50,EEGNet,selected_best,True,200,0.9550000000000001,0.9549718574108819,0.955
WBCIC,2,0,sub-50,LiteBN,selected_best,True,200,0.94,0.9399038461538461,0.94
WBCIC,2,0,sub-50,FROZEN-LOGIT50,selected_best,True,200,0.95,0.9499198717948718,0.95
WBCIC,2,0,sub-50,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.9450000000000001,0.9449325423643964,0.945
WBCIC,2,0,sub-50,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.9450000000000001,0.9449325423643964,0.945
WBCIC,2,0,sub-14,EEGNet,selected_best,True,200,0.575,0.5671105905120827,0.575
WBCIC,2,0,sub-14,LiteBN,selected_best,True,200,0.515,0.5144051463042227,0.515
WBCIC,2,0,sub-14,FROZEN-LOGIT50,selected_best,True,200,0.52,0.5169082125603865,0.52
WBCIC,2,0,sub-14,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.54,0.5294117647058824,0.54
WBCIC,2,0,sub-14,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.5349999999999999,0.5235533697072159,0.535
WBCIC,2,0,sub-1,EEGNet,selected_best,True,200,0.9450000000000001,0.9449656035021888,0.945
WBCIC,2,0,sub-1,LiteBN,selected_best,True,200,0.905,0.9045969219954307,0.905
WBCIC,2,0,sub-1,FROZEN-LOGIT50,selected_best,True,200,0.9450000000000001,0.9449656035021888,0.945
WBCIC,2,0,sub-1,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.9099999999999999,0.9097744360902256,0.91
WBCIC,2,0,sub-1,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.9099999999999999,0.9096748293857888,0.91
WBCIC,2,0,sub-32,EEGNet,selected_best,True,200,0.545,0.5416887008637405,0.545
WBCIC,2,0,sub-32,LiteBN,selected_best,True,200,0.605,0.6005965772643393,0.605
WBCIC,2,0,sub-32,FROZEN-LOGIT50,selected_best,True,200,0.595,0.5927089880578253,0.595
WBCIC,2,0,sub-32,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.62,0.614448051948052,0.62
WBCIC,2,0,sub-32,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.59,0.5840097402597402,0.59
WBCIC,2,0,sub-23,EEGNet,selected_best,True,200,0.965,0.9649991249781245,0.965
WBCIC,2,0,sub-23,LiteBN,selected_best,True,200,0.97,0.9699729756781104,0.97
WBCIC,2,0,sub-23,FROZEN-LOGIT50,selected_best,True,200,0.97,0.9699879951980792,0.97
WBCIC,2,0,sub-23,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.985,0.9849966242404541,0.985
WBCIC,2,0,sub-23,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.985,0.9849966242404541,0.985
WBCIC,2,0,sub-34,EEGNet,selected_best,True,200,0.51,0.4987212276214834,0.51
WBCIC,2,0,sub-34,LiteBN,selected_best,True,200,0.6000000000000001,0.5980303487086724,0.6
WBCIC,2,0,sub-34,FROZEN-LOGIT50,selected_best,True,200,0.56,0.5596036432789511,0.56
WBCIC,2,0,sub-34,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.55,0.54995499549955,0.55
WBCIC,2,0,sub-34,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.55,0.5492788461538461,0.55
WBCIC,3,0,sub-24,EEGNet,selected_best,True,195,0.9180871212121212,0.9179465600673259,0.9179487179487179
WBCIC,3,0,sub-24,LiteBN,selected_best,True,195,0.9182449494949495,0.9179465600673259,0.9179487179487179
WBCIC,3,0,sub-24,FROZEN-LOGIT50,selected_best,True,195,0.9285037878787878,0.9282032400589102,0.9282051282051282
WBCIC,3,0,sub-24,JOINT-CE,EMA_epoch20_PRIMARY,True,195,0.854324494949495,0.8531626506024097,0.8564102564102564
WBCIC,3,0,sub-24,NRRF-v1,EMA_epoch20_PRIMARY,True,195,0.828125,0.8247978436657681,0.8307692307692308
WBCIC,3,0,sub-13,EEGNet,selected_best,True,200,0.8799999999999999,0.8795664391810518,0.88
WBCIC,3,0,sub-13,LiteBN,selected_best,True,200,0.89,0.89,0.89
WBCIC,3,0,sub-13,FROZEN-LOGIT50,selected_best,True,200,0.885,0.8847666524712543,0.885
WBCIC,3,0,sub-13,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.735,0.7165699617636835,0.735
WBCIC,3,0,sub-13,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.665,0.6254367575122292,0.665
WBCIC,3,0,sub-11,EEGNet,selected_best,True,200,0.625,0.6238621831038893,0.625
WBCIC,3,0,sub-11,LiteBN,selected_best,True,200,0.6950000000000001,0.6940745755911633,0.695
WBCIC,3,0,sub-11,FROZEN-LOGIT50,selected_best,True,200,0.7,0.6985227615315044,0.7
WBCIC,3,0,sub-11,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.62,0.579599513220489,0.62
WBCIC,3,0,sub-11,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.605,0.5550674438906255,0.605
WBCIC,3,0,sub-29,EEGNet,selected_best,True,200,0.85,0.84998499849985,0.85
WBCIC,3,0,sub-29,LiteBN,selected_best,True,200,0.895,0.8944060339409177,0.895
WBCIC,3,0,sub-29,FROZEN-LOGIT50,selected_best,True,200,0.885,0.8846510694851927,0.885
WBCIC,3,0,sub-29,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.755,0.7431259993184975,0.755
WBCIC,3,0,sub-29,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.725,0.7058744886226904,0.725
WBCIC,3,0,sub-26,EEGNet,selected_best,True,200,0.6699999999999999,0.6683750376846548,0.67
WBCIC,3,0,sub-26,LiteBN,selected_best,True,200,0.73,0.7282608695652174,0.73
WBCIC,3,0,sub-26,FROZEN-LOGIT50,selected_best,True,200,0.69,0.6892230576441103,0.69
WBCIC,3,0,sub-26,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.585,0.5212136944420409,0.585
WBCIC,3,0,sub-26,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.58,0.5091164095371669,0.58
WBCIC,3,0,sub-47,EEGNet,selected_best,True,200,0.9450000000000001,0.9449325423643964,0.945
WBCIC,3,0,sub-47,LiteBN,selected_best,True,200,0.915,0.9148957472904308,0.915
WBCIC,3,0,sub-47,FROZEN-LOGIT50,selected_best,True,200,0.9550000000000001,0.9549718574108819,0.955
WBCIC,3,0,sub-47,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.745,0.7272654349046765,0.745
WBCIC,3,0,sub-47,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.67,0.6296711929076422,0.67
WBCIC,4,0,sub-36,EEGNet,selected_best,True,200,0.98,0.98,0.98
WBCIC,4,0,sub-36,LiteBN,selected_best,True,200,0.965,0.9649781113195748,0.965
WBCIC,4,0,sub-36,FROZEN-LOGIT50,selected_best,True,200,0.975,0.9749943737340903,0.975
WBCIC,4,0,sub-36,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.97,0.9699879951980792,0.97
WBCIC,4,0,sub-36,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.97,0.9699879951980792,0.97
WBCIC,4,0,sub-16,EEGNet,selected_best,True,200,0.5549999999999999,0.552482715273413,0.555
WBCIC,4,0,sub-16,LiteBN,selected_best,True,200,0.575,0.5658724686534385,0.575
WBCIC,4,0,sub-16,FROZEN-LOGIT50,selected_best,True,200,0.5449999999999999,0.5337995337995338,0.545
WBCIC,4,0,sub-16,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.5549999999999999,0.5374100158528028,0.555
WBCIC,4,0,sub-16,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.55,0.5271122320302648,0.55
WBCIC,4,0,sub-48,EEGNet,selected_best,True,200,0.84,0.84,0.84
WBCIC,4,0,sub-48,LiteBN,selected_best,True,200,0.865,0.8649696181640869,0.865
WBCIC,4,0,sub-48,FROZEN-LOGIT50,selected_best,True,200,0.87,0.87,0.87
WBCIC,4,0,sub-48,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.87,0.8697916666666667,0.87
WBCIC,4,0,sub-48,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.8500000000000001,0.8497596153846154,0.85
WBCIC,4,0,sub-41,EEGNet,selected_best,True,200,0.87,0.8691626409017714,0.87
WBCIC,4,0,sub-41,LiteBN,selected_best,True,200,0.87,0.8699869986998701,0.87
WBCIC,4,0,sub-41,FROZEN-LOGIT50,selected_best,True,200,0.865,0.8648344221671547,0.865
WBCIC,4,0,sub-41,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.88,0.8798076923076923,0.88
WBCIC,4,0,sub-41,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.87,0.8697916666666667,0.87
WBCIC,4,0,sub-5,EEGNet,selected_best,True,200,0.765,0.7648530331457161,0.765
WBCIC,4,0,sub-5,LiteBN,selected_best,True,200,0.78,0.7794486215538847,0.78
WBCIC,4,0,sub-5,FROZEN-LOGIT50,selected_best,True,200,0.77,0.769792813532179,0.77
WBCIC,4,0,sub-5,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.8200000000000001,0.81998199819982,0.82
WBCIC,4,0,sub-5,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.815,0.8149953748843721,0.815
WBCIC,4,0,sub-27,EEGNet,selected_best,True,200,0.595,0.5822050290135397,0.595
WBCIC,4,0,sub-27,LiteBN,selected_best,True,200,0.6699999999999999,0.6683750376846548,0.67
WBCIC,4,0,sub-27,FROZEN-LOGIT50,selected_best,True,200,0.655,0.6495238095238096,0.655
WBCIC,4,0,sub-27,JOINT-CE,EMA_epoch20_PRIMARY,True,200,0.67,0.6651785714285714,0.67
WBCIC,4,0,sub-27,NRRF-v1,EMA_epoch20_PRIMARY,True,200,0.6699999999999999,0.6678743961352657,0.67
