block,draw,subject,u_random,finite_logit_rms,delta_BA_random,persistence_random
P01_04,56,S102,-0.024617686413176725,0.3642998211757749,0.0,34.21364990247163
P01_04,56,S106,0.15331834262950053,0.8074959134397899,-0.07142857142857145,9.024591592080231
P01_04,57,S002,-0.002161562050065744,0.31937759242593583,-0.0558035714285714,31.94819629946818
P01_04,57,S015,-0.040102882865609736,0.2607118076479166,0.0,19.347002368750474
P01_04,57,S018,-0.001943672840623652,0.20630826523883028,0.0,34.37884411882101
P01_04,57,S030,0.009437899233248411,0.2168293856272517,0.0,41.4026545769148
P01_04,57,S043,-0.14965461076963443,0.3663478453229642,-0.033333333333333326,29.553386717818924
P01_04,57,S044,0.036212775221886186,0.4792170448473422,-0.016666666666666663,26.69684911743424
P01_04,57,S066,-0.055756598261512795,0.31141226201103206,-0.06666666666666665,20.617345952991727
P01_04,57,S072,0.09359908695895612,0.3219197157799487,0.0,46.611025795588695
P01_04,57,S077,-0.06392891500296358,0.45276832617502005,-0.03348214285714285,27.315186984842676
P01_04,57,S083,-0.07088074587499762,0.2090591715487238,0.0,34.60115795929309
P01_04,57,S088,-0.13805183364239054,0.5385300600149925,0.02631578947368421,18.897454462142534
P01_04,57,S095,-0.08099609303473393,0.5355764815491315,0.05357142857142855,19.35634278168383
P01_04,57,S097,0.012263905665483903,0.2898224635862777,0.0,-1.7431796192899034
P01_04,57,S102,0.015382611952884363,0.16687208120023944,-0.033333333333333326,36.93405791105036
P01_04,57,S106,-0.02427837795271297,0.2530719749041332,-0.01785714285714285,22.800313985288966
P01_04,58,S002,-0.04630123780848771,0.47920118544556906,-0.013392857142857095,26.722754391286614
P01_04,58,S015,-0.06809517003299262,0.38504927357521285,-0.01785714285714285,29.620388604087037
P01_04,58,S018,0.09040133152237863,0.4982526445335146,-0.016666666666666663,34.077209114101734
P01_04,58,S030,0.03957007139954484,0.8421705725360318,0.13839285714285715,39.56803186579688
P01_04,58,S043,-0.2229563549745748,0.8396644739420925,-0.033333333333333326,9.939985463440408
P01_04,58,S044,-0.429418878712651,1.3535246440526123,0.033333333333333326,32.29406726248565
P01_04,58,S066,-0.07204601936345757,0.6718941427037006,-0.033333333333333326,12.40571632595703
P01_04,58,S072,0.2175662372265904,0.8942799587630957,0.016666666666666663,43.34164605402843
P01_04,58,S077,0.04493002749968484,0.9026612681794263,0.043005952380952395,24.521906110414918
P01_04,58,S083,-0.2672165415146432,0.9059068403159691,-0.06026785714285712,38.371963622262996
P01_04,58,S088,0.017321161197719367,0.8763432064076037,0.09210526315789475,21.15772410539876
P01_04,58,S095,-0.09240775166718611,0.7105439779571177,0.06473214285714285,5.516378377703526
P01_04,58,S097,0.008726717435176754,0.6538495654470903,-0.016666666666666663,21.337885620919867
P01_04,58,S102,0.07765368014714248,0.7625521688168676,-0.04999999999999999,31.092070534419516
P01_04,58,S106,0.012968395160738484,0.5763857699385849,-0.05580357142857145,19.600502960573937
P01_04,59,S002,0.015224970412368003,0.5796468041230334,0.035714285714285754,15.735132847700012
P01_04,59,S015,-0.0852421685134916,0.39281710581561174,-0.01785714285714285,37.976059576259544
P01_04,59,S018,-0.08407523208519602,0.5253781538780351,-0.016666666666666663,35.93371369464577
P01_04,59,S030,-0.09633784048810773,0.7746658853933441,0.1049107142857143,32.04701718879818
P01_04,59,S043,-0.10283889214657475,0.7642205096254621,-0.04999999999999999,8.828156192764911
P01_04,59,S044,-0.1953312557472015,1.4292710435414084,0.03333333333333338,32.74977752748005
P01_04,59,S066,-0.10522577375387313,0.7929867484490395,0.033333333333333326,12.535873784063142
P01_04,59,S072,-0.1028665039764514,0.7748613700788415,0.03333333333333338,38.120919627104186
P01_04,59,S077,0.0023637116878492495,0.8700375785814604,-0.006994047619047594,29.50211731868948
P01_04,59,S083,-0.1813338557828041,0.7301506549349264,-0.006696428571428548,32.8093686178235
P01_04,59,S088,-0.004991825547927447,1.123291193947145,0.052631578947368474,19.583688506160378
P01_04,59,S095,-0.19947349960006547,0.8882198048774924,0.04910714285714285,30.670184966903747
P01_04,59,S097,0.1665672293153243,0.6684716167462843,-0.04999999999999999,16.918705108113528
P01_04,59,S102,-0.04544151657103737,0.7796528939793194,-0.08333333333333331,30.611436904492592
P01_04,59,S106,0.003567142671261354,0.7685745516136119,-0.002232142857142849,22.295257352600327
P01_04,60,S002,-0.025799101113790555,0.3605264488247536,-0.0357142857142857,28.38420021645949
P01_04,60,S015,-0.07510450833742374,0.2586224885795064,0.0,31.129222517918652
P01_04,60,S018,-0.00937539191362331,0.48891468365006907,0.01666666666666672,31.46923647316367
P01_04,60,S030,-0.0028832971576226644,0.48811573719736345,0.011160714285714302,39.16032229496702
P01_04,60,S043,0.011358440605710913,0.3672749884059972,0.01666666666666672,22.75900675655011
P01_04,60,S044,-0.21815166054795465,0.7004812836015315,5.551115123125783e-17,28.72608662715175
P01_04,60,S066,-0.09035924973866181,0.41340434281673427,-0.016666666666666663,15.075449527395433
P01_04,60,S072,-0.12436046808082317,0.48917005284845655,0.016666666666666663,48.27472207411369
P01_04,60,S077,0.053204879141640044,0.49718867080542367,-0.003273809523809512,32.06659771767714
P01_04,60,S083,-0.03980685915610618,0.35606253009556693,-0.004464285714285698,34.74621676789809
P01_04,60,S088,-0.09961714053386381,0.6634717419866759,0.013157894736842118,16.214760731657204
P01_04,60,S095,-0.03872299898140065,0.7298450429179737,0.0669642857142857,24.35438637514656
P01_04,60,S097,-0.05282256520072875,0.39361868233343483,0.033333333333333326,12.12344014227106
P01_04,60,S102,-0.020496275743269583,0.4027570558966975,0.06666666666666665,32.365769213641784
P01_04,60,S106,-0.026799920790998546,0.42059069048763786,-0.0379464285714286,22.122858063914663
P01_04,61,S002,-0.00958343857938001,0.32890386122621096,-0.024553571428571397,31.95551862706882
P01_04,61,S015,0.047710406712251054,0.273220368892717,0.0,33.59869015769142
P01_04,61,S018,0.047652368148569754,0.44420524592089433,-0.016666666666666607,28.767924069125595
P01_04,61,S030,0.006445308817350313,0.5159447902582532,0.02901785714285715,33.47813887721726
P01_04,61,S043,-0.06849885574964608,0.42948228479567857,-0.033333333333333326,22.991193079139013
P01_04,61,S044,0.022283256124258053,1.0305544624780696,-0.016666666666666663,21.9647790293091
P01_04,61,S066,-0.03153873707301068,0.38772345490639804,0.0,22.529509719979547
P01_04,61,S072,-0.09991430306537538,0.7087659385286739,0.03333333333333338,42.302880350896004
P01_04,61,S077,0.012078970671888662,0.506076868954603,0.01770833333333338,27.138350748342233
P01_04,61,S083,-0.08925331359581609,0.4425454007377004,-0.022321428571428548,38.773505362604595
P01_04,61,S088,0.08176977331247061,0.6419933786440011,-0.013157894736842063,12.982056230597285
P01_04,61,S095,0.0631326361307437,0.616992206913179,0.002232142857142849,29.175026159456113
P01_04,61,S097,-0.06330218426467801,0.399595536489678,0.016666666666666663,9.902465858982017
P01_04,61,S102,0.029006054354666484,0.35391871014364384,-0.016666666666666607,29.60138380522692
P01_04,61,S106,0.11809238517886954,0.5403323174467758,-0.0736607142857143,13.744424109943
P01_04,62,S002,0.004584258608577638,0.3328812510468325,-0.0558035714285714,24.942863447131877
P01_04,62,S015,-0.0781264932962134,0.3416570684398889,0.0,35.2267724058106
P01_04,62,S018,-0.06233261848542444,0.4730071064495729,-0.016666666666666663,30.052724866859954
P01_04,62,S030,-0.03322468759607312,0.5668071305410775,0.0625,38.731991645119976
P01_04,62,S043,0.0005218763584762837,0.4967734793812392,0.0,15.797606753390632
P01_04,62,S044,-0.3197458836620951,0.988524666246122,0.016666666666666663,12.944338308046891
P01_04,62,S066,-0.13657965893282176,0.5094055030812915,-0.04999999999999999,19.78198884440871
P01_04,62,S072,-0.15349506866698545,0.6204715284839797,0.016666666666666663,44.55528032401898
P01_04,62,S077,-0.019927638254731064,0.4694336848119577,-0.031101190476190477,32.56373605993377
P01_04,62,S083,-0.03555796047772827,0.5351429732528644,0.046875,31.22144760122471
P01_04,62,S088,-0.07018704329654012,0.5206512608456847,0.03947368421052633,23.388350113202527
P01_04,62,S095,-0.013040097164797747,0.5256188377437433,0.015625,23.548945638730892
P01_04,62,S097,-0.003806202672054615,0.45871966064922054,-0.016666666666666663,28.58829003955067
P01_04,62,S102,-0.04249394233111676,0.45464162914755357,-0.06666666666666665,32.62357592843811
P01_04,62,S106,-0.06008741710502214,0.47670746803047104,0.015625,19.993733315195467
P01_04,63,S002,-0.000732503899169371,0.5106752174591751,-0.026785714285714246,28.92427034463153
P01_04,63,S015,0.014877210248255808,0.212421411155352,0.0,32.27752568516573
P01_04,63,S018,0.017825080366136968,0.45855407203708576,0.0,33.28430050029488
P01_04,63,S030,-0.020463870233452454,0.4463076429881169,0.07142857142857142,30.37090958528305
P01_04,63,S043,-0.09749663642352167,0.48733236744268943,-0.06666666666666665,27.64790221846821
P01_04,63,S044,0.19788119254861825,1.035495345850506,-0.016666666666666663,27.642974446624038
P01_04,63,S066,-0.012847000135774115,0.3634331134018596,-0.033333333333333326,19.827927864700168
P01_04,63,S072,-0.04362659383592846,0.39384419480715466,-0.04999999999999999,42.503454761213405
P01_04,63,S077,-0.00582122230251238,0.7794211301388382,-0.008035714285714257,33.12187627522884
P01_04,63,S083,-0.07349813190599828,0.4445153944123539,-0.058035714285714274,34.48053325542797
P01_04,63,S088,-0.1488194903044524,0.6254712770453097,0.10526315789473684,20.09495602471182
P01_04,63,S095,-0.002362461945334175,0.761825890453602,0.0,19.506181141261628
P01_04,63,S097,-0.02692047305153578,0.41792661013593435,-0.033333333333333326,12.498574948288159
P01_04,63,S102,0.029608277420506302,0.4561743865707932,-0.08333333333333331,34.96522782217684
P01_04,63,S106,0.015685262929611265,0.5907505518622758,0.058035714285714246,23.3796559086334
P01_04,64,S002,-0.0034189616273017824,0.17454083754673175,-0.0200892857142857,27.625272290887384
P01_04,64,S015,-0.06895039732301309,0.2862065252311398,-0.01785714285714285,32.77456808815475
P01_04,64,S018,-0.004719927131785332,0.21688153248102532,-0.033333333333333326,34.34148527945372
P01_04,64,S030,-0.023376624305201432,0.48187809538462467,0.002232142857142849,37.65608311504539
P01_04,64,S043,0.014531007961085564,0.3176948088083359,0.0,25.971096016504212
P01_04,64,S044,0.043660547612153586,0.4080819512105489,0.033333333333333326,31.19306039738093
P01_04,64,S066,-0.05733078286324136,0.3985312292739796,0.016666666666666663,19.34773523180449
P01_04,64,S072,-0.11541998954053355,0.4995910209083507,0.03333333333333338,37.37657058230171
P01_04,64,S077,-0.016561892904301174,0.25857421101726547,-0.03660714285714284,36.545861668826845
P01_04,64,S083,-0.02467778179591266,0.3993544092315174,-0.0200892857142857,32.261313262428686
P01_04,64,S088,0.038027868995517015,0.44768750812295155,0.013157894736842146,15.975714962206801
P01_04,64,S095,-0.04804156716214323,0.35354368960008853,0.0513392857142857,26.99771051119778
P01_04,64,S097,0.03610160914688641,0.2666937799937391,-0.016666666666666663,-5.962618289531432
P01_04,64,S102,-0.04087856790520631,0.32568128504780713,0.0,34.26858323455833
P01_04,64,S106,-0.027724264275190653,0.28934534477272056,0.0,26.145175797627193
P01_04,65,S002,-0.008875963734871055,0.43086591461318535,-0.0379464285714286,23.57176230585705
P01_04,65,S015,-0.010885443324805755,0.35663601683165314,0.0,32.66786367279275
P01_04,65,S018,-0.051496562654589656,0.5038279767009424,0.016666666666666663,30.14915824147145
P01_04,65,S030,-0.0015732808827562228,0.6689213227442877,0.078125,40.86454879037623
P01_04,65,S043,-0.10988634710561859,0.5099227936432594,-0.04999999999999999,27.675337798784998
P01_04,65,S044,-0.07216659063037571,0.6853020093817384,0.04999999999999999,23.081352007786215
P01_04,65,S066,-0.16043810121625537,0.5739521213853961,0.016666666666666663,15.329382639826587
P01_04,65,S072,-0.24622286650884825,0.7406658410639865,0.1166666666666667,46.420751418340416
P01_04,65,S077,-0.05468980808683273,0.7301518159601258,0.022321428571428603,31.200373371208617
P01_04,65,S083,-0.1753270846899385,0.5556243669468326,-0.022321428571428548,28.820734820121555
P01_04,65,S088,-0.19868947898284978,0.9497939495691281,0.05263157894736842,23.716897688058623
P01_04,65,S095,-0.039535664812899926,0.9845330073667649,0.015625,20.520886448804127
P01_04,65,S097,-0.010995553544617174,0.5387522540150639,0.016666666666666663,21.073293591102463
P01_04,65,S102,-0.026156473621086116,0.7213873559042951,-0.08333333333333331,34.65017246422702
P01_04,65,S106,0.04499946769798825,0.5876834242126823,-0.035714285714285754,22.51068188223454
P01_04,66,S002,-0.05030360327020275,0.4577035281929351,0.008928571428571452,25.57628044855442
P01_04,66,S015,-0.06157952833805065,0.253354154967073,0.0,33.72383285937558
P01_04,66,S018,-0.042067108120080444,0.39115508940367155,0.0,33.971454985970496
P01_04,66,S030,-0.0479600648226824,0.3927515688002095,0.0357142857142857,43.038780736930164
P01_04,66,S043,-0.12232544580427485,0.4791928281610678,0.0,20.311920066386886
P01_04,66,S044,-0.046694577651137915,0.8192271523933881,-0.033333333333333326,23.89184490848353
P01_04,66,S066,0.0406380578327942,0.29293502328134813,-0.08333333333333334,15.40157187810707
P01_04,66,S072,-0.09481292612199546,0.5013139747832723,5.551115123125783e-17,46.17325565365223
P01_04,66,S077,-0.04048440033832493,0.6442366609094174,-0.004613095238095222,31.709856863838077
P01_04,66,S083,-0.08000255467100192,0.4378154561646417,-0.06026785714285712,30.285578701582786
P01_04,66,S088,-0.12832981806705648,0.6678067005323813,0.05263157894736842,24.29539130180686
P01_04,66,S095,-0.12230330721892682,0.6860541378439615,0.06919642857142855,28.090342001207325
P01_04,66,S097,-0.008057204534869612,0.42601761523659093,-0.04999999999999999,22.650515675741737
P01_04,66,S102,0.02355872073053317,0.38020850863792804,-0.08333333333333331,36.13280357911539
P01_04,66,S106,-0.06107061051954647,0.5106656050468099,0.109375,21.483603410033815
P01_04,67,S002,0.007336193200101278,0.461753368028343,-0.013392857142857095,24.273410887863815
P01_04,67,S015,-0.014700751653365844,0.24639238792661808,-0.015625,25.312749621524965
P01_04,67,S018,0.0067302995327240414,0.6319474623778599,-0.033333333333333326,28.01452182381518
P01_04,67,S030,0.03477021830547091,0.9425420846128248,-0.026785714285714274,35.58209822373523
P01_04,67,S043,0.014409891975674827,0.6219593278706497,-0.04999999999999999,25.372913796884887
P01_04,67,S044,-0.03657376306992741,0.8331726594356925,0.033333333333333326,32.69723996150233
P01_04,67,S066,-0.015920251074082722,0.6682621010567593,-0.04999999999999999,16.198886325447955
P01_04,67,S072,0.06035530817498936,1.0543110605879094,0.016666666666666663,44.651911946612714
P01_04,67,S077,0.11643077905110726,0.959643036515447,-0.01874999999999999,38.87162192392134
P01_04,67,S083,-0.036137755510944884,0.48795844174022135,-0.01785714285714285,25.19912492273128
P01_04,67,S088,0.09682363791979125,0.8706021912039063,0.026315789473684237,18.560303838496587
P01_04,67,S095,0.014222842735911723,0.6902079054624471,0.03125,1.6048724969434058
P01_04,67,S097,0.012961320970831029,0.6060761890744174,-0.016666666666666663,3.449956166501366
P01_04,67,S102,0.02303080385738645,0.8383290733755867,-0.033333333333333326,32.65624676790496
P01_04,67,S106,-0.046908982616189775,0.7440803817212095,0.046875,27.35249655216988
P01_04,68,S002,-0.0653543719888615,0.5939767652033533,0.024553571428571452,17.519782177333415
P01_04,68,S015,-0.08597131558909453,0.5213670730155433,0.0,33.26544195334063
P01_04,68,S018,-0.06149190640109149,0.45972566586050717,0.0,37.37463392758068
P01_04,68,S030,-0.06824133787095472,0.5538140762215538,0.015625,42.75340012156983
P01_04,68,S043,-0.13764838138089408,0.6326555985754948,-0.06666666666666665,22.09651956686929
P01_04,68,S044,-0.0010251468679887946,1.116713056561489,0.0,15.974992946579466
P01_04,68,S066,-0.050685384288890904,0.6314471740253714,0.0,12.650074085851418
P01_04,68,S072,0.08477662102134369,0.746453988437907,-0.06666666666666665,41.66389102081023
P01_04,68,S077,-0.04015636015109454,0.45908109956618,0.007738095238095211,28.00849328898955
P01_04,68,S083,-0.11800818984453663,0.570479739047306,-0.011160714285714302,22.851115501766486
P01_04,68,S088,-0.12935468028619987,0.8638539740139246,-0.01315789473684209,22.264150007648478
P01_04,68,S095,-0.19558301750870916,1.0263718443997614,0.0513392857142857,28.989326304353014
P01_04,68,S097,0.01635962915035702,0.5022466859379564,-0.04999999999999999,7.663920692845009
P01_04,68,S102,0.017374706925954487,0.45494106916812393,-0.033333333333333326,33.92765489667124
P01_04,68,S106,-0.08342682278002947,0.6103931398966617,0.0892857142857143,20.54243908674652
P01_04,69,S002,-0.021923953176462143,0.4638013721775264,-0.015625,18.04505028309773
P01_04,69,S015,0.038796222772202515,0.4280041559354907,-0.015625,28.312239484227213
P01_04,69,S018,-0.001554129550827719,0.5728337037489928,-0.016666666666666663,26.67024497006337
P01_04,69,S030,-0.03268808209470222,0.7729150295071114,0.08258928571428573,42.86419534982994
P01_04,69,S043,-0.1659226702575808,0.7011218233216154,-0.06666666666666665,19.307731679596426
P01_04,69,S044,-0.22674201971886906,1.307428263791927,0.033333333333333326,13.596304334843257
P01_04,69,S066,-0.20750846173448903,0.7041787770100932,0.0,20.539828640750706
P01_04,69,S072,-0.07045284062812505,1.1594124042260312,0.10000000000000003,42.39497671670113
P01_04,69,S077,-0.05862461019481962,0.48171945098660907,0.012500000000000011,28.71391478028852
P01_04,69,S083,-0.13036283123438686,0.7262052891396843,-0.06919642857142855,31.972193332243954
P01_04,69,S088,-0.1957088176787838,0.9046420776396065,0.0789473684210526,22.661192442886353
P01_04,69,S095,-0.06997363000963645,0.6944842224160175,-0.04687500000000003,19.159829421576788
P01_04,69,S097,-0.03586855049591196,0.6004753622479118,-0.06666666666666665,23.173978689153365
P01_04,69,S102,0.030405402786367046,0.5204348257695026,-0.06666666666666665,37.52140338661169
P01_04,69,S106,-0.004739821514852689,0.7837657954841646,-0.035714285714285754,18.287855049513112
P01_04,70,S002,0.03233514793254248,0.41695998924106414,-0.0200892857142857,28.478131378317915
P01_04,70,S015,0.03912816517807264,0.3993504623286741,-0.015625,31.522102022263233
P01_04,70,S018,-0.03377360878139771,0.48148344410103955,0.033333333333333326,32.76429041584569
P01_04,70,S030,-2.4149154383497812e-06,0.5306755037402151,0.0424107142857143,40.25582153150566
P01_04,70,S043,0.0022581564986799752,0.553661215492053,-0.033333333333333326,24.090683547046112
P01_04,70,S044,0.005779170381520848,0.640920292465129,0.0,28.310816971805096
P01_04,70,S066,-0.05034034685123514,0.6651105739263515,0.033333333333333326,11.5213074030823
P01_04,70,S072,-0.09914111063450162,0.5997480413948917,0.04999999999999999,45.79733239733805
P01_04,70,S077,0.005774729195572798,0.6011986101878878,0.008035714285714257,33.7132763774402
P01_04,70,S083,0.03770772088949765,0.6194500480284808,0.0535714285714286,32.75564070444091
P01_04,70,S088,0.059299680130944325,0.8720421401122708,0.03947368421052633,11.137817095832231
P01_04,70,S095,0.08834066210241816,0.5973748101170032,-0.015625,18.350243655540524
P01_04,70,S097,-0.01189484585836292,0.56453945058699,-0.04999999999999999,9.762171891496138
P01_04,70,S102,-0.053753053068806254,0.41253888608652656,0.06666666666666665,37.32958157844783
P01_04,70,S106,-0.029829187609987057,0.5498225420558793,0.0,23.31798323124646
P01_04,71,S002,-0.06816345769444293,0.5924757932899664,-0.004464285714285698,8.500835361595016
P01_04,71,S015,-0.11337199730579266,0.44340304375522127,0.0,33.33038049720301
P01_04,71,S018,-0.04544712985595578,0.6116948965234141,-0.016666666666666663,35.690877355608265
P01_04,71,S030,0.08413957014063957,0.720522525819598,0.0736607142857143,44.64843069959271
P01_04,71,S043,-0.08915705982155447,0.4578684103383272,0.0,25.607863834739092
P01_04,71,S044,0.29127506205124587,1.0018636810985742,0.016666666666666663,-10.911904196647038
P01_04,71,S066,-0.10159411124377431,0.5698275443301501,0.0,15.549456261556173
P01_04,71,S072,-0.13530690148724966,0.7948880582209149,0.03333333333333338,52.835211814789915
P01_04,71,S077,0.048964717738827615,0.9235601779492907,0.005505952380952361,31.052708417168645
P01_04,71,S083,0.01640854100013571,0.4695261714908774,0.015625,28.818348230684446
P01_04,71,S088,-0.012766917970104544,0.8692547129241169,5.551115123125783e-17,16.481883362010713
P01_04,71,S095,-0.07232923503171712,0.899929026247047,0.03348214285714285,22.48397384148099
P01_04,71,S097,0.07188701873521915,0.47831099898181345,-0.033333333333333326,17.192891948858023
P01_04,71,S102,0.042873202480357545,0.645237795706019,-0.08333333333333331,37.474083263541644
P01_04,71,S106,-0.027684847413170142,0.6720541873616125,0.09151785714285715,17.10367119116392
P01_04,72,S002,-0.05925494415033194,0.637762710810244,-0.004464285714285698,20.215205428061772
P01_04,72,S015,-0.126548770484703,0.5440577008913176,0.0,32.89209039617427
P01_04,72,S018,-0.1260755610112991,0.6867610659235023,0.0,33.65340919226828
P01_04,72,S030,-0.027270580629431645,0.5829633505977194,0.0580357142857143,41.201689480060594
P01_04,72,S043,-0.2670347432188651,0.7263560202068411,-0.04999999999999999,24.114014944883785
P01_04,72,S044,-0.23513778402455615,1.0233967650378677,0.016666666666666663,7.683822124113628
P01_04,72,S066,-0.19669050128401894,0.6627448928659515,0.06666666666666665,9.206572843360215
P01_04,72,S072,-0.20701221556724683,0.9451563212202436,0.06666666666666671,49.462455500761095
P01_04,72,S077,-0.029364335758577775,0.9849398924922405,0.08080357142857142,34.12317363728178
P01_04,72,S083,-0.2863021057656781,0.7252831496519855,-0.004464285714285698,32.60524806299277
P01_04,72,S088,-0.2471970340534416,1.1107418975723358,0.06578947368421056,23.10788246104731
P01_04,72,S095,-0.18172500191225097,1.1204458493231788,0.03348214285714285,26.93154642667029
P01_04,72,S097,-0.008773110425023798,0.6520013046428181,-0.016666666666666663,28.919209752959283
P01_04,72,S102,-0.044538408176973084,0.6647010985264065,-0.11666666666666664,34.16694335492916
P01_04,72,S106,0.04911682181621433,0.5921733534266249,-0.07142857142857145,8.14110409333378
P01_04,73,S002,-0.04358194201666266,0.47814508415061435,-0.07366071428571425,24.876653851510795
P01_04,73,S015,-0.1209210554609339,0.4667727484234099,0.015625,32.47505766122964
P01_04,73,S018,-0.07922700008745691,0.5124542508486369,-0.016666666666666663,31.165108012162555
P01_04,73,S030,-0.06055835903343003,0.5670990568597563,0.11830357142857145,35.41326407406515
P01_04,73,S043,-0.21835176177049315,0.5639974728915788,-0.016666666666666663,23.199204431112634
P01_04,73,S044,-0.3727111122159315,1.0403665233475061,0.04999999999999999,24.84525916927071
P01_04,73,S066,-0.10079571146313933,0.46884005481367197,-0.016666666666666663,6.918232479528977
P01_04,73,S072,-0.11032476396684193,0.6641393846972254,0.06666666666666671,46.648578749785045
P01_04,73,S077,-0.05833608477536688,0.6224262252423368,0.003273809523809512,32.45920147947148
P01_04,73,S083,-0.2128828876026731,0.6488744159927393,0.006696428571428603,31.99313857251688
P01_04,73,S088,-0.25142478408003877,0.9632649560498605,0.07894736842105265,23.09954399172217
P01_04,73,S095,-0.1953773185638982,1.0287934432923178,0.046875,21.602492147837793
P01_04,73,S097,-0.02283882887372316,0.5058122680251746,-0.04999999999999999,16.949992620748304
P01_04,73,S102,0.021354307266776236,0.516532268539841,-0.06666666666666665,28.605791742868668
P01_04,73,S106,-0.07019311045502526,0.5647913594617999,-0.015625,17.566781816974554
P01_04,74,S002,-0.01758778899332315,0.40402780064694055,-0.0424107142857143,30.97704777759551
P01_04,74,S015,-0.016502123206386735,0.2248072366410261,0.0,28.00891216077218
P01_04,74,S018,0.05591512685150202,0.5547829800486248,-0.04999999999999999,33.714779167955115
P01_04,74,S030,-0.045138868480799635,0.5445092951215451,0.02901785714285715,39.587303332366076
P01_04,74,S043,-0.2120231813901326,0.6612366901487832,-0.016666666666666607,19.72702024395212
P01_04,74,S044,-0.31552427160728513,1.1094729045556175,0.0,24.571266019235843
P01_04,74,S066,-0.12342827036165512,0.5811083887307217,-0.04999999999999999,15.024841115339452
P01_04,74,S072,-0.015354290015407368,0.6103143553530097,-0.04999999999999999,42.77397941456566
P01_04,74,S077,-0.014944726999629399,0.6651747964497989,0.03318452380952386,30.200042217150443
P01_04,74,S083,-0.26048769734535526,0.6502346638528338,0.01339285714285715,36.38634609205293
P01_04,74,S088,-0.185810404390743,0.8742643164612461,0.06578947368421056,16.999278520116857
P01_04,74,S095,-0.17739974434378789,0.7986719595861571,0.002232142857142849,22.589722710775533
P01_04,74,S097,-0.005522570557389738,0.5065252086374374,0.0,13.16909261703191
P01_04,74,S102,-0.01652700968482242,0.4965124033125666,-0.04999999999999999,33.53756714162988
P01_04,74,S106,0.11809842366360224,0.560650917385758,-0.0736607142857143,20.7992738515248
P01_04,75,S002,0.03704978364082927,0.41299695378526735,-0.044642857142857095,22.835081483002845
P01_04,75,S015,-0.04847961286821752,0.1799922280031644,-0.01785714285714285,35.95611728603886
P01_04,75,S018,-0.03227469879192542,0.36830181866940576,-0.04999999999999999,31.145171958348573
P01_04,75,S030,-0.01086362635179546,0.25643770650632114,0.06026785714285715,41.88130649922417
P01_04,75,S043,-0.09114515885648965,0.3236003425064073,-0.016666666666666663,30.142072800634594
P01_04,75,S044,-0.08203046846992314,0.531226775714819,0.03333333333333338,21.15593637171658
P01_04,75,S066,-0.13438532699004177,0.44055071650498717,0.0,16.07498431303156
P01_04,75,S072,-0.1174432996434762,0.3963163390797569,5.551115123125783e-17,47.78360908907834
P01_04,75,S077,-0.08105771458111836,0.5405259956437634,0.033333333333333326,20.170085360003295
P01_04,75,S083,-0.08922092184086966,0.31931724229576586,-0.002232142857142849,36.22688904305815
P01_04,75,S088,-0.1457509765571815,0.5643566939748973,0.026315789473684237,22.449259541492623
P01_04,75,S095,-0.12333084088986462,0.45656698873245327,0.06919642857142855,29.37086537684675
P01_04,75,S097,0.038792014929367014,0.40809553980224006,-0.016666666666666663,24.191133513925685
P01_04,75,S102,-0.025973809157041637,0.24219062657003543,0.050000000000000044,34.73540744510056
P01_04,75,S106,-0.038623102583623316,0.4170393151096055,0.002232142857142849,14.789207566240716
P01_04,76,S002,-0.020371803561789026,0.21054382658714305,-0.029017857142857095,28.77271439798702
P01_04,76,S015,-0.0556472311053735,0.22674767071303217,0.0,22.400780319989536
P01_04,76,S018,-0.020549714496147568,0.2357053488202314,-0.016666666666666663,33.23033943230639
P01_04,76,S030,-0.016926624753469628,0.29019582904974733,0.015625,43.383560313272895
P01_04,76,S043,-0.1501078446985906,0.3964986159002355,-0.016666666666666663,26.6359492811362
P01_04,76,S044,-0.15735173425515772,0.4700210174763982,0.08333333333333331,23.213055456981948
P01_04,76,S066,-0.05544403934674106,0.35334159572412116,-0.05000000000000002,15.04087024073706
P01_04,76,S072,-0.062350610844590856,0.37374788583532526,0.03333333333333338,50.81679965884848
P01_04,76,S077,-0.025774347239292325,0.33581935331172474,-0.01339285714285715,34.102509626552994
P01_04,76,S083,-0.1506120914448112,0.5126489006974215,-0.0267857142857143,32.47696232925158
P01_04,76,S088,-0.14844025519477833,0.5848609521273935,0.013157894736842118,17.8463876793154
P01_04,76,S095,-0.08641220485444621,0.44891773723246675,0.0,18.845991434390193
P01_04,76,S097,-0.03391586951763249,0.3492085640275068,-0.04999999999999999,18.351468259271147
P01_04,76,S102,0.01206557389975821,0.22207629656852498,-0.016666666666666607,34.539352894599446
P01_04,76,S106,0.000505915635982925,0.2721065595931693,-0.03348214285714285,18.53011557000327
P01_04,77,S002,0.007280132342256814,0.33878802145625275,-0.0200892857142857,25.658699033718072
P01_04,77,S015,-0.054865130491959145,0.2780176644715104,0.0,35.340972784650376
P01_04,77,S018,-0.03757972536885669,0.3684557216941888,-0.016666666666666663,20.610704679339424
P01_04,77,S030,-0.03125311834077975,0.2832855206450086,0.0625,31.76901355008027
P01_04,77,S043,-0.14377065366690067,0.3586323989364062,-0.033333333333333326,29.26365963668396
P01_04,77,S044,-0.055011058093441846,0.38095777647464973,0.016666666666666663,15.423481057324334
