block,draw,subject,u_random,finite_logit_rms,delta_BA_random,persistence_random
P01_04,4,S072,-0.08469712785783598,0.6907977315312932,0.016666666666666663,42.7303020564719
P01_04,4,S077,-0.012110074731738755,0.5161708009531555,-0.02663690476190478,20.804143528732325
P01_04,4,S083,-0.07231308651190066,0.45720888446781904,-0.07366071428571427,35.70850828799534
P01_04,4,S088,-0.018718871180415902,0.5841742078291534,0.06578947368421056,13.14667012864651
P01_04,4,S095,0.021999153960660937,0.7357328374501632,-0.0200892857142857,20.340481738060326
P01_04,4,S097,0.01194044470249802,0.4423153082073718,-0.06666666666666665,17.43592561817516
P01_04,4,S102,0.011790810895248175,0.4701984411464009,-0.016666666666666607,32.00046435780498
P01_04,4,S106,-0.03984309437205876,0.4712291820802811,0.058035714285714246,23.048628586024126
P01_04,5,S002,0.02760472493961778,0.3854737410976348,-0.0200892857142857,18.447937010694734
P01_04,5,S015,-0.08210985846235713,0.35775494154635856,-0.002232142857142849,30.84920272829889
P01_04,5,S018,-0.05414812376916442,0.29126818134459975,0.01666666666666672,32.85233411371602
P01_04,5,S030,-0.05188130338296497,0.38409337293259116,0.022321428571428575,41.154778209487134
P01_04,5,S043,-0.1856261817876127,0.48228397720677046,0.0,6.618111427958972
P01_04,5,S044,-0.41789502702319453,1.061294891756419,0.03333333333333338,28.132272573222792
P01_04,5,S066,-0.14777886723412323,0.489494460466305,-0.04999999999999999,21.3829211831859
P01_04,5,S072,-0.14683163992358098,0.617391262952545,-0.033333333333333326,43.00072701539223
P01_04,5,S077,0.09385975735383222,0.7443368955783186,-0.01874999999999999,27.952751178839325
P01_04,5,S083,-0.10360673671587374,0.2894932566937314,0.03125,33.052832731932455
P01_04,5,S088,-0.16712161235089482,0.7181710624269101,0.05263157894736842,18.13955361024027
P01_04,5,S095,-0.09053472409272882,0.5149226335940058,0.017857142857142794,20.70259688938246
P01_04,5,S097,0.009481021602225668,0.42816359255714204,-0.04999999999999999,22.21251162784189
P01_04,5,S102,-0.00910166315245558,0.32149844992849114,-0.033333333333333326,35.31257830847706
P01_04,5,S106,-0.05514787049157477,0.6227263902926254,-0.04017857142857145,18.964456769095854
P01_04,6,S002,-0.023161435731769358,0.4603969051319344,0.017857142857142905,23.9224637664398
P01_04,6,S015,-0.039227046788561766,0.46521894080819837,-0.01785714285714285,25.54201366243283
P01_04,6,S018,-0.014477771894285407,0.42626459549185175,0.033333333333333326,28.402262822672313
P01_04,6,S030,0.0017474997201627227,0.7333368187847173,0.0267857142857143,30.699264895869216
P01_04,6,S043,0.04608000702053763,0.5206648185052283,-0.016666666666666663,23.02044725961895
P01_04,6,S044,-0.03096009523894467,0.9866713584786198,-0.033333333333333326,36.039498610525456
P01_04,6,S066,-0.07011926346329776,0.7375683577489486,0.016666666666666663,14.53757631452022
P01_04,6,S072,0.12178439354565623,0.7440051859519637,-0.06666666666666665,38.578123345915024
P01_04,6,S077,0.023109877484173095,0.6012851464835081,0.036904761904761885,30.600778052123417
P01_04,6,S083,-0.043357713145719304,0.5182544196859562,-0.03125,23.226580135399118
P01_04,6,S088,-0.0487392504604224,0.7995360403539779,0.03947368421052633,16.095607994064192
P01_04,6,S095,-0.035361167214361694,0.6707124389672731,0.05357142857142855,23.52706258250879
P01_04,6,S097,0.07516084717408658,0.5477661438280198,-0.016666666666666663,15.947152422376453
P01_04,6,S102,0.006356342753965309,0.5841004807908937,-0.016666666666666607,29.11813444788656
P01_04,6,S106,-0.1165081059021448,0.6848226429723332,0.0625,27.961413291918333
P01_04,7,S002,0.009841688493381703,0.3492766340354878,-0.0357142857142857,31.60002114028313
P01_04,7,S015,-0.00039189376352270674,0.4545271105005053,-0.015625,21.96012243241647
P01_04,7,S018,0.004195061619221419,0.481317737046916,-0.016666666666666663,29.72948481776486
P01_04,7,S030,-0.025582991371051998,0.5482619060632447,0.0625,34.945165491093476
P01_04,7,S043,-0.07931373101670862,0.617175276485861,-0.033333333333333326,1.7125963026381381
P01_04,7,S044,-0.06375677767131185,0.6231395025713772,0.016666666666666663,17.40809469782584
P01_04,7,S066,-0.12909841526543964,0.626480612133811,-0.033333333333333326,19.530079415094963
P01_04,7,S072,-0.13191057528602326,0.6937909591276032,0.03333333333333338,45.21225778636701
P01_04,7,S077,0.01872175340251249,0.7182484273955725,0.035565476190476175,27.865520167127244
P01_04,7,S083,-0.14890870436250261,0.6204999425476779,0.03125,35.96864509118204
P01_04,7,S088,-0.04217844686888803,0.7388749187052243,0.03947368421052638,25.013422872844377
P01_04,7,S095,0.006650620848965851,0.6984459223423737,0.033482142857142794,14.383000974284638
P01_04,7,S097,0.026217673949144805,0.4619398086185095,0.016666666666666663,25.973847830150504
P01_04,7,S102,-0.04512489885685979,0.46081418497054066,-0.033333333333333326,29.77089457755412
P01_04,7,S106,0.03801553870757187,0.4175726165493179,-0.0379464285714286,20.971400384922916
P01_04,8,S002,-0.026253920322151146,0.2257784970578239,-0.015625,31.84049698649661
P01_04,8,S015,-0.021218123416290317,0.30244239063961054,-0.015625,29.59640103354445
P01_04,8,S018,-0.012015557654441626,0.48252667036438707,0.0,36.8983092860081
P01_04,8,S030,0.04997518883759075,0.6475161656252214,0.0892857142857143,41.54127712026034
P01_04,8,S043,-0.020925832145157672,0.3845805887695367,-0.033333333333333326,20.104710041202463
