block,rank,delta_BA_mean,delta_BA_random_mean,delta_BA_specific_mean,delta_BA_specific_CI95_L,delta_BA_specific_CI95_U,p_raw,minimum_LOSO_mean,minimum_leave_one_run_out_mean,nonnegative_subject_fraction,stability_preliminary,p_holm
P01_04,4,-0.005350355054302415,-0.0025917188805346806,-0.002758636173767735,-0.02412443021616541,0.018471535087719274,0.59429931640625,-0.008995222431077672,-0.03614338624338624,0.4666666666666667,False,1.0
P05_08,4,0.025165517961570603,0.0021539421470342583,0.023011575814536344,-0.002335757231620725,0.050259126200918956,0.057769775390625,0.013440974087003222,0.01646146384479716,0.6666666666666666,True,0.2310791015625
P09_16,8,0.0037881161236424377,0.0003305451127819603,0.0034575710108604774,-0.014890071141395143,0.021823557330827064,0.364166259765625,-0.0018906977264590186,-0.0028650352733686235,0.6666666666666666,False,1.0
P17_32,16,-0.009589076858813689,-1.99143692564722e-05,-0.009569162489557217,-0.018003080748746843,-0.000752161001462015,0.9722900390625,-0.01212172171500178,-0.014827910052910065,0.3333333333333333,False,1.0
