fold,seed,inner_fold,run,kind,draw,subject,n_trials,n_shifts,rescue_rate,harm_rate,net_rescue,stable_correct_rate,stable_wrong_rate,true_margin_change,correct_probability_change,prediction_flip_rate,ce_change,ba_change,confidence_change
0,0,3,0_0,matched_random,26,5,200,12,0.0004166666666666667,0.007083333333333333,-0.006666666666666666,0.9279166666666666,0.06458333333333334,-0.000112150387528042,-0.0003438005625016794,0.0075,0.0006174404089134346,-0.006666666666666719,-6.27034100972892e-05
0,0,3,0_0,matched_random,26,8,200,12,0.002916666666666667,0.002916666666666667,0.0,0.8070833333333334,0.18708333333333332,-8.870041579939425e-05,-0.0002539515754619055,0.005833333333333334,8.593062398192367e-05,0.0,-0.0003722589496261849
0,0,3,0_0,matched_random,26,18,200,12,0.005,0.002916666666666667,0.0020833333333333333,0.9070833333333334,0.085,-5.2995878116538125e-05,-0.0008199807600068713,0.007916666666666667,0.001736337286530459,0.0020833333333334,-0.00014911816952184733
0,0,3,0_0,matched_random,26,25,200,12,0.0,0.002916666666666667,-0.002916666666666667,0.8970833333333333,0.1,3.477439051494002e-05,0.0003056664501422888,0.002916666666666667,-0.0008127202844223001,-0.002916666666666632,-0.0002640439860991896
0,0,3,0_0,matched_random,26,26,200,12,0.0016666666666666668,0.0004166666666666667,0.00125,0.8145833333333333,0.18333333333333332,-3.4226372372359036e-05,0.00010000127465670396,0.0020833333333333333,-0.0005329285086160134,0.0012500000000000104,-0.0002796374250953148
0,0,3,0_0,matched_random,26,27,200,12,0.006666666666666667,0.005416666666666667,0.0012500000000000002,0.8845833333333334,0.10333333333333333,-4.380823811516166e-05,-9.602698470643932e-05,0.012083333333333333,0.0002722973562971324,0.0012499999999999827,0.0002613297056418781
0,0,3,0_0,matched_random,27,4,200,12,0.0075,0.013333333333333334,-0.0058333333333333345,0.7316666666666667,0.2475,4.486542660742998e-05,-2.0607148762365075e-05,0.020833333333333332,0.00010019991474183643,-0.005833333333333311,6.203626866118912e-05
0,0,3,0_0,matched_random,27,5,200,12,0.0008333333333333334,0.00625,-0.005416666666666667,0.92875,0.06416666666666666,0.00024193959233040612,0.00010966087154341349,0.007083333333333333,-0.000134248821970098,-0.005416666666666718,0.00016078760877495763
0,0,3,0_0,matched_random,27,8,200,12,0.0016666666666666668,0.0016666666666666668,0.0,0.8083333333333333,0.18833333333333332,0.00022236101096495986,0.00010547153719622523,0.0033333333333333335,0.0002159695858628119,0.0,0.00024038352270355692
0,0,3,0_0,matched_random,27,18,200,12,0.00375,0.0004166666666666667,0.003333333333333333,0.9095833333333333,0.08625,0.00027843477204442024,0.0004471425341239611,0.004166666666666667,-0.0008745572618263144,0.0033333333333333917,0.00013658385051681474
0,0,3,0_0,matched_random,27,25,200,12,0.0,0.004166666666666667,-0.004166666666666667,0.8958333333333334,0.1,0.00019182765623554588,-0.00027898706400870726,0.004166666666666667,0.0008122982558518636,-0.004166666666666624,0.00017544025056652552
0,0,3,0_0,matched_random,27,26,200,12,0.00125,0.0004166666666666667,0.0008333333333333333,0.8145833333333333,0.18375,0.00018957015747825306,-0.00015461212501502068,0.0016666666666666668,0.0006616569206784086,0.0008333333333333526,7.94732077391618e-05
0,0,3,0_0,matched_random,27,27,200,12,0.005,0.004166666666666667,0.0008333333333333335,0.8858333333333334,0.105,0.00012587422815461954,-6.450252606846678e-05,0.009166666666666667,0.0002224028494779341,0.000833333333333334,-6.24298434497977e-05
0,0,3,0_0,matched_random,28,4,200,12,0.00875,0.01625,-0.0075,0.72875,0.24625,5.583096761256456e-05,-1.9590553786718496e-05,0.025,6.778497080622762e-05,-0.007499999999999969,1.4460017237770868e-05
0,0,3,0_0,matched_random,28,5,200,12,0.00125,0.007916666666666667,-0.006666666666666667,0.9270833333333334,0.06375,0.00022851012103880446,0.00018624977140394624,0.009166666666666667,-0.00025149492491319074,-0.006666666666666719,0.000217691916616476
0,0,3,0_0,matched_random,28,8,200,12,0.0020833333333333333,0.0020833333333333333,0.0,0.8079166666666666,0.18791666666666668,0.00017311635194346308,0.0001782021099348603,0.004166666666666667,0.00027668264099054205,0.0,0.00038153710763460337
0,0,3,0_0,matched_random,28,18,200,12,0.004166666666666667,0.0008333333333333334,0.003333333333333333,0.9091666666666667,0.08583333333333333,0.0001981473263973991,0.0007185157276018106,0.005,-0.001430452315376494,0.0033333333333333917,0.00020227581526696185
0,0,3,0_0,matched_random,28,25,200,12,0.0,0.005833333333333334,-0.005833333333333334,0.8941666666666667,0.1,0.0002242811784769098,-0.00043264832360049335,0.005833333333333334,0.0012467592682905762,-0.005833333333333274,0.0002696654362668137
0,0,3,0_0,matched_random,28,26,200,12,0.00125,0.0008333333333333334,0.00041666666666666664,0.8141666666666667,0.18375,0.0001761824218556285,-0.00023250613682054323,0.0020833333333333333,0.0009874937693165715,0.0004166666666666763,0.00013079376349172436
0,0,3,0_0,matched_random,28,27,200,12,0.007083333333333333,0.005833333333333334,0.0012499999999999994,0.8841666666666667,0.10291666666666667,0.00015680636279284953,-8.18731756393559e-05,0.012916666666666667,0.00028465065389572756,0.0012500000000000011,-0.000129822899875101
0,0,3,0_0,matched_random,29,4,200,12,0.009166666666666667,0.013333333333333334,-0.0041666666666666675,0.7316666666666667,0.24583333333333332,8.597913275783261e-05,-2.3209571966585352e-05,0.0225,0.00015035883150160028,-0.004166666666666661,0.00013140190466660114
0,0,3,0_0,matched_random,29,5,200,12,0.0016666666666666668,0.007916666666666667,-0.00625,0.9270833333333334,0.06333333333333334,0.00035420674365013835,0.00010606396376319412,0.009583333333333333,-0.00011390127717655236,-0.0062500000000000515,0.00016785695842216463
0,0,3,0_0,matched_random,29,8,200,12,0.0016666666666666668,0.0016666666666666668,0.0,0.8083333333333333,0.18833333333333332,0.00029725168831646443,0.0001030356779024922,0.0033333333333333335,0.00025155988505349273,0.0,0.00025225780135963456
0,0,3,0_0,matched_random,29,18,200,12,0.005,0.0008333333333333334,0.004166666666666667,0.9091666666666667,0.085,0.0004261597773681084,0.0004424401838590943,0.005833333333333334,-0.000846502893688908,0.004166666666666745,0.0001529241416804321
0,0,3,0_0,matched_random,29,25,200,12,0.0,0.005833333333333334,-0.005833333333333334,0.8941666666666667,0.1,0.0004111631074920297,-0.00027914996754624616,0.005833333333333334,0.0008373938676734294,-0.005833333333333283,0.0001857713234675946
0,0,3,0_0,matched_random,29,26,200,12,0.0016666666666666668,0.0008333333333333334,0.0008333333333333334,0.8141666666666667,0.18333333333333332,0.000266834987172236,-0.00016068331904005117,0.0025,0.0006936861425051105,0.0008333333333333526,6.856274175707384e-05
0,0,3,0_0,matched_random,29,27,200,12,0.007083333333333333,0.004583333333333333,0.0024999999999999996,0.8854166666666666,0.10291666666666667,0.0002132881541425983,-7.112616699982141e-05,0.011666666666666667,0.00026296312186953596,0.002499999999999993,-2.5218918939540942e-05
0,0,3,0_0,matched_random,30,4,200,12,0.00875,0.023333333333333334,-0.014583333333333334,0.7216666666666667,0.24625,-6.29013062765201e-05,-0.00010244356089359183,0.03208333333333333,0.0006990979388764825,-0.014583333333333318,0.0007664236826250409
0,0,3,0_0,matched_random,30,5,200,12,0.0004166666666666667,0.007083333333333333,-0.006666666666666666,0.9279166666666666,0.06458333333333334,-0.0004645039529229204,-0.0004410448874197734,0.0075,0.0007743553806621956,-0.006666666666666719,-0.00011851285070266675
0,0,3,0_0,matched_random,30,8,200,12,0.002916666666666667,0.0033333333333333335,-0.00041666666666666675,0.8066666666666666,0.18708333333333332,-0.0004397162899840623,-0.0003117192328098541,0.00625,6.43521998979731e-05,-0.0004166666666666763,-0.00048028394781749834
0,0,3,0_0,matched_random,30,18,200,12,0.004166666666666667,0.002916666666666667,0.0012499999999999998,0.9070833333333334,0.08583333333333333,-0.0005600641396207115,-0.0010113652735405595,0.007083333333333333,0.0021101338941597715,0.0012500000000000844,-0.0002112514259867493
0,0,3,0_0,matched_random,30,25,200,12,0.0,0.002916666666666667,-0.002916666666666667,0.8970833333333333,0.1,-0.0002520117761256794,0.0003552976480731791,0.002916666666666667,-0.0009691201491159315,-0.0029166666666666416,-0.0003338480212955842
0,0,3,0_0,matched_random,30,26,200,12,0.002916666666666667,0.0004166666666666667,0.0025,0.8145833333333333,0.18208333333333335,-0.0002637175633572042,0.00011363823938979981,0.0033333333333333335,-0.0006574045886546712,0.002500000000000021,-0.0003499808079647707
0,0,3,0_0,matched_random,30,27,200,12,0.009166666666666667,0.005,0.004166666666666667,0.885,0.10083333333333333,-0.00018352726474404334,-0.00012590763516110047,0.014166666666666666,0.0003317022513622935,0.004166666666666652,0.0003071725664787258
0,0,3,0_0,matched_random,31,4,200,12,0.006666666666666667,0.01625,-0.009583333333333333,0.72875,0.24833333333333332,-5.0982333874950806e-05,-6.997650229584375e-05,0.022916666666666665,0.00047255722897304904,-0.009583333333333305,0.0005129144163290625
0,0,3,0_0,matched_random,31,5,200,12,0.0,0.0075,-0.0075,0.9275,0.065,-0.0002936076372861862,-0.00030251266245378606,0.0075,0.000529178600368026,-0.007500000000000062,-7.476953464549555e-05
0,0,3,0_0,matched_random,31,8,200,12,0.0025,0.0025,0.0,0.8075,0.1875,-0.0002702367142774165,-0.00021841760652185937,0.005,3.849470325711743e-05,0.0,-0.00033824018713432476
0,0,3,0_0,matched_random,31,18,200,12,0.0033333333333333335,0.0016666666666666668,0.0016666666666666668,0.9083333333333333,0.08666666666666667,-0.00035794830725838743,-0.0007085098841079453,0.005,0.0014773688296598406,0.0016666666666667422,-0.0001440680892874457
0,0,3,0_0,matched_random,31,25,200,12,0.0,0.0025,-0.0025,0.8975,0.1,-0.00020428754777337114,0.00025450866458433133,0.0025,-0.00070065545990717,-0.0024999999999999654,-0.0002430050224731551
0,0,3,0_0,matched_random,31,26,200,12,0.0016666666666666668,0.0,0.0016666666666666668,0.815,0.18333333333333332,-0.0001736062353787323,8.382280110071018e-05,0.0016666666666666668,-0.0004725814418377633,0.0016666666666666867,-0.00023628645137911016
0,0,3,0_0,matched_random,31,27,200,12,0.004583333333333333,0.0033333333333333335,0.0012499999999999998,0.8866666666666667,0.10541666666666667,-0.00014098935993388294,-8.387822606167354e-05,0.007916666666666667,0.00021486353969474907,0.0012499999999999918,0.00021056935987439916
0,0,3,0_0,matched_random,32,4,200,12,0.00875,0.013333333333333334,-0.004583333333333333,0.7316666666666667,0.24625,2.838222309947014e-05,-1.5618849420661723e-05,0.022083333333333333,-7.402325327159287e-05,-0.004583333333333319,-0.00020192755858110964
0,0,3,0_0,matched_random,32,5,200,12,0.0008333333333333334,0.009583333333333333,-0.008749999999999999,0.9254166666666667,0.06416666666666666,0.00031865511400004225,0.0004106202009929602,0.010416666666666666,-0.0006104688686246892,-0.008750000000000016,0.0003345616496251565
0,0,3,0_0,matched_random,32,8,200,12,0.0004166666666666667,0.0004166666666666667,0.0,0.8095833333333333,0.18958333333333333,0.0002476438701463242,0.0003649353299761826,0.0008333333333333334,0.00041568879218722814,0.0,0.0007487777032659583
0,0,3,0_0,matched_random,32,18,200,12,0.005,0.0008333333333333334,0.004166666666666667,0.9091666666666667,0.085,0.00017881824091697733,0.0014301038540842166,0.005833333333333334,-0.0028917024099830283,0.004166666666666763,0.00038707903137860986
0,0,3,0_0,matched_random,32,25,200,12,0.0,0.007916666666666667,-0.007916666666666667,0.8920833333333333,0.1,4.882117112477621e-05,-0.000818903919692424,0.007916666666666667,0.0023017818459399064,-0.00791666666666658,0.0004820919145855792
0,0,3,0_0,matched_random,32,26,200,12,0.0025,0.00125,0.00125,0.81375,0.1825,0.00018485223641619088,-0.0004221887055048805,0.00375,0.0017978700337908818,0.0012500000000000289,0.00030780652823256824
0,0,3,0_0,matched_random,32,27,200,12,0.01125,0.0075,0.00375,0.8825,0.09875,0.00012858367602651318,-0.00011877908807849336,0.01875,0.0003872265783576008,0.0037499999999999942,-0.0002951298281622765
0,0,3,0_0,matched_random,33,4,200,12,0.006666666666666667,0.012916666666666667,-0.0062499999999999995,0.7320833333333333,0.24833333333333332,1.0417673426369826e-05,-3.3936369536651396e-05,0.019583333333333335,0.00022348582374767214,-0.006249999999999978,0.00025944095954174987
0,0,3,0_0,matched_random,33,5,200,12,0.0,0.006666666666666667,-0.006666666666666667,0.9283333333333333,0.065,-6.924844346940517e-06,-7.099371784817824e-05,0.006666666666666667,0.00014965323204899997,-0.006666666666666728,4.07896986166871e-05
0,0,3,0_0,matched_random,33,8,200,12,0.0016666666666666668,0.0016666666666666668,0.0,0.8083333333333333,0.18833333333333332,-9.894386166706682e-06,-3.830238662269283e-05,0.0033333333333333335,0.00010625054838474662,0.0,-1.3033294609729833e-05
0,0,3,0_0,matched_random,33,18,200,12,0.00375,0.0020833333333333333,0.0016666666666666666,0.9079166666666667,0.08625,-1.0815237959225972e-05,-8.346819024281738e-05,0.005833333333333334,0.00019941327023269466,0.0016666666666667422,1.0863774425578556e-05
0,0,3,0_0,matched_random,33,25,200,12,0.0,0.0025,-0.0025,0.8975,0.1,4.929213396583994e-05,-1.757290110431588e-05,0.0025,7.221753249304792e-05,-0.0024999999999999654,-3.062997948856075e-05
0,0,3,0_0,matched_random,33,26,200,12,0.0008333333333333334,0.0,0.0008333333333333334,0.815,0.18416666666666667,2.5970148853957654e-05,-3.100058600122412e-05,0.0008333333333333334,9.265156236999576e-05,0.0008333333333333526,-7.15714415872494e-05
0,0,3,0_0,matched_random,33,27,200,12,0.005416666666666667,0.004583333333333333,0.0008333333333333335,0.8854166666666666,0.10458333333333333,2.4518641488005718e-05,-5.620041320757873e-05,0.01,0.00017418900270091368,0.0008333333333333248,3.0104251805693435e-05
0,0,3,0_0,matched_random,34,4,200,12,0.007083333333333333,0.013333333333333334,-0.006250000000000001,0.7316666666666667,0.24791666666666667,3.8951678822437924e-05,7.277873444779491e-06,0.020416666666666666,-0.00019662067659674708,-0.006249999999999996,-0.00030394410529405045
0,0,3,0_0,matched_random,34,5,200,12,0.0,0.007916666666666667,-0.007916666666666667,0.9270833333333334,0.065,0.0002921807253733277,0.0004212182413769385,0.007916666666666667,-0.0006488027508340288,-0.007916666666666702,0.00031513663672456027
0,0,3,0_0,matched_random,34,8,200,12,0.0004166666666666667,0.0004166666666666667,0.0,0.8095833333333333,0.18958333333333333,0.00021727345185354352,0.0003651117671047817,0.0008333333333333334,0.00032984104079579035,0.0,0.0007158863319757774
0,0,3,0_0,matched_random,34,18,200,12,0.0033333333333333335,0.0,0.0033333333333333335,0.91,0.08666666666666667,0.00014696955448016526,0.0013858643381726705,0.0033333333333333335,-0.0028206121319523515,0.0033333333333334103,0.00035529262879018523
0,0,3,0_0,matched_random,34,25,200,12,0.0,0.0075,-0.0075,0.8925,0.1,8.175701756651203e-05,-0.000755022861395749,0.0075,0.002117341136781801,-0.007499999999999933,0.0004589771231881664
0,0,3,0_0,matched_random,34,26,200,12,0.0020833333333333333,0.0,0.0020833333333333333,0.815,0.18291666666666667,0.00016306597429017225,-0.00037607345574432454,0.0020833333333333333,0.0016268069841521057,0.0020833333333333814,0.0003048077599196967
0,0,3,0_0,matched_random,34,27,200,12,0.00875,0.005833333333333334,0.0029166666666666672,0.8841666666666667,0.10125,0.00015165370345736543,-7.315109084732744e-05,0.014583333333333334,0.0002590719858435216,0.0029166666666666694,-0.0003402301028762406
0,0,3,0_0,matched_random,35,4,200,12,0.0075,0.017083333333333332,-0.009583333333333333,0.7279166666666667,0.2475,-0.00013866988321145374,-8.18254702938266e-05,0.024583333333333332,0.0004805229324310528,-0.009583333333333314,0.0005131204459867574
0,0,3,0_0,matched_random,35,5,200,12,0.0,0.007083333333333333,-0.007083333333333333,0.9279166666666666,0.065,-0.0006497390133639177,-0.00034184216868726893,0.007083333333333333,0.0005764673415918621,-0.007083333333333404,-0.00011455961942714662
0,0,3,0_0,matched_random,35,8,200,12,0.0020833333333333333,0.0025,-0.00041666666666666675,0.8075,0.18791666666666668,-0.0006104055578665187,-0.00023877652441610118,0.004583333333333333,-4.981891667347703e-06,-0.0004166666666666763,-0.00037233920670008425
0,0,3,0_0,matched_random,35,18,200,12,0.004166666666666667,0.002916666666666667,0.0012499999999999998,0.9070833333333334,0.08583333333333333,-0.0009263437575039765,-0.0007699677111444302,0.007083333333333333,0.0015667308417904623,0.0012500000000000844,-0.00019324283187445497
0,0,3,0_0,matched_random,35,25,200,12,0.0,0.0016666666666666668,-0.0016666666666666668,0.8983333333333333,0.1,-0.000665525677613914,0.0002508496726748318,0.0016666666666666668,-0.000735304702186355,-0.0016666666666666496,-0.00028240634177364483
0,0,3,0_0,matched_random,35,26,200,12,0.0004166666666666667,0.0,0.0004166666666666667,0.815,0.18458333333333332,-0.0004705242385777334,7.762993104830543e-05,0.0004166666666666667,-0.0005136689484949375,0.0004166666666666763,-0.0002641710846665941
0,0,3,0_0,matched_random,35,27,200,12,0.005,0.004166666666666667,0.0008333333333333335,0.8858333333333334,0.105,-0.0003368170070461929,-0.00010134042294383814,0.009166666666666667,0.00022247767442926683,0.0008333333333333156,0.00017448676669856223
0,0,3,0_0,matched_random,36,4,200,12,0.006666666666666667,0.013333333333333334,-0.006666666666666667,0.7316666666666667,0.24833333333333332,1.5774209362765153e-05,-2.014587498622573e-05,0.02,6.432995966052828e-05,-0.006666666666666664,2.737372301475934e-05
0,0,3,0_0,matched_random,36,5,200,12,0.0,0.007083333333333333,-0.007083333333333333,0.9279166666666666,0.065,0.00020366330398246645,0.0001357860447815649,0.007083333333333333,-0.0001831185943875459,-0.007083333333333386,0.00016509639738911933
0,0,3,0_0,matched_random,36,8,200,12,0.00125,0.00125,0.0,0.80875,0.18875,0.00016717081113408008,0.00012163255845145548,0.0025,0.00021070518270397496,0.0,0.00028196701879586606
0,0,3,0_0,matched_random,36,18,200,12,0.0033333333333333335,0.00125,0.0020833333333333337,0.90875,0.08666666666666667,0.00014825225342065095,0.000511211558312029,0.004583333333333333,-0.0010159891651468174,0.0020833333333334,0.00015408154395167592
0,0,3,0_0,matched_random,36,25,200,12,0.0,0.005,-0.005,0.895,0.1,5.729231440151731e-05,-0.0003169050690549458,0.005,0.0008981283391688797,-0.004999999999999949,0.0001688688237922939
0,0,3,0_0,matched_random,36,26,200,12,0.00125,0.0,0.00125,0.815,0.18375,9.850550442934036e-05,-0.00017587257291321715,0.00125,0.000733271640284292,0.0012500000000000289,8.775024958666e-05
0,0,3,0_0,matched_random,36,27,200,12,0.007083333333333333,0.004583333333333333,0.0024999999999999996,0.8854166666666666,0.10291666666666667,6.304050174852212e-05,-6.884545082672371e-05,0.011666666666666667,0.00021830689129483845,0.002499999999999993,-0.00011237039320207628
0,0,3,0_0,matched_random,37,4,200,12,0.009166666666666667,0.015416666666666667,-0.00625,0.7295833333333334,0.24583333333333332,4.955735600863894e-05,-2.904314619836015e-05,0.024583333333333332,0.00020078972403030844,-0.006249999999999996,0.00020389860358313412
0,0,3,0_0,matched_random,37,5,200,12,0.0008333333333333334,0.00625,-0.005416666666666667,0.92875,0.06416666666666666,7.989104138687252e-05,-9.97780271046927e-06,0.007083333333333333,6.0633484215328926e-05,-0.005416666666666736,9.907753607828487e-05
0,0,3,0_0,matched_random,37,8,200,12,0.0020833333333333333,0.0020833333333333333,0.0,0.8079166666666666,0.18791666666666668,3.9419850800186396e-05,1.7155599375248707e-05,0.004166666666666667,0.00015780786639814525,0.0,7.501210362463346e-05
0,0,3,0_0,matched_random,37,18,200,12,0.004166666666666667,0.0008333333333333334,0.003333333333333333,0.9091666666666667,0.08583333333333333,7.825964440902074e-05,0.00011648175082255308,0.005,-0.0002016994016936687,0.0033333333333333917,4.5303327212286444e-05
0,0,3,0_0,matched_random,37,25,200,12,0.0,0.004583333333333333,-0.004583333333333333,0.8954166666666666,0.1,0.0002294528119576474,-0.00011866490445287211,0.004583333333333333,0.00037441747933936685,-0.0045833333333333,7.128524122228553e-05
0,0,3,0_0,matched_random,37,26,200,12,0.00125,0.0004166666666666667,0.0008333333333333333,0.8145833333333333,0.18375,0.00010212872177362442,-7.907199209924857e-05,0.0016666666666666668,0.0003156331831347937,0.0008333333333333526,-2.1441940670973898e-05
0,0,3,0_0,matched_random,37,27,200,12,0.006666666666666667,0.005,0.001666666666666667,0.885,0.10333333333333333,0.00011799990509947141,-6.0745228472180304e-05,0.011666666666666667,0.00021314428875262561,0.001666666666666668,1.3669155411984528e-05
0,0,3,0_0,matched_random,38,4,200,12,0.007083333333333333,0.015,-0.007916666666666666,0.73,0.24791666666666667,7.681279908865691e-05,-3.043599153056217e-05,0.022083333333333333,0.00026066169420858784,-0.007916666666666647,0.00027842236478559915
0,0,3,0_0,matched_random,38,5,200,12,0.0008333333333333334,0.005833333333333334,-0.005,0.9291666666666667,0.06416666666666666,0.00029476324639593563,-6.86953951309688e-05,0.006666666666666667,0.0001621591853441758,-0.005000000000000078,7.308706449676031e-05
0,0,3,0_0,matched_random,38,8,200,12,0.0020833333333333333,0.0020833333333333333,0.0,0.8079166666666666,0.18791666666666668,0.0002891818682352702,-4.753012441523628e-05,0.004166666666666667,0.00014220954161920263,0.0,-4.57555382437524e-05
0,0,3,0_0,matched_random,38,18,200,12,0.0025,0.0008333333333333334,0.0016666666666666666,0.9091666666666667,0.0875,0.000482290006087472,-0.00011848327210260896,0.0033333333333333335,0.00030492549538423987,0.0016666666666667052,1.4688742756295143e-05
0,0,3,0_0,matched_random,38,25,200,12,0.0,0.0025,-0.0025,0.8975,0.1,0.00041299332398921253,2.3543555810531478e-05,0.0025,-4.765939096095771e-06,-0.0024999999999999745,4.888309970121074e-06
0,0,3,0_0,matched_random,38,26,200,12,0.0004166666666666667,0.0004166666666666667,0.0,0.8145833333333333,0.18458333333333332,0.00026675531330207984,-1.1128803382763094e-05,0.0008333333333333334,5.549389995591316e-05,0.0,-6.140516900691695e-05
0,0,3,0_0,matched_random,38,27,200,12,0.004583333333333333,0.0033333333333333335,0.0012499999999999998,0.8866666666666667,0.10541666666666667,0.00016997612003857892,-4.7841453906031087e-05,0.007916666666666667,0.00018032549456166853,0.0012499999999999918,9.973836792989234e-05
0,0,3,0_0,matched_random,39,4,200,12,0.0075,0.017916666666666668,-0.010416666666666668,0.7270833333333333,0.2475,-7.061958701039354e-05,-7.877635452725691e-05,0.025416666666666667,0.0005559416037557468,-0.010416666666666649,0.0006321159999045472
0,0,3,0_0,matched_random,39,5,200,12,0.0,0.007083333333333333,-0.007083333333333333,0.9279166666666666,0.065,-0.0003771767229773104,-0.0004161674050229208,0.007083333333333333,0.0007087743604956208,-0.007083333333333404,-0.0001372050479092479
0,0,3,0_0,matched_random,39,8,200,12,0.002916666666666667,0.002916666666666667,0.0,0.8070833333333334,0.18708333333333332,-0.00032681660687861345,-0.00031478194305436147,0.005833333333333334,-2.4796669440565883e-05,0.0,-0.000511979811457743
0,0,3,0_0,matched_random,39,18,200,12,0.004166666666666667,0.0020833333333333333,0.0020833333333333333,0.9079166666666667,0.08583333333333333,-0.0004314752450833718,-0.0010591676120247928,0.00625,0.0021916977299662192,0.0020833333333334183,-0.00024180602994183708
0,0,3,0_0,matched_random,39,25,200,12,0.0,0.0004166666666666667,-0.0004166666666666667,0.8995833333333333,0.1,-0.0002922670853634675,0.00043094316971839,0.0004166666666666667,-0.0011998892155995844,-0.0004166666666666578,-0.0003620314345074827
0,0,3,0_0,matched_random,39,26,200,12,0.0008333333333333334,0.0,0.0008333333333333334,0.815,0.18416666666666667,-0.0002503057351956765,0.00016602266511164446,0.0008333333333333334,-0.0008474627613931353,0.000833333333333334,-0.00032362597065612743
0,0,3,0_0,matched_random,39,27,200,12,0.0025,0.0033333333333333335,-0.0008333333333333335,0.8866666666666667,0.1075,-0.00019471292151138187,-7.679677368794437e-05,0.005833333333333334,0.00017940948401505132,-0.0008333333333333434,0.0002801468511739025
0,0,3,0_0,matched_random,40,4,200,12,0.007083333333333333,0.016666666666666666,-0.009583333333333333,0.7283333333333334,0.24791666666666667,-7.476538807774584e-05,-6.93513891231268e-05,0.02375,0.0004284697931681596,-0.009583333333333305,0.000451936144678543
0,0,3,0_0,matched_random,40,5,200,12,0.0,0.006666666666666667,-0.006666666666666667,0.9283333333333333,0.065,-0.0003458394257662197,-0.0002541827076747911,0.006666666666666667,0.0004464120473960468,-0.006666666666666728,-5.3904566006643855e-05
0,0,3,0_0,matched_random,40,8,200,12,0.0016666666666666668,0.0020833333333333333,-0.00041666666666666653,0.8079166666666666,0.18833333333333332,-0.0003246778897785892,-0.00017744447945029876,0.00375,5.632001874982503e-05,-0.0004166666666666763,-0.00026092453484835733
0,0,3,0_0,matched_random,40,18,200,12,0.00375,0.0020833333333333333,0.0016666666666666666,0.9079166666666667,0.08625,-0.0004903696399802963,-0.0005521011223625145,0.005833333333333334,0.001146024131221461,0.0016666666666667422,-0.00011657868995041917
0,0,3,0_0,matched_random,40,25,200,12,0.0,0.0020833333333333333,-0.0020833333333333333,0.8979166666666667,0.1,-0.00034438321522126597,0.00016456152713334823,0.0020833333333333333,-0.000465771783284456,-0.0020833333333333073,-0.00019824843575807683
0,0,3,0_0,matched_random,40,26,200,12,0.0016666666666666668,0.0,0.0016666666666666668,0.815,0.18333333333333332,-0.00025224495756750304,3.8245384883517104e-05,0.0016666666666666668,-0.0002957557855132987,0.0016666666666666867,-0.0002034181062789586
0,0,3,0_0,matched_random,40,27,200,12,0.00625,0.004166666666666667,0.0020833333333333337,0.8858333333333334,0.10375,-0.00018498741012687485,-9.256389092340496e-05,0.010416666666666666,0.00023056043467941384,0.002083333333333317,0.00014971362400262824
0,0,3,0_0,matched_random,41,4,200,12,0.009583333333333333,0.017916666666666668,-0.008333333333333335,0.7270833333333333,0.24541666666666667,4.4669456935177245e-05,-3.5050053257933746e-05,0.0275,0.00019692572557205413,-0.008333333333333312,0.00016687926920910045
0,0,3,0_0,matched_random,41,5,200,12,0.00125,0.0075,-0.0062499999999999995,0.9275,0.06375,0.00013755946109692257,6.41597291144906e-05,0.00875,-4.901774231690005e-05,-0.006250000000000061,0.0001555980750616232
0,0,3,0_0,matched_random,41,8,200,12,0.0016666666666666668,0.0020833333333333333,-0.00041666666666666653,0.8079166666666666,0.18833333333333332,0.00010384555983667572,8.25872956855998e-05,0.00375,0.00024294922032612793,-0.0004166666666666763,0.0002145198480688215
0,0,3,0_0,matched_random,41,18,200,12,0.004583333333333333,0.00125,0.003333333333333333,0.90875,0.08541666666666667,0.00012209672092770537,0.0003818410523749731,0.005833333333333334,-0.0007373715507760883,0.0033333333333334103,0.00011896200543221755
0,0,3,0_0,matched_random,41,25,200,12,0.0,0.005833333333333334,-0.005833333333333334,0.8941666666666667,0.1,0.0001830220470825831,-0.00027521029396012335,0.005833333333333334,0.0008099504850655358,-0.005833333333333283,0.00016477070701521296
0,0,3,0_0,matched_random,41,26,200,12,0.00125,0.0008333333333333334,0.00041666666666666664,0.8141666666666667,0.18375,0.00013309241582949957,-0.00016131881585803407,0.0020833333333333333,0.0006616886186194621,0.0004166666666666763,4.220353668463068e-05
0,0,3,0_0,matched_random,41,27,200,12,0.0075,0.005416666666666667,0.002083333333333333,0.8845833333333334,0.1025,0.00012116131916021307,-8.769743114092885e-05,0.012916666666666667,0.0002935685131985688,0.002083333333333335,-2.9982498300595294e-05
0,0,3,0_0,matched_random,42,4,200,12,0.007916666666666667,0.014583333333333334,-0.006666666666666666,0.7304166666666667,0.24708333333333332,1.666243032862743e-05,-3.82324976120049e-05,0.0225,0.00023351415705478098,-0.0066666666666666445,0.0002458809194323549
0,0,3,0_0,matched_random,42,5,200,12,0.0008333333333333334,0.007083333333333333,-0.0062499999999999995,0.9279166666666666,0.06416666666666666,0.00013529111553604403,-2.217269935151307e-05,0.007916666666666667,8.103911965076603e-05,-0.0062500000000000515,9.141941885121879e-05
