fold,seed,inner_fold,run,kind,draw,subject,n_trials,n_shifts,rescue_rate,harm_rate,net_rescue,stable_correct_rate,stable_wrong_rate,true_margin_change,correct_probability_change,prediction_flip_rate,ce_change,ba_change,confidence_change
0,0,0,0_0,matched_random,3,41,200,12,0.007916666666666667,0.00625,0.001666666666666667,0.71875,0.26708333333333334,-4.1884310388316714e-05,-1.785317482787041e-05,0.014166666666666666,6.877918384572804e-05,0.001666666666666668,9.147861084990295e-05
0,0,0,0_0,matched_random,3,42,200,12,0.00125,0.00125,0.0,0.77375,0.22375,-4.7129690647125247e-05,-1.527470696144027e-05,0.0025,4.678201609315095e-05,0.0,-1.2816672826106804e-05
0,0,0,0_0,matched_random,3,43,200,12,0.0,0.004583333333333333,-0.004583333333333333,0.8454166666666667,0.15,-7.794008124619722e-05,-1.802642771710001e-05,0.004583333333333333,3.783807832844964e-05,-0.004583333333333384,9.004266678037989e-06
0,0,0,0_0,matched_random,4,7,200,12,0.007083333333333333,0.0004166666666666667,0.006666666666666666,0.7995833333333333,0.19291666666666665,-3.757632958392302e-05,-0.000139420690454917,0.0075,0.00041229398802971587,0.006666666666666617,4.641586142851548e-05
0,0,0,0_0,matched_random,4,16,200,12,0.0004166666666666667,0.0,0.0004166666666666667,0.905,0.09458333333333334,-4.279777562866608e-05,-3.296278252384893e-05,0.0004166666666666667,5.8285116647688804e-05,0.000416666666666667,-2.0480120872394583e-05
0,0,0,0_0,matched_random,4,24,200,12,0.005416666666666667,0.004166666666666667,0.0012500000000000002,0.7058333333333333,0.28458333333333335,-4.254330104837815e-05,8.002197063321634e-05,0.009583333333333333,-0.0004262900653967025,0.0012500000000000011,-0.00010523574042629939
0,0,0,0_0,matched_random,4,37,200,12,0.0,0.0004166666666666667,-0.0004166666666666667,0.9745833333333334,0.025,3.1148950414111216e-05,2.0089813227522693e-05,0.0004166666666666667,-2.3900941407711207e-05,-0.000416666666666667,3.454768773815023e-05
0,0,0,0_0,matched_random,4,41,200,12,0.009583333333333333,0.005,0.0045833333333333325,0.72,0.2654166666666667,2.461690998946627e-05,-7.982267484962757e-06,0.014583333333333334,8.952926770609394e-05,0.004583333333333338,0.00015921904211733113
0,0,0,0_0,matched_random,4,42,200,12,0.0008333333333333334,0.00125,-0.00041666666666666664,0.77375,0.22416666666666665,2.7600924173990884e-06,4.669318407268919e-05,0.0020833333333333333,-0.0002609892892688679,-0.000416666666666667,-0.00013323456139688545
0,0,0,0_0,matched_random,4,43,200,12,0.0,0.004583333333333333,-0.004583333333333333,0.8454166666666667,0.15,4.2385137639939785e-05,-6.47218601316588e-05,0.004583333333333333,0.00028451659514437455,-0.004583333333333402,0.00010035135825644118
0,0,0,0_0,matched_random,5,7,200,12,0.007083333333333333,0.0008333333333333334,0.0062499999999999995,0.7991666666666667,0.19291666666666665,-0.00014393569823975365,0.0002119152056953592,0.007916666666666667,-0.0006333768908161244,0.0062499999999999405,-8.932732948298041e-06
0,0,0,0_0,matched_random,5,16,200,12,0.0016666666666666668,0.0,0.0016666666666666668,0.905,0.09333333333333334,-0.0005646438081748783,-2.5296370755935704e-05,0.0016666666666666668,3.995245863755365e-05,0.001666666666666668,-4.3050423228319506e-05
0,0,0,0_0,matched_random,5,24,200,12,0.0025,0.0075,-0.004999999999999999,0.7025,0.2875,-9.295186959207058e-05,-0.00020983000506759659,0.01,0.0010176767354735472,-0.004999999999999995,0.0003259971226222839
0,0,0,0_0,matched_random,5,37,200,12,0.0,0.0004166666666666667,-0.0004166666666666667,0.9745833333333334,0.025,-0.0007155437852876882,-8.377109314718256e-05,0.0004166666666666667,0.00012008592315410049,-0.000416666666666667,-0.0001079397437736126
0,0,0,0_0,matched_random,5,41,200,12,0.009166666666666667,0.010416666666666666,-0.0012499999999999994,0.7145833333333333,0.2658333333333333,-0.00016544335909808675,-3.970610358067708e-05,0.019583333333333335,4.482715586807012e-05,-0.0012500000000000011,-1.3976881927856428e-05
0,0,0,0_0,matched_random,5,42,200,12,0.0020833333333333333,0.00125,0.0008333333333333333,0.77375,0.22291666666666668,-0.00019148752947027484,-0.0001448463460877457,0.0033333333333333335,0.0006540946244175214,0.000833333333333334,0.00021141111919521302
0,0,0,0_0,matched_random,5,43,200,12,0.0,0.005,-0.005,0.845,0.15,-0.0004207852086983621,5.7152424805101365e-05,0.005,-0.0004117343600449075,-0.00500000000000006,-0.0001714485760583743
0,0,0,0_0,matched_random,6,7,200,12,0.006666666666666667,0.0,0.006666666666666667,0.8,0.19333333333333333,-0.0003561844971651832,6.22517844324122e-05,0.006666666666666667,-0.00025459958478726255,0.006666666666666617,-3.660340340365724e-05
0,0,0,0_0,matched_random,6,16,200,12,0.0016666666666666668,0.0,0.0016666666666666668,0.905,0.09333333333333334,-0.0009579127832936744,-6.614801313854279e-05,0.0016666666666666668,7.872948061795555e-05,0.001666666666666668,-7.546306980634627e-05
0,0,0,0_0,matched_random,6,24,200,12,0.004166666666666667,0.005,-0.0008333333333333335,0.705,0.28583333333333333,-0.000297303458986183,-0.00013222798765549169,0.009166666666666667,0.0004842960930619681,-0.0008333333333333248,0.00010248482874928222
0,0,0,0_0,matched_random,6,37,200,12,0.0,0.0,0.0,0.975,0.025,-0.001168214555364102,-5.5856654412199576e-05,0.0,7.325098686195906e-05,0.0,-6.793266350715167e-05
0,0,0,0_0,matched_random,6,41,200,12,0.009583333333333333,0.00875,0.0008333333333333318,0.71625,0.2654166666666667,-0.00023075947305187583,-4.526978895581304e-05,0.018333333333333333,6.169197082768951e-05,0.000833333333333334,-1.6523515056340865e-06
0,0,0,0_0,matched_random,6,42,200,12,0.0016666666666666668,0.0004166666666666667,0.00125,0.7745833333333333,0.22333333333333333,-0.00033699895177657403,-9.03254892416615e-05,0.0020833333333333333,0.0002947783643301532,0.0012500000000000011,4.668303249906099e-05
0,0,0,0_0,matched_random,6,43,200,12,0.0,0.004583333333333333,-0.004583333333333333,0.8454166666666667,0.15,-0.0005254623658644657,-3.0802200612214254e-06,0.004583333333333333,-0.00016767296454001083,-0.004583333333333402,-0.00010080617873926824
0,0,0,0_0,matched_random,7,7,200,12,0.007916666666666667,0.0008333333333333334,0.007083333333333334,0.7991666666666667,0.19208333333333333,-3.054302340994278e-05,9.41898128316504e-06,0.00875,-1.9297786667720814e-05,0.007083333333333293,3.3726506112051054e-05
0,0,0,0_0,matched_random,7,16,200,12,0.00125,0.0,0.00125,0.905,0.09375,-0.0003122291488883396,-3.7742008312512305e-05,0.00125,6.3341001572058e-05,0.0012500000000000011,-3.492305920524084e-05
0,0,0,0_0,matched_random,7,24,200,12,0.005,0.005416666666666667,-0.00041666666666666675,0.7045833333333333,0.285,-8.443702555571993e-05,-4.1094516238076656e-05,0.010416666666666666,0.0001609209550594326,-0.000416666666666667,6.871923278039362e-05
0,0,0,0_0,matched_random,7,37,200,12,0.0,0.0008333333333333334,-0.0008333333333333334,0.9741666666666666,0.025,-0.00022629431914538144,-1.810642157252319e-05,0.0008333333333333334,3.032180501096581e-05,-0.000833333333333334,-1.740884408487714e-05
0,0,0,0_0,matched_random,7,41,200,12,0.010416666666666666,0.0075,0.0029166666666666664,0.7175,0.26458333333333334,-7.903996234138807e-05,-2.6072035743879645e-05,0.017916666666666668,8.330781624202706e-05,0.0029166666666666694,9.951628263400972e-05
0,0,0,0_0,matched_random,7,42,200,12,0.00125,0.0016666666666666668,-0.00041666666666666675,0.7733333333333333,0.22375,-7.418602472171187e-05,-2.976402647213486e-05,0.002916666666666667,0.00010985336230109691,-0.000416666666666667,5.108667478902669e-06
0,0,0,0_0,matched_random,7,43,200,12,0.0,0.005,-0.005,0.845,0.15,-0.00011851748373980324,-1.3390792862999444e-05,0.005,-1.5186675097953745e-07,-0.005000000000000042,-3.656318495512817e-06
0,0,0,0_0,matched_random,8,7,200,12,0.008333333333333333,0.0,0.008333333333333333,0.8,0.19166666666666668,-0.00011836436809971929,5.9419559060054545e-05,0.008333333333333333,-0.00018820747312330534,0.008333333333333285,4.22398397681568e-06
0,0,0,0_0,matched_random,8,16,200,12,0.0020833333333333333,0.0,0.0020833333333333333,0.905,0.09291666666666666,-0.00045574473993231855,-3.5888602088399536e-05,0.0020833333333333333,5.2889696118964475e-05,0.002083333333333335,-3.9040790863107505e-05
0,0,0,0_0,matched_random,8,24,200,12,0.004583333333333333,0.005416666666666667,-0.0008333333333333335,0.7045833333333333,0.28541666666666665,-0.00012072337170441946,-8.816758426046292e-05,0.01,0.00037684281336753636,-0.000833333333333334,0.00011716308281667305
0,0,0,0_0,matched_random,8,37,200,12,0.0,0.0,0.0,0.975,0.025,-0.0004907684835294882,-3.637254790300172e-05,0.0,5.261373840707358e-05,0.0,-4.5259285236763925e-05
0,0,0,0_0,matched_random,8,41,200,12,0.010416666666666666,0.0075,0.0029166666666666664,0.7175,0.26458333333333334,-0.00011695739580318332,-2.9103256056399647e-05,0.017916666666666668,5.909188582435431e-05,0.0029166666666666694,4.973913825051829e-05
0,0,0,0_0,matched_random,8,42,200,12,0.0020833333333333333,0.0004166666666666667,0.0016666666666666666,0.7745833333333333,0.22291666666666668,-0.0001433534873649478,-6.113737873341836e-05,0.0025,0.000240577942182413,0.001666666666666668,5.1694473529766556e-05
0,0,0,0_0,matched_random,8,43,200,12,0.0,0.005416666666666667,-0.005416666666666667,0.8445833333333334,0.15,-0.00024808560265228153,4.527909554842627e-06,0.005416666666666667,-0.0001167919763412466,-0.0054166666666667545,-5.463144131544205e-05
0,0,0,0_0,matched_random,9,7,200,12,0.006666666666666667,0.0,0.006666666666666667,0.8,0.19333333333333333,-0.00010971481135735909,-2.3108912580682632e-05,0.006666666666666667,5.1494507177025765e-05,0.006666666666666617,9.418097990589505e-06
