block,subject,n_future_trials,persistence_advantage,persistence_random,persistence_specific,u_abs,u_random,u_spec,finite_ratio,base_BA,candidate_BA,random_BA_mean,delta_BA,delta_BA_random,delta_BA_specific
P05_08,S002,60,7.1870827434831535,5.340096928401473,1.8469858150816796,0.04615699215606881,-0.005703487525459523,0.051860479681528335,2.79231529405733,0.3683035714285714,0.36160714285714285,0.3555133928571428,-0.006696428571428548,-0.012790178571428612,0.006093750000000064
P05_08,S015,60,13.196129221094962,11.836847866392166,1.3592813547028015,-0.14306909446610688,-0.061966407791488695,-0.08110268667461819,1.8282509434162049,0.265625,0.2857142857142857,0.2601339285714286,0.0200892857142857,-0.005491071428571415,0.025580357142857113
P05_08,S018,60,4.632424227603622,5.522163643772717,-0.8897394161690961,-0.05052940263716727,-0.012099252863834491,-0.038430149773332783,2.6789210357960114,0.2833333333333333,0.26666666666666666,0.274,-0.016666666666666663,-0.009333333333333305,-0.007333333333333358
P05_08,S030,60,5.303113645528043,6.459183612101061,-1.1560699665730212,-0.028831386617462106,-0.009264989555871576,-0.01956639706159053,2.3123147306717033,0.1607142857142857,0.203125,0.18279017857142854,0.0424107142857143,0.022075892857142843,0.02033482142857146
P05_08,S043,60,3.086944701255359,3.344055427314439,-0.25711072605907903,-0.055388422419504084,-0.03948623104499396,-0.015902191374510127,2.935482238017546,0.35,0.3,0.3348333333333334,-0.04999999999999999,-0.01516666666666655,-0.03483333333333344
P05_08,S044,60,4.3373393381464505,4.480553697731176,-0.14321435958472506,-0.0033326129287892616,-0.0451378470650278,0.04180523413623854,3.2625939585174004,0.26666666666666666,0.23333333333333334,0.2905,-0.033333333333333326,0.023833333333333317,-0.05716666666666664
P05_08,S066,60,8.759703537711518,2.1984896613204628,6.561213876391054,-0.16418824704025323,-0.05984300113896694,-0.10434524590128628,2.8874075175256624,0.25,0.2833333333333333,0.2235,0.033333333333333326,-0.026499999999999996,0.05983333333333332
P05_08,S072,60,9.950978258679555,10.046535031369123,-0.09555677268956408,-0.3246383110240279,-0.03893238002226775,-0.28570593100176017,2.7920012728228123,0.3333333333333333,0.5,0.34299999999999997,0.16666666666666669,0.009666666666666657,0.15700000000000003
P05_08,S077,60,3.646159565276056,4.908773098149992,-1.262613532873937,0.03132590453343202,-0.004140107200878499,0.03546601173431052,3.024303757644054,0.28422619047619047,0.32648809523809524,0.2805818452380952,0.04226190476190478,-0.003644345238095259,0.04590625000000004
P05_08,S083,60,4.131844685368529,4.365840751468683,-0.2339960661001541,0.0010119609925471997,-0.025427662388119002,0.026439623380666202,2.577487979313318,0.3013392857142857,0.2611607142857143,0.31379464285714276,-0.0401785714285714,0.01245535714285706,-0.05263392857142846
P05_08,S088,76,4.642016408909056,3.8018332109644093,0.8401831979446484,-0.03680479911132932,-0.04463640905510356,0.007831609943774243,2.7781771551270267,0.22368421052631576,0.2763157894736842,0.2482894736842105,0.05263157894736842,0.02460526315789474,0.028026315789473677
P05_08,S095,60,8.607225429453054,7.929040827167554,0.6781846022854987,-0.07630470844270842,-0.025777082181976482,-0.05052762626073194,1.7763278353402119,0.2767857142857143,0.3638392857142857,0.3033928571428572,0.0870535714285714,0.026607142857142885,0.06044642857142851
P05_08,S097,60,2.4818471960163997,3.2847067581185985,-0.8028595621021992,-0.04581052383509125,-0.007071329932153395,-0.038739193902937855,2.6710339715730758,0.2833333333333333,0.33333333333333337,0.27699999999999997,0.050000000000000044,-0.0063333333333333575,0.0563333333333334
P05_08,S102,60,4.232250386984962,4.9977696610338365,-0.7655192740488737,-0.03331721174997544,-0.005088317591975012,-0.02822889415800043,2.926565883366515,0.35,0.4,0.3543333333333334,0.050000000000000044,0.004333333333333411,0.04566666666666663
P05_08,S106,60,5.244597994697689,4.808766838644346,0.4358311560533421,0.010855888531391866,-0.009187056582242973,0.020042945113634837,3.0655313492546274,0.29464285714285715,0.2745535714285714,0.2826339285714286,-0.020089285714285754,-0.012008928571428545,-0.008080357142857209
P09_16,S002,60,1.7051351247813722,1.9997558094640153,-0.29462068468264313,-0.03430645362181353,-0.008823832353153293,-0.025482621268660237,2.034504428710895,0.3683035714285714,0.4040178571428571,0.35207589285714286,0.0357142857142857,-0.01622767857142854,0.05194196428571424
P09_16,S015,60,3.401012177137235,3.396893937977641,0.004118239159596193,-0.09307944882423361,-0.04773984391877021,-0.0453396049054634,1.84853741049184,0.265625,0.26785714285714285,0.2644419642857143,0.002232142857142849,-0.001183035714285685,0.0034151785714285343
P09_16,S018,60,5.281594439151732,5.000225688332871,0.28136875081886004,-0.017683786433727092,-0.017206051042951368,-0.00047773539077572424,2.113428008999189,0.2833333333333333,0.21666666666666667,0.2676666666666666,-0.06666666666666665,-0.015666666666666718,-0.050999999999999934
P09_16,S030,60,3.223291793093569,3.0546021588938532,0.1686896341997155,-0.042885737544820536,-0.020471316007771984,-0.022414421537048552,2.3271356305643747,0.1607142857142857,0.1964285714285714,0.18464285714285708,0.0357142857142857,0.023928571428571382,0.011785714285714316
P09_16,S043,60,1.314605819097199,1.4129214739838032,-0.09831565488660376,0.0014849448537780621,-0.05656413119732136,0.05804907605109942,1.3399292659690212,0.35,0.35,0.3420000000000001,0.0,-0.007999999999999896,0.007999999999999896
P09_16,S044,60,3.655244997431352,3.548669707673673,0.10657528975767905,0.003900830327073997,-0.07218818720859872,0.07608901753567272,1.8100845107463754,0.26666666666666666,0.3666666666666667,0.2883333333333333,0.10000000000000003,0.021666666666666612,0.07833333333333342
P09_16,S066,60,1.9659151141525397,1.57122397390876,0.39469114024377916,0.007157587423281997,-0.044303898234608445,0.051461485657890445,1.402562531602719,0.25,0.23333333333333334,0.22716666666666666,-0.016666666666666663,-0.022833333333333344,0.006166666666666681
P09_16,S072,60,1.3200623367360198,2.9353500842283555,-1.6152877474923366,-0.007472569978211671,-0.03663941714742468,0.029166847169213007,2.0385650090089937,0.3333333333333333,0.31666666666666665,0.32483333333333325,-0.016666666666666663,-0.008500000000000063,-0.0081666666666666
P09_16,S077,60,2.0411504533013174,2.161997451193338,-0.12084699789202169,-0.02880786911615267,-0.01296765666196775,-0.015840212454184918,1.6685458933338015,0.28422619047619047,0.2375,0.2887068452380952,-0.04672619047619048,0.004480654761904734,-0.05120684523809521
P09_16,S083,60,2.3254674892216456,2.7938993334928144,-0.4684318442711688,-0.05586653315887671,-0.06688110144504625,0.011014568286169535,1.052652468490871,0.3013392857142857,0.3370535714285714,0.30220982142857145,0.0357142857142857,0.0008705357142857473,0.03484374999999995
P09_16,S088,76,1.87950043409168,1.6831359268162993,0.19636450727538035,0.0023531949828480454,-0.04586488419619443,0.04821807917904247,1.5929843250448221,0.22368421052631576,0.24999999999999994,0.24552631578947362,0.02631578947368418,0.021842105263157857,0.004473684210526324
P09_16,S095,60,1.705016793159472,2.1233243635860513,-0.41830757042657885,-0.000552001268687317,-0.02999855358491921,0.029446552316231896,1.4572348456011355,0.2767857142857143,0.2767857142857143,0.3012053571428572,0.0,0.024419642857142876,-0.024419642857142876
P09_16,S097,60,1.9483875655157403,1.0169745315195735,0.931413033996167,0.02738593987286532,-0.012904174451658666,0.040290114324523986,2.103757649212331,0.2833333333333333,0.2833333333333333,0.27266666666666667,0.0,-0.010666666666666658,0.010666666666666658
P09_16,S102,60,2.1550389155302705,2.218034897269464,-0.06299598173919296,-0.00705121883143736,-0.009540177044903824,0.0024889582134664644,2.000101386155606,0.35,0.3,0.35466666666666674,-0.04999999999999999,0.004666666666666763,-0.05466666666666675
P09_16,S106,60,2.0244296838891085,2.3956783596274276,-0.3712486757383191,0.0005058895181497853,-0.014600013748551159,0.015105903266700945,2.128941702590445,0.29464285714285715,0.3125,0.2808035714285715,0.01785714285714285,-0.013839285714285665,0.031696428571428514
P17_32,S002,60,0.6711827319915887,0.7361472052535676,-0.0649644732619784,-0.0007828408290473456,-0.008586473371790327,0.007803632542742981,1.1256148880305448,0.3683035714285714,0.33035714285714285,0.3555580357142856,-0.03794642857142855,-0.012745535714285772,-0.025200892857142776
P17_32,S015,60,0.9766618709254755,1.161564338862256,-0.18490246793678078,-0.018778938158786018,-0.038085128190369334,0.019306190031583317,1.064027718986236,0.265625,0.265625,0.26508928571428575,0.0,-0.0005357142857142505,0.0005357142857142505
P17_32,S018,60,0.9138898704641228,0.939676655984924,-0.025786785520800937,-0.025661775025049,-0.01558659376043666,-0.010075181264612338,1.2852664453951692,0.2833333333333333,0.2666666666666667,0.2686666666666666,-0.016666666666666607,-0.014666666666666717,-0.0019999999999998908
P17_32,S030,60,0.7900842858607711,0.8815113239790459,-0.09142703811827502,-0.027968107252637087,-0.018008277545343582,-0.009959829707293505,1.1408032838761952,0.1607142857142857,0.1763392857142857,0.1766964285714285,0.015625,0.015982142857142806,-0.0003571428571428059
P17_32,S043,60,0.34319030373390014,0.32382569987978366,0.019364603854116647,-0.006402299940623736,-0.05951686906667599,0.05311456912605225,0.5959233848217493,0.35,0.35,0.3426666666666668,0.0,-0.007333333333333192,0.007333333333333192
P17_32,S044,60,0.4641650563030773,0.6545960412516131,-0.19043098494853578,0.005344309350878157,-0.06370389626005635,0.0690482056109345,0.7417757937744945,0.26666666666666666,0.26666666666666666,0.2834999999999999,0.0,0.016833333333333256,-0.016833333333333256
P17_32,S066,60,0.6671770890720213,0.576310844050731,0.09086624502129037,0.0015213692167359478,-0.04677482157157033,0.04829619078830628,0.7133895706541422,0.25,0.25,0.22383333333333333,0.0,-0.02616666666666667,0.02616666666666667
P17_32,S072,60,1.441735259113062,1.5747646364507302,-0.13302937733766806,-0.04055216980301077,-0.03467160018095005,-0.005880569622060718,1.240466294926951,0.3333333333333333,0.3333333333333333,0.3228333333333333,0.0,-0.01050000000000001,0.01050000000000001
P17_32,S077,60,0.4843778429090783,0.7614118613416326,-0.27703401843255443,0.0006020889894000551,-0.013847153165324377,0.014449242154724432,0.8292440949594196,0.28422619047619047,0.24970238095238095,0.2876860119047619,-0.03452380952380951,0.00345982142857143,-0.03798363095238094
P17_32,S083,60,0.5436839740079373,0.7376135943619667,-0.1939296203540294,0.0028964871805000725,-0.05027567879435117,0.05317216597485124,0.5501950773443534,0.3013392857142857,0.3013392857142857,0.3101339285714285,0.0,0.00879464285714282,-0.00879464285714282
P17_32,S088,76,0.8556546769729129,0.8913194065325536,-0.035664729559640396,-0.013894970651391064,-0.040594311728154885,0.02669934107676382,0.6712168105617589,0.22368421052631576,0.23684210526315788,0.23657894736842103,0.013157894736842118,0.012894736842105264,0.000263157894736854
P17_32,S095,60,0.8119893874360242,1.0140269870053902,-0.20203759956936573,0.0027553626310421056,-0.026631685316911766,0.02938704794795387,0.7288228734449863,0.2767857142857143,0.2767857142857143,0.30243303571428576,0.0,0.025647321428571457,-0.025647321428571457
P17_32,S097,60,0.5201539277918007,0.24112595468806763,0.27902797310373306,-0.005911987450851263,-0.018638852924300203,0.01272686547344894,0.861276628932938,0.2833333333333333,0.25,0.27399999999999997,-0.033333333333333326,-0.00933333333333336,-0.023999999999999966
P17_32,S102,60,0.8945189423809095,0.9465786081792678,-0.05205966579835797,-0.0098819740273374,-0.010369600461391173,0.0004876264340537735,1.3995706183978014,0.35,0.33333333333333337,0.35650000000000004,-0.016666666666666607,0.006500000000000061,-0.02316666666666667
P17_32,S106,60,0.4977753299389816,0.7566591641953062,-0.2588838342563247,0.007377194338838754,-0.01707252975763355,0.0244497240964723,0.9280685567522545,0.29464285714285715,0.2611607142857143,0.28551339285714294,-0.03348214285714285,-0.009129464285714206,-0.024352678571428643
