method,rows,beta_z_SI,beta_R_unsafe,beta_zSI_x_Runsafe,interaction_CI_lower,interaction_CI_upper,hypothesis_direction
DANN,30,-0.007172734853493573,-0.0012448410682156007,0.017615955053746895,-0.009485571664133309,0.040474859611713716,False
