setting_id,dataset,task,backbone,method,lambda,fold,seed,status,trained_artifact_present,source_complete_path,checkpoint_sha256,outcome_access_evidence
S3,WBCIC,MI,EEGNet,MMD,0.1,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,0,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,0,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,1,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,1,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,1,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,2,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,2,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,2,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,3,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,3,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,3,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,4,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,4,1,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,ERM,0.0,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.01,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,0.1,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,DANN,1.0,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.01,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,0.1,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,MMD,1.0,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.01,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,0.1,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S3,WBCIC,MI,EEGNet,CORAL,1.0,4,2,HISTORICALLY_OBSERVED_TASK_OUTCOME,False,,,P4A historical reconstruction backed by Phase2/Phase3 compact results
S4,WBCIC,MI,EEGConformer,ERM,0.0,0,0,HISTORICALLY_OBSERVED_TASK_OUTCOME,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-0\source_freeze\erm__lambda-0.00\SOURCE_COMPLETE.json,6f96b58b8428bf10bd776254d0055f77856b58b83341acb41eae40edd08bd7d3,P4A ERM outcome competence was already accessed under frozen protocol
S4,WBCIC,MI,EEGConformer,DANN,0.01,0,0,TRAINED_BUT_TASK_OUTCOME_SEALED,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-0\source_freeze\dann__lambda-0.01\SOURCE_COMPLETE.json,e236e6c6ab4823465efb196c928740985fdd5b8ea07e8fda235e0e51c6f73e68,P4A SOURCE_COMPLETE explicit sealed flags
S4,WBCIC,MI,EEGConformer,DANN,0.1,0,0,TRAINED_BUT_TASK_OUTCOME_SEALED,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-0\source_freeze\dann__lambda-0.10\SOURCE_COMPLETE.json,70610c35cb2ea6fcd17e405c47342721c3486412e21f9d7615adc7e6618f659b,P4A SOURCE_COMPLETE explicit sealed flags
S4,WBCIC,MI,EEGConformer,DANN,1.0,0,0,TRAINED_BUT_TASK_OUTCOME_SEALED,True,D:\nips-temp\TotalP\P1\CRCICLR_SOURCE_ONLY_DIAGNOSTIC\experiments\persist_eeg_p4a_cross_setting_expansion_v1\runtime\runs\S4\fold-0\seed-0\source_freeze\dann__lambda-1.00\SOURCE_COMPLETE.json,2fc5fe93e1559b544d967a63e3095fbfedcf132bce227fa757de8885f0446c75,P4A SOURCE_COMPLETE explicit sealed flags
