R_low,R_high,slope_low,slope_high,DeltaSlope_bridge,slope_low_CI,slope_high_CI,DeltaSlope_CI
0.0,0.5,-0.007172734853493573,0.0016352426733798747,-0.008807977526873447,"[-0.019789157695951867, 0.0029123984618426566]","[-0.005137958430772772, 0.006364197060932737]","[-0.020553573489706378, 0.004554785334921232]"
