draw,beta_z_SI,beta_R_unsafe,beta_zSI_x_Runsafe,slope_low,slope_high,DeltaSlope_bridge,headroom_low_gain,headroom_high_gain,HeadroomContrast
0,0.000489474028168093,0.002136172656462458,0.008623944978570537,0.000489474028168093,0.004801446517453361,-0.004311972489285268,0.0007276714513556002,0.005630165289256217,-0.004902493837900617
1,-0.005440592178179122,0.0222923703502759,0.012093758721403584,-0.005440592178179122,0.0006062871825226702,-0.006046879360701792,-0.00015589129935729103,0.013805322966507135,-0.013961214265864426
2,-0.009031236337541555,0.01496870785728178,0.011305551553774669,-0.009031236337541555,-0.0033784605606542208,-0.0056527757768873345,-0.0006191724941725315,0.010176581996434907,-0.01079575449060744
3,-0.010883072560500034,-0.005115598108423007,0.020372230242696816,-0.010883072560500034,-0.0006969574391516263,-0.010186115121348408,-0.0023436842382155167,0.0017231341189674334,-0.00406681835718295
4,-0.006952565188681705,-0.01179015547417467,0.01729611199474523,-0.006952565188681705,0.0016954908086909103,-0.008648055997372615,0.00048402220736774697,0.007307692307692299,-0.006823670100324552
5,-0.011187607627149914,0.009640028414246068,0.03696858125715846,-0.011187607627149914,0.007296683001429317,-0.01848429062857923,-0.007226562500000019,0.010121753246753209,-0.01734831574675323
6,-0.012216728960065216,0.0045043366966645,0.03511887494072298,-0.012216728960065216,0.005342708510296274,-0.01755943747036149,0.0008121909196127623,0.008667929292929267,-0.007855738373316505
7,-0.0021478650380673875,0.00436129899382377,0.007569369546331739,-0.0021478650380673875,0.001636819735098482,-0.0037846847731658694,0.0031385281385280287,0.010099431818181794,-0.006960903679653765
8,-0.004779368373727097,-0.015464970433249244,0.01039502371520161,-0.004779368373727097,0.00041814348387370776,-0.005197511857600805,0.005155342487373684,0.0001376262626262302,0.005017716224747454
9,0.0016172022195591555,0.012380979756967465,0.00019655283247677294,0.0016172022195591555,0.0017154786357975419,-9.827641623838647e-05,-0.0017234848484849001,0.006109006734006705,-0.007832491582491606
10,-0.0033836080997514876,0.005037196761376129,0.0046352850304252485,-0.0033836080997514876,-0.0010659655845388634,-0.0023176425152126243,0.0016070075757574896,0.007465909090909049,-0.00585890151515156
11,-0.0011851855013527684,0.011837563758556262,0.0058633845883480805,-0.0011851855013527684,0.0017465067928212718,-0.0029316922941740402,0.003813920454545419,0.011252705627705622,-0.007438785173160203
12,-0.002193889869914827,-0.0037977162626075174,0.00843890176001607,-0.002193889869914827,0.002025561010093208,-0.004219450880008035,0.004758158508158508,0.0061163101604278115,-0.0013581516522693038
13,-0.007087004143306877,-0.0006477164249107069,0.014382416451475217,-0.007087004143306877,0.00010420408243073161,-0.0071912082257376084,0.00032828282828281104,0.0027446338383838496,-0.0024163510101010387
14,-0.0017610083065167843,0.004826729813960796,0.007992277486768708,-0.0017610083065167843,0.0022351304368675696,-0.003996138743384354,0.0015833333333332602,0.010337121212121216,-0.008753787878787956
15,-0.011312047530038907,0.013987617533690214,0.03211977569160178,-0.011312047530038907,0.004747840315761982,-0.01605988784580089,-0.006232267528223411,0.005094696969696938,-0.01132696449792035
16,-0.007863142935252018,-0.0036130222207640915,0.014490653122851228,-0.007863142935252018,-0.0006178163738264041,-0.007245326561425614,0.00014423076923074227,-0.0068749999999999,0.007019230769230642
17,-0.009100701888040397,-0.0016231074861530765,0.013826175328226043,-0.009100701888040397,-0.002187614223927376,-0.006913087664113022,-0.005415998931623954,0.0021615975935828885,-0.007577596525206842
18,-0.015972477005758635,0.013097963950159223,0.03631196044540574,-0.015972477005758635,0.0021835032169442332,-0.01815598022270287,-0.007158058954933954,0.00021733882947115867,-0.007375397784405113
19,-0.008947025047322369,-0.010225311452152969,0.017321683834710753,-0.008947025047322369,-0.00028618312996699265,-0.008660841917355376,0.0007126823793489833,-0.0027283249158249166,0.0034410072951739
20,-0.009682738868285419,0.009751008463851279,0.02549030165975842,-0.009682738868285419,0.0030624119615937917,-0.01274515082987921,-0.001863719919786118,0.005149572649572585,-0.0070132925693587025
21,-0.007349255270714035,0.003134273571832365,0.02682346104167047,-0.007349255270714035,0.006062475250121199,-0.013411730520835234,0.002159391534391495,0.0013117283950616998,0.0008476631393297953
22,-0.007736769929899124,-0.010683993727556787,0.016014184609989306,-0.007736769929899124,0.0002703223750955292,-0.008007092304994653,-0.00227291516354021,-0.005430169753086456,0.0031572545895462464
23,-0.009877013047299108,-0.01297693349268584,0.023725080778509267,-0.009877013047299108,0.0019855273419555255,-0.011862540389254633,0.006926086523125947,-0.0007234274563820819,0.007649513979508029
24,-0.0012573264749719763,-0.015086405305145033,-0.006354885388760782,-0.0012573264749719763,-0.004434769169352367,0.003177442694380391,0.0004139610389609952,-0.0028619528619528555,0.0032759139009138506
25,-0.012622608165852096,0.009915816274023062,0.03248616485781108,-0.012622608165852096,0.003620474263053442,-0.01624308242890554,0.0034331597222221435,0.0014682539682539558,0.0019649057539681877
26,-0.01702945198405467,0.002042707179203812,0.03691065257520781,-0.01702945198405467,0.001425874303549235,-0.018455326287603904,0.002768571127946087,0.0017327441077440268,0.00103582702020206
27,-0.0009735101156688708,-0.0029091110653798663,0.006810042965905467,-0.0009735101156688708,0.002431511367283863,-0.0034050214829527336,0.0023342803030302626,0.0040530303030303005,-0.001718750000000038
28,-0.007560388277274227,-0.0012568536749732384,0.022848287566015806,-0.007560388277274227,0.0038637555057336754,-0.011424143783007903,0.0007651349016480263,0.001704832415059654,-0.0009396975134116277
29,-0.008285172899095854,0.01126145556467024,0.023108108468232965,-0.008285172899095854,0.003268881335020629,-0.011554054234116483,0.00041824494949489164,0.008304924242424195,-0.007886679292929303
30,-0.019430837826040208,0.006237589142980077,0.03634912737278401,-0.019430837826040208,-0.0012562741396482044,-0.018174563686392003,-0.0023706525482093733,0.004662247474747427,-0.0070329000229568
31,-0.009881916446947437,-0.003278089077360842,0.02650275905627212,-0.009881916446947437,0.003369463081188623,-0.01325137952813606,-0.0009539058346624475,0.004590076905417771,-0.005543982740080219
32,-0.010248464104859521,0.007723968828028985,0.028459407740771044,-0.010248464104859521,0.003981239765526001,-0.014229703870385522,0.00143521148989894,0.0076437815656565005,-0.00620857007575756
33,-0.002112179130860211,-0.007780576183243151,0.011108910292745895,-0.002112179130860211,0.0034422760155127363,-0.005554455146372947,0.00018024918300651137,-0.0006183226495726462,0.0007985718325791576
34,-0.0025661698670920675,0.0025775427774516104,0.009576314546806611,-0.0025661698670920675,0.002221987406311238,-0.0047881572734033056,0.00208333333333328,0.008304924242424246,-0.006221590909090966
35,-0.004758808794599289,-0.0029210842664898684,0.014966137990897152,-0.004758808794599289,0.002724260200849287,-0.007483068995448576,0.0049891493055555,0.007188464506172831,-0.002199315200617331
36,-0.011589278362568504,0.013724910056454445,0.030548467897672103,-0.011589278362568504,0.003684955586267547,-0.015274233948836051,-0.0036779250841750943,0.0017967434764309409,-0.005474668560606035
37,-0.015377593025505306,0.011459465956360371,0.0346207787911909,-0.015377593025505306,0.0019327963700901448,-0.01731038939559545,-0.003347169612794639,-0.0003915193602693735,-0.0029556502525252652
38,-0.004228059781901401,-0.017743026438960113,0.010667569785051432,-0.004228059781901401,0.0011057251106243145,-0.005333784892525716,0.001249053030302965,0.0006818181818181501,0.0005672348484848149
39,-0.004280368359904224,-0.0053238407835635455,0.004850598735248229,-0.004280368359904224,-0.0018550689922801097,-0.0024252993676241144,0.0029193722943722214,0.0024999999999999753,0.0004193722943722461
40,-0.009605778298736486,-0.004571511193371364,0.011976101875199588,-0.009605778298736486,-0.003617727361136692,-0.005988050937599794,-0.00029391133557803324,-0.00029408670033669195,1.753647586587065e-07
41,-0.007602218764464283,0.006736072511606344,0.026781762517457296,-0.007602218764464283,0.0057886624942643655,-0.013390881258728648,0.003993678561935068,0.0015095557851239005,0.002484122776811168
42,-0.004086746142691856,-0.006919095714210875,0.015232029722928664,-0.004086746142691856,0.003529268718772476,-0.007616014861464332,0.005061802232854812,0.006007231404958711,-0.0009454291721038991
43,-0.002535423653922878,-0.006390860982271771,0.0063106348636784,-0.002535423653922878,0.0006198937779163223,-0.0031553174318392,0.0013188705234159091,0.0027442185007974574,-0.0014253479773815483
44,-0.0007764370201360834,0.006488433084392772,0.004911595162013525,-0.0007764370201360834,0.0016793605608706793,-0.0024557975810067627,0.002406299840510337,0.007565426997245172,-0.005159127156734835
45,-0.0008332940822413583,0.007992814655537424,0.00803436303228367,-0.0008332940822413583,0.0031838874339004766,-0.004017181516141835,0.0035629734848484683,0.003054653679653651,0.0005083198051948172
46,-0.0035591979388218484,0.0020188757201501715,0.003789718642866803,-0.0035591979388218484,-0.001664338617388447,-0.0018948593214334014,-0.0010177054637282227,0.0047993607954545,-0.005817066259182723
47,-0.009018726001637823,0.012694734643432348,0.022584760284286732,-0.009018726001637823,0.002273654140505543,-0.011292380142143366,0.0012248867349970115,0.0011356351981351694,8.925153686184214e-05
48,-0.008730618087970338,-0.006720882127578263,0.0199789425218329,-0.008730618087970338,0.0012588531729461113,-0.00998947126091645,-0.0029502615440115862,0.004347577335858556,-0.007297838879870143
49,-0.0066763365304613985,0.0019817121988764336,0.020344760642508376,-0.0066763365304613985,0.0034960437907927897,-0.010172380321254188,-0.0007267992424242938,0.002000811688311679,-0.0027276109307359728
50,-0.005255208999822522,-0.004491195881841153,0.015154824181737908,-0.005255208999822522,0.0023222030910464327,-0.007577412090868954,0.003149068813131244,0.002259650072150028,0.000889418740981216
51,-0.012071291036866532,0.012341992234946537,0.02261067400689493,-0.012071291036866532,-0.0007659540334190671,-0.011305337003447465,-0.0047488425925925875,0.011700126262626249,-0.016448968855218835
52,-0.008810583669405557,0.009664034049303797,0.02785346890295255,-0.008810583669405557,0.005116150782070717,-0.013926734451476274,0.0006904301163811523,-0.008433441558441586,0.009123871674822738
53,-0.007171161312237497,-0.00013849477401592716,0.019294257471838414,-0.007171161312237497,0.0024759674236817103,-0.009647128735919207,-0.0008883101851852402,0.007107954545454528,-0.007996264730639769
54,-0.004907653852347265,-0.005143961242195298,0.011759134366120905,-0.004907653852347265,0.0009719133307131873,-0.005879567183060453,-0.0025308641975309108,-0.0037394781144781085,0.0012086139169471977
55,-0.0038439075219747574,-0.016098374153113337,0.01131583497269,-0.0038439075219747574,0.0018140099643702426,-0.005657917486345,0.003998068924539446,-0.0015841103341103383,0.005582179258649784
56,-0.0014759465395015343,-0.01307160550411239,-0.0059198197289823465,-0.0014759465395015343,-0.0044358564039927075,0.0029599098644911732,0.003236268939393844,-0.0008955627705627929,0.004131831709956637
57,0.001362742649550221,0.008475887331851732,0.0035219385064139304,0.001362742649550221,0.003123711902757186,-0.0017609692532069652,0.0036789772727272626,0.010354683195592273,-0.006675705922865011
58,-0.008110829301583232,0.003960677618178617,0.027150783404735746,-0.008110829301583232,0.005464562400784641,-0.013575391702367873,0.0035262345679011836,-0.00026383627946130066,0.0037900708473624844
59,-0.003154246373024269,-0.01523105644609008,-0.004533602367130066,-0.003154246373024269,-0.0054210475565893024,0.002266801183565033,0.0026825068870522865,-0.004886363636363612,0.007568870523415899
60,-0.009974030626960527,0.010251572833758629,0.026391171160247424,-0.009974030626960527,0.0032215549531631853,-0.013195585580123712,-0.004886688576945942,0.001720328282828223,-0.0066070168597741645
61,-0.0145993773482311,0.022180483287059426,0.035700914994893675,-0.0145993773482311,0.003251080149215737,-0.017850457497446837,-0.004354087752525269,0.002172743055555505,-0.006526830808080774
62,-0.012096931197531987,-0.0026964331748905363,0.025432503402601527,-0.012096931197531987,0.0006193205037687763,-0.012716251701300764,-5.372231934734668e-05,0.00708992498514554,-0.007143647304492886
63,-0.0005433530655618638,-0.0028126067055096243,0.0012050097822869463,-0.0005433530655618638,5.9151825581609386e-05,-0.0006025048911434732,0.002007575757575667,0.0018217893217893147,0.00018578643578635217
64,-0.009022720214049183,-0.0009198494521824099,0.024082442194531328,-0.009022720214049183,0.003018500883216481,-0.012041221097265664,0.0010315557922979373,0.0023403679653679417,-0.0013088121730700044
65,-0.0026140052468703913,-0.0054005634082327615,0.005235569176293829,-0.0026140052468703913,3.779341276523296e-06,-0.0026177845881469146,0.001997474747474627,0.0022348484848484455,-0.0002373737373738186
66,-0.00022081696932206227,0.010225554782596742,0.005725700706484713,-0.00022081696932206227,0.0026420333839202942,-0.0028628503532423565,0.0024090909090908465,0.005255050505050439,-0.0028459595959595923
67,-0.007722397434305069,-0.011740267621598778,0.022644208615930965,-0.007722397434305069,0.0035997068736604134,-0.011322104307965482,0.00893954190340902,-0.002289411976912036,0.011228953880321055
68,-0.00476486687893033,-0.01062344571294552,0.011935856289966988,-0.00476486687893033,0.001203061266053164,-0.005967928144983494,0.0046401515151514505,-0.0005871212121212063,0.005227272727272657
69,-0.010434394380544141,0.005603553284918142,0.028432958368684074,-0.010434394380544141,0.003782084803797896,-0.014216479184342037,0.003415586149961138,0.008421067290552517,-0.005005481140591379
70,-0.00550249798331888,0.0035857420230261776,0.015815041038254884,-0.00550249798331888,0.002405022535808562,-0.007907520519127442,-0.0032279566498316665,0.0026619318181818254,-0.005889888468013492
71,-0.008228080618208363,0.0067141075156660545,0.022189554272441153,-0.008228080618208363,0.002866696518012213,-0.011094777136220577,0.005330225330225246,0.006183062240047512,-0.0008528369098222662
72,-0.015731931958606917,-0.00947723231182157,0.02665475570913961,-0.015731931958606917,-0.002404554104037112,-0.013327377854569805,-0.005705553127428146,-0.00034610814022579444,-0.005359444987202351
73,0.0004826608317290218,0.00605572556229226,0.007022625970102258,0.0004826608317290218,0.003993973816780151,-0.003511312985051129,0.0001388888888887733,0.005436868686868673,-0.0052979797979799
74,-0.011000774884626306,0.006061911443010586,0.02487076124357393,-0.011000774884626306,0.0014346057371606592,-0.012435380621786965,-0.0063560606060605995,-0.004099747474747521,-0.0022563131313130787
75,-0.000170041846753035,0.021624743553087557,0.0057521787322006145,-0.000170041846753035,0.0027060475193472723,-0.0028760893661003073,-0.006445224817620673,0.012934422348484784,-0.019379647166105456
76,-0.012217052703803946,0.01046561492201779,0.019558087918369008,-0.012217052703803946,-0.0024380087446194427,-0.009779043959184504,-0.008313773899711413,0.0037352035984848254,-0.012048977498196238
77,-0.0040179126761884475,-0.007575354724592625,0.014300972986079259,-0.0040179126761884475,0.003132573816851182,-0.007150486493039629,0.0035274621212120372,0.007543044077134995,-0.004015581955922958
78,-0.011478172633214998,0.009665170431854827,0.031720109993660116,-0.011478172633214998,0.00438188236361506,-0.015860054996830058,-0.0016820812289562864,0.008255155723905661,-0.009937236952861948
79,-0.010887383570128277,0.024414065024625356,0.03257288572658352,-0.010887383570128277,0.0053990592931634825,-0.01628644286329176,-0.013888809974747441,0.008614425505050444,-0.022503235479797885
80,0.0026367923919090866,-0.023944518575783034,-0.03783567323502969,0.0026367923919090866,-0.016281044225605758,0.018917836617514845,-0.007897727272727278,-7.457386363636878e-05,-0.00782315340909091
81,-0.002634213690592074,0.008570241799926336,0.008158020177109893,-0.002634213690592074,0.0014447963979628727,-0.0040790100885549465,0.0017255892255891444,0.007757936507936466,-0.006032347282347322
82,-0.006625432995642353,-0.010180584167679621,0.009524216592320927,-0.006625432995642353,-0.0018633246994818895,-0.0047621082961604635,0.0023674242424242126,-0.0007494588744588714,0.003116883116883084
83,-0.0031447321916659053,-0.012637125097387857,0.011050599588794254,-0.0031447321916659053,0.002380567602731222,-0.005525299794397127,0.0009809027777777312,0.00044597763347762866,0.0005349251443001026
84,-0.004692140407235127,0.00034147638678952094,0.016463614396075667,-0.004692140407235127,0.0035396667908027066,-0.008231807198037833,0.0011377164502163431,0.012353219696969713,-0.01121550324675337
85,-0.0028661024917127596,-0.007482864431490825,0.0014689375292703838,-0.0028661024917127596,-0.002131633727077568,-0.0007344687646351919,0.0010524891774891432,-0.0023020241477272685,0.003354513325216412
86,-0.005009027649294083,0.00045660185742121785,0.015777336972491417,-0.005009027649294083,0.0028796408369516253,-0.007888668486245708,0.002372701625631281,0.00874594155844158,-0.006373239932810299
87,-0.006330638834553532,-0.01917063504848936,0.015982951901976288,-0.006330638834553532,0.001660837116434612,-0.007991475950988144,0.0010683396464645537,0.0006450968013467725,0.0004232428451177812
88,-0.01139968606093265,0.006653707009090108,0.025847010317051437,-0.01139968606093265,0.0015238190975930682,-0.012923505158525719,-0.0063254487812911845,-0.0007142857142856719,-0.005611163067005513
89,-0.004713317309810106,0.00026501311034636977,0.0138845111875402,-0.004713317309810106,0.002228938283959994,-0.0069422555937701,0.0036116898148147534,0.008385416666666647,-0.0047737268518518935
