draw,beta_z_SI,beta_R_unsafe,beta_zSI_x_Runsafe,slope_low,slope_high,DeltaSlope_bridge,headroom_low_gain,headroom_high_gain,HeadroomContrast
90,-0.0069058840011409104,-0.00040789852295148557,0.02219304813256875,-0.0069058840011409104,0.004190640065143465,-0.011096524066284376,0.0014474099548112472,-0.00881815312213041,0.010265563076941658
91,-0.0019457492947542803,0.002697243175740008,0.0037372620440727575,-0.0019457492947542803,-7.711827271790158e-05,-0.0018686310220363787,0.003718102073365221,0.003825757575757536,-0.00010765550239231515
92,-0.010570817474630258,0.009015890274107884,0.030665490801024847,-0.010570817474630258,0.004761927925882165,-0.015332745400512424,-0.005215650826446285,0.0017700441919191873,-0.0069856950183654724
93,-0.0018693699790317169,0.006703224840469429,0.005122239297284101,-0.0018693699790317169,0.0006917496696103335,-0.0025611196486420504,0.0021753246753246427,0.0068963068181817876,-0.004720982142857145
94,-0.005033391302661669,0.0021379666335814285,0.026709451960599137,-0.005033391302661669,0.0083213346776379,-0.013354725980299569,0.003828716856060555,0.0111035353535353,-0.007274818497474744
95,-0.021017565211476404,0.006705743726033234,0.036913684141574137,-0.021017565211476404,-0.002560723140689336,-0.018456842070787068,0.0021764520202019774,0.008947360509860482,-0.006770908489658504
96,-0.014167183065215402,0.015830632714410414,0.03744202633221915,-0.014167183065215402,0.004553830100894173,-0.018721013166109576,-0.006462147516835005,0.008879024621212058,-0.015341172138047064
97,-0.004059193399255775,0.01047727125583776,0.014048280536878316,-0.004059193399255775,0.002964946869183383,-0.007024140268439158,-0.008459447995580863,0.004912405303030287,-0.01337185329861115
98,-0.0017666448193287558,0.0053821541556538155,0.00649212447637242,-0.0017666448193287558,0.0014794174188574542,-0.00324606223818621,0.0023271780303029564,0.0048809523809523565,-0.0025537743506494
99,-0.0010470979307465583,0.014390956452198634,0.00446414083652982,-0.0010470979307465583,0.001184972487518352,-0.00223207041826491,-3.1565656565699995e-05,0.008596380471380461,-0.008627946127946162
100,-0.005934908737918519,-0.0191818872791192,0.007493483881918315,-0.005934908737918519,-0.0021881667969593614,-0.0037467419409591574,0.0009114583333332553,-0.0039124316077441415,0.004823889941077397
101,0.0021318949423279098,0.010289001644626577,0.00208993940414651,0.0021318949423279098,0.003176864644401165,-0.001044969702073255,0.002089646464646417,0.005924873737373676,-0.003835227272727259
102,-0.007447125511832798,-0.007801005416378322,0.019027956076048406,-0.007447125511832798,0.002066852526191405,-0.009513978038024203,0.0014766414141413851,-0.00466792929292934,0.006144570707070725
103,-0.007810972251903255,0.011807692150155525,0.01623419872563662,-0.007810972251903255,0.00030612711091505384,-0.00811709936281831,-0.004171042814508736,0.006852322567783081,-0.011023365382291817
104,-0.010811717485077161,0.001921617392376358,0.023888440702745362,-0.010811717485077161,0.0011325028662955202,-0.011944220351372681,-0.007991635101010138,0.005322871572871564,-0.013314506673881702
105,-0.0075140292689937,0.0024084630328120166,0.01945203221027245,-0.0075140292689937,0.002211986836142525,-0.009726016105136225,0.0017739898989898144,0.011529287439613494,-0.009755297540623679
106,-0.00296502085998269,0.0017895300788358713,0.007035229276809876,-0.00296502085998269,0.0005525937784222478,-0.003517614638404938,-0.00030959004103541876,0.0055201569264069,-0.005829746967442319
107,-0.000372817378722177,-0.0015880481938954486,0.005136769836675591,-0.000372817378722177,0.0021955675396156185,-0.0025683849183377955,0.0011628787878787301,0.0057007575757575864,-0.004537878787878856
108,-0.007966137952145935,0.0066233987221188066,0.027893546586591465,-0.007966137952145935,0.005980635341149797,-0.013946773293295732,0.0007755287247474598,0.0070983270202019805,-0.00632279829545452
109,-0.01177757268767679,0.0010461161829168958,0.024148853040732846,-0.01177757268767679,0.0002968538326896322,-0.012074426520366423,-0.00900059624017961,0.0019144570707070522,-0.010915053310886663
110,-0.007381448811277353,0.020155356820466402,0.014669846678599746,-0.007381448811277353,-4.6525471977480054e-05,-0.007334923339299873,-0.003379809609250437,0.008801652892561946,-0.012181462501812384
111,-0.014601740557239545,-0.005984778977207873,0.027407382311507016,-0.014601740557239545,-0.0008980494014860368,-0.013703691155753508,-0.0012306397306397197,0.002388994107744073,-0.0036196338383837926
112,-0.006363202232596249,-0.01007678172811426,0.009881256962250043,-0.006363202232596249,-0.0014225737514712272,-0.004940628481125022,0.00112499999999995,0.0008806818181818202,0.0002443181818181299
113,-0.00845703952740219,0.004914958405359907,0.027529049554725685,-0.00845703952740219,0.0053074852499606535,-0.013764524777362843,0.003782407407407353,-0.0018009259259259538,0.0055833333333333065
114,-0.0005307131365670598,-0.0015794578070259006,-0.004274558155659952,-0.0005307131365670598,-0.002667992214397036,0.002137279077829976,-0.0008630952380952641,0.002258522727272713,-0.0031216179653679775
115,-0.01071227861532886,-0.002562438742093398,0.02130744617102903,-0.01071227861532886,-5.855552981434524e-05,-0.010653723085514514,-0.005953979129530629,0.0014172979797979464,-0.007371277109328576
116,-0.00174781998353305,0.0017937921775810482,0.007188276706498513,-0.00174781998353305,0.0018463183697162064,-0.0035941383532492564,0.0008207070707069668,0.007613636363636367,-0.0067929292929294
117,-0.01420069786763761,0.01740791273852941,0.03361654385531132,-0.01420069786763761,0.002607574060018051,-0.01680827192765566,-0.002179783950617317,-0.0009207965067340415,-0.0012589874438832752
118,-0.0017121073380422197,0.00065467192593862,0.0011114593399958394,-0.0017121073380422197,-0.0011563776680443,-0.0005557296699979197,0.0002534965034964616,0.003431372549019582,-0.0031778760455231205
119,-0.004576642723296477,-0.014413990992013025,0.01777455253134665,-0.004576642723296477,0.004310633542376848,-0.008887276265673325,0.008368553960659126,0.0012023645546372726,0.007166189406021853
120,-0.011403595494228477,0.01229511629675655,0.030660899434665538,-0.011403595494228477,0.0039268542231042924,-0.015330449717332769,0.00024596551452015614,0.0033912788600287936,-0.0031453133455086376
121,-0.004560428775744651,0.010868685195444032,0.012653259011447855,-0.004560428775744651,0.0017662007299792766,-0.006326629505723927,0.00044765840220382713,0.013044507575757562,-0.012596849173553734
122,-0.02455916612994211,-0.014565433208296973,0.03426470776788688,-0.02455916612994211,-0.007426812245998671,-0.01713235388394344,-0.0007542087542088134,-0.008073653198653214,0.0073194444444444
123,0.0009820680987227548,0.0031308328396439976,0.0038451572781293287,0.0009820680987227548,0.002904646737787419,-0.0019225786390646643,-0.00025000000000007953,0.0038156565656565678,-0.004065656565656647
124,-0.00892029391526619,-0.00910255267890193,0.023730834941386232,-0.00892029391526619,0.002945123555426926,-0.011865417470693116,0.003229895104895077,-0.0017936720142602701,0.005023567119155347
125,-0.0005782064311779441,-0.002058592442528218,0.004156300670911485,-0.0005782064311779441,0.0014999439042777986,-0.0020781503354557426,0.004585700757575681,0.0041612554112554,0.00042444534632028047
126,-0.004318510828773324,-0.024458911391154706,0.004307733150490865,-0.004318510828773324,-0.0021646442535278912,-0.0021538665752454324,0.004531680440771268,-0.009943181818181875,0.014474862258953143
127,-0.01163946533660715,0.013476194591759298,0.030985887909591406,-0.01163946533660715,0.003853478618188553,-0.015492943954795703,-0.006207517887205394,-0.003679371843434359,-0.002528146043771035
128,-0.010947532324457216,0.004007642084511971,0.02861299290564385,-0.010947532324457216,0.0033589641283647085,-0.014306496452821924,0.00360288149350645,-0.0008427043876262753,0.004445585881132725
129,-0.006922222433937757,0.009287038980121651,0.013328283816002474,-0.006922222433937757,-0.00025808052593651997,-0.006664141908001237,-0.002952420843045869,0.010110294117647032,-0.0130627149606929
130,0.0003736940365302579,0.002588234473972413,0.0017976902477744037,0.0003736940365302579,0.0012725391604174597,-0.0008988451238872018,0.002701355661881916,0.0027995867768594814,-9.82311149775655e-05
131,-0.005461681286407129,-0.010718805781064622,0.012551970558124246,-0.005461681286407129,0.0008143039926549935,-0.006275985279062123,0.0025424315268064695,-0.001067104872251947,0.0036095363990584165
132,-0.007066236408716151,0.0020204810980733504,0.01614702389473963,-0.007066236408716151,0.0010072755386536635,-0.008073511947369815,-0.002342664930555575,0.003366477272727279,-0.005709142203282854
133,-0.010359477601070179,0.008856861729354999,0.029502923193415822,-0.010359477601070179,0.004391983995637732,-0.014751461596707911,0.0037778303872053397,0.006633101851851806,-0.002855271464646466
134,-0.008168344283272858,0.006504403254187684,0.020040681005803807,-0.008168344283272858,0.0018519962196290457,-0.010020340502901903,-0.004174768518518527,0.009732218013467997,-0.013906986531986524
135,-0.005768937106162702,-0.02585835873972044,0.0057840522420307214,-0.005768937106162702,-0.002876910985147341,-0.0028920261210153607,0.006912089646464581,-0.007749819624819599,0.01466190927128418
136,-0.003978847579225121,-0.00588565218384499,0.004966520445068496,-0.003978847579225121,-0.0014955873566908726,-0.002483260222534248,5.997474747469982e-05,-0.002607323232323225,0.0026672979797979245
137,-0.0033155863379957956,0.007208747704308511,0.009026970832696483,-0.0033155863379957956,0.0011978990783524462,-0.004513485416348242,0.0029924242424242166,0.01175715488215489,-0.008764730639730673
138,0.001390751339690337,0.005773116757181812,-0.0008396053743920631,0.001390751339690337,0.0009709486524943055,0.00041980268719603157,-0.00026278409090915614,0.0042803030303030214,-0.004543087121212178
139,-0.014187527395150015,0.015322375798513404,0.03471215582908138,-0.014187527395150015,0.0031685505193906754,-0.01735607791454069,-0.011276199494949502,0.003310395622895574,-0.014586595117845077
140,-0.012419762965013357,0.006451717781630824,0.029268253714779407,-0.012419762965013357,0.002214363892376347,-0.014634126857389703,-0.00028617981283424106,0.006277195027194983,-0.006563374840029224
141,0.003711480434546414,0.013007798200258833,0.0001930966469514436,0.003711480434546414,0.003808028758022136,-9.65483234757218e-05,0.0025063131313131162,0.007409511784511761,-0.004903198653198645
142,-0.00412551005760346,-0.00794798399656136,0.014359234771939405,-0.00412551005760346,0.0030541073283662425,-0.0071796173859697025,0.0020779021836006763,0.0031911664724164454,-0.0011132642888157691
143,-0.0031337650599783835,0.014916681756853557,0.009128734840184501,-0.0031337650599783835,0.0014306023601138671,-0.004564367420092251,0.0010123966942148272,0.007811004784689001,-0.006798608090474174
144,-0.011915951999385289,0.01550255215755626,0.03156318597939171,-0.011915951999385289,0.0038656409903105645,-0.015781592989695854,-0.007969854797979802,0.00157812499999994,-0.009547979797979743
145,-0.008412859615651976,-0.005097688869255592,0.019003168372679714,-0.008412859615651976,0.0010887245706878816,-0.009501584186339857,0.0007475799663299166,0.0019993336139169215,-0.0012517536475870048
146,-0.012187874673174375,0.009306579617707266,0.029621054614508025,-0.012187874673174375,0.0026226526340796374,-0.014810527307254013,-0.007078993055555544,-0.0020459054834054656,-0.0050330875721500785
147,-0.020172313344214224,0.02313756864109869,0.04292045704288605,-0.020172313344214224,0.0012879151772288017,-0.021460228521443026,-0.01091656144781144,0.0007766203703703333,-0.011693181818181774
148,-0.00918290624880642,-0.004873757708489525,0.022142446438548555,-0.00918290624880642,0.0018883169704678581,-0.011071223219274277,0.0033034511784511195,0.006256734006733993,-0.002953282828282873
149,0.0037444975930101022,0.01607208834993045,-0.001044742424660212,0.0037444975930101022,0.0032221263806799963,0.000522371212330106,-0.0020351239669421637,0.009158692185007948,-0.011193816151950111
150,0.009729537666200718,0.008333818742494281,-0.008160878895917184,0.009729537666200718,0.005649098218242126,0.004080439447958592,0.0017527548209366089,0.007930871212121174,-0.006178116391184565
151,-0.011338844695989532,-0.0031296385381331194,0.027282813488308195,-0.011338844695989532,0.0023025620481645654,-0.013641406744154098,-0.0042420811374615916,0.0030266955266954427,-0.007268776664157034
