setting_id,fold,seed,method,lambda,subject_id,BA_ERM,BA_method,DeltaG_BA,F1_ERM,F1_method,DeltaG_F1,CE_ERM,CE_method,DeltaG_CE
S6,1,0,DANN,0.1,34,0.9075757575757576,0.896969696969697,-0.010606060606060619,0.8307483355020088,0.8329925602652876,0.0022442247632787904,0.27776026282688054,0.2770637115190007,0.0006965513078798224
S6,1,0,DANN,0.1,40,0.6824242424242424,0.7933333333333333,0.11090909090909096,0.688260545439715,0.785667893483438,0.09740734804372297,0.43648435897411747,0.3223231969980537,0.1141611619760638
S6,1,0,DANN,0.1,43,0.9184848484848485,0.9009090909090909,-0.017575757575757578,0.8188134658335668,0.794093105450346,-0.024720360383220896,0.3169184513129273,0.3918418182786214,-0.07492336696569413
S6,1,0,DANN,0.1,44,0.8833333333333333,0.8936363636363636,0.010303030303030258,0.8182396365877267,0.80182062965353,-0.016419006934196734,0.30685237273798466,0.3722165177977514,-0.06536414505976673
S6,1,0,DANN,0.1,48,0.7721212121212121,0.8042424242424242,0.032121212121212106,0.7338386004442425,0.7388384473682642,0.004999846924021667,0.44244833227250324,0.4807940654025034,-0.03834573313000017
S6,1,0,DANN,0.1,50,0.543030303030303,0.5772727272727273,0.034242424242424296,0.5379889205976163,0.5632656711079317,0.025276750510315416,0.742521349379718,0.7847212331680711,-0.04219988378835304
S6,1,1,DANN,0.1,2,0.983030303030303,0.9760606060606061,-0.006969696969696959,0.9617370467254256,0.9401886749906718,-0.02154837173475377,0.06635416117241326,0.1033092217561284,-0.036955060583715144
S6,1,1,DANN,0.1,14,0.7896969696969698,0.8121212121212121,0.022424242424242347,0.7238636363636364,0.7424386436639225,0.01857500730028616,0.4673398593918488,0.4528686651563152,0.014471194235533613
S6,1,1,DANN,0.1,34,0.8703030303030304,0.8821212121212121,0.011818181818181728,0.7892679811795731,0.8179129485289581,0.028644967349385042,0.34029154643591547,0.32934022398650853,0.010951322449406942
S6,1,1,DANN,0.1,40,0.6657575757575758,0.7493939393939394,0.08363636363636362,0.6745806690581106,0.7460985201541153,0.07151785109600461,0.49721865691098327,0.3881362216427687,0.1090824352682146
S6,1,1,DANN,0.1,43,0.9248484848484848,0.9054545454545455,-0.019393939393939297,0.8248496546443554,0.8004471414883423,-0.02440251315601316,0.3046524617276124,0.3736123881070126,-0.06895992637940018
S6,1,1,DANN,0.1,44,0.883939393939394,0.8681818181818182,-0.01575757575757586,0.811190365382241,0.7910450766716226,-0.02014528871061838,0.3224140871672682,0.34072662077340804,-0.018312533606139825
S6,1,1,DANN,0.1,48,0.8093939393939394,0.7796969696969697,-0.029696969696969777,0.7546961760963277,0.7029998946808138,-0.051696281415513856,0.4350548424549943,0.527426919867225,-0.09237207741223069
S6,1,1,DANN,0.1,50,0.5790909090909091,0.64,0.06090909090909091,0.5746249632316893,0.6002614379084967,0.025636474676807408,0.6666869630063736,0.7571219779776046,-0.09043501497123096
S6,1,2,DANN,0.1,2,0.9821212121212122,0.97,-0.0121212121212122,0.9592656613377024,0.9221076405323514,-0.03715802080535102,0.06887525776720824,0.12364316653156901,-0.05476790876436077
S6,1,2,DANN,0.1,14,0.7818181818181817,0.7906060606060605,0.008787878787878789,0.7108991790161204,0.7191090934884381,0.00820991447231767,0.5224787353483412,0.4890518037535015,0.033426931594839726
S6,1,2,DANN,0.1,34,0.9045454545454545,0.8857575757575757,-0.018787878787878798,0.8205793414530187,0.8007298535463591,-0.019849487906659635,0.31129456972704483,0.33175933656191514,-0.020464766834870307
S6,1,2,DANN,0.1,40,0.6490909090909092,0.7415151515151515,0.0924242424242423,0.6683165500369801,0.7394773612282836,0.07116081119130346,0.4997845123834325,0.42775916133901015,0.07202535104442237
S6,1,2,DANN,0.1,43,0.9287878787878787,0.9148484848484848,-0.013939393939393918,0.8431614872066129,0.8179617339531855,-0.02519975325342738,0.2815616897937687,0.34466806653043264,-0.06310637673666392
S6,1,2,DANN,0.1,44,0.863030303030303,0.876060606060606,0.013030303030302948,0.8007789280760849,0.810055405322625,0.009276477246540127,0.3514759588865822,0.32055635919250053,0.030919599694081645
S6,1,2,DANN,0.1,48,0.8006060606060605,0.7790909090909091,-0.021515151515151487,0.7580641296969213,0.7265518749203792,-0.03151225477654207,0.43035334311256856,0.5024089357334282,-0.07205559262085959
S6,1,2,DANN,0.1,50,0.5809090909090909,0.6009090909090908,0.019999999999999907,0.5698425849212925,0.5907648539227487,0.020922269001456217,0.7594706532175786,0.7421190242598988,0.01735162895767972
S6,2,0,DANN,0.1,9,0.8190909090909091,0.8218181818181818,0.0027272727272726893,0.7546232731587423,0.7542527993109388,-0.0003704738478035319,0.4067856303938208,0.4313177343553596,-0.024532103961538765
S6,2,0,DANN,0.1,10,0.8275757575757576,0.8336363636363637,0.0060606060606061,0.7681579827325877,0.7794420270227488,0.011284044290161055,0.42366222258822794,0.43562565332427716,-0.011963430736049219
S6,2,0,DANN,0.1,16,0.8251515151515152,0.8418181818181818,0.016666666666666607,0.767336942262653,0.7797539319791768,0.012416989716523719,0.37191980756964665,0.3762896663579188,-0.0043698587882721185
S6,2,0,DANN,0.1,21,0.8181818181818181,0.8160606060606062,-0.0021212121212119683,0.7727272727272727,0.7669006112746208,-0.005826661452651871,0.3722066062605476,0.3903842728884324,-0.018177666627884836
S6,2,0,DANN,0.1,22,0.9042424242424243,0.9112121212121211,0.006969696969696848,0.817942105114854,0.831617316618785,0.013675211503931028,0.320286186809142,0.32619328361782485,-0.0059070968086828435
S6,2,0,DANN,0.1,31,0.9412121212121212,0.9384848484848485,-0.0027272727272726893,0.8738220480196874,0.8702866317871893,-0.00353541623249809,0.19358980395680794,0.20829605551766212,-0.014706251560854172
S6,2,0,DANN,0.1,45,0.8245454545454545,0.843030303030303,0.01848484848484855,0.7680382775119616,0.7839217604517535,0.015883482939791915,0.3613579360389861,0.3490657356605373,0.012292200378448803
S6,2,0,DANN,0.1,53,0.8233333333333334,0.7906060606060605,-0.03272727272727283,0.750039657842076,0.7301782931564005,-0.019861364685675564,0.46498244158297775,0.5419409073989367,-0.076958465815959
S6,2,1,DANN,0.1,9,0.8048484848484848,0.813939393939394,0.00909090909090915,0.7365849764744663,0.7684306334145383,0.03184565694007202,0.42444627253721845,0.3684284351806365,0.056017837356581945
S6,2,1,DANN,0.1,10,0.8081818181818181,0.8245454545454546,0.01636363636363647,0.7613382132732944,0.762637904637295,0.0012996913640005436,0.4376174529671177,0.4745404624247762,-0.03692300945765853
S6,2,1,DANN,0.1,16,0.8281818181818181,0.8245454545454545,-0.0036363636363636598,0.7862437636235939,0.7909205087973643,0.004676745173770369,0.33648450933384355,0.3322389074754403,0.004245601858403225
S6,2,1,DANN,0.1,21,0.806060606060606,0.8081818181818181,0.0021212121212120794,0.7664562392248169,0.7613382132732944,-0.0051180259515224424,0.40999276594097167,0.38445157933400975,0.02554118660696192
S6,2,1,DANN,0.1,22,0.907878787878788,0.9033333333333333,-0.00454545454545463,0.8378481112410785,0.8182283789856157,-0.019619732255462763,0.27492473031636383,0.3089720994990007,-0.034047369182636844
S6,2,1,DANN,0.1,31,0.9348484848484848,0.9445454545454546,0.00969696969696976,0.8671797247641281,0.8861790382743787,0.018999313510250637,0.21658202385429726,0.17458675191748374,0.041995271936813516
S6,2,1,DANN,0.1,45,0.8412121212121212,0.8548484848484849,0.013636363636363669,0.7786238964889818,0.7929054944613856,0.014281597972403803,0.34320727457259753,0.31720779235728186,0.025999482215315672
S6,2,1,DANN,0.1,53,0.806969696969697,0.7848484848484849,-0.022121212121212097,0.752080348312663,0.7432258043984337,-0.008854543914229351,0.43894983318724173,0.4630525005484574,-0.02410266736121569
S6,2,2,DANN,0.1,9,0.8175757575757576,0.8348484848484848,0.017272727272727217,0.7734459515686112,0.7798433583348776,0.0063974067662664336,0.3327695005549757,0.33920130395694154,-0.006431803401965863
S6,2,2,DANN,0.1,10,0.8154545454545454,0.8136363636363637,-0.0018181818181817189,0.7603827751196173,0.755335888086655,-0.0050468870329622995,0.42555901623037756,0.45625593901788086,-0.0306969227875033
S6,2,2,DANN,0.1,16,0.7993939393939393,0.8218181818181818,0.022424242424242458,0.7761567022086824,0.7816026511335932,0.005445948924910793,0.32054450834624126,0.32746006975862324,-0.006915561412381976
S6,2,2,DANN,0.1,21,0.8066666666666666,0.8296969696969697,0.023030303030303068,0.7809183220123959,0.7757770485043212,-0.005141273508074695,0.35369010229280223,0.36733518297550477,-0.013645080682702537
S6,2,2,DANN,0.1,22,0.916060606060606,0.9118181818181819,-0.004242424242424159,0.8668638510700812,0.8437538265618495,-0.02311002450823174,0.19947867160825294,0.2700320573889089,-0.07055338578065595
S6,2,2,DANN,0.1,31,0.9484848484848485,0.9475757575757575,-0.0009090909090909705,0.9085949303340608,0.8905326434756431,-0.01806228685841771,0.1389843424046723,0.1741794717749503,-0.035195129370277994
S6,2,2,DANN,0.1,45,0.8363636363636364,0.8378787878787879,0.0015151515151514694,0.8132716049382716,0.8036398129594736,-0.009631791978797932,0.2742605616300664,0.30309208551561906,-0.028831523885552657
S6,2,2,DANN,0.1,53,0.7966666666666666,0.8163636363636364,0.01969696969696977,0.7578933647672981,0.7549843534347285,-0.0029090113325696,0.4157244303558026,0.42457087971577817,-0.008846449359975583
S6,3,0,DANN,0.1,1,0.7545454545454545,0.7387878787878788,-0.015757575757575748,0.7053571428571428,0.6927341417211597,-0.012623001135983136,0.4828429560929017,0.5142101369401461,-0.03136718084724438
S6,3,0,DANN,0.1,5,0.6254545454545455,0.6430303030303031,0.017575757575757578,0.5821250838915552,0.5901613415652236,0.008036257673668445,0.6654007294318632,0.6474613284426924,0.017939400989170795
S6,3,0,DANN,0.1,6,0.8763636363636365,0.8806060606060606,0.004242424242424159,0.8168606701940035,0.8254705893563901,0.008609919162386515,0.3131476198358085,0.28562783088882887,0.02751978894697965
S6,3,0,DANN,0.1,7,0.8242424242424242,0.8460606060606061,0.021818181818181848,0.7943508465689124,0.8057715919699305,0.011420745401018118,0.2914001556734495,0.30253428573899116,-0.011134130065541648
S6,3,0,DANN,0.1,20,0.8718181818181818,0.8784848484848484,0.006666666666666599,0.8098876608905262,0.8169223716679509,0.00703471077742468,0.32860958179638194,0.3180699342175052,0.010539647578876765
S6,3,0,DANN,0.1,23,0.576060606060606,0.5936363636363636,0.017575757575757578,0.5781364931444464,0.596664943012577,0.018528449868130625,0.5925203028682315,0.6002126526735426,-0.007692349805311083
S6,3,0,DANN,0.1,26,0.9384848484848485,0.9372727272727273,-0.00121212121212122,0.89544452293705,0.8925905358919793,-0.0028539870450706717,0.17350364669650048,0.17964187884024646,-0.006138232143745981
S6,3,0,DANN,0.1,35,0.7984848484848485,0.8363636363636364,0.037878787878787956,0.772437841817904,0.7984961073111639,0.026058265493259958,0.3264100667518664,0.3079701819552428,0.018439884796623618
S6,3,1,DANN,0.1,1,0.7684848484848485,0.7218181818181819,-0.046666666666666634,0.6984530416904331,0.6863117870722433,-0.012141254618189823,0.5149242493526388,0.5152113057305824,-0.0002870563779435731
S6,3,1,DANN,0.1,5,0.6154545454545455,0.657878787878788,0.042424242424242475,0.5730788706435898,0.5842003779996563,0.01112150735606654,0.7179782080303868,0.7545800216271631,-0.03660181359677628
S6,3,1,DANN,0.1,6,0.8696969696969696,0.8521212121212121,-0.017575757575757578,0.8118591998793787,0.7746338132059323,-0.03722538667344644,0.3160359798615101,0.4157999517797072,-0.09976397191819708
S6,3,1,DANN,0.1,7,0.8221212121212121,0.8181818181818181,-0.00393939393939402,0.8024371185658052,0.7745999220767976,-0.02783719648900762,0.2875327447895118,0.34214690632599953,-0.05461416153648774
S6,3,1,DANN,0.1,20,0.8793939393939394,0.8663636363636364,-0.013030303030302948,0.8187448751572661,0.7876696088351884,-0.031075266322077688,0.33289726132288944,0.3845083197395567,-0.051611058416667244
S6,3,1,DANN,0.1,23,0.5866666666666667,0.5457575757575758,-0.040909090909090895,0.5858222801056454,0.5495053327867263,-0.0363169473189191,0.6735762854793435,0.6385773253594474,0.034998960119896005
S6,3,1,DANN,0.1,26,0.9448484848484848,0.9342424242424242,-0.010606060606060619,0.8945835435655827,0.8830015660918896,-0.01158197747369305,0.17279516567068537,0.20169997704517842,-0.02890481137449305
S6,3,1,DANN,0.1,35,0.7745454545454545,0.7963636363636364,0.021818181818181848,0.7629310344827587,0.8007246376811594,0.03779360319840075,0.3768718744572549,0.27937404631040474,0.09749782814685015
S6,3,2,DANN,0.1,1,0.763030303030303,0.7303030303030302,-0.032727272727272716,0.7073818454613654,0.6739011089558248,-0.03348073650554062,0.44804391980717223,0.5284917666877114,-0.08044784688053913
S6,3,2,DANN,0.1,5,0.6345454545454545,0.6293939393939394,-0.005151515151515129,0.5444565217391304,0.5853044075442847,0.040847885805154305,0.7007241058426306,0.623846182302522,0.07687792354010858
S6,3,2,DANN,0.1,6,0.863030303030303,0.8703030303030304,0.0072727272727273196,0.7871765512031781,0.791171507344203,0.0039949561410249634,0.3335525683928185,0.3513349341144801,-0.017782365721661586
S6,3,2,DANN,0.1,7,0.8236363636363636,0.8315151515151515,0.00787878787878793,0.7774621212121212,0.7928230314345925,0.015360910222471325,0.3133367498909493,0.3083196462165826,0.005017103674366696
S6,3,2,DANN,0.1,20,0.8660606060606061,0.8690909090909091,0.00303030303030305,0.7967226180119122,0.7966175430964164,-0.00010507491549582859,0.317981461439526,0.344352279227087,-0.026370817787561007
S6,3,2,DANN,0.1,23,0.563939393939394,0.5857575757575758,0.021818181818181848,0.5686233460263814,0.5906929737924065,0.022069627766025057,0.551775679582391,0.532753836705399,0.019021842876992046
S6,3,2,DANN,0.1,26,0.9309090909090909,0.9251515151515152,-0.005757575757575739,0.8804628759398496,0.8628069965660176,-0.017655879373832062,0.18836874456311328,0.23221815128237336,-0.043849406719260076
S6,3,2,DANN,0.1,35,0.8148484848484848,0.8515151515151516,0.036666666666666736,0.7955951140139716,0.8064466092205675,0.010851495206595896,0.2741160388640394,0.2753390185593335,-0.001222979695294113
S6,4,0,DANN,0.1,3,0.9284848484848485,0.9281818181818182,-0.00030303030303024947,0.8403824134023835,0.8507776159537803,0.01039520255139681,0.2511676853946851,0.24080953050958023,0.010358154885104859
S6,4,0,DANN,0.1,8,0.8075757575757576,0.813939393939394,0.006363636363636349,0.7234807972775887,0.7506827459431094,0.027201948665520614,0.47796298841531293,0.46267571887267345,0.015287269542639481
S6,4,0,DANN,0.1,11,0.9366666666666666,0.95,0.013333333333333308,0.8593745141164877,0.9122923588039866,0.05291784468749894,0.22757843230044342,0.13978885296163732,0.0877895793388061
S6,4,0,DANN,0.1,27,0.9381818181818182,0.9512121212121212,0.013030303030302948,0.8672541535698248,0.8989396214257802,0.031685467855955385,0.23822945203279122,0.17801421261228698,0.060215239420504246
S6,4,0,DANN,0.1,28,0.9087878787878788,0.9248484848484848,0.016060606060605997,0.8397134347967716,0.8843865060868086,0.04467307129003695,0.25809289217833614,0.17421577297267754,0.0838771192056586
S6,4,0,DANN,0.1,30,0.9130303030303031,0.9145454545454546,0.0015151515151514694,0.8577982847685441,0.8683724571951958,0.010574172426651707,0.23786710886550497,0.20702145082751738,0.030845658037987583
S6,4,0,DANN,0.1,38,0.6912121212121212,0.6545454545454545,-0.036666666666666625,0.660246202177375,0.6446046070923749,-0.01564159508500007,0.6084111642930965,0.5578754189609276,0.05053574533216887
S6,4,0,DANN,0.1,52,0.886969696969697,0.8766666666666667,-0.010303030303030258,0.8030099219947104,0.8260213651637494,0.023011443169038914,0.3511684910390762,0.2889426128601918,0.06222587817888442
S6,4,1,DANN,0.1,3,0.9215151515151515,0.9357575757575758,0.014242424242424279,0.8287443719909267,0.8715506329113925,0.0428062609204658,0.2766296539092516,0.20204704910601645,0.07458260480323514
S6,4,1,DANN,0.1,8,0.8121212121212121,0.793939393939394,-0.018181818181818188,0.7309782608695652,0.7106954997077732,-0.02028276116179195,0.43970525016712997,0.5183100361306336,-0.07860478596350368
S6,4,1,DANN,0.1,11,0.9563636363636363,0.9509090909090909,-0.005454545454545379,0.9167310108855279,0.8904746100232327,-0.026256400862295193,0.1315870828615864,0.15451586128852918,-0.02292877842694277
S6,4,1,DANN,0.1,27,0.9481818181818182,0.9436363636363636,-0.00454545454545463,0.8945060415606664,0.8742857142857143,-0.020220327274952044,0.1928404699149705,0.21064498167907575,-0.017804511764105246
S6,4,1,DANN,0.1,28,0.9236363636363636,0.9184848484848485,-0.005151515151515129,0.8666647426369789,0.8486449403384166,-0.01801980229856226,0.20261204117287437,0.23538928274436186,-0.03277724157148748
S6,4,1,DANN,0.1,30,0.9093939393939394,0.9115151515151515,0.0021212121212120794,0.8617494021104674,0.8499002651698808,-0.011849136940586535,0.23183177036725253,0.21822702548995868,0.01360474487729385
S6,4,1,DANN,0.1,38,0.6572727272727272,0.6475757575757576,-0.009696969696969648,0.6433222591362127,0.633031284423974,-0.01029097471223861,0.5802537477908475,0.5972939751292328,-0.017040227338385283
S6,4,1,DANN,0.1,52,0.8930303030303031,0.8809090909090909,-0.0121212121212122,0.8358450576002088,0.7974816473974032,-0.03836341020280554,0.27017809677490356,0.34485836147404386,-0.0746802646991403
S6,4,2,DANN,0.1,3,0.9212121212121211,0.9345454545454546,0.01333333333333342,0.838764889591951,0.8572197903865008,0.01845490079454981,0.2553564868683694,0.21205632895130994,0.04330015791705949
S6,4,2,DANN,0.1,8,0.7906060606060606,0.8075757575757576,0.016969696969696968,0.714478836388723,0.7497134830795575,0.03523464669083454,0.46697638499694366,0.41737408094382716,0.0496023040531165
S6,4,2,DANN,0.1,11,0.9478787878787879,0.9463636363636363,-0.0015151515151515804,0.9071261887730573,0.8954984810825739,-0.01162770769048338,0.14257846012395692,0.15391145177802765,-0.011332991654070729
S6,4,2,DANN,0.1,27,0.946969696969697,0.9475757575757575,0.0006060606060604989,0.8816220370369637,0.8829708783848378,0.0013488413478740524,0.1927684047464766,0.1983917434537766,-0.005623338707300002
S6,4,2,DANN,0.1,28,0.9175757575757575,0.9130303030303031,-0.004545454545454408,0.8752453971454343,0.8508207462433992,-0.02442465090203505,0.1766511785725924,0.2209484242008889,-0.04429724562829648
S6,4,2,DANN,0.1,30,0.899090909090909,0.9087878787878788,0.00969696969696976,0.860581448108025,0.860408765061358,-0.0001726830466669549,0.21340044099364394,0.2224549568222928,-0.009054515828648857
S6,4,2,DANN,0.1,38,0.6972727272727273,0.6754545454545455,-0.021818181818181737,0.673534014544785,0.6517454575890014,-0.021788556955783633,0.48438346655843956,0.5688487778483402,-0.08446531128990065
S6,4,2,DANN,0.1,52,0.8887878787878788,0.8930303030303031,0.00424242424242427,0.8228411647753792,0.8187126615821516,-0.004128503193227551,0.27460672011489695,0.2918887145064348,-0.017281994391537825
