setting_id,rows,beta_z_SI,beta_R_unsafe,beta_zSI_x_Runsafe,interaction_CI_lower,interaction_CI_upper,hypothesis_direction
S4,15,-0.011330339410449029,0.008346035645161055,0.030150816375306345,-0.029558972154448093,0.11547183172368625,False
S6,15,-0.001485536514545624,0.0010618614218874949,0.004453376127736164,-0.036860305920318866,0.029570001645477236,False
