subject,session,bdf_path,bdf_bytes,manifest_checksum_algorithm,manifest_checksum,sampling_rate_hz,recording_duration_seconds,eeg_channel_count,total_channel_count,channel_names_hash,pz_present,all_channels_good,event_count,left_hand_trials,right_hand_trials,event_labels,malformed_events,manifest_size_match,bdf_header_open,bdf_sfreq,bdf_channels,bdf_samples,bdf_duration_seconds,bdf_channel_names_hash
sub-17,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-17\ses-1\eeg\sub-17_ses-1_task-imagery_run-0_eeg.bdf,448798017,sha256,f5cc1fcacdab6f0728c1fc7ea3cac83a4f2b6674def75503253ad3ac16102831,1000.0,2336.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2337000,2337.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-17,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-17\ses-2\eeg\sub-17_ses-2_task-imagery_run-0_eeg.bdf,446301588,sha256,0be59ead0d44547c82e9faff7dd5938126b9d5dc8ddebc1c352d0e472010e6f7,1000.0,2323.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2324000,2324.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-18,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-18\ses-0\eeg\sub-18_ses-0_task-imagery_run-0_eeg.bdf,451678512,sha256,619a49970810e3c2a62e070b045834a50ec5fdddc8bfcbe54a1c415e3da48b77,1000.0,2351.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2352000,2352.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-18,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-18\ses-1\eeg\sub-18_ses-1_task-imagery_run-0_eeg.bdf,426906255,sha256,240170a2543b55d66dcd933300254fd7dcaeb4111a5f6ebbad63da59a48339fa,1000.0,2222.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2223000,2223.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-18,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-18\ses-2\eeg\sub-18_ses-2_task-imagery_run-0_eeg.bdf,427482354,sha256,8fb9ae352833cc7490ece1fe84b6f60cfb60ab8af6208c4c28363d4976a6301f,1000.0,2225.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2226000,2226.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-19,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-19\ses-0\eeg\sub-19_ses-0_task-imagery_run-0_eeg.bdf,428442519,sha256,4d0fcdcc88c984e51f391448fe993b376dff714db1eff901c06655b076c561e9,1000.0,2230.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2231000,2231.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-19,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-19\ses-1\eeg\sub-19_ses-1_task-imagery_run-0_eeg.bdf,428634552,sha256,4f83aad5b8492d9b3da5bb30af0a24b3dc9b3dcedfabb6ee7d97b8f0ae8c989c,1000.0,2231.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2232000,2232.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-19,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-19\ses-2\eeg\sub-19_ses-2_task-imagery_run-0_eeg.bdf,430554882,sha256,ecb9cdc7be13fb1de95d6de6e3c1acccc14ac968ab264ee425e15ffbae37073f,1000.0,2241.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2242000,2242.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-20,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-20\ses-0\eeg\sub-20_ses-0_task-imagery_run-0_eeg.bdf,452062578,sha256,c1f7f92f029e94f090492cbef4748a93ae5e91c3e138770598c847e622ae8af8,1000.0,2353.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2354000,2354.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-20,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-20\ses-1\eeg\sub-20_ses-1_task-imagery_run-0_eeg.bdf,468961482,sha256,2761f735d4e5aadfd384e8a98950851fe0c94726f2f2d65a8599ef396efad9c9,1000.0,2441.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2442000,2442.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-20,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-20\ses-2\eeg\sub-20_ses-2_task-imagery_run-0_eeg.bdf,423257628,sha256,4f3a1ab9c23ec663c3ef2fce8898d8b4a8a35988d8712686a7a95b4ac480bdb3,1000.0,2203.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2204000,2204.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-21,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-21\ses-0\eeg\sub-21_ses-0_task-imagery_run-0_eeg.bdf,432091146,sha256,20595896acee76530ce1a0813c03510aaeea7be88a4747b26b1dbe8380bca5c6,1000.0,2249.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2250000,2250.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-21,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-21\ses-1\eeg\sub-21_ses-1_task-imagery_run-0_eeg.bdf,434971641,sha256,052296ba2e469ec4adca0cb907b3adf810c0657d3066e108de4403766e075d69,1000.0,2264.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2265000,2265.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-21,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-21\ses-2\eeg\sub-21_ses-2_task-imagery_run-0_eeg.bdf,430938948,sha256,b8ba6dbd90898530f01b8d3af10def86107ff0caa416eb845592ea67005189d4,1000.0,2243.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2244000,2244.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-22,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-22\ses-0\eeg\sub-22_ses-0_task-imagery_run-0_eeg.bdf,423641694,sha256,24b150fd901eedfeddceb927e191c8c16bd7ac8e5b47e831d14ae88de76efb53,1000.0,2205.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2206000,2206.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-22,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-22\ses-1\eeg\sub-22_ses-1_task-imagery_run-0_eeg.bdf,417304605,sha256,51766f410f72c64c9128c577752a8c6a86db01d3f4be39b91918dc984d9c9a1f,1000.0,2172.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2173000,2173.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-22,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-22\ses-2\eeg\sub-22_ses-2_task-imagery_run-0_eeg.bdf,421721364,sha256,43bf292eb3abba7cc699569ace1ad86dd4366c21b93bb24b86aa246ece14d78a,1000.0,2195.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2196000,2196.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-23,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-23\ses-0\eeg\sub-23_ses-0_task-imagery_run-0_eeg.bdf,421721364,sha256,600d931c53cb55cc41f3344751dfe75032b565bee1862f0a3238dd88d8ca28ed,1000.0,2195.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,199,99,100,left_hand|right_hand,0,True,True,1000.0,64,2196000,2196.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-23,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-23\ses-1\eeg\sub-23_ses-1_task-imagery_run-0_eeg.bdf,450718347,sha256,a9b64ac9cec857b89228015459116b4d2621bb15267ade280ce07282fecda4fe,1000.0,2346.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2347000,2347.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-23,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-23\ses-2\eeg\sub-23_ses-2_task-imagery_run-0_eeg.bdf,460127964,sha256,bda4e8643924e06157b4f91317a5801eb2b646ce9dd2078e8962e0ecb1e5838f,1000.0,2395.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2396000,2396.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-24,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-24\ses-0\eeg\sub-24_ses-0_task-imagery_run-0_eeg.bdf,472994175,sha256,07cc4e8af086d7e05ceb3d94b6a262caa4fe35fea9fa2581e0081a3fd031e6da,1000.0,2462.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2463000,2463.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-24,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-24\ses-1\eeg\sub-24_ses-1_task-imagery_run-0_eeg.bdf,431323014,sha256,a26426fab8c336d13a6450edf57c5fb0007de2ee4730f796facdd6b6bd904d23,1000.0,2245.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,199,99,100,left_hand|right_hand,0,True,True,1000.0,64,2246000,2246.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-24,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-24\ses-2\eeg\sub-24_ses-2_task-imagery_run-0_eeg.bdf,429018618,sha256,8837a9fbdf806b2a49cef36a24982abbc7851c8d45d6bfa7d79ba139094ecd14,1000.0,2233.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,195,99,96,left_hand|right_hand,0,True,True,1000.0,64,2234000,2234.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-25,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-25\ses-0\eeg\sub-25_ses-0_task-imagery_run-0_eeg.bdf,418072737,sha256,11c9a21f1dde44eb64e8a5a914aacb3afc060607485b580d55aa6c842f9109d4,1000.0,2176.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2177000,2177.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-25,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-25\ses-1\eeg\sub-25_ses-1_task-imagery_run-0_eeg.bdf,437852136,sha256,dc4cc9eae424efb1c0a0fa723e015c81c8ef0a3cecb36b29d295ef3be8ceb127,1000.0,2279.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2280000,2280.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-25,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-25\ses-2\eeg\sub-25_ses-2_task-imagery_run-0_eeg.bdf,457247469,sha256,d168ccda86caac2bd72c8f0005812d94dbd8c49ab1c6f0e19193fa62446c453b,1000.0,2380.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2381000,2381.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-26,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-26\ses-0\eeg\sub-26_ses-0_task-imagery_run-0_eeg.bdf,423065595,sha256,e6c0b3d0c646ddfd88cd570a56f6942fbc18d0b4f9f9cc454952252cf0346ccb,1000.0,2202.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,199,99,100,left_hand|right_hand,0,True,True,1000.0,64,2203000,2203.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-26,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-26\ses-1\eeg\sub-26_ses-1_task-imagery_run-0_eeg.bdf,429594717,sha256,2f7cd5fc79bb83e8db4af44f9624754ebaf57e2e0e5ffa4fcc3cf7a6c5615806,1000.0,2236.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2237000,2237.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-26,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-26\ses-2\eeg\sub-26_ses-2_task-imagery_run-0_eeg.bdf,434971641,sha256,f8a000f20274a598c582c3a03b91214bd3eb4404d0af0b4c1198315cd6d9015e,1000.0,2264.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2265000,2265.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-27,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-27\ses-0\eeg\sub-27_ses-0_task-imagery_run-0_eeg.bdf,438044169,sha256,a3d6367833cf594366e87ab6680188e744d7a29f5a6782fc8119ef0d05db3b04,1000.0,2280.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2281000,2281.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-27,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-27\ses-1\eeg\sub-27_ses-1_task-imagery_run-0_eeg.bdf,465504888,sha256,89aaa8eff65c9ff62178bf36877c951c7d35887fd74e6f22c9de96b2405a4add,1000.0,2423.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2424000,2424.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-27,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-27\ses-2\eeg\sub-27_ses-2_task-imagery_run-0_eeg.bdf,446877687,sha256,9032d63a8ffbfc99d84c14cc2366892fc6ed96e7c9deb54babeec1625071f902,1000.0,2326.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2327000,2327.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-28,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-28\ses-0\eeg\sub-28_ses-0_task-imagery_run-0_eeg.bdf,454751040,sha256,2d72337eb6e372dc4b300f2e6fdce2283b5508019e5eaf8258390f18acb016e3,1000.0,2367.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2368000,2368.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-28,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-28\ses-1\eeg\sub-28_ses-1_task-imagery_run-0_eeg.bdf,441884829,sha256,af18b52ad05d9b8324aaf46ea48e95713682fad2220ba1a07564a4b679f19245,1000.0,2300.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2301000,2301.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-28,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-28\ses-2\eeg\sub-28_ses-2_task-imagery_run-0_eeg.bdf,442268895,sha256,b5951b0ce431b17e5ce674f2d784f35f74d1d28940ef08168bccf2177e73aa7c,1000.0,2302.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2303000,2303.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-29,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-29\ses-0\eeg\sub-29_ses-0_task-imagery_run-0_eeg.bdf,437084004,sha256,ab14194b7377e52563b75cdc9e57415d2cab39c88782d2265cdd697db75d8e54,1000.0,2275.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2276000,2276.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-29,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-29\ses-1\eeg\sub-29_ses-1_task-imagery_run-0_eeg.bdf,427290321,sha256,466fb81fcb308b37c64b0f7128c988641afdc2e0cd2d6040561ffa9c5d73f8b7,1000.0,2224.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2225000,2225.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-29,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-29\ses-2\eeg\sub-29_ses-2_task-imagery_run-0_eeg.bdf,424985925,sha256,3b32b8e5f9e0a3c53630cbafc6d30a7f96fbde5007f6089c1a705129855efee6,1000.0,2212.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2213000,2213.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-30,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-30\ses-0\eeg\sub-30_ses-0_task-imagery_run-0_eeg.bdf,419801034,sha256,5ceb1ba94e10e8ccdbded2cddd3f0e218b0a29d6ef2d7276bbac6478612ed92b,1000.0,2185.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2186000,2186.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-30,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-30\ses-1\eeg\sub-30_ses-1_task-imagery_run-0_eeg.bdf,422297463,sha256,90680d7728a57e8b5f004fbab9899eda96b57952edd669be7d37d258c3aa22c1,1000.0,2198.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2199000,2199.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-30,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-30\ses-2\eeg\sub-30_ses-2_task-imagery_run-0_eeg.bdf,439388400,sha256,3473ec5dd2714040fa84db46fbe25afec8aa921fe89b62b8d9a60048db4bd307,1000.0,2287.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2288000,2288.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-31,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-31\ses-0\eeg\sub-31_ses-0_task-imagery_run-0_eeg.bdf,464736756,sha256,e4c8e7bb98882e8751657ffdef12536952888a748f82ecfb460f5442a67a02fe,1000.0,2419.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2420000,2420.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-31,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-31\ses-1\eeg\sub-31_ses-1_task-imagery_run-0_eeg.bdf,419993067,sha256,0cadc3c86606644f06c1ad6cd75049d953f1eaa71ac2a5f03643c9feca00a5f5,1000.0,2186.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2187000,2187.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-31,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-31\ses-2\eeg\sub-31_ses-2_task-imagery_run-0_eeg.bdf,425754057,sha256,054a671907a07f42ec77c84f3291bc4f34ea86846275e1414cddaee9103f051e,1000.0,2216.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2217000,2217.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-32,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-32\ses-0\eeg\sub-32_ses-0_task-imagery_run-0_eeg.bdf,428826585,sha256,3af9cfed47bb3aee0af25eea5b0f73c8b243643c89964aa97ddb8c25a826ac26,1000.0,2232.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2233000,2233.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-32,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-32\ses-1\eeg\sub-32_ses-1_task-imagery_run-0_eeg.bdf,433051311,sha256,c24a1f7de50b419ba161ccd5366edaf8a1ac57e5c2f315e86a6e55d7daf148bb,1000.0,2254.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,199,99,100,left_hand|right_hand,0,True,True,1000.0,64,2255000,2255.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-32,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-32\ses-2\eeg\sub-32_ses-2_task-imagery_run-0_eeg.bdf,455711205,sha256,ca3e77693a9510a9bac466e5533f060a5d51321016a79115246c8512de202c8b,1000.0,2372.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2373000,2373.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-33,0,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-33\ses-0\eeg\sub-33_ses-0_task-imagery_run-0_eeg.bdf,423449661,sha256,faa7a59ad5ba3ed8c73331320ca0a67664a9387bddea57b4dfc778e9497c3596,1000.0,2204.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2205000,2205.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-33,1,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-33\ses-1\eeg\sub-33_ses-1_task-imagery_run-0_eeg.bdf,423641694,sha256,0222b8322238d4e3fb35822591f893b4b8c1c49f049697afb1ec55872fc6c52c,1000.0,2205.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2206000,2206.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
sub-33,2,D:\nips-temp\TotalP\P2\nm000348_v1.0.4_bids\sub-33\ses-2\eeg\sub-33_ses-2_task-imagery_run-0_eeg.bdf,436123839,sha256,733f0584158b33b448bc0a347ed7ad0c91d3b20a62dd68b9dcf1ee85282b1d94,1000.0,2270.999,59,64,ae5ed778c01dc82b3c7b29de69697b38ecaebe6f1addfa5227527c66cebe8ee2,True,True,200,100,100,left_hand|right_hand,0,True,True,1000.0,64,2271000,2271.0,fdbea354750717f606b5c226902df54db0f3bf587787faedfc802fc7e5bba9e6
