fold,seed,mi_protected_harm_BA,mi_nuisance_harm_BA,mi_harm_difference_BA,mi_separation,gate_b_direction,outer_test_used
0,0,0.0,0.0,0.0,False,False,False
0,1,0.0,0.0,0.0,False,False,False
1,0,0.04452595495309697,0.0,0.04452595495309697,True,True,False
1,1,0.08199999999999996,0.0,0.08199999999999996,True,True,False
2,0,0.0702366472483622,0.0,0.0702366472483622,True,True,False
2,1,0.07951908973732169,0.0,0.07951908973732169,True,True,False
