method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B1_STRONG_EEGNET,4,0,28,0.87,0.8693598633303186,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,0,28,0.87,0.8693598633303186,100,0.87,0.0,False,0.8590990999946371,130,False,False,False
A2_DUAL_CONTROL,4,0,28,0.86,0.859775641025641,100,0.8600000000000001,-1.1102230246251565e-16,False,0.9235850000404753,98,False,False,False
A6_PUD_ALL_ADAPT,4,0,28,0.85,0.84998499849985,100,0.8400000000000001,0.009999999999999898,False,1.0377182000083849,196,False,False,False
A7_IDENTITY_PROTECTED,4,0,28,0.85,0.8498648783905515,100,0.87,-0.020000000000000018,True,0.8185108999605291,98,False,False,False
A8_RANDOM_PROTECTED,4,0,28,0.85,0.8498648783905515,100,0.87,-0.020000000000000018,True,0.5767444000230171,98,False,False,False
A10_FULL_PUD_FREEZE,4,0,28,0.86,0.86,100,0.8400000000000001,0.019999999999999907,False,0.7661153000080958,98,False,False,False
A3_P_ONLY,4,0,28,0.89,0.8899889988998899,100,0.86,0.030000000000000027,False,0.7386458999826573,98,False,False,False
A4_P_PLUS_U,4,0,28,0.86,0.86,100,0.8400000000000001,0.019999999999999907,False,0.7493389999726787,98,False,False,False
A5_P_PLUS_D,4,0,28,0.86,0.8599439775910365,100,0.85,0.010000000000000009,False,0.7243843000032939,98,False,False,False
A9_PCA_PROTECTED,4,0,28,0.88,0.8799519807923168,100,0.8799999999999999,1.1102230246251565e-16,False,0.7188160999794491,98,False,False,False
B0_VANILLA_EEGNET,4,0,30,0.71,0.7092731829573935,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,0,30,0.71,0.7092731829573935,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,0,30,0.67,0.6643271284711627,100,0.71,-0.039999999999999925,True,0.7550266999751329,130,False,False,False
A2_DUAL_CONTROL,4,0,30,0.75,0.7479584635547938,100,0.7,0.050000000000000044,False,0.8785220999852754,98,False,False,False
A6_PUD_ALL_ADAPT,4,0,30,0.72,0.7189883580891208,100,0.72,0.0,False,1.0191647000028752,196,False,False,False
A7_IDENTITY_PROTECTED,4,0,30,0.7,0.6995192307692308,100,0.7,0.0,False,0.8767850000294857,98,False,False,False
A8_RANDOM_PROTECTED,4,0,30,0.74,0.7398959583833533,100,0.73,0.010000000000000009,False,0.7641290999599732,98,False,False,False
A10_FULL_PUD_FREEZE,4,0,30,0.72,0.7181964573268921,100,0.72,0.0,False,0.812863000028301,98,False,False,False
A3_P_ONLY,4,0,30,0.72,0.7181964573268921,100,0.72,0.0,False,0.9126014999928884,98,False,False,False
A4_P_PLUS_U,4,0,30,0.72,0.7181964573268921,100,0.72,0.0,False,0.9646142999990843,98,False,False,False
A5_P_PLUS_D,4,0,30,0.6799999999999999,0.6767676767676768,100,0.72,-0.040000000000000036,True,0.7995975000085309,98,False,False,False
A9_PCA_PROTECTED,4,0,30,0.72,0.7106242248863166,100,0.71,0.010000000000000009,False,0.8404481000034139,98,False,False,False
B0_VANILLA_EEGNET,4,0,38,0.6799999999999999,0.6692848284415047,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,0,38,0.6799999999999999,0.6692848284415047,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,0,38,0.69,0.6656239887822242,100,0.6799999999999999,0.010000000000000009,False,0.7442373000085354,130,False,False,False
A2_DUAL_CONTROL,4,0,38,0.79,0.7898108297467721,100,0.76,0.030000000000000027,False,0.9208653999958187,98,False,False,False
A6_PUD_ALL_ADAPT,4,0,38,0.73,0.7237851662404092,100,0.69,0.040000000000000036,False,0.9233537000254728,196,False,False,False
A7_IDENTITY_PROTECTED,4,0,38,0.72,0.7126436781609196,100,0.6799999999999999,0.040000000000000036,False,0.7895112000405788,98,False,False,False
A8_RANDOM_PROTECTED,4,0,38,0.72,0.7144022847817217,100,0.6499999999999999,0.07000000000000006,False,0.7681416000123136,98,False,False,False
A10_FULL_PUD_FREEZE,4,0,38,0.72,0.7106242248863166,100,0.69,0.030000000000000027,False,0.6713377000414766,98,False,False,False
A3_P_ONLY,4,0,38,0.75,0.7384663667747673,100,0.74,0.010000000000000009,False,0.8830161999794655,98,False,False,False
A4_P_PLUS_U,4,0,38,0.72,0.7106242248863166,100,0.69,0.030000000000000027,False,0.8598577000084333,98,False,False,False
A5_P_PLUS_D,4,0,38,0.74,0.7291666666666667,100,0.75,-0.010000000000000009,True,0.9154740999802016,98,False,False,False
A9_PCA_PROTECTED,4,0,38,0.76,0.7575757575757576,100,0.75,0.010000000000000009,False,0.9127922999905422,98,False,False,False
B0_VANILLA_EEGNET,4,0,52,0.79,0.7889659330720531,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,4,0,52,0.79,0.7889659330720531,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,4,0,52,0.79,0.7894736842105263,100,0.79,0.0,False,0.7718015999998897,130,False,False,False
A2_DUAL_CONTROL,4,0,52,0.79,0.78997899789979,100,0.8,-0.010000000000000009,True,0.8904041000059806,98,False,False,False
A6_PUD_ALL_ADAPT,4,0,52,0.76,0.7591328783621036,100,0.76,0.0,False,0.936893800040707,196,False,False,False
A7_IDENTITY_PROTECTED,4,0,52,0.75,0.7497747973175859,100,0.78,-0.030000000000000027,True,0.819826299964916,98,False,False,False
A8_RANDOM_PROTECTED,4,0,52,0.76,0.7599039615846338,100,0.77,-0.010000000000000009,True,0.872484199993778,98,False,False,False
A10_FULL_PUD_FREEZE,4,0,52,0.76,0.7584541062801933,100,0.76,0.0,False,0.8572058000136167,98,False,False,False
A3_P_ONLY,4,0,52,0.79,0.78997899789979,100,0.81,-0.020000000000000018,True,0.7896317000268027,98,False,False,False
A4_P_PLUS_U,4,0,52,0.76,0.7584541062801933,100,0.76,0.0,False,0.8232037999550812,98,False,False,False
A5_P_PLUS_D,4,0,52,0.76,0.7596153846153846,100,0.78,-0.020000000000000018,True,0.8674731999635696,98,False,False,False
A9_PCA_PROTECTED,4,0,52,0.76,0.7584541062801933,100,0.76,0.0,False,0.890831500000786,98,False,False,False
