method,fold,seed,subject_id,protected_representation_drift,adaptive_representation_drift,protected_decision_logit_drift,adaptive_decision_logit_drift,protected_D_finite_after,combined_BA,protected_branch_erasure_harm_BA,adaptive_branch_erasure_harm_BA,protected_parameter_update_l2,adaptive_parameter_update_l2,protected_buffer_update_l2,adaptation_seed,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used,functional_distillation_RMSE_before,functional_distillation_correlation_before,functional_distillation_RMSE_after,functional_distillation_correlation_after
A2_DUAL_CONTROL,4,0,3,0.0,0.47260862588882446,0.0,0.23702529697757832,1.6618945036208732,0.89,0.15000000000000002,0.22999999999999998,0.0,0.14837794889636077,0.0,587539670,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,0,3,0.0762881189584732,0.3208897113800049,0.4766487770084242,0.34856119144842607,1.6373176079363534,0.83,0.039999999999999925,0.029999999999999916,0.10715337136415806,0.12949438021315154,69.71990222459158,587539670,False,False,False,0.5777566423549451,0.8995365107291284,0.49752172836265296,0.9255760242174192
A7_IDENTITY_PROTECTED,4,0,3,0.0,0.37701621651649475,0.0,0.4810214361093459,0.37401570846773535,0.88,0.020000000000000018,0.09999999999999998,0.0,0.1528410036756102,0.0,587539670,False,False,False,,,,
A8_RANDOM_PROTECTED,4,0,3,0.0,0.3906882703304291,0.0,0.5505803746617427,0.5224662755441841,0.87,0.010000000000000009,0.21999999999999997,0.0,0.16760105992308394,0.0,587539670,False,False,False,,,,
A10_FULL_PUD_FREEZE,4,0,3,0.0,0.32697856426239014,0.0,0.5074857334955278,1.7875548005782542,0.8300000000000001,0.06000000000000005,0.06000000000000005,0.0,0.16591756287660403,0.0,587539670,False,False,False,0.5777566423549451,0.8995365107291284,0.5777566423549451,0.8995365107291284
A3_P_ONLY,4,0,3,0.0,0.4481572210788727,0.0,0.5097859202433817,2.1103071615481515,0.87,0.22999999999999998,0.050000000000000044,0.0,0.1755511718603137,0.0,587539670,False,False,False,,,,
A4_P_PLUS_U,4,0,3,0.0,0.32697856426239014,0.0,0.5074857334955278,1.7875548005782542,0.8300000000000001,0.06000000000000005,0.06000000000000005,0.0,0.16591756287660403,0.0,587539670,False,False,False,,,,
A5_P_PLUS_D,4,0,3,0.0,0.37052083015441895,0.0,0.5009129278364579,1.9814530741869203,0.85,0.26,0.029999999999999916,0.0,0.1748635233662562,0.0,587539670,False,False,False,,,,
A9_PCA_PROTECTED,4,0,3,0.0,0.4788976311683655,0.0,0.42414989521910745,2.1954021731890268,0.86,0.36,0.029999999999999916,0.0,0.16394268355307928,0.0,587539670,False,False,False,,,,
A2_DUAL_CONTROL,4,0,8,0.0,0.3325234055519104,0.0,0.36749920388649715,1.5533192216357823,0.75,0.12,0.16000000000000003,0.0,0.10589769194396628,0.0,2769392552,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,0,8,0.05361516773700714,0.2478017657995224,0.30443317776696593,0.29067456418038584,1.2765522294588378,0.74,0.12,0.06999999999999995,0.10631522085160688,0.1065922525942659,69.3101876038579,2769392552,False,False,False,0.5878286724663601,0.8544828950336917,0.5387975999740215,0.8825511070347496
A7_IDENTITY_PROTECTED,4,0,8,0.0,0.2684234380722046,0.0,0.21626562856417875,0.28773064509805824,0.72,0.010000000000000009,0.050000000000000044,0.0,0.09940096936376405,0.0,2769392552,False,False,False,,,,
A8_RANDOM_PROTECTED,4,0,8,0.0,0.3080078065395355,0.0,0.22635578514794447,0.5641752236062659,0.72,0.039999999999999925,0.1499999999999999,0.0,0.1066979297417455,0.0,2769392552,False,False,False,,,,
A10_FULL_PUD_FREEZE,4,0,8,0.0,0.2497362643480301,0.0,0.254410443325436,1.4246593122985562,0.7,0.05999999999999994,0.08999999999999986,0.0,0.11988295922745429,0.0,2769392552,False,False,False,0.5878286724663601,0.8544828950336917,0.5878286724663601,0.8544828950336917
A3_P_ONLY,4,0,8,0.0,0.369125097990036,0.0,0.27443123709352546,1.6559737905874212,0.69,0.12,0.019999999999999907,0.0,0.11962855671082248,0.0,2769392552,False,False,False,,,,
A4_P_PLUS_U,4,0,8,0.0,0.2497362643480301,0.0,0.254410443325436,1.4246593122985562,0.7,0.05999999999999994,0.08999999999999986,0.0,0.11988295922745429,0.0,2769392552,False,False,False,,,,
A5_P_PLUS_D,4,0,8,0.0,0.3312363028526306,0.0,0.2853382717294467,1.668652426202683,0.7,0.10999999999999988,0.07999999999999996,0.0,0.12166749234781699,0.0,2769392552,False,False,False,,,,
A9_PCA_PROTECTED,4,0,8,0.0,0.5331398248672485,0.0,0.4452487705671472,1.671320240552547,0.72,0.19999999999999996,0.05999999999999994,0.0,0.09166676580343171,0.0,2769392552,False,False,False,,,,
A2_DUAL_CONTROL,4,0,11,0.0,0.453993558883667,0.0,0.5734193767674108,1.2167029464478192,0.72,0.08999999999999997,0.0,0.0,0.22357105824664436,0.0,2131309557,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,0,11,0.09575681388378143,0.24431422352790833,0.6826808882404702,0.21793737005762426,1.2090373603286724,0.8,0.14,0.08000000000000007,0.17740486556856971,0.14305038329874023,69.28788731706628,2131309557,False,False,False,0.5650028820930613,0.8694190939081663,0.77497499099588,0.7220037587244978
A7_IDENTITY_PROTECTED,4,0,11,0.0,0.3911207318305969,0.0,0.5956128167773173,0.19057669695434856,0.75,-0.020000000000000018,0.16999999999999993,0.0,0.19235010219984294,0.0,2131309557,False,False,False,,,,
A8_RANDOM_PROTECTED,4,0,11,0.0,0.39509880542755127,0.0,0.4822610149361996,0.5610244256930806,0.76,0.030000000000000027,0.16000000000000003,0.0,0.18486890910227632,0.0,2131309557,False,False,False,,,,
A10_FULL_PUD_FREEZE,4,0,11,0.0,0.24109791219234467,0.0,0.4622517531415134,1.5426971424783136,0.77,0.09999999999999998,0.030000000000000027,0.0,0.19324561707865678,0.0,2131309557,False,False,False,0.5650028820930613,0.8694190939081663,0.5650028820930613,0.8694190939081663
A3_P_ONLY,4,0,11,0.0,0.3536583185195923,0.0,0.4280940839109441,1.6868338876824773,0.79,0.1200000000000001,0.020000000000000018,0.0,0.20842522225132593,0.0,2131309557,False,False,False,,,,
A4_P_PLUS_U,4,0,11,0.0,0.24109791219234467,0.0,0.4622517531415134,1.5426971424783136,0.77,0.09999999999999998,0.030000000000000027,0.0,0.19324561707865678,0.0,2131309557,False,False,False,,,,
A5_P_PLUS_D,4,0,11,0.0,0.2840717136859894,0.0,0.3937798740800635,1.6497012423164827,0.76,0.10000000000000009,0.020000000000000018,0.0,0.19750777515874865,0.0,2131309557,False,False,False,,,,
A9_PCA_PROTECTED,4,0,11,0.0,0.37073376774787903,0.0,0.7100898133141414,2.005924096679262,0.76,0.3,0.040000000000000036,0.0,0.21364319951503735,0.0,2131309557,False,False,False,,,,
A2_DUAL_CONTROL,4,0,27,0.0,0.2695694863796234,0.0,0.2855350722256085,1.4952018665952225,0.88,-0.010000000000000009,0.04999999999999993,0.0,0.1126014495694095,0.0,1679530569,False,False,False,,,,
A6_PUD_ALL_ADAPT,4,0,27,0.07450345158576965,0.23005464673042297,0.16236553110390006,0.18877188717922624,2.2303572801156206,0.8999999999999999,0.07999999999999985,-0.010000000000000009,0.09545612300428308,0.1231165577344107,69.28464331886114,1679530569,False,False,False,0.44516776989209544,0.9545854169902585,0.47672205632349307,0.9550202280404044
A7_IDENTITY_PROTECTED,4,0,27,0.0,0.1702672690153122,0.0,0.17439844074146238,0.3209187085654292,0.9199999999999999,0.039999999999999925,0.33999999999999997,0.0,0.1229998466996808,0.0,1679530569,False,False,False,,,,
