dataset,subject_id,fold,seed,method,BA,macro_F1,accuracy,trials
WBCIC,sub-38,0,2,LiteBN,0.525,0.41414079121827885,0.525,200
WBCIC,sub-38,0,2,LOGIT50,0.53,0.4293346284604177,0.53,200
WBCIC,sub-42,0,2,EEGNet,0.675,0.674601386698706,0.675,200
WBCIC,sub-42,0,2,LiteBN,0.665,0.656753502907349,0.665,200
WBCIC,sub-42,0,2,LOGIT50,0.685,0.6821312343903732,0.685,200
WBCIC,sub-2,1,0,EEGNet,0.78,0.78,0.78,200
WBCIC,sub-2,1,0,LiteBN,0.78,0.77997799779978,0.78,200
WBCIC,sub-2,1,0,LOGIT50,0.775,0.7749493636068115,0.775,200
WBCIC,sub-3,1,0,EEGNet,0.855,0.8539447508247086,0.855,200
WBCIC,sub-3,1,0,LiteBN,0.7849999999999999,0.7843476516462298,0.785,200
WBCIC,sub-3,1,0,LOGIT50,0.845,0.8449961249031226,0.845,200
WBCIC,sub-17,1,0,EEGNet,0.8,0.7992773986350863,0.8,200
WBCIC,sub-17,1,0,LiteBN,0.8300000000000001,0.8299319727891157,0.83,200
WBCIC,sub-17,1,0,LOGIT50,0.84,0.83998399839984,0.84,200
WBCIC,sub-19,1,0,EEGNet,0.955,0.9549898727213624,0.955,200
WBCIC,sub-19,1,0,LiteBN,0.9299999999999999,0.9299369432489241,0.93,200
WBCIC,sub-19,1,0,LOGIT50,0.95,0.9499549594635172,0.95,200
WBCIC,sub-21,1,0,EEGNet,0.865,0.8649696181640869,0.865,200
WBCIC,sub-21,1,0,LiteBN,0.9,0.8999599839935974,0.9,200
WBCIC,sub-21,1,0,LOGIT50,0.89,0.8899559823929573,0.89,200
WBCIC,sub-25,1,0,EEGNet,0.96,0.959983993597439,0.96,200
WBCIC,sub-25,1,0,LiteBN,0.97,0.96999699969997,0.97,200
WBCIC,sub-25,1,0,LOGIT50,0.985,0.9849996249906248,0.985,200
WBCIC,sub-31,1,0,EEGNet,0.5900000000000001,0.5889724310776943,0.59,200
WBCIC,sub-31,1,0,LiteBN,0.615,0.562984193649082,0.615,200
WBCIC,sub-31,1,0,LOGIT50,0.605,0.5644863419609141,0.605,200
WBCIC,sub-33,1,0,EEGNet,0.965,0.9649921232277263,0.965,200
WBCIC,sub-33,1,0,LiteBN,0.985,0.9849966242404541,0.985,200
WBCIC,sub-33,1,0,LOGIT50,0.98,0.9799979997999799,0.98,200
WBCIC,sub-38,1,0,EEGNet,0.515,0.5105830116804158,0.515,200
WBCIC,sub-38,1,0,LiteBN,0.505,0.4612391499551033,0.505,200
WBCIC,sub-38,1,0,LOGIT50,0.5,0.4666666666666667,0.5,200
WBCIC,sub-42,1,0,EEGNet,0.6799999999999999,0.6798719487795117,0.68,200
WBCIC,sub-42,1,0,LiteBN,0.665,0.6619490905421428,0.665,200
WBCIC,sub-42,1,0,LOGIT50,0.685,0.683218101822753,0.685,200
WBCIC,sub-2,1,1,EEGNet,0.775,0.7749493636068115,0.775,200
WBCIC,sub-2,1,1,LiteBN,0.775,0.7749493636068115,0.775,200
WBCIC,sub-2,1,1,LOGIT50,0.785,0.784865540963102,0.785,200
WBCIC,sub-3,1,1,EEGNet,0.8200000000000001,0.8199279711884754,0.82,200
WBCIC,sub-3,1,1,LiteBN,0.69,0.6796196775527077,0.69,200
WBCIC,sub-3,1,1,LOGIT50,0.815,0.8146246148450612,0.815,200
WBCIC,sub-17,1,1,EEGNet,0.7849999999999999,0.7834353201883608,0.785,200
WBCIC,sub-17,1,1,LiteBN,0.7949999999999999,0.7931330255556397,0.795,200
WBCIC,sub-17,1,1,LOGIT50,0.825,0.8247853620685339,0.825,200
WBCIC,sub-19,1,1,EEGNet,0.935,0.9349853717086345,0.935,200
WBCIC,sub-19,1,1,LiteBN,0.95,0.949874686716792,0.95,200
WBCIC,sub-19,1,1,LOGIT50,0.95,0.9499549594635172,0.95,200
WBCIC,sub-21,1,1,EEGNet,0.88,0.8798919027124412,0.88,200
WBCIC,sub-21,1,1,LiteBN,0.8500000000000001,0.8490338164251208,0.85,200
WBCIC,sub-21,1,1,LOGIT50,0.8500000000000001,0.8494580489763148,0.85,200
WBCIC,sub-25,1,1,EEGNet,0.985,0.9849996249906248,0.985,200
WBCIC,sub-25,1,1,LiteBN,0.96,0.959983993597439,0.96,200
WBCIC,sub-25,1,1,LOGIT50,0.975,0.9749993749843746,0.975,200
WBCIC,sub-31,1,1,EEGNet,0.575,0.569304046008462,0.575,200
WBCIC,sub-31,1,1,LiteBN,0.5900000000000001,0.5691467002942412,0.59,200
WBCIC,sub-31,1,1,LOGIT50,0.6,0.5796553173602353,0.6,200
WBCIC,sub-33,1,1,EEGNet,0.93,0.93,0.93,200
WBCIC,sub-33,1,1,LiteBN,0.96,0.9599639675708138,0.96,200
WBCIC,sub-33,1,1,LOGIT50,0.965,0.9649991249781245,0.965,200
WBCIC,sub-38,1,1,EEGNet,0.49,0.47980416156670747,0.49,200
WBCIC,sub-38,1,1,LiteBN,0.5449999999999999,0.4983323685878883,0.545,200
WBCIC,sub-38,1,1,LOGIT50,0.5349999999999999,0.49389132268509695,0.535,200
WBCIC,sub-42,1,1,EEGNet,0.7,0.6995192307692308,0.7,200
WBCIC,sub-42,1,1,LiteBN,0.7350000000000001,0.7338756245135698,0.735,200
WBCIC,sub-42,1,1,LOGIT50,0.74,0.7399739973997399,0.74,200
WBCIC,sub-2,1,2,EEGNet,0.775,0.7748592870544091,0.775,200
WBCIC,sub-2,1,2,LiteBN,0.7350000000000001,0.7338756245135698,0.735,200
WBCIC,sub-2,1,2,LOGIT50,0.75,0.7497747973175859,0.75,200
WBCIC,sub-3,1,2,EEGNet,0.88,0.8798076923076923,0.88,200
WBCIC,sub-3,1,2,LiteBN,0.8300000000000001,0.8291628982011858,0.83,200
WBCIC,sub-3,1,2,LOGIT50,0.85,0.8498648783905515,0.85,200
WBCIC,sub-17,1,2,EEGNet,0.8200000000000001,0.8199279711884754,0.82,200
WBCIC,sub-17,1,2,LiteBN,0.815,0.813953488372093,0.815,200
WBCIC,sub-17,1,2,LOGIT50,0.835,0.8344993605657113,0.835,200
WBCIC,sub-19,1,2,EEGNet,0.9450000000000001,0.9449876222149984,0.945,200
WBCIC,sub-19,1,2,LiteBN,0.9450000000000001,0.9448883990079912,0.945,200
WBCIC,sub-19,1,2,LOGIT50,0.94,0.9399038461538461,0.94,200
WBCIC,sub-21,1,2,EEGNet,0.86,0.8599859985998599,0.86,200
WBCIC,sub-21,1,2,LiteBN,0.895,0.8949763696831787,0.895,200
WBCIC,sub-21,1,2,LOGIT50,0.87,0.8699479791916767,0.87,200
WBCIC,sub-25,1,2,EEGNet,0.975,0.9749993749843746,0.975,200
WBCIC,sub-25,1,2,LiteBN,0.985,0.9849966242404541,0.985,200
WBCIC,sub-25,1,2,LOGIT50,0.985,0.9849996249906248,0.985,200
WBCIC,sub-31,1,2,EEGNet,0.5549999999999999,0.5540970465192014,0.555,200
WBCIC,sub-31,1,2,LiteBN,0.57,0.5361881134721174,0.57,200
WBCIC,sub-31,1,2,LOGIT50,0.58,0.5675007723200495,0.58,200
WBCIC,sub-33,1,2,EEGNet,0.96,0.959983993597439,0.96,200
WBCIC,sub-33,1,2,LiteBN,0.9550000000000001,0.9549718574108819,0.955,200
WBCIC,sub-33,1,2,LOGIT50,0.96,0.95999599959996,0.96,200
WBCIC,sub-38,1,2,EEGNet,0.5,0.47456914670029426,0.5,200
WBCIC,sub-38,1,2,LiteBN,0.505,0.4994817866983493,0.505,200
WBCIC,sub-38,1,2,LOGIT50,0.51,0.49712643678160917,0.51,200
WBCIC,sub-42,1,2,EEGNet,0.6950000000000001,0.6937059074590144,0.695,200
WBCIC,sub-42,1,2,LiteBN,0.67,0.67,0.67,200
WBCIC,sub-42,1,2,LOGIT50,0.675,0.6740138920233707,0.675,200
WBCIC,sub-2,2,0,EEGNet,0.7949999999999999,0.794584032666149,0.795,200
WBCIC,sub-2,2,0,LiteBN,0.755,0.7549938748468712,0.755,200
WBCIC,sub-2,2,0,LOGIT50,0.77,0.769792813532179,0.77,200
WBCIC,sub-3,2,0,EEGNet,0.87,0.8699869986998701,0.87,200
WBCIC,sub-3,2,0,LiteBN,0.85,0.8499399759903962,0.85,200
WBCIC,sub-3,2,0,LOGIT50,0.875,0.8749968749218731,0.875,200
WBCIC,sub-17,2,0,EEGNet,0.7949999999999999,0.7948717948717949,0.795,200
WBCIC,sub-17,2,0,LiteBN,0.825,0.8249606161386311,0.825,200
WBCIC,sub-17,2,0,LOGIT50,0.825,0.8244690187818149,0.825,200
WBCIC,sub-19,2,0,EEGNet,0.965,0.9649781113195748,0.965,200
WBCIC,sub-19,2,0,LiteBN,0.95,0.9499949994999499,0.95,200
WBCIC,sub-19,2,0,LOGIT50,0.95,0.9499949994999499,0.95,200
WBCIC,sub-21,2,0,EEGNet,0.86,0.859775641025641,0.86,200
WBCIC,sub-21,2,0,LiteBN,0.875,0.8749718686704508,0.875,200
WBCIC,sub-21,2,0,LOGIT50,0.87,0.87,0.87,200
WBCIC,sub-25,2,0,EEGNet,0.99,0.9899989998999901,0.99,200
WBCIC,sub-25,2,0,LiteBN,0.97,0.9699879951980792,0.97,200
WBCIC,sub-25,2,0,LOGIT50,0.98,0.98,0.98,200
WBCIC,sub-31,2,0,EEGNet,0.58,0.5748557546310356,0.58,200
WBCIC,sub-31,2,0,LiteBN,0.625,0.5892549084038445,0.625,200
WBCIC,sub-31,2,0,LOGIT50,0.595,0.5713265063110264,0.595,200
WBCIC,sub-33,2,0,EEGNet,0.96,0.95999599959996,0.96,200
WBCIC,sub-33,2,0,LiteBN,0.965,0.9649991249781245,0.965,200
WBCIC,sub-33,2,0,LOGIT50,0.975,0.9749993749843746,0.975,200
WBCIC,sub-38,2,0,EEGNet,0.525,0.49196502580282897,0.525,200
WBCIC,sub-38,2,0,LiteBN,0.52,0.47916666666666663,0.52,200
WBCIC,sub-38,2,0,LOGIT50,0.505,0.4578164790930748,0.505,200
WBCIC,sub-42,2,0,EEGNet,0.71,0.7097387648883995,0.71,200
WBCIC,sub-42,2,0,LiteBN,0.655,0.6547842401500938,0.655,200
WBCIC,sub-42,2,0,LOGIT50,0.69,0.6897207486738064,0.69,200
WBCIC,sub-2,2,1,EEGNet,0.77,0.7696314102564102,0.77,200
WBCIC,sub-2,2,1,LiteBN,0.775,0.7749943748593715,0.775,200
WBCIC,sub-2,2,1,LOGIT50,0.765,0.7649941248531213,0.765,200
WBCIC,sub-3,2,1,EEGNet,0.905,0.9049976249406235,0.905,200
WBCIC,sub-3,2,1,LiteBN,0.81,0.8099239695878351,0.81,200
WBCIC,sub-3,2,1,LOGIT50,0.855,0.8549093183239524,0.855,200
WBCIC,sub-17,2,1,EEGNet,0.8049999999999999,0.8048780487804879,0.805,200
WBCIC,sub-17,2,1,LiteBN,0.81,0.8087761674718197,0.81,200
WBCIC,sub-17,2,1,LOGIT50,0.81,0.8098288459613652,0.81,200
WBCIC,sub-19,2,1,EEGNet,0.96,0.95999599959996,0.96,200
WBCIC,sub-19,2,1,LiteBN,0.95,0.9499549594635172,0.95,200
WBCIC,sub-19,2,1,LOGIT50,0.96,0.95999599959996,0.96,200
WBCIC,sub-21,2,1,EEGNet,0.85,0.8498648783905515,0.85,200
WBCIC,sub-21,2,1,LiteBN,0.87,0.8698828946051447,0.87,200
WBCIC,sub-21,2,1,LOGIT50,0.86,0.8599439775910365,0.86,200
WBCIC,sub-25,2,1,EEGNet,0.97,0.96999699969997,0.97,200
WBCIC,sub-25,2,1,LiteBN,0.975,0.9749943737340903,0.975,200
WBCIC,sub-25,2,1,LOGIT50,0.975,0.9749943737340903,0.975,200
WBCIC,sub-31,2,1,EEGNet,0.515,0.4978126375190909,0.515,200
WBCIC,sub-31,2,1,LiteBN,0.665,0.656753502907349,0.665,200
WBCIC,sub-31,2,1,LOGIT50,0.6000000000000001,0.5815461868396276,0.6,200
WBCIC,sub-33,2,1,EEGNet,0.925,0.9248478168290788,0.925,200
WBCIC,sub-33,2,1,LiteBN,0.96,0.95999599959996,0.96,200
WBCIC,sub-33,2,1,LOGIT50,0.9550000000000001,0.9549718574108819,0.955,200
WBCIC,sub-38,2,1,EEGNet,0.525,0.5041624259505728,0.525,200
WBCIC,sub-38,2,1,LiteBN,0.525,0.5019789782705565,0.525,200
WBCIC,sub-38,2,1,LOGIT50,0.505,0.47606572993569896,0.505,200
WBCIC,sub-42,2,1,EEGNet,0.69,0.69,0.69,200
WBCIC,sub-42,2,1,LiteBN,0.665,0.6649246080368083,0.665,200
WBCIC,sub-42,2,1,LOGIT50,0.6799999999999999,0.67996799679968,0.68,200
WBCIC,sub-2,2,2,EEGNet,0.74,0.7393483709273183,0.74,200
WBCIC,sub-2,2,2,LiteBN,0.77,0.769792813532179,0.77,200
WBCIC,sub-2,2,2,LOGIT50,0.75,0.74997499749975,0.75,200
WBCIC,sub-3,2,2,EEGNet,0.8999999999999999,0.8998397435897436,0.9,200
WBCIC,sub-3,2,2,LiteBN,0.855,0.8549093183239524,0.855,200
WBCIC,sub-3,2,2,LOGIT50,0.895,0.8948712172411204,0.895,200
WBCIC,sub-17,2,2,EEGNet,0.8049999999999999,0.8048780487804879,0.805,200
WBCIC,sub-17,2,2,LiteBN,0.78,0.7789166917897699,0.78,200
WBCIC,sub-17,2,2,LOGIT50,0.81,0.8098288459613652,0.81,200
WBCIC,sub-19,2,2,EEGNet,0.95,0.9499549594635172,0.95,200
WBCIC,sub-19,2,2,LiteBN,0.9299999999999999,0.9298878205128205,0.93,200
WBCIC,sub-19,2,2,LOGIT50,0.9550000000000001,0.9549718574108819,0.955,200
WBCIC,sub-21,2,2,EEGNet,0.87,0.8699869986998701,0.87,200
WBCIC,sub-21,2,2,LiteBN,0.875,0.8747463613817982,0.875,200
WBCIC,sub-21,2,2,LOGIT50,0.865,0.8649155722326454,0.865,200
WBCIC,sub-25,2,2,EEGNet,0.975,0.9749993749843746,0.975,200
WBCIC,sub-25,2,2,LiteBN,0.98,0.9799979997999799,0.98,200
WBCIC,sub-25,2,2,LOGIT50,0.98,0.9799979997999799,0.98,200
WBCIC,sub-31,2,2,EEGNet,0.585,0.5747841901688056,0.585,200
WBCIC,sub-31,2,2,LiteBN,0.5900000000000001,0.5364088647670737,0.59,200
WBCIC,sub-31,2,2,LOGIT50,0.59,0.5523528769516323,0.59,200
WBCIC,sub-33,2,2,EEGNet,0.97,0.9699729756781104,0.97,200
WBCIC,sub-33,2,2,LiteBN,0.965,0.9649991249781245,0.965,200
WBCIC,sub-33,2,2,LOGIT50,0.975,0.9749993749843746,0.975,200
WBCIC,sub-38,2,2,EEGNet,0.52,0.5089514066496164,0.52,200
WBCIC,sub-38,2,2,LiteBN,0.57,0.49286472461375164,0.57,200
WBCIC,sub-38,2,2,LOGIT50,0.525,0.4762810441302131,0.525,200
WBCIC,sub-42,2,2,EEGNet,0.695,0.6949923748093703,0.695,200
WBCIC,sub-42,2,2,LiteBN,0.635,0.6342593752348505,0.635,200
WBCIC,sub-42,2,2,LOGIT50,0.6799999999999999,0.6797117405665098,0.68,200
WBCIC,sub-2,3,0,EEGNet,0.775,0.7747240369452579,0.775,200
WBCIC,sub-2,3,0,LiteBN,0.755,0.7542566262945409,0.755,200
WBCIC,sub-2,3,0,LOGIT50,0.76,0.7597838054248824,0.76,200
WBCIC,sub-3,3,0,EEGNet,0.865,0.8649155722326454,0.865,200
WBCIC,sub-3,3,0,LiteBN,0.845,0.8445297023496076,0.845,200
WBCIC,sub-3,3,0,LOGIT50,0.885,0.8849280800500312,0.885,200
WBCIC,sub-17,3,0,EEGNet,0.815,0.8146246148450612,0.815,200
WBCIC,sub-17,3,0,LiteBN,0.83,0.83,0.83,200
WBCIC,sub-17,3,0,LOGIT50,0.83,0.83,0.83,200
WBCIC,sub-19,3,0,EEGNet,0.935,0.934998374959374,0.935,200
WBCIC,sub-19,3,0,LiteBN,0.94,0.93999399939994,0.94,200
WBCIC,sub-19,3,0,LOGIT50,0.955,0.9549988749718743,0.955,200
WBCIC,sub-21,3,0,EEGNet,0.865,0.8648344221671547,0.865,200
WBCIC,sub-21,3,0,LiteBN,0.865,0.8649696181640869,0.865,200
WBCIC,sub-21,3,0,LOGIT50,0.865,0.8649966249156229,0.865,200
WBCIC,sub-25,3,0,EEGNet,0.975,0.9749943737340903,0.975,200
WBCIC,sub-25,3,0,LiteBN,0.965,0.9649781113195748,0.965,200
WBCIC,sub-25,3,0,LOGIT50,0.98,0.9799919967987194,0.98,200
WBCIC,sub-31,3,0,EEGNet,0.55,0.5483741469289443,0.55,200
WBCIC,sub-31,3,0,LiteBN,0.55,0.5434253246753247,0.55,200
WBCIC,sub-31,3,0,LOGIT50,0.56,0.5584102769971899,0.56,200
WBCIC,sub-33,3,0,EEGNet,0.965,0.9649991249781245,0.965,200
WBCIC,sub-33,3,0,LiteBN,0.955,0.9549988749718743,0.955,200
WBCIC,sub-33,3,0,LOGIT50,0.965,0.9649921232277263,0.965,200
WBCIC,sub-38,3,0,EEGNet,0.5,0.46068385287455504,0.5,200
WBCIC,sub-38,3,0,LiteBN,0.49,0.4895405865278751,0.49,200
WBCIC,sub-38,3,0,LOGIT50,0.495,0.49040086783218545,0.495,200
WBCIC,sub-42,3,0,EEGNet,0.76,0.76,0.76,200
WBCIC,sub-42,3,0,LiteBN,0.725,0.7246627118219819,0.725,200
WBCIC,sub-42,3,0,LOGIT50,0.72,0.7199719971997199,0.72,200
WBCIC,sub-2,3,1,EEGNet,0.75,0.7497747973175859,0.75,200
WBCIC,sub-2,3,1,LiteBN,0.75,0.7493734335839599,0.75,200
WBCIC,sub-2,3,1,LOGIT50,0.765,0.7645231593977806,0.765,200
WBCIC,sub-3,3,1,EEGNet,0.875,0.8747463613817982,0.875,200
WBCIC,sub-3,3,1,LiteBN,0.845,0.844965117151359,0.845,200
WBCIC,sub-3,3,1,LOGIT50,0.8700000000000001,0.8695303091128062,0.87,200
WBCIC,sub-17,3,1,EEGNet,0.78,0.77997799779978,0.78,200
WBCIC,sub-17,3,1,LiteBN,0.8300000000000001,0.8291628982011858,0.83,200
WBCIC,sub-17,3,1,LOGIT50,0.845,0.8449030644152595,0.845,200
WBCIC,sub-19,3,1,EEGNet,0.95,0.9499949994999499,0.95,200
WBCIC,sub-19,3,1,LiteBN,0.955,0.9549898727213624,0.955,200
WBCIC,sub-19,3,1,LOGIT50,0.95,0.9499949994999499,0.95,200
WBCIC,sub-21,3,1,EEGNet,0.845,0.8449030644152595,0.845,200
WBCIC,sub-21,3,1,LiteBN,0.87,0.8696741854636592,0.87,200
WBCIC,sub-21,3,1,LOGIT50,0.865,0.864726070292342,0.865,200
WBCIC,sub-25,3,1,EEGNet,0.985,0.9849966242404541,0.985,200
WBCIC,sub-25,3,1,LiteBN,0.985,0.9849996249906248,0.985,200
WBCIC,sub-25,3,1,LOGIT50,0.975,0.9749843652282677,0.975,200
WBCIC,sub-31,3,1,EEGNet,0.56,0.5599559955995599,0.56,200
WBCIC,sub-31,3,1,LiteBN,0.63,0.6276167471819646,0.63,200
WBCIC,sub-31,3,1,LOGIT50,0.61,0.6096486838154338,0.61,200
WBCIC,sub-33,3,1,EEGNet,0.94,0.93999399939994,0.94,200
WBCIC,sub-33,3,1,LiteBN,0.955,0.9549988749718743,0.955,200
WBCIC,sub-33,3,1,LOGIT50,0.9550000000000001,0.9549718574108819,0.955,200
WBCIC,sub-38,3,1,EEGNet,0.515,0.47212320753176784,0.515,200
WBCIC,sub-38,3,1,LiteBN,0.505,0.4578164790930748,0.505,200
WBCIC,sub-38,3,1,LOGIT50,0.495,0.43937165218839336,0.495,200
WBCIC,sub-42,3,1,EEGNet,0.73,0.73,0.73,200
WBCIC,sub-42,3,1,LiteBN,0.73,0.7297567811029927,0.73,200
WBCIC,sub-42,3,1,LOGIT50,0.745,0.7446872418712923,0.745,200
WBCIC,sub-2,3,2,EEGNet,0.765,0.7649471131004475,0.765,200
WBCIC,sub-2,3,2,LiteBN,0.75,0.74997499749975,0.75,200
WBCIC,sub-2,3,2,LOGIT50,0.755,0.7549938748468712,0.755,200
WBCIC,sub-3,3,2,EEGNet,0.885,0.8849280800500312,0.885,200
WBCIC,sub-3,3,2,LiteBN,0.8400000000000001,0.8398558702832549,0.84,200
WBCIC,sub-3,3,2,LOGIT50,0.865,0.8649966249156229,0.865,200
WBCIC,sub-17,3,2,EEGNet,0.775,0.7747240369452579,0.775,200
WBCIC,sub-17,3,2,LiteBN,0.8049999999999999,0.8047608320192235,0.805,200
WBCIC,sub-17,3,2,LOGIT50,0.8,0.8,0.8,200
WBCIC,sub-19,3,2,EEGNet,0.945,0.9449986249656241,0.945,200
WBCIC,sub-19,3,2,LiteBN,0.95,0.9499799919967987,0.95,200
WBCIC,sub-19,3,2,LOGIT50,0.96,0.9599639675708138,0.96,200
WBCIC,sub-21,3,2,EEGNet,0.88,0.8799519807923168,0.88,200
WBCIC,sub-21,3,2,LiteBN,0.895,0.8949973749343734,0.895,200
WBCIC,sub-21,3,2,LOGIT50,0.895,0.8949973749343734,0.895,200
WBCIC,sub-25,3,2,EEGNet,0.99,0.99,0.99,200
WBCIC,sub-25,3,2,LiteBN,0.99,0.9899989998999901,0.99,200
WBCIC,sub-25,3,2,LOGIT50,0.99,0.9899989998999901,0.99,200
WBCIC,sub-31,3,2,EEGNet,0.58,0.57995799579958,0.58,200
WBCIC,sub-31,3,2,LiteBN,0.595,0.5734035549703753,0.595,200
WBCIC,sub-31,3,2,LOGIT50,0.59,0.5818033455732354,0.59,200
WBCIC,sub-33,3,2,EEGNet,0.9450000000000001,0.9449325423643964,0.945,200
WBCIC,sub-33,3,2,LiteBN,0.97,0.97,0.97,200
WBCIC,sub-33,3,2,LOGIT50,0.96,0.959983993597439,0.96,200
WBCIC,sub-38,3,2,EEGNet,0.535,0.4998790029845931,0.535,200
WBCIC,sub-38,3,2,LiteBN,0.535,0.5263680578543963,0.535,200
WBCIC,sub-38,3,2,LOGIT50,0.53,0.51426209177346,0.53,200
WBCIC,sub-42,3,2,EEGNet,0.71,0.7098839535814325,0.71,200
WBCIC,sub-42,3,2,LiteBN,0.7150000000000001,0.7146504467973267,0.715,200
WBCIC,sub-42,3,2,LOGIT50,0.71,0.7098839535814325,0.71,200
WBCIC,sub-2,4,0,EEGNet,0.79,0.7899159663865546,0.79,200
WBCIC,sub-2,4,0,LiteBN,0.765,0.7645231593977806,0.765,200
WBCIC,sub-2,4,0,LOGIT50,0.765,0.7649471131004475,0.765,200
WBCIC,sub-3,4,0,EEGNet,0.875,0.8749968749218731,0.875,200
WBCIC,sub-3,4,0,LiteBN,0.775,0.7694613079228464,0.775,200
WBCIC,sub-3,4,0,LOGIT50,0.8300000000000001,0.8291628982011858,0.83,200
WBCIC,sub-17,4,0,EEGNet,0.7949999999999999,0.7948717948717949,0.795,200
WBCIC,sub-17,4,0,LiteBN,0.815,0.8146246148450612,0.815,200
WBCIC,sub-17,4,0,LOGIT50,0.825,0.8246449059345173,0.825,200
WBCIC,sub-19,4,0,EEGNet,0.95,0.9499949994999499,0.95,200
WBCIC,sub-19,4,0,LiteBN,0.955,0.9549988749718743,0.955,200
WBCIC,sub-19,4,0,LOGIT50,0.955,0.9549988749718743,0.955,200
WBCIC,sub-21,4,0,EEGNet,0.855,0.8549963749093727,0.855,200
WBCIC,sub-21,4,0,LiteBN,0.865,0.8649155722326454,0.865,200
WBCIC,sub-21,4,0,LOGIT50,0.88,0.88,0.88,200
WBCIC,sub-25,4,0,EEGNet,0.97,0.97,0.97,200
WBCIC,sub-25,4,0,LiteBN,0.95,0.9499549594635172,0.95,200
WBCIC,sub-25,4,0,LOGIT50,0.975,0.9749993749843746,0.975,200
WBCIC,sub-31,4,0,EEGNet,0.565,0.5641173376086576,0.565,200
WBCIC,sub-31,4,0,LiteBN,0.635,0.6309310144341364,0.635,200
WBCIC,sub-31,4,0,LOGIT50,0.615,0.6107080563209384,0.615,200
WBCIC,sub-33,4,0,EEGNet,0.965,0.9649781113195748,0.965,200
WBCIC,sub-33,4,0,LiteBN,0.96,0.96,0.96,200
WBCIC,sub-33,4,0,LOGIT50,0.97,0.96999699969997,0.97,200
WBCIC,sub-38,4,0,EEGNet,0.5,0.46943972835314096,0.5,200
WBCIC,sub-38,4,0,LiteBN,0.47,0.468671679197995,0.47,200
WBCIC,sub-38,4,0,LOGIT50,0.44500000000000006,0.43756175419928556,0.445,200
WBCIC,sub-42,4,0,EEGNet,0.685,0.6849921248031201,0.685,200
WBCIC,sub-42,4,0,LiteBN,0.685,0.6849921248031201,0.685,200
WBCIC,sub-42,4,0,LOGIT50,0.705,0.7049926248156204,0.705,200
WBCIC,sub-2,4,1,EEGNet,0.74,0.7395833333333333,0.74,200
WBCIC,sub-2,4,1,LiteBN,0.75,0.7498999599839936,0.75,200
WBCIC,sub-2,4,1,LOGIT50,0.755,0.7549938748468712,0.755,200
WBCIC,sub-3,4,1,EEGNet,0.885,0.8849971249281232,0.885,200
WBCIC,sub-3,4,1,LiteBN,0.835,0.8344993605657113,0.835,200
WBCIC,sub-3,4,1,LOGIT50,0.875,0.8749218261413383,0.875,200
WBCIC,sub-17,4,1,EEGNet,0.8,0.7990151743543362,0.8,200
WBCIC,sub-17,4,1,LiteBN,0.85,0.85,0.85,200
WBCIC,sub-17,4,1,LOGIT50,0.865,0.8649696181640869,0.865,200
WBCIC,sub-19,4,1,EEGNet,0.95,0.9499949994999499,0.95,200
WBCIC,sub-19,4,1,LiteBN,0.9550000000000001,0.9549718574108819,0.955,200
WBCIC,sub-19,4,1,LOGIT50,0.955,0.9549988749718743,0.955,200
WBCIC,sub-21,4,1,EEGNet,0.875,0.8749718686704508,0.875,200
WBCIC,sub-21,4,1,LiteBN,0.87,0.8696741854636592,0.87,200
WBCIC,sub-21,4,1,LOGIT50,0.865,0.8648344221671547,0.865,200
WBCIC,sub-25,4,1,EEGNet,0.975,0.9749993749843746,0.975,200
WBCIC,sub-25,4,1,LiteBN,0.975,0.9749943737340903,0.975,200
WBCIC,sub-25,4,1,LOGIT50,0.97,0.96999699969997,0.97,200
WBCIC,sub-31,4,1,EEGNet,0.5800000000000001,0.5625,0.58,200
WBCIC,sub-31,4,1,LiteBN,0.635,0.6220651808133364,0.635,200
WBCIC,sub-31,4,1,LOGIT50,0.61,0.5983935742971888,0.61,200
WBCIC,sub-33,4,1,EEGNet,0.94,0.9399459513562206,0.94,200
WBCIC,sub-33,4,1,LiteBN,0.955,0.9549988749718743,0.955,200
WBCIC,sub-33,4,1,LOGIT50,0.955,0.9549988749718743,0.955,200
WBCIC,sub-38,4,1,EEGNet,0.51,0.49712643678160917,0.51,200
WBCIC,sub-38,4,1,LiteBN,0.495,0.48937030764175027,0.495,200
WBCIC,sub-38,4,1,LOGIT50,0.485,0.4754398920322885,0.485,200
WBCIC,sub-42,4,1,EEGNet,0.72,0.719551282051282,0.72,200
WBCIC,sub-42,4,1,LiteBN,0.71,0.7089522280208751,0.71,200
WBCIC,sub-42,4,1,LOGIT50,0.715,0.7148217636022514,0.715,200
WBCIC,sub-2,4,2,EEGNet,0.785,0.7849946248656217,0.785,200
WBCIC,sub-2,4,2,LiteBN,0.76,0.7593984962406015,0.76,200
WBCIC,sub-2,4,2,LOGIT50,0.755,0.7546995068959474,0.755,200
WBCIC,sub-3,4,2,EEGNet,0.885,0.8848589522164652,0.885,200
WBCIC,sub-3,4,2,LiteBN,0.8400000000000001,0.8398558702832549,0.84,200
WBCIC,sub-3,4,2,LOGIT50,0.89,0.889823717948718,0.89,200
WBCIC,sub-17,4,2,EEGNet,0.805,0.804995124878122,0.805,200
WBCIC,sub-17,4,2,LiteBN,0.8300000000000001,0.8298468621759583,0.83,200
