dataset,subject_id,EEGNet_BA,LiteBN_BA,LOGIT50_BA,LOGIT50_minus_EEGNet_pp,LOGIT50_minus_LiteBN_pp,EEGNet_macroF1,LiteBN_macroF1,LOGIT50_macroF1,EEGNet_accuracy,LiteBN_accuracy,LOGIT50_accuracy
OpenBMI,12,0.6940000000000001,0.7473333333333334,0.77,7.599999999999996,2.2666666666666613,0.6869184634052685,0.739899460092042,0.7670840306858453,0.6940000000000001,0.7473333333333334,0.77
OpenBMI,13,0.7006666666666667,0.692,0.706,0.5333333333333301,1.4000000000000012,0.696419126364924,0.6823680898454753,0.7024920151597058,0.7006666666666667,0.6920000000000001,0.706
OpenBMI,17,0.5619999999999999,0.606,0.588,2.6000000000000023,-1.8000000000000016,0.5256168681004509,0.5850184919695318,0.5579010191131845,0.5619999999999999,0.606,0.588
OpenBMI,18,0.7,0.734,0.7226666666666667,2.2666666666666724,-1.1333333333333306,0.6972936475020746,0.7327242917071057,0.7218416559622064,0.7,0.734,0.7226666666666667
OpenBMI,24,0.6133333333333333,0.5640000000000001,0.596,-1.7333333333333312,3.1999999999999917,0.569760045722922,0.5170218579097399,0.5507297102599112,0.6133333333333333,0.5640000000000001,0.596
OpenBMI,25,0.9913333333333333,0.98,0.99,-0.13333333333332975,1.0000000000000009,0.9913309991263232,0.9799890549983229,0.9899984661931579,0.9913333333333333,0.98,0.99
OpenBMI,29,0.728,0.8013333333333333,0.8013333333333333,7.333333333333336,0.0,0.7269153946621968,0.7998893718926154,0.8004107073967962,0.728,0.8013333333333333,0.8013333333333333
OpenBMI,36,0.8273333333333334,0.9306666666666666,0.9146666666666667,8.733333333333338,-1.5999999999999903,0.8243471846306607,0.9305284522836527,0.9143151408430775,0.8273333333333334,0.9306666666666668,0.9146666666666667
OpenBMI,37,0.6833333333333333,0.7493333333333333,0.7546666666666667,7.133333333333336,0.5333333333333412,0.6794236453274685,0.7348086533020395,0.7450976656859539,0.6833333333333333,0.7493333333333333,0.7546666666666667
OpenBMI,39,0.7026666666666667,0.7553333333333333,0.7473333333333334,4.466666666666674,-0.7999999999999896,0.6967221894598777,0.7531511680883363,0.7456092186329817,0.7026666666666667,0.7553333333333333,0.7473333333333334
OpenBMI,4,0.7706666666666667,0.792,0.8013333333333333,3.066666666666662,0.9333333333333305,0.7663974833149256,0.7870806035255398,0.7979434813047876,0.7706666666666667,0.792,0.8013333333333333
OpenBMI,42,0.6826666666666666,0.7253333333333333,0.724,4.133333333333333,-0.13333333333332975,0.6772860775726867,0.7217769526753541,0.7204755040656821,0.6826666666666666,0.7253333333333333,0.724
OpenBMI,51,0.7226666666666667,0.6733333333333333,0.7006666666666667,-2.200000000000002,2.733333333333332,0.7223046083542136,0.6667699079925857,0.698231875979882,0.7226666666666667,0.6733333333333333,0.7006666666666667
OpenBMI,54,0.7413333333333333,0.736,0.7626666666666666,2.1333333333333315,2.6666666666666616,0.740634371731993,0.7348633349056821,0.7623621004187798,0.7413333333333333,0.736,0.7626666666666666
WBCIC,sub-17,0.7983333333333333,0.8186666666666667,0.8273333333333334,2.9000000000000026,0.8666666666666711,0.7980301132665477,0.8179149069137929,0.8270770870639569,0.7983333333333333,0.8186666666666667,0.8273333333333334
WBCIC,sub-19,0.9496666666666667,0.9456666666666665,0.9526666666666667,0.30000000000000027,0.7000000000000117,0.9496572205407879,0.9456058008373047,0.9526386257449173,0.9496666666666667,0.9456666666666665,0.9526666666666667
WBCIC,sub-2,0.7656666666666666,0.759,0.764,-0.1666666666666594,0.5000000000000004,0.7652482087845485,0.7584045941013499,0.7636335566390516,0.7656666666666666,0.759,0.764
WBCIC,sub-21,0.8566666666666667,0.8713333333333334,0.8670000000000001,1.0333333333333417,-0.43333333333333,0.8564915063787976,0.8709285099260361,0.8667116264248264,0.8566666666666667,0.8713333333333334,0.8669999999999999
WBCIC,sub-25,0.9766666666666667,0.9716666666666666,0.977,0.03333333333332966,0.5333333333333412,0.9766641160327088,0.9716564354817102,0.9769965904708972,0.9766666666666667,0.9716666666666666,0.977
WBCIC,sub-3,0.8640000000000001,0.8086666666666668,0.8536666666666667,-1.0333333333333417,4.499999999999993,0.8638442305776253,0.8066837935315417,0.8531086499371586,0.864,0.8086666666666666,0.8536666666666667
WBCIC,sub-31,0.5643333333333334,0.605,0.594,2.966666666666662,-1.100000000000001,0.5591448565557634,0.5817264478336154,0.5769987227184943,0.5643333333333334,0.605,0.594
WBCIC,sub-33,0.949,0.9613333333333334,0.965,1.6000000000000014,0.3666666666666596,0.9489725742040896,0.9613191536135316,0.9649918714049713,0.949,0.9613333333333334,0.965
WBCIC,sub-38,0.5093333333333334,0.511,0.4986666666666667,-1.0666666666666713,-1.2333333333333307,0.4793086562333489,0.4805357054362945,0.4645320938047129,0.5093333333333334,0.511,0.4986666666666667
WBCIC,sub-42,0.7026666666666667,0.6876666666666668,0.699,-0.3666666666666707,1.1333333333333195,0.7023305871542557,0.686511879473963,0.6984448181872281,0.7026666666666667,0.6876666666666666,0.699
