dataset,method_id,outer_fold,subjects,mean_subject_BA,Delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,0,9,0.6000000000000001,-0.23388888888888892,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,1,8,0.5225,-0.28125,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,2,8,0.575,-0.22062500000000002,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,3,8,0.6302801452020201,-0.1707623106060606,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,4,8,0.56875,-0.2275,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_TRAIN3,0,9,0.8483333333333334,0.014444444444444433,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_TRAIN3,1,8,0.806875,0.0031250000000000167,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_TRAIN3,2,8,0.8087500000000001,0.013124999999999998,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_TRAIN3,3,8,0.8205082070707072,0.019465751262626285,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_TRAIN3,4,8,0.8025,0.0062500000000000056,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4,0,9,0.8455555555555556,0.011666666666666665,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4,1,8,0.8112499999999999,0.007499999999999993,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4,2,8,0.803125,0.007499999999999979,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4,3,8,0.821133207070707,0.020090751262626286,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_CSP_AUGMENTED_REFIT4,4,8,0.8043750000000001,0.008125000000000007,False
