dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,baseline,baseline_BA,delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-1,0.94,0.94,0.9399038461538461,0.21389590839735284,0.05494345253903603,0.12134143056388973,current,0.965,-0.025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-11,0.73,0.73,0.7277951406391774,0.4961950277795833,0.16618752279205093,0.09283386799116612,current,0.75,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-12,0.76,0.76,0.7597838054248824,0.45825552308087025,0.15544211161352603,0.057781972585661555,current,0.7350000000000001,0.02499999999999991,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-13,0.855,0.855,0.8539447508247086,0.3159165657632969,0.09677172657667402,0.0912197850893413,current,0.865,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-14,0.595,0.595,0.5932816148226256,0.7246834720775719,0.2539076198869595,0.10654710799389733,current,0.6000000000000001,-0.0050000000000001155,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-16,0.585,0.585,0.5702932877740674,0.7084007940253363,0.2497608359179474,0.12026682088809441,current,0.5700000000000001,0.014999999999999902,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-17,0.815,0.815,0.8146246148450612,0.36067161614121573,0.11732554992344817,0.08256060017112679,current,0.845,-0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-18,0.6699999999999999,0.67,0.6697027324592133,0.6255714366718879,0.21855305428149283,0.10461355055767323,current,0.6499999999999999,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-19,0.9550000000000001,0.955,0.9549718574108819,0.13865932881640083,0.041054046218123544,0.040655108048355065,current,0.9450000000000001,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-2,0.755,0.755,0.7545028683083244,0.4658059358002427,0.15585359640954974,0.08013738076505929,current,0.7250000000000001,0.029999999999999916,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-21,0.89,0.89,0.8891017239641092,0.3022246490304162,0.0948147520861972,0.09389754046805754,current,0.8600000000000001,0.029999999999999916,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,sub-22,0.7649999999999999,0.765,0.7640029123044865,0.49664412249346074,0.16329261838292988,0.07908469436040147,current,0.75,0.014999999999999902,False
