expert,subject_id,configuration,candidate_order,history_cv_BA,history_cv_worst_session_BA,history_cv_NLL,selected,target_sessions_used,target_S3_labels_used_for_fit,OUTER_TEST_USED
EEGNet_STD,sub-16,"{'family': 'logistic', 'C': 1.0}",3,0.5175000000000001,0.515,0.7560737420417449,False,"S1,S2",False,False
EEGNet_STD,sub-17,"{'family': 'logistic', 'C': 0.001}",0,0.8,0.755,0.5719314718998934,False,"S1,S2",False,False
EEGNet_STD,sub-17,"{'family': 'logistic', 'C': 0.01}",1,0.8049999999999999,0.76,0.4226169620197916,False,"S1,S2",False,False
EEGNet_STD,sub-17,"{'family': 'logistic', 'C': 0.1}",2,0.8099999999999999,0.7749999999999999,0.37845376620052606,False,"S1,S2",False,False
EEGNet_STD,sub-17,"{'family': 'logistic', 'C': 1.0}",3,0.8125,0.77,0.4169666964423967,True,"S1,S2",False,False
EEGNet_STD,sub-18,"{'family': 'logistic', 'C': 0.001}",0,0.5625,0.56,0.6891537122641715,False,"S1,S2",False,False
EEGNet_STD,sub-18,"{'family': 'logistic', 'C': 0.01}",1,0.5525,0.55,0.690655436203778,False,"S1,S2",False,False
EEGNet_STD,sub-18,"{'family': 'logistic', 'C': 0.1}",2,0.5525,0.545,0.7458010073538622,False,"S1,S2",False,False
EEGNet_STD,sub-18,"{'family': 'logistic', 'C': 1.0}",3,0.595,0.5549999999999999,0.8242012673989765,True,"S1,S2",False,False
EEGNet_STD,sub-19,"{'family': 'logistic', 'C': 0.001}",0,0.765,0.6000000000000001,0.5600615258921398,False,"S1,S2",False,False
EEGNet_STD,sub-19,"{'family': 'logistic', 'C': 0.01}",1,0.7675,0.615,0.4442923754521184,False,"S1,S2",False,False
EEGNet_STD,sub-19,"{'family': 'logistic', 'C': 0.1}",2,0.7725,0.635,0.46507412092139827,True,"S1,S2",False,False
EEGNet_STD,sub-19,"{'family': 'logistic', 'C': 1.0}",3,0.735,0.625,0.5703084093568754,False,"S1,S2",False,False
EEGNet_STD,sub-2,"{'family': 'logistic', 'C': 0.001}",0,0.6000000000000001,0.535,0.685902379992452,True,"S1,S2",False,False
EEGNet_STD,sub-2,"{'family': 'logistic', 'C': 0.01}",1,0.6,0.55,0.681269762847968,False,"S1,S2",False,False
EEGNet_STD,sub-2,"{'family': 'logistic', 'C': 0.1}",2,0.5825,0.555,0.6964625341630017,False,"S1,S2",False,False
EEGNet_STD,sub-2,"{'family': 'logistic', 'C': 1.0}",3,0.59,0.585,0.7307108264204407,False,"S1,S2",False,False
EEGNet_STD,sub-21,"{'family': 'logistic', 'C': 0.001}",0,0.865,0.855,0.5212031196094468,False,"S1,S2",False,False
EEGNet_STD,sub-21,"{'family': 'logistic', 'C': 0.01}",1,0.87,0.85,0.3452416535565646,False,"S1,S2",False,False
EEGNet_STD,sub-21,"{'family': 'logistic', 'C': 0.1}",2,0.87,0.85,0.299232059548996,True,"S1,S2",False,False
EEGNet_STD,sub-21,"{'family': 'logistic', 'C': 1.0}",3,0.8574999999999999,0.85,0.3455356573514121,False,"S1,S2",False,False
EEGNet_STD,sub-22,"{'family': 'logistic', 'C': 0.001}",0,0.6425000000000001,0.51,0.681264189087091,True,"S1,S2",False,False
EEGNet_STD,sub-22,"{'family': 'logistic', 'C': 0.01}",1,0.6325000000000001,0.5,0.7077766722481785,False,"S1,S2",False,False
EEGNet_STD,sub-22,"{'family': 'logistic', 'C': 0.1}",2,0.63,0.52,0.8433603392561804,False,"S1,S2",False,False
EEGNet_STD,sub-22,"{'family': 'logistic', 'C': 1.0}",3,0.605,0.5,1.1403001926196221,False,"S1,S2",False,False
EEGNet_STD,sub-23,"{'family': 'logistic', 'C': 0.001}",0,0.8896212121212121,0.8342424242424242,0.5116060586430294,False,"S1,S2",False,False
EEGNet_STD,sub-23,"{'family': 'logistic', 'C': 0.01}",1,0.8945707070707071,0.8491414141414142,0.3148102652912982,False,"S1,S2",False,False
EEGNet_STD,sub-23,"{'family': 'logistic', 'C': 0.1}",2,0.904621212121212,0.8592424242424243,0.2457333147747649,True,"S1,S2",False,False
EEGNet_STD,sub-23,"{'family': 'logistic', 'C': 1.0}",3,0.8921212121212121,0.8392424242424242,0.3123497470318965,False,"S1,S2",False,False
EEGNet_STD,sub-24,"{'family': 'logistic', 'C': 0.001}",0,0.9299494949494949,0.9198989898989899,0.47938060884162886,False,"S1,S2",False,False
EEGNet_STD,sub-24,"{'family': 'logistic', 'C': 0.01}",1,0.9399242424242424,0.9248484848484848,0.2555352351619,True,"S1,S2",False,False
EEGNet_STD,sub-24,"{'family': 'logistic', 'C': 0.1}",2,0.9373737373737374,0.9247474747474748,0.18866390851308182,False,"S1,S2",False,False
EEGNet_STD,sub-24,"{'family': 'logistic', 'C': 1.0}",3,0.9173484848484847,0.8896969696969697,0.2623151635504617,False,"S1,S2",False,False
EEGNet_STD,sub-25,"{'family': 'logistic', 'C': 0.001}",0,0.9325,0.9,0.44543998457370604,False,"S1,S2",False,False
EEGNet_STD,sub-25,"{'family': 'logistic', 'C': 0.01}",1,0.9325,0.9,0.22435509872721143,False,"S1,S2",False,False
EEGNet_STD,sub-25,"{'family': 'logistic', 'C': 0.1}",2,0.935,0.9,0.16440723770478585,True,"S1,S2",False,False
EEGNet_STD,sub-25,"{'family': 'logistic', 'C': 1.0}",3,0.9275,0.895,0.18580625199941775,False,"S1,S2",False,False
EEGNet_STD,sub-26,"{'family': 'logistic', 'C': 0.001}",0,0.8597222222222223,0.8344444444444444,0.5344453303072555,False,"S1,S2",False,False
EEGNet_STD,sub-26,"{'family': 'logistic', 'C': 0.01}",1,0.8597222222222223,0.8344444444444444,0.36799776806535717,True,"S1,S2",False,False
EEGNet_STD,sub-26,"{'family': 'logistic', 'C': 0.1}",2,0.842121212121212,0.7942424242424242,0.3464716890249741,False,"S1,S2",False,False
EEGNet_STD,sub-26,"{'family': 'logistic', 'C': 1.0}",3,0.8295454545454546,0.7640909090909092,0.4236578030610394,False,"S1,S2",False,False
EEGNet_STD,sub-27,"{'family': 'logistic', 'C': 0.001}",0,0.4925,0.485,0.6941333401419193,False,"S1,S2",False,False
EEGNet_STD,sub-27,"{'family': 'logistic', 'C': 0.01}",1,0.5025,0.5,0.7244250231862075,True,"S1,S2",False,False
EEGNet_STD,sub-27,"{'family': 'logistic', 'C': 0.1}",2,0.4975,0.495,0.8000941619786249,False,"S1,S2",False,False
EEGNet_STD,sub-27,"{'family': 'logistic', 'C': 1.0}",3,0.4875,0.48,0.9959627240338889,False,"S1,S2",False,False
EEGNet_STD,sub-28,"{'family': 'logistic', 'C': 0.001}",0,0.8325,0.825,0.5490881310847121,False,"S1,S2",False,False
EEGNet_STD,sub-28,"{'family': 'logistic', 'C': 0.01}",1,0.8425,0.835,0.3953334284833629,False,"S1,S2",False,False
EEGNet_STD,sub-28,"{'family': 'logistic', 'C': 0.1}",2,0.8475,0.845,0.3544474619757676,True,"S1,S2",False,False
EEGNet_STD,sub-28,"{'family': 'logistic', 'C': 1.0}",3,0.8275,0.8200000000000001,0.4207034081818236,False,"S1,S2",False,False
EEGNet_STD,sub-29,"{'family': 'logistic', 'C': 0.001}",0,0.5625,0.47,0.6895455400900695,True,"S1,S2",False,False
EEGNet_STD,sub-29,"{'family': 'logistic', 'C': 0.01}",1,0.51,0.43999999999999995,0.7152958062649388,False,"S1,S2",False,False
EEGNet_STD,sub-29,"{'family': 'logistic', 'C': 0.1}",2,0.5125,0.495,0.8226813237430901,False,"S1,S2",False,False
EEGNet_STD,sub-29,"{'family': 'logistic', 'C': 1.0}",3,0.49,0.485,1.066197468903405,False,"S1,S2",False,False
EEGNet_STD,sub-3,"{'family': 'logistic', 'C': 0.001}",0,0.9075,0.89,0.48336265142542467,False,"S1,S2",False,False
EEGNet_STD,sub-3,"{'family': 'logistic', 'C': 0.01}",1,0.9125,0.895,0.2720915213143386,False,"S1,S2",False,False
EEGNet_STD,sub-3,"{'family': 'logistic', 'C': 0.1}",2,0.9225,0.9099999999999999,0.20492520814310536,False,"S1,S2",False,False
EEGNet_STD,sub-3,"{'family': 'logistic', 'C': 1.0}",3,0.9275,0.91,0.22434540461453106,True,"S1,S2",False,False
EEGNet_STD,sub-30,"{'family': 'logistic', 'C': 0.001}",0,0.945,0.9199999999999999,0.47777381576508493,False,"S1,S2",False,False
EEGNet_STD,sub-30,"{'family': 'logistic', 'C': 0.01}",1,0.95,0.925,0.22783600013453498,False,"S1,S2",False,False
EEGNet_STD,sub-30,"{'family': 'logistic', 'C': 0.1}",2,0.965,0.95,0.12294461998142307,True,"S1,S2",False,False
EEGNet_STD,sub-30,"{'family': 'logistic', 'C': 1.0}",3,0.96,0.95,0.11053488205675868,False,"S1,S2",False,False
EEGNet_STD,sub-31,"{'family': 'logistic', 'C': 0.001}",0,0.62,0.575,0.6658872914785783,True,"S1,S2",False,False
EEGNet_STD,sub-31,"{'family': 'logistic', 'C': 0.01}",1,0.6025,0.5900000000000001,0.6865159909989611,False,"S1,S2",False,False
EEGNet_STD,sub-31,"{'family': 'logistic', 'C': 0.1}",2,0.5800000000000001,0.55,0.7949062668060272,False,"S1,S2",False,False
EEGNet_STD,sub-31,"{'family': 'logistic', 'C': 1.0}",3,0.5625,0.53,1.004251516991783,False,"S1,S2",False,False
EEGNet_STD,sub-32,"{'family': 'logistic', 'C': 0.001}",0,0.5411868686868686,0.5273737373737374,0.6911541735951982,True,"S1,S2",False,False
EEGNet_STD,sub-32,"{'family': 'logistic', 'C': 0.01}",1,0.5262878787878787,0.51,0.7072157388653453,False,"S1,S2",False,False
EEGNet_STD,sub-32,"{'family': 'logistic', 'C': 0.1}",2,0.4963131313131313,0.485,0.8017118020837135,False,"S1,S2",False,False
EEGNet_STD,sub-32,"{'family': 'logistic', 'C': 1.0}",3,0.48138888888888887,0.475,0.9953067224394497,False,"S1,S2",False,False
EEGNet_STD,sub-33,"{'family': 'logistic', 'C': 0.001}",0,0.93,0.925,0.4570532531752824,False,"S1,S2",False,False
EEGNet_STD,sub-33,"{'family': 'logistic', 'C': 0.01}",1,0.94,0.94,0.23254858703591036,False,"S1,S2",False,False
EEGNet_STD,sub-33,"{'family': 'logistic', 'C': 0.1}",2,0.945,0.94,0.16748222078736769,True,"S1,S2",False,False
EEGNet_STD,sub-33,"{'family': 'logistic', 'C': 1.0}",3,0.9325,0.915,0.1842107228505846,False,"S1,S2",False,False
EEGNet_STD,sub-34,"{'family': 'logistic', 'C': 0.001}",0,0.4675,0.42500000000000004,0.6977188321141523,True,"S1,S2",False,False
EEGNet_STD,sub-34,"{'family': 'logistic', 'C': 0.01}",1,0.43500000000000005,0.42500000000000004,0.729901571057259,False,"S1,S2",False,False
EEGNet_STD,sub-34,"{'family': 'logistic', 'C': 0.1}",2,0.4425,0.415,0.7962540262193278,False,"S1,S2",False,False
EEGNet_STD,sub-34,"{'family': 'logistic', 'C': 1.0}",3,0.45999999999999996,0.45999999999999996,0.885365677321154,False,"S1,S2",False,False
EEGNet_STD,sub-35,"{'family': 'logistic', 'C': 0.001}",0,0.9624999999999999,0.955,0.3840754047712936,False,"S1,S2",False,False
EEGNet_STD,sub-35,"{'family': 'logistic', 'C': 0.01}",1,0.9675,0.96,0.15683736807709692,True,"S1,S2",False,False
EEGNet_STD,sub-35,"{'family': 'logistic', 'C': 0.1}",2,0.96,0.955,0.10144298180960798,False,"S1,S2",False,False
EEGNet_STD,sub-35,"{'family': 'logistic', 'C': 1.0}",3,0.9524999999999999,0.945,0.1183971761132995,False,"S1,S2",False,False
EEGNet_STD,sub-36,"{'family': 'logistic', 'C': 0.001}",0,0.8925,0.875,0.5660391532212243,False,"S1,S2",False,False
EEGNet_STD,sub-36,"{'family': 'logistic', 'C': 0.01}",1,0.895,0.885,0.4140124887469532,True,"S1,S2",False,False
EEGNet_STD,sub-36,"{'family': 'logistic', 'C': 0.1}",2,0.885,0.86,0.35768215917702395,False,"S1,S2",False,False
EEGNet_STD,sub-36,"{'family': 'logistic', 'C': 1.0}",3,0.8825000000000001,0.86,0.373645798156873,False,"S1,S2",False,False
EEGNet_STD,sub-37,"{'family': 'logistic', 'C': 0.001}",0,0.835,0.8200000000000001,0.5557686563574182,False,"S1,S2",False,False
EEGNet_STD,sub-37,"{'family': 'logistic', 'C': 0.01}",1,0.8275,0.8200000000000001,0.3997592353432513,False,"S1,S2",False,False
EEGNet_STD,sub-37,"{'family': 'logistic', 'C': 0.1}",2,0.845,0.8300000000000001,0.3716765597472702,True,"S1,S2",False,False
EEGNet_STD,sub-37,"{'family': 'logistic', 'C': 1.0}",3,0.8300000000000001,0.81,0.4266613787760657,False,"S1,S2",False,False
EEGNet_STD,sub-38,"{'family': 'logistic', 'C': 0.001}",0,0.505,0.5,0.6977091687612481,True,"S1,S2",False,False
EEGNet_STD,sub-38,"{'family': 'logistic', 'C': 0.01}",1,0.5025,0.5,0.7648105083098371,False,"S1,S2",False,False
EEGNet_STD,sub-38,"{'family': 'logistic', 'C': 0.1}",2,0.5,0.5,1.3648289389641972,False,"S1,S2",False,False
EEGNet_STD,sub-38,"{'family': 'logistic', 'C': 1.0}",3,0.495,0.485,3.1273957438872735,False,"S1,S2",False,False
EEGNet_STD,sub-41,"{'family': 'logistic', 'C': 0.001}",0,0.7775,0.75,0.5497382881023626,False,"S1,S2",False,False
EEGNet_STD,sub-41,"{'family': 'logistic', 'C': 0.01}",1,0.7775,0.75,0.4201934724081051,False,"S1,S2",False,False
EEGNet_STD,sub-41,"{'family': 'logistic', 'C': 0.1}",2,0.7725,0.76,0.4008887464964854,False,"S1,S2",False,False
EEGNet_STD,sub-41,"{'family': 'logistic', 'C': 1.0}",3,0.7825,0.76,0.44500582763727625,True,"S1,S2",False,False
EEGNet_STD,sub-42,"{'family': 'logistic', 'C': 0.001}",0,0.8225,0.81,0.5698543729804084,True,"S1,S2",False,False
EEGNet_STD,sub-42,"{'family': 'logistic', 'C': 0.01}",1,0.8225,0.8049999999999999,0.44315687301100953,False,"S1,S2",False,False
EEGNet_STD,sub-42,"{'family': 'logistic', 'C': 0.1}",2,0.8125,0.78,0.4475542475668327,False,"S1,S2",False,False
EEGNet_STD,sub-42,"{'family': 'logistic', 'C': 1.0}",3,0.8049999999999999,0.775,0.5494774764947249,False,"S1,S2",False,False
EEGNet_STD,sub-44,"{'family': 'logistic', 'C': 0.001}",0,0.625,0.56,0.6717620334771123,False,"S1,S2",False,False
EEGNet_STD,sub-44,"{'family': 'logistic', 'C': 0.01}",1,0.655,0.585,0.6486836034900763,False,"S1,S2",False,False
EEGNet_STD,sub-44,"{'family': 'logistic', 'C': 0.1}",2,0.6799999999999999,0.63,0.6638640772976581,False,"S1,S2",False,False
EEGNet_STD,sub-44,"{'family': 'logistic', 'C': 1.0}",3,0.6825000000000001,0.65,0.6847946706891315,True,"S1,S2",False,False
EEGNet_STD,sub-45,"{'family': 'logistic', 'C': 0.001}",0,0.8225,0.7949999999999999,0.6092228394470177,False,"S1,S2",False,False
EEGNet_STD,sub-45,"{'family': 'logistic', 'C': 0.01}",1,0.8250000000000001,0.81,0.5343892161139876,False,"S1,S2",False,False
EEGNet_STD,sub-45,"{'family': 'logistic', 'C': 0.1}",2,0.8300000000000001,0.81,0.5657102320551584,True,"S1,S2",False,False
EEGNet_STD,sub-45,"{'family': 'logistic', 'C': 1.0}",3,0.8175,0.81,0.6383105536087424,False,"S1,S2",False,False
EEGNet_STD,sub-47,"{'family': 'logistic', 'C': 0.001}",0,0.88,0.855,0.504293777419238,False,"S1,S2",False,False
EEGNet_STD,sub-47,"{'family': 'logistic', 'C': 0.01}",1,0.885,0.8600000000000001,0.3252231201842483,True,"S1,S2",False,False
EEGNet_STD,sub-47,"{'family': 'logistic', 'C': 0.1}",2,0.8800000000000001,0.8700000000000001,0.2711525167447815,False,"S1,S2",False,False
EEGNet_STD,sub-47,"{'family': 'logistic', 'C': 1.0}",3,0.87,0.865,0.299613024303059,False,"S1,S2",False,False
EEGNet_STD,sub-48,"{'family': 'logistic', 'C': 0.001}",0,0.8375,0.8200000000000001,0.5674384130766639,True,"S1,S2",False,False
EEGNet_STD,sub-48,"{'family': 'logistic', 'C': 0.01}",1,0.835,0.82,0.4168166078813057,False,"S1,S2",False,False
EEGNet_STD,sub-48,"{'family': 'logistic', 'C': 0.1}",2,0.8274999999999999,0.815,0.3889717615208651,False,"S1,S2",False,False
EEGNet_STD,sub-48,"{'family': 'logistic', 'C': 1.0}",3,0.8074999999999999,0.7949999999999999,0.4420548500888766,False,"S1,S2",False,False
EEGNet_STD,sub-49,"{'family': 'logistic', 'C': 0.001}",0,0.89,0.87,0.5197855520504959,False,"S1,S2",False,False
EEGNet_STD,sub-49,"{'family': 'logistic', 'C': 0.01}",1,0.895,0.875,0.3077299008778003,True,"S1,S2",False,False
EEGNet_STD,sub-49,"{'family': 'logistic', 'C': 0.1}",2,0.8925000000000001,0.88,0.24884974964996529,False,"S1,S2",False,False
EEGNet_STD,sub-49,"{'family': 'logistic', 'C': 1.0}",3,0.885,0.855,0.2976205574144491,False,"S1,S2",False,False
EEGNet_STD,sub-5,"{'family': 'logistic', 'C': 0.001}",0,0.8925,0.875,0.4879509676473761,False,"S1,S2",False,False
EEGNet_STD,sub-5,"{'family': 'logistic', 'C': 0.01}",1,0.8899999999999999,0.87,0.2907135685276582,False,"S1,S2",False,False
EEGNet_STD,sub-5,"{'family': 'logistic', 'C': 0.1}",2,0.9025000000000001,0.88,0.2394775249683846,True,"S1,S2",False,False
EEGNet_STD,sub-5,"{'family': 'logistic', 'C': 1.0}",3,0.8925000000000001,0.89,0.27828027512868303,False,"S1,S2",False,False
EEGNet_STD,sub-50,"{'family': 'logistic', 'C': 0.001}",0,0.94,0.9299999999999999,0.43981114406909516,False,"S1,S2",False,False
EEGNet_STD,sub-50,"{'family': 'logistic', 'C': 0.01}",1,0.9425,0.935,0.20725929975534857,False,"S1,S2",False,False
EEGNet_STD,sub-50,"{'family': 'logistic', 'C': 0.1}",2,0.945,0.94,0.11753633406266195,True,"S1,S2",False,False
EEGNet_STD,sub-50,"{'family': 'logistic', 'C': 1.0}",3,0.9424999999999999,0.94,0.10217247447361187,False,"S1,S2",False,False
EEGNet_STD,sub-6,"{'family': 'logistic', 'C': 0.001}",0,0.91,0.905,0.4681083788158712,True,"S1,S2",False,False
EEGNet_STD,sub-6,"{'family': 'logistic', 'C': 0.01}",1,0.9,0.89,0.27299164952641625,False,"S1,S2",False,False
EEGNet_STD,sub-6,"{'family': 'logistic', 'C': 0.1}",2,0.885,0.885,0.23956512121826787,False,"S1,S2",False,False
EEGNet_STD,sub-6,"{'family': 'logistic', 'C': 1.0}",3,0.875,0.855,0.30664745236200197,False,"S1,S2",False,False
EEGNet_STD,sub-7,"{'family': 'logistic', 'C': 0.001}",0,0.8125,0.7749999999999999,0.5490912066577909,False,"S1,S2",False,False
EEGNet_STD,sub-7,"{'family': 'logistic', 'C': 0.01}",1,0.8075,0.77,0.40430872386192024,False,"S1,S2",False,False
EEGNet_STD,sub-7,"{'family': 'logistic', 'C': 0.1}",2,0.8125,0.78,0.3655485528249587,False,"S1,S2",False,False
EEGNet_STD,sub-7,"{'family': 'logistic', 'C': 1.0}",3,0.8125,0.79,0.3826195290559121,True,"S1,S2",False,False
EEGNet_STD,sub-9,"{'family': 'logistic', 'C': 0.001}",0,0.685,0.665,0.6412869177479641,True,"S1,S2",False,False
EEGNet_STD,sub-9,"{'family': 'logistic', 'C': 0.01}",1,0.6825,0.665,0.5962863655351918,False,"S1,S2",False,False
EEGNet_STD,sub-9,"{'family': 'logistic', 'C': 0.1}",2,0.665,0.64,0.6280809771815342,False,"S1,S2",False,False
EEGNet_STD,sub-9,"{'family': 'logistic', 'C': 1.0}",3,0.6425,0.615,0.7055488509672658,False,"S1,S2",False,False
DeepConvNet,sub-1,"{'family': 'logistic', 'C': 0.001}",0,0.8375,0.8200000000000001,0.4531751049747693,True,"S1,S2",False,False
DeepConvNet,sub-1,"{'family': 'logistic', 'C': 0.01}",1,0.8325,0.8,0.3694289698590242,False,"S1,S2",False,False
DeepConvNet,sub-1,"{'family': 'logistic', 'C': 0.1}",2,0.79,0.76,0.4554455056582798,False,"S1,S2",False,False
DeepConvNet,sub-1,"{'family': 'logistic', 'C': 1.0}",3,0.7849999999999999,0.755,0.7152205008693262,False,"S1,S2",False,False
DeepConvNet,sub-11,"{'family': 'logistic', 'C': 0.001}",0,0.8075000000000001,0.755,0.4753109860869017,False,"S1,S2",False,False
DeepConvNet,sub-11,"{'family': 'logistic', 'C': 0.01}",1,0.8125,0.765,0.4150451199191524,True,"S1,S2",False,False
DeepConvNet,sub-11,"{'family': 'logistic', 'C': 0.1}",2,0.8099999999999999,0.7749999999999999,0.4876145116516117,False,"S1,S2",False,False
DeepConvNet,sub-11,"{'family': 'logistic', 'C': 1.0}",3,0.78,0.765,0.7480204779619681,False,"S1,S2",False,False
DeepConvNet,sub-12,"{'family': 'logistic', 'C': 0.001}",0,0.5549999999999999,0.545,0.6870560920519997,True,"S1,S2",False,False
DeepConvNet,sub-12,"{'family': 'logistic', 'C': 0.01}",1,0.5275000000000001,0.525,0.7142186836219402,False,"S1,S2",False,False
DeepConvNet,sub-12,"{'family': 'logistic', 'C': 0.1}",2,0.5025,0.485,0.9428202561409973,False,"S1,S2",False,False
DeepConvNet,sub-12,"{'family': 'logistic', 'C': 1.0}",3,0.5025,0.495,1.6944037125250317,False,"S1,S2",False,False
DeepConvNet,sub-13,"{'family': 'logistic', 'C': 0.001}",0,0.6575,0.53,0.6385355950300049,True,"S1,S2",False,False
DeepConvNet,sub-13,"{'family': 'logistic', 'C': 0.01}",1,0.6399999999999999,0.525,0.614860401335791,False,"S1,S2",False,False
DeepConvNet,sub-13,"{'family': 'logistic', 'C': 0.1}",2,0.6125,0.575,0.8071851977061013,False,"S1,S2",False,False
DeepConvNet,sub-13,"{'family': 'logistic', 'C': 1.0}",3,0.5800000000000001,0.5800000000000001,1.4610014151845756,False,"S1,S2",False,False
DeepConvNet,sub-14,"{'family': 'logistic', 'C': 0.001}",0,0.5275000000000001,0.525,0.6863561974145449,False,"S1,S2",False,False
DeepConvNet,sub-14,"{'family': 'logistic', 'C': 0.01}",1,0.5325,0.5,0.7175207516978281,True,"S1,S2",False,False
DeepConvNet,sub-14,"{'family': 'logistic', 'C': 0.1}",2,0.515,0.515,0.9399270532876176,False,"S1,S2",False,False
DeepConvNet,sub-14,"{'family': 'logistic', 'C': 1.0}",3,0.505,0.48,1.6769699399190707,False,"S1,S2",False,False
DeepConvNet,sub-16,"{'family': 'logistic', 'C': 0.001}",0,0.515,0.505,0.6867955860730429,False,"S1,S2",False,False
DeepConvNet,sub-16,"{'family': 'logistic', 'C': 0.01}",1,0.54,0.52,0.7224986217566175,False,"S1,S2",False,False
DeepConvNet,sub-16,"{'family': 'logistic', 'C': 0.1}",2,0.5575,0.54,0.9070413841656704,False,"S1,S2",False,False
DeepConvNet,sub-16,"{'family': 'logistic', 'C': 1.0}",3,0.5625,0.55,1.4989182040870923,True,"S1,S2",False,False
DeepConvNet,sub-17,"{'family': 'logistic', 'C': 0.001}",0,0.7925,0.77,0.49365380788272467,False,"S1,S2",False,False
DeepConvNet,sub-17,"{'family': 'logistic', 'C': 0.01}",1,0.8,0.755,0.4315770759546833,True,"S1,S2",False,False
DeepConvNet,sub-17,"{'family': 'logistic', 'C': 0.1}",2,0.7575,0.72,0.5274269335683204,False,"S1,S2",False,False
DeepConvNet,sub-17,"{'family': 'logistic', 'C': 1.0}",3,0.7324999999999999,0.7,0.8523997675906156,False,"S1,S2",False,False
DeepConvNet,sub-18,"{'family': 'logistic', 'C': 0.001}",0,0.5874999999999999,0.5499999999999999,0.6763985370352847,False,"S1,S2",False,False
DeepConvNet,sub-18,"{'family': 'logistic', 'C': 0.01}",1,0.5875,0.585,0.7053064270264888,True,"S1,S2",False,False
DeepConvNet,sub-18,"{'family': 'logistic', 'C': 0.1}",2,0.5675,0.54,0.9392526581607274,False,"S1,S2",False,False
DeepConvNet,sub-18,"{'family': 'logistic', 'C': 1.0}",3,0.5325,0.51,1.6783495430112747,False,"S1,S2",False,False
DeepConvNet,sub-19,"{'family': 'logistic', 'C': 0.001}",0,0.7375,0.6,0.5331437080218666,True,"S1,S2",False,False
DeepConvNet,sub-19,"{'family': 'logistic', 'C': 0.01}",1,0.7224999999999999,0.61,0.5037714328720453,False,"S1,S2",False,False
DeepConvNet,sub-19,"{'family': 'logistic', 'C': 0.1}",2,0.6925,0.625,0.6630299984695036,False,"S1,S2",False,False
DeepConvNet,sub-19,"{'family': 'logistic', 'C': 1.0}",3,0.6825,0.625,1.0571660703471326,False,"S1,S2",False,False
DeepConvNet,sub-2,"{'family': 'logistic', 'C': 0.001}",0,0.5925,0.5700000000000001,0.6686090490931875,True,"S1,S2",False,False
DeepConvNet,sub-2,"{'family': 'logistic', 'C': 0.01}",1,0.5900000000000001,0.555,0.7059505101206061,False,"S1,S2",False,False
DeepConvNet,sub-2,"{'family': 'logistic', 'C': 0.1}",2,0.5675,0.54,0.8867148384939081,False,"S1,S2",False,False
DeepConvNet,sub-2,"{'family': 'logistic', 'C': 1.0}",3,0.5549999999999999,0.5549999999999999,1.494492866151949,False,"S1,S2",False,False
DeepConvNet,sub-21,"{'family': 'logistic', 'C': 0.001}",0,0.8,0.79,0.49604440883021517,True,"S1,S2",False,False
DeepConvNet,sub-21,"{'family': 'logistic', 'C': 0.01}",1,0.7775,0.7749999999999999,0.42569705402718444,False,"S1,S2",False,False
DeepConvNet,sub-21,"{'family': 'logistic', 'C': 0.1}",2,0.7649999999999999,0.755,0.5501737523988298,False,"S1,S2",False,False
DeepConvNet,sub-21,"{'family': 'logistic', 'C': 1.0}",3,0.745,0.735,0.9310098158095073,False,"S1,S2",False,False
DeepConvNet,sub-22,"{'family': 'logistic', 'C': 0.001}",0,0.6125,0.605,0.6634802372652471,False,"S1,S2",False,False
DeepConvNet,sub-22,"{'family': 'logistic', 'C': 0.01}",1,0.6475,0.625,0.6609411213691327,True,"S1,S2",False,False
DeepConvNet,sub-22,"{'family': 'logistic', 'C': 0.1}",2,0.625,0.625,0.8074682773352609,False,"S1,S2",False,False
DeepConvNet,sub-22,"{'family': 'logistic', 'C': 1.0}",3,0.6074999999999999,0.595,1.3671161503505345,False,"S1,S2",False,False
DeepConvNet,sub-23,"{'family': 'logistic', 'C': 0.001}",0,0.8364393939393939,0.7528787878787879,0.4419977030255041,False,"S1,S2",False,False
DeepConvNet,sub-23,"{'family': 'logistic', 'C': 0.01}",1,0.8437878787878788,0.7375757575757576,0.42586828327234094,True,"S1,S2",False,False
DeepConvNet,sub-23,"{'family': 'logistic', 'C': 0.1}",2,0.8437121212121212,0.7274242424242424,0.6416509911742383,False,"S1,S2",False,False
DeepConvNet,sub-23,"{'family': 'logistic', 'C': 1.0}",3,0.8312121212121213,0.7274242424242424,1.032893258944583,False,"S1,S2",False,False
DeepConvNet,sub-24,"{'family': 'logistic', 'C': 0.001}",0,0.9249242424242424,0.9148484848484848,0.343051231310167,True,"S1,S2",False,False
DeepConvNet,sub-24,"{'family': 'logistic', 'C': 0.01}",1,0.91989898989899,0.9097979797979798,0.22561509442346836,False,"S1,S2",False,False
DeepConvNet,sub-24,"{'family': 'logistic', 'C': 0.1}",2,0.9072727272727272,0.8795454545454545,0.2287030885349392,False,"S1,S2",False,False
DeepConvNet,sub-24,"{'family': 'logistic', 'C': 1.0}",3,0.8871717171717172,0.8443434343434344,0.3324573095309636,False,"S1,S2",False,False
DeepConvNet,sub-25,"{'family': 'logistic', 'C': 0.001}",0,0.9075,0.86,0.3695990197516145,False,"S1,S2",False,False
DeepConvNet,sub-25,"{'family': 'logistic', 'C': 0.01}",1,0.91,0.865,0.244363916082415,False,"S1,S2",False,False
