dataset,method_id,outer_fold,subjects,mean_subject_BA,Delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,0,9,0.8427777777777777,0.008888888888888872,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,1,8,0.799375,-0.00437499999999999,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,2,8,0.8043750000000001,0.008749999999999994,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,3,8,0.8079955808080808,0.0069531250000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,4,8,0.801875,0.005624999999999963,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_REFIT4,0,9,0.8438888888888889,0.00999999999999996,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_REFIT4,1,8,0.80125,-0.0024999999999999883,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_REFIT4,2,8,0.808125,0.012500000000000011,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_REFIT4,3,8,0.8098571654040404,0.008814709595959619,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_REFIT4,4,8,0.80125,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_TRAIN3,0,9,0.838888888888889,0.00499999999999998,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_TRAIN3,1,8,0.801875,-0.001874999999999974,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_TRAIN3,2,8,0.8037500000000001,0.008125000000000007,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_TRAIN3,3,8,0.8054955808080808,0.004453125000000002,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_TRAIN3,4,8,0.7962499999999999,-1.3877787807814457e-17,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_REFIT4,0,9,0.8394444444444444,0.0055555555555554985,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_REFIT4,1,8,0.805,0.001250000000000015,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_REFIT4,2,8,0.799375,0.0037499999999999895,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_REFIT4,3,8,0.8042518939393939,0.0032094381313131637,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_DISAGREEMENT_REFIT4,4,8,0.8025,0.006249999999999978,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_ALL_REFIT4,0,9,0.8411111111111111,0.0072222222222221915,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_ALL_REFIT4,1,8,0.81125,0.007500000000000007,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_ALL_REFIT4,2,8,0.8018749999999999,0.006249999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_ALL_REFIT4,3,8,0.8148571654040404,0.01381470959595961,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_ALL_REFIT4,4,8,0.808125,0.01187500000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_DISAGREEMENT_REFIT4,0,9,0.8394444444444445,0.005555555555555536,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_DISAGREEMENT_REFIT4,1,8,0.8075,0.003750000000000017,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_DISAGREEMENT_REFIT4,2,8,0.801875,0.006249999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_DISAGREEMENT_REFIT4,3,8,0.8142455808080807,0.01320312500000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_SIMPLE_DISAGREEMENT_REFIT4,4,8,0.8049999999999999,0.008750000000000008,False
