dataset,method_id,outer_fold,subjects,mean_subject_BA,Delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,0,9,0.838888888888889,0.004999999999999967,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,1,8,0.8049999999999999,0.0012500000000000011,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,2,8,0.8062499999999999,0.01062500000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,3,8,0.8173508522727273,0.016308396464646477,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_C1,4,8,0.806875,0.010624999999999996,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_AVG,0,9,0.8433333333333333,0.009444444444444429,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_AVG,1,8,0.796875,-0.006874999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_AVG,2,8,0.80875,0.013124999999999984,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_AVG,3,8,0.8117455808080808,0.010703125000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_SIMPLE_STACK_AVG,4,8,0.81,0.013750000000000012,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_RELIABILITY_STACK_AVG,0,9,0.8372222222222222,0.003333333333333287,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_RELIABILITY_STACK_AVG,1,8,0.7562500000000001,-0.04749999999999997,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_RELIABILITY_STACK_AVG,2,8,0.79875,0.003124999999999975,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_RELIABILITY_STACK_AVG,3,8,0.8192384785353535,0.018196022727272734,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_FIXED_RELIABILITY_STACK_AVG,4,8,0.805625,0.00937499999999998,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_LOGISTIC,0,9,0.8422222222222221,0.008333333333333304,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_LOGISTIC,1,8,0.7975,-0.006249999999999978,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_LOGISTIC,2,8,0.8,0.004374999999999962,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_LOGISTIC,3,8,0.810508207070707,0.009465751262626276,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_LOGISTIC,4,8,0.800625,0.004375000000000004,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_HISTGB,0,9,0.8383333333333334,0.004444444444444436,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_HISTGB,1,8,0.7943749999999999,-0.009374999999999994,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_HISTGB,2,8,0.79625,0.0006250000000000006,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_HISTGB,3,8,0.8073634785353535,0.006321022727272738,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_STACK_HISTGB,4,8,0.8056249999999999,0.00937499999999998,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_ERROR_THREE_TWO,0,9,0.833888888888889,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_ERROR_THREE_TWO,1,8,0.80375,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_ERROR_THREE_TWO,2,8,0.784375,-0.01125000000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_ERROR_THREE_TWO,3,8,0.8010424558080808,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M11_RELIABILITY_ERROR_THREE_TWO,4,8,0.7962499999999999,0.0,False
