dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,baseline,baseline_BA,delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-1,0.96,0.96,0.96,0.2564726843661776,0.06538986059060312,0.1644172061140931,current,0.965,-0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-11,0.745,0.745,0.744993624840621,0.47907726749790513,0.160542397646767,0.05390176887623967,current,0.75,-0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-12,0.75,0.75,0.749599358974359,0.44768371736116336,0.15239155896776707,0.07978871618464968,current,0.7350000000000001,0.014999999999999902,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-13,0.865,0.865,0.8648344221671547,0.3243236857312867,0.10116265138114837,0.0943779559643008,current,0.865,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-14,0.605,0.605,0.6049901247531189,0.7398339544156337,0.2591186384170453,0.12117850248724228,current,0.6000000000000001,0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-16,0.55,0.55,0.5349317899958661,0.7394098206093542,0.26474183018530695,0.13894007190418975,current,0.5700000000000001,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-17,0.835,0.835,0.8349628666449951,0.33481423335428717,0.10641406963633955,0.05721974221461072,current,0.845,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-18,0.67,0.67,0.66996699669967,0.6466493628925695,0.225828612083638,0.10051868075039237,current,0.6499999999999999,0.02000000000000013,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-19,0.9450000000000001,0.945,0.9449656035021888,0.16119750338815567,0.04069480102047773,0.07527254591506585,current,0.9450000000000001,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-2,0.72,0.72,0.7189883580891208,0.4908964881976442,0.16717245794006644,0.10917483979370446,current,0.7250000000000001,-0.0050000000000001155,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-21,0.855,0.855,0.8543847756772364,0.3138424609848499,0.09719202809785323,0.08023524182067299,current,0.8600000000000001,-0.0050000000000001155,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-22,0.75,0.75,0.74997499749975,0.5246493541669955,0.17317181466416806,0.07236672799543152,current,0.75,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-23,0.99,0.99,0.9899989998999901,0.07464515499372994,0.0179823123316024,0.051603948438451036,current,0.99,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-24,0.9384469696969697,0.9384615384615385,0.9384469696969697,0.13826070822986983,0.04005334823576205,0.055015711226129825,current,0.9433396464646464,-0.004892676767676685,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M1_OUTPUT_LOGISTIC,sub-25,0.98,0.98,0.9799979997999799,0.07743880951856616,0.01640577181105221,0.0498865477375306,current,0.98,0.0,False
