dataset,method_id,outer_fold,subjects,mean_subject_BA,Delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_SOFT_RELIABILITY,0,9,0.83,-0.003888888888888917,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_SOFT_RELIABILITY,1,8,0.791875,-0.011874999999999997,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_SOFT_RELIABILITY,2,8,0.78,-0.015624999999999986,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_SOFT_RELIABILITY,3,8,0.7935495580808081,-0.007492897727272713,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_SOFT_RELIABILITY,4,8,0.8031250000000001,0.006874999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_LOCAL_SESSION_LOGISTIC,0,9,0.8388888888888889,0.004999999999999967,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_LOCAL_SESSION_LOGISTIC,1,8,0.7887500000000001,-0.014999999999999972,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_LOCAL_SESSION_LOGISTIC,2,8,0.793125,-0.00250000000000003,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_LOCAL_SESSION_LOGISTIC,3,8,0.8005145202020202,-0.00052793560606057,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_LOCAL_SESSION_LOGISTIC,4,8,0.8043750000000001,0.008125000000000007,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_HIERARCHICAL_RELIABILITY_SEARCH,0,9,0.83,-0.003888888888888917,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_HIERARCHICAL_RELIABILITY_SEARCH,1,8,0.7887500000000001,-0.014999999999999972,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_HIERARCHICAL_RELIABILITY_SEARCH,2,8,0.793125,-0.00250000000000003,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_HIERARCHICAL_RELIABILITY_SEARCH,3,8,0.8005145202020202,-0.00052793560606057,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M3_HIERARCHICAL_RELIABILITY_SEARCH,4,8,0.8043750000000001,0.008125000000000007,False
