dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,baseline,baseline_BA,delta_BA,OUTER_TEST_USED
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,1,0.8,0.8,0.7960016319869441,0.4033978147469389,0.13188211462300617,0.12992539266515946,current,0.8,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,10,0.81,0.81,0.8099809980998101,0.43098913542930795,0.13605965921470464,0.09043715630099435,current,0.81,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,11,0.75,0.75,0.74997499749975,0.5326549533732503,0.1786911790167705,0.05033047207771279,current,0.75,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,12,0.85,0.85,0.8498648783905515,0.3684498450643295,0.11578761427627902,0.08428300293582633,current,0.85,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,13,0.72,0.72,0.7171717171717171,0.5859125752623661,0.1984023314580119,0.1099773372005016,current,0.72,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,14,0.8,0.8,0.7999799979998,0.43783055256852393,0.13691324349941048,0.06584953880593272,current,0.8,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,15,0.905,0.905,0.9048072346501665,0.27665970882383134,0.07814825340955416,0.08894908190858662,current,0.905,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,16,0.885,0.885,0.8849741191768148,0.2564510825852995,0.07618247542922595,0.050569151642623475,current,0.885,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,18,0.915,0.915,0.9146393512590696,0.20092876938603632,0.05998532969787524,0.10167846286280688,current,0.915,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,19,0.855,0.855,0.8541797611565054,0.36346203088308454,0.10941913884327295,0.08069347559081756,current,0.855,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,2,0.845,0.845,0.8449030644152595,0.4336100968206805,0.13514824982633028,0.08973506859631306,current,0.845,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,20,0.8999999999999999,0.9,0.899749373433584,0.2779497470273591,0.08142770439316604,0.08684176589441422,current,0.8999999999999999,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,21,0.97,0.97,0.9699729756781104,0.09249003301694465,0.022203338553479925,0.03384977575848854,current,0.97,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,22,0.83,0.83,0.8299829982998299,0.4006774969936142,0.12552308860845127,0.07799284630783006,current,0.83,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,23,0.905,0.905,0.9049786201895427,0.249325435414827,0.07114808727296192,0.07964806355877485,current,0.905,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,24,0.7050000000000001,0.705,0.6967438513530878,0.6242969271636897,0.21076715938567198,0.1780303188835883,current,0.7050000000000001,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,25,0.89,0.89,0.8892914653784219,0.2549195723746314,0.08374133340701144,0.08248002005064115,current,0.89,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,26,0.84,0.84,0.83998399839984,0.3235383676318644,0.10362016671131496,0.05233075415451981,current,0.84,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,27,0.93,0.93,0.93,0.3048599249370319,0.08578519917224504,0.1374172327824096,current,0.93,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,28,0.985,0.985,0.9849996249906248,0.06461933702476667,0.015706197805703263,0.03616816597734752,current,0.985,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,29,0.9199999999999999,0.92,0.9196060697417345,0.242409402210238,0.0715734006488245,0.0577202289606629,current,0.9199999999999999,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,3,0.925,0.925,0.9249530956848031,0.17850758715304893,0.052673859933015946,0.04204536933010584,current,0.925,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,30,0.855,0.855,0.8549963749093727,0.3363625774270653,0.10685512597170764,0.06004770519802327,current,0.855,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,31,0.865,0.865,0.8642363293526085,0.3497299059974466,0.10765144114773925,0.09750227760988422,current,0.865,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,32,0.965,0.965,0.9649991249781245,0.0995928590795668,0.027978556404987174,0.04242624914476766,current,0.965,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,33,0.985,0.985,0.9849996249906248,0.0452782403697758,0.011403059230665131,0.03341341298980671,current,0.985,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,34,0.72,0.72,0.7177134791813691,0.5899359356706355,0.1892443992702767,0.09336298609021719,current,0.72,0.0,False
OpenBMI_MI_NEMAR_nm000273_offline,M13_OPENBMI_SAFE_FALLBACK_A1_DYNAMIC_KEEP,35,0.99,0.99,0.99,0.08188462105609096,0.018829584733226244,0.050192367105636654,current,0.99,0.0,False
