subject_id,configuration,candidate_order,history_cv_BA,history_cv_worst_session_BA,history_cv_NLL,selected,band_hz,target_prior_sessions_used,target_S3_labels_used_for_fit,OUTER_TEST_USED
sub-1,"{'pairs': 2, 'C': 0.01}",0,0.535,0.535,0.6942681457328688,True,8-30,True,False,False
sub-1,"{'pairs': 2, 'C': 0.1}",1,0.525,0.525,0.7693822898522588,False,8-30,True,False,False
sub-1,"{'pairs': 2, 'C': 1.0}",2,0.515,0.495,0.8986872978715325,False,8-30,True,False,False
sub-1,"{'pairs': 3, 'C': 0.01}",3,0.51,0.505,0.698228053488501,False,8-30,True,False,False
sub-1,"{'pairs': 3, 'C': 0.1}",4,0.515,0.495,0.7677218159423931,False,8-30,True,False,False
sub-1,"{'pairs': 3, 'C': 1.0}",5,0.5125,0.495,1.0433782883195852,False,8-30,True,False,False
sub-1,"{'pairs': 4, 'C': 0.01}",6,0.48,0.45999999999999996,0.7455762853007829,False,8-30,True,False,False
sub-1,"{'pairs': 4, 'C': 0.1}",7,0.475,0.45,0.9756311782648972,False,8-30,True,False,False
sub-1,"{'pairs': 4, 'C': 1.0}",8,0.49250000000000005,0.48000000000000004,1.5036563021873757,False,8-30,True,False,False
sub-11,"{'pairs': 2, 'C': 0.01}",0,0.5575,0.505,0.6890125136372296,True,8-30,True,False,False
sub-11,"{'pairs': 2, 'C': 0.1}",1,0.54,0.5,0.763024166198863,False,8-30,True,False,False
sub-11,"{'pairs': 2, 'C': 1.0}",2,0.535,0.5,0.9008299765675043,False,8-30,True,False,False
sub-11,"{'pairs': 3, 'C': 0.01}",3,0.515,0.505,0.7484707471469432,False,8-30,True,False,False
sub-11,"{'pairs': 3, 'C': 0.1}",4,0.53,0.5,1.2076099682989239,False,8-30,True,False,False
sub-11,"{'pairs': 3, 'C': 1.0}",5,0.5175000000000001,0.5,1.9943327388570342,False,8-30,True,False,False
sub-11,"{'pairs': 4, 'C': 0.01}",6,0.5075000000000001,0.5,0.7937821418571682,False,8-30,True,False,False
sub-11,"{'pairs': 4, 'C': 0.1}",7,0.5125,0.5,1.2060646760503517,False,8-30,True,False,False
sub-11,"{'pairs': 4, 'C': 1.0}",8,0.51,0.495,1.6397159901565703,False,8-30,True,False,False
sub-12,"{'pairs': 2, 'C': 0.01}",0,0.49250000000000005,0.46,0.7097072511944501,False,8-30,True,False,False
sub-12,"{'pairs': 2, 'C': 0.1}",1,0.5025,0.45,0.7996289243961229,False,8-30,True,False,False
sub-12,"{'pairs': 2, 'C': 1.0}",2,0.5025000000000001,0.445,0.8703020035272848,False,8-30,True,False,False
sub-12,"{'pairs': 3, 'C': 0.01}",3,0.5075000000000001,0.485,0.7211141957819325,False,8-30,True,False,False
sub-12,"{'pairs': 3, 'C': 0.1}",4,0.5025,0.485,0.8420467289006168,False,8-30,True,False,False
sub-12,"{'pairs': 3, 'C': 1.0}",5,0.5075,0.48,0.990169267736724,False,8-30,True,False,False
sub-12,"{'pairs': 4, 'C': 0.01}",6,0.5125,0.505,0.7447399138865876,False,8-30,True,False,False
sub-12,"{'pairs': 4, 'C': 0.1}",7,0.5175000000000001,0.51,0.9422498478418515,True,8-30,True,False,False
sub-12,"{'pairs': 4, 'C': 1.0}",8,0.5125,0.495,1.2049768004337924,False,8-30,True,False,False
sub-13,"{'pairs': 2, 'C': 0.01}",0,0.495,0.49,0.7188663774993225,False,8-30,True,False,False
sub-13,"{'pairs': 2, 'C': 0.1}",1,0.525,0.5,0.8732406608714516,True,8-30,True,False,False
sub-13,"{'pairs': 2, 'C': 1.0}",2,0.51,0.5,1.00717515072935,False,8-30,True,False,False
sub-13,"{'pairs': 3, 'C': 0.01}",3,0.4875,0.475,0.7304838047833695,False,8-30,True,False,False
sub-13,"{'pairs': 3, 'C': 0.1}",4,0.5,0.5,1.091685243631064,False,8-30,True,False,False
sub-13,"{'pairs': 3, 'C': 1.0}",5,0.505,0.505,1.628350338279414,False,8-30,True,False,False
sub-13,"{'pairs': 4, 'C': 0.01}",6,0.4925,0.49,0.7040854373100145,False,8-30,True,False,False
sub-13,"{'pairs': 4, 'C': 0.1}",7,0.5025,0.5,0.8678985817581495,False,8-30,True,False,False
sub-13,"{'pairs': 4, 'C': 1.0}",8,0.5025,0.495,1.355011004012712,False,8-30,True,False,False
sub-18,"{'pairs': 2, 'C': 0.01}",0,0.495,0.49,0.7090461749933238,False,8-30,True,False,False
sub-18,"{'pairs': 2, 'C': 0.1}",1,0.5,0.5,0.9238701206625973,False,8-30,True,False,False
sub-18,"{'pairs': 2, 'C': 1.0}",2,0.5,0.5,1.1917177264424137,False,8-30,True,False,False
sub-18,"{'pairs': 3, 'C': 0.01}",3,0.485,0.47,0.7143546739225226,False,8-30,True,False,False
sub-18,"{'pairs': 3, 'C': 0.1}",4,0.4925,0.485,0.9271857876469001,False,8-30,True,False,False
sub-18,"{'pairs': 3, 'C': 1.0}",5,0.49,0.485,1.1827030577971054,False,8-30,True,False,False
sub-18,"{'pairs': 4, 'C': 0.01}",6,0.51,0.5,0.7353961124442803,True,8-30,True,False,False
sub-18,"{'pairs': 4, 'C': 0.1}",7,0.5025,0.5,1.142040947957167,False,8-30,True,False,False
sub-18,"{'pairs': 4, 'C': 1.0}",8,0.5,0.495,1.8112456915024373,False,8-30,True,False,False
sub-17,"{'pairs': 2, 'C': 0.01}",0,0.5549999999999999,0.5,0.7258049891791067,True,8-30,True,False,False
sub-17,"{'pairs': 2, 'C': 0.1}",1,0.5449999999999999,0.5,1.2541890535953044,False,8-30,True,False,False
sub-17,"{'pairs': 2, 'C': 1.0}",2,0.5375,0.5,2.228915982291923,False,8-30,True,False,False
sub-17,"{'pairs': 3, 'C': 0.01}",3,0.5549999999999999,0.5,0.7359695694976838,False,8-30,True,False,False
sub-17,"{'pairs': 3, 'C': 0.1}",4,0.53,0.5,1.598028357847178,False,8-30,True,False,False
sub-17,"{'pairs': 3, 'C': 1.0}",5,0.5175000000000001,0.5,3.5727878752357,False,8-30,True,False,False
sub-17,"{'pairs': 4, 'C': 0.01}",6,0.5375000000000001,0.5,0.7557213329126833,False,8-30,True,False,False
sub-17,"{'pairs': 4, 'C': 0.1}",7,0.525,0.5,1.6776083189651476,False,8-30,True,False,False
sub-17,"{'pairs': 4, 'C': 1.0}",8,0.5125,0.5,3.579239056040275,False,8-30,True,False,False
sub-14,"{'pairs': 2, 'C': 0.01}",0,0.5125,0.5,0.7049057165372359,False,8-30,True,False,False
sub-14,"{'pairs': 2, 'C': 0.1}",1,0.5275,0.5,0.9167433042700164,False,8-30,True,False,False
sub-14,"{'pairs': 2, 'C': 1.0}",2,0.5325,0.5,1.2930133661903098,False,8-30,True,False,False
sub-14,"{'pairs': 3, 'C': 0.01}",3,0.535,0.5,0.6948435658608172,False,8-30,True,False,False
