dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,baseline,baseline_BA,delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-1,0.925,0.925,0.9249530956848031,0.2837945500572644,0.07952027161495098,0.1131768905981581,current,0.965,-0.039999999999999925,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-11,0.73,0.73,0.7298919567827131,0.4922981898247859,0.165350352190508,0.06771134871564041,current,0.75,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-12,0.73,0.73,0.7293233082706767,0.4512482213229309,0.15447162259492805,0.07489820991051906,current,0.7350000000000001,-0.0050000000000001155,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-13,0.8600000000000001,0.86,0.8593106220480353,0.3428279865722134,0.10513223779757926,0.1023658975462129,current,0.865,-0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-14,0.5900000000000001,0.59,0.5885186672019269,0.7551193922331766,0.2648169717507182,0.12042541689269927,current,0.6000000000000001,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-16,0.58,0.58,0.5716034271725826,0.7461849083242587,0.26495771628706744,0.12188737726397164,current,0.5700000000000001,0.009999999999999898,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-17,0.84,0.84,0.83998399839984,0.34449932552114754,0.1100758251609628,0.06280786343738134,current,0.845,-0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-18,0.64,0.64,0.6394230769230769,0.6457554965774484,0.22657776490959722,0.06272226514085681,current,0.6499999999999999,-0.009999999999999898,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-19,0.9450000000000001,0.945,0.9449656035021888,0.13781616122647442,0.03965972767569179,0.04895753653134886,current,0.9450000000000001,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-2,0.7350000000000001,0.735,0.7335009428032684,0.47716713927729565,0.16233281077655815,0.08827524586769543,current,0.7250000000000001,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-21,0.8500000000000001,0.85,0.849624060150376,0.3079858220600351,0.10050868325881723,0.06979407676190647,current,0.8600000000000001,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-22,0.72,0.72,0.7186212440960708,0.5535197908584577,0.18567834759256235,0.12074125900259879,current,0.75,-0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-23,0.98,0.98,0.9799919967987194,0.07740085406251972,0.01964843852299496,0.04892337496099855,current,0.99,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-24,0.9487058080808081,0.9487179487179487,0.9487058080808081,0.13236052631157483,0.03714791318732313,0.043717671493429144,current,0.9433396464646464,0.005366161616161658,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-25,0.98,0.98,0.9799919967987194,0.07931767620456279,0.016411974521590825,0.053592924124528575,current,0.98,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-26,0.74,0.74,0.7355304648560675,0.5075491527592777,0.16936521359778006,0.062220186291272316,current,0.73,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-27,0.655,0.655,0.6547842401500938,0.6497432104982291,0.22896062996961222,0.11544814121429335,current,0.6699999999999999,-0.014999999999999902,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-28,0.64,0.64,0.6317135549872123,0.591837062385144,0.2140383576245835,0.199137186945894,current,0.66,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-29,0.9199999999999999,0.92,0.9198717948717949,0.26599669751622956,0.07391517035217265,0.09036351827281915,current,0.915,0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-3,0.885,0.885,0.8845120634681529,0.3073779276742941,0.09037253293843506,0.09796469832519845,current,0.88,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-30,0.855,0.855,0.8539447508247086,0.427658610678976,0.11927486412091717,0.10096672371807791,current,0.875,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-31,0.59,0.59,0.5792282430213465,0.7063900686198129,0.24951624138516085,0.17156708142959295,current,0.585,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-32,0.645,0.645,0.6445645916247403,0.6460285553256643,0.22456643083740083,0.08778237447477498,current,0.62,0.025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-33,0.975,0.975,0.9749993749843746,0.0958972098933078,0.02343276657226754,0.05180105889384058,current,0.97,0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-34,0.5800000000000001,0.58,0.5796216594935442,0.7053160365044597,0.25318051954058957,0.12356666605639663,current,0.575,0.0050000000000001155,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-35,0.935,0.935,0.9349202773397411,0.18040722509585488,0.050171451748547306,0.07680222475206924,current,0.9299999999999999,0.0050000000000001155,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-36,0.97,0.97,0.97,0.08545783048207563,0.018801814143628255,0.05592924186734362,current,0.98,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-37,0.8500000000000001,0.85,0.849624060150376,0.3980857814252615,0.12312293901811511,0.08985965916319662,current,0.845,0.0050000000000001155,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-38,0.51,0.51,0.4650070968446337,0.7119014338248801,0.2596948694162353,0.13472469054224698,current,0.515,-0.0050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,sub-41,0.89,0.89,0.8899009108197378,0.23538158913934482,0.07619518264923549,0.04013051801300136,current,0.89,0.0,False
