dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,baseline,baseline_BA,delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-1,0.6,0.6,0.595959595959596,0.659999722785972,0.23377092818836345,0.07806709896874145,current,0.965,-0.365,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-11,0.495,0.495,0.48562552519671004,0.7006320352031545,0.2537806368482137,0.10228388896871478,current,0.75,-0.255,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-12,0.615,0.615,0.6142187930559382,0.7083254294861518,0.24788928420582634,0.06594799637720618,current,0.7350000000000001,-0.1200000000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-13,0.505,0.505,0.44242629044521414,0.7052389411813783,0.2559728910589756,0.06923141080244691,current,0.865,-0.36,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-14,0.495,0.495,0.3899308386940896,0.8126479015591141,0.30138834249894475,0.2162529700488219,current,0.6000000000000001,-0.1050000000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-16,0.45999999999999996,0.46,0.35714285714285715,0.7558450873129584,0.2794764325987004,0.1447521192895638,current,0.5700000000000001,-0.1100000000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-17,0.51,0.51,0.3551783129359126,0.6804486650129394,0.24379624830068522,0.12617440113722578,current,0.845,-0.33499999999999996,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-18,0.505,0.505,0.4134897360703812,0.7035440624398115,0.2551182093554586,0.08871661985430078,current,0.6499999999999999,-0.1449999999999999,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-19,0.525,0.525,0.5081670161269447,0.6863784994138549,0.24663297444832616,0.04103336636435412,current,0.9450000000000001,-0.42000000000000004,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-2,0.515,0.515,0.3658265502925697,1.017792114293193,0.3589922671589296,0.32599962698793455,current,0.7250000000000001,-0.21000000000000008,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-21,0.495,0.495,0.3311036789297659,2.262532046652759,0.48138794350238356,0.4885666146856879,current,0.8600000000000001,-0.3650000000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M13_SUBJECT_CSP_CONTROL,sub-22,0.665,0.665,0.6635786196680977,0.6549666167274667,0.23133459230469464,0.1057424356857814,current,0.75,-0.08499999999999996,False
