dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,baseline,baseline_BA,delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-1,0.935,0.935,0.934868107918535,0.2126558977116156,0.05583072582556237,0.11369509954279325,current,0.965,-0.029999999999999916,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-11,0.7150000000000001,0.715,0.7129258895520133,0.4967704125859596,0.16747316767782025,0.08148926084525308,current,0.75,-0.03499999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-12,0.74,0.74,0.7355304648560675,0.4576822228059326,0.15420950806894163,0.09147052420210197,current,0.7350000000000001,0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-13,0.865,0.865,0.8645903859174001,0.30481333895315915,0.09191843042350854,0.09888661393822856,current,0.865,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-14,0.6,0.6,0.5951007186962243,0.7348422100714264,0.2586597075284138,0.12420511685708298,current,0.6000000000000001,-1.1102230246251565e-16,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-16,0.6,0.6,0.5880959736381424,0.7230759029473965,0.25654232742184596,0.1360908932661455,current,0.5700000000000001,0.029999999999999916,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-17,0.835,0.835,0.8349628666449951,0.3325355275784007,0.10771936815183505,0.05344450770559586,current,0.845,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-18,0.6499999999999999,0.65,0.648735447611401,0.6180687967014095,0.21655933407102418,0.09334980992042896,current,0.6499999999999999,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-19,0.95,0.95,0.9499799919967987,0.13684712803694749,0.04004842612331791,0.04031259736610487,current,0.9450000000000001,0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M12_LEAN_ALL_TRAIN3,sub-2,0.755,0.755,0.7542566262945409,0.4696029186486701,0.15829270297589187,0.08481940754376541,current,0.7250000000000001,0.029999999999999916,False
