dataset,method_id,outer_fold,subjects,mean_subject_BA,Delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,0,9,0.8272222222222223,-0.006666666666666672,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,1,8,0.796875,-0.0068749999999999645,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,2,8,0.79125,-0.004375000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,3,8,0.7985882260101009,-0.0024542297979797817,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_OUTPUT_ERROR_HISTGB,4,8,0.795625,-0.0006250000000000144,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_SHARED_ERROR_LOGISTIC,0,9,0.8155555555555556,-0.01833333333333336,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_SHARED_ERROR_LOGISTIC,1,8,0.786875,-0.016875,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_SHARED_ERROR_LOGISTIC,2,8,0.7825000000000001,-0.013124999999999984,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_SHARED_ERROR_LOGISTIC,3,8,0.7992653093434343,-0.0017771464646464674,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_SHARED_ERROR_LOGISTIC,4,8,0.785625,-0.01062500000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_THREE_TWO_ALL_EXTRATREES,0,9,0.833888888888889,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_THREE_TWO_ALL_EXTRATREES,1,8,0.803125,-0.0006250000000000006,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_THREE_TWO_ALL_EXTRATREES,2,8,0.798125,0.0025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_THREE_TWO_ALL_EXTRATREES,3,8,0.8016674558080807,0.0006250000000000006,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M8_THREE_TWO_ALL_EXTRATREES,4,8,0.7962499999999999,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M5_LOCAL_KNN_ERROR,0,9,0.8327777777777777,-0.0011111111111111243,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M5_LOCAL_KNN_ERROR,1,8,0.7931250000000001,-0.010624999999999982,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M5_LOCAL_KNN_ERROR,2,8,0.7825,-0.013124999999999998,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M5_LOCAL_KNN_ERROR,3,8,0.8004111426767677,-0.0006313131313130937,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M5_LOCAL_KNN_ERROR,4,8,0.791875,-0.004375000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_SHARED_LOGISTIC,0,9,0.8255555555555555,-0.008333333333333378,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_SHARED_LOGISTIC,1,8,0.7987500000000001,-0.004999999999999977,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_SHARED_LOGISTIC,2,8,0.774375,-0.02124999999999999,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_SHARED_LOGISTIC,3,8,0.7910495580808081,-0.009992897727272715,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_SHARED_LOGISTIC,4,8,0.7987500000000001,0.0025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_ALL_EXTRATREES,0,9,0.8327777777777778,-0.0011111111111111243,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_ALL_EXTRATREES,1,8,0.7962499999999999,-0.007499999999999993,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_ALL_EXTRATREES,2,8,0.783125,-0.012500000000000011,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_ALL_EXTRATREES,3,8,0.7998255997474747,-0.0012168560606060502,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M2_MULTILABEL_ALL_EXTRATREES,4,8,0.805625,0.009374999999999967,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M7_PAIRWISE_SHARED_HISTGB,0,9,0.825,-0.008888888888888898,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M7_PAIRWISE_SHARED_HISTGB,1,8,0.794375,-0.009374999999999953,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M7_PAIRWISE_SHARED_HISTGB,2,8,0.7925,-0.003124999999999975,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M7_PAIRWISE_SHARED_HISTGB,3,8,0.7910235164141414,-0.0100189393939394,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M7_PAIRWISE_SHARED_HISTGB,4,8,0.803125,0.006874999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M9_CORRELATION_AWARE,0,9,0.8338888888888889,-2.4671622769447922e-17,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M9_CORRELATION_AWARE,1,8,0.798125,-0.005624999999999991,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M9_CORRELATION_AWARE,2,8,0.7906249999999999,-0.005000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M9_CORRELATION_AWARE,3,8,0.7897798295454546,-0.011262626262626238,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M9_CORRELATION_AWARE,4,8,0.8,0.0037499999999999895,False
