dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,baseline,baseline_BA,delta_BA,OUTER_TEST_USED
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-1,0.945,0.945,0.9449986249656241,0.47023231436573854,0.14444175827943695,0.27469130978266176,current,0.965,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-11,0.71,0.71,0.7050147492625369,0.559168322622687,0.19326905907758835,0.11192772166179085,current,0.75,-0.040000000000000036,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-12,0.6799999999999999,0.68,0.6767676767676768,0.6489289111772848,0.22804114438860307,0.1883107741707691,current,0.7350000000000001,-0.05500000000000016,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-13,0.855,0.855,0.8541797611565054,0.37772986580876705,0.1124256995121784,0.16116715517621133,current,0.865,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-14,0.5349999999999999,0.535,0.5340564643402891,0.6978126476818849,0.25208756629718104,0.10263451402275847,current,0.6000000000000001,-0.06500000000000017,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-16,0.46499999999999997,0.465,0.4648795979095296,0.72957969569703,0.2668911798110578,0.13286269890723137,current,0.5700000000000001,-0.1050000000000001,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-17,0.855,0.855,0.8548221571424997,0.38086966622212187,0.11942180414521203,0.07428545317886785,current,0.845,0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-18,0.6699999999999999,0.67,0.6697027324592133,0.5877979617460994,0.20467030515546006,0.07628724112644268,current,0.6499999999999999,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-19,0.915,0.915,0.9148275257396228,0.40873081347844675,0.11704184812644164,0.24507271695204733,current,0.9450000000000001,-0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-2,0.75,0.75,0.7498999599839936,0.49517153328305213,0.16616916996767503,0.06153449830243576,current,0.7250000000000001,0.02499999999999991,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-21,0.855,0.855,0.8549093183239524,0.3528289578932333,0.10957248525879133,0.06984177353604068,current,0.8600000000000001,-0.0050000000000001155,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-22,0.6699999999999999,0.67,0.6698679471788715,0.566024297740396,0.19403260786984738,0.06635654382998757,current,0.75,-0.08000000000000007,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-23,0.965,0.965,0.9649991249781245,0.07675687105533256,0.021784255035809316,0.04185340576691313,current,0.99,-0.025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-24,0.922979797979798,0.9230769230769231,0.9230445420821385,0.440082852965094,0.12950864052669955,0.2779598274811071,current,0.9433396464646464,-0.020359848484848397,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-25,0.98,0.98,0.9799979997999799,0.10304349390912548,0.019462564821158542,0.08475567109653372,current,0.98,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-26,0.6699999999999999,0.67,0.6694711538461539,0.5825085617727204,0.20160148092232305,0.14014245038074172,current,0.73,-0.06000000000000005,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-27,0.56,0.56,0.5098039215686274,0.690451731745421,0.24865288431484323,0.007103330413139708,current,0.6699999999999999,-0.10999999999999988,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-28,0.72,0.72,0.7116671815466996,0.5429214324833036,0.18576640898021657,0.12622618387303222,current,0.66,0.05999999999999994,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-29,0.8400000000000001,0.84,0.8397435897435898,0.3704646358897778,0.11560927375374262,0.07589564454153802,current,0.915,-0.07499999999999996,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-3,0.86,0.86,0.859775641025641,0.31403283587440534,0.09456635308298486,0.07446041327256497,current,0.88,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-30,0.86,0.86,0.859775641025641,0.39803978744852087,0.11397470436491265,0.0826575311875922,current,0.875,-0.015000000000000013,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-31,0.5800000000000001,0.58,0.5779318661441061,0.6723370925802808,0.23975513321605313,0.061061177683671856,current,0.585,-0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-32,0.6,0.6,0.5967335416876701,0.6709741162732646,0.23902613985226798,0.08345357510701534,current,0.62,-0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-33,0.96,0.96,0.95999599959996,0.1087083992973343,0.03124943987748404,0.03700160501349395,current,0.97,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-34,0.52,0.52,0.5020230314347961,0.693361971537636,0.2500956179977835,0.05682231284983342,current,0.575,-0.05499999999999994,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-35,0.9299999999999999,0.93,0.9299719887955182,0.19170209170690755,0.05087883352130728,0.04943640988350802,current,0.9299999999999999,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-36,0.97,0.97,0.97,0.07367629312851921,0.02006647818733807,0.025067503371748255,current,0.98,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-37,0.815,0.815,0.8120634920634922,0.4051637754671446,0.12639090947704518,0.13718052648157628,current,0.845,-0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-38,0.5349999999999999,0.535,0.49389132268509695,0.7581146547267711,0.2753785011220189,0.17041516725442515,current,0.515,0.019999999999999907,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-41,0.83,0.83,0.83,0.3094152655455429,0.09683901376164883,0.08532668961635664,current,0.89,-0.06000000000000005,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-42,0.6799999999999999,0.68,0.6797117405665098,0.5996437254304038,0.20338989435574858,0.12359916017885529,current,0.69,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-44,0.8200000000000001,0.82,0.81998199819982,0.5508602696626759,0.18138758731560783,0.21860804949410978,current,0.845,-0.02499999999999991,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-45,0.9299999999999999,0.93,0.9299929992999301,0.19904824724959475,0.05832265600864593,0.05260933066285478,current,0.945,-0.015000000000000013,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-47,0.935,0.935,0.934998374959374,0.17003949976550978,0.049307005137547114,0.04429539554990597,current,0.965,-0.029999999999999916,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-48,0.825,0.825,0.8249606161386311,0.40854547882375075,0.13030789197184384,0.1073521146911272,current,0.835,-0.010000000000000009,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-49,0.915,0.915,0.9149808706959066,0.46308442939473765,0.14052543175268684,0.26906459330063814,current,0.895,0.020000000000000018,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-5,0.76,0.76,0.7599039615846338,0.43935211572820265,0.1475071804557562,0.10965477890282267,current,0.81,-0.050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-50,0.965,0.965,0.9649991249781245,0.11930175286967831,0.03176605239039867,0.03250809333579199,current,0.965,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-6,0.915,0.915,0.9149808706959066,0.20861794431682398,0.06030082741977923,0.05220881619961524,current,0.9199999999999999,-0.004999999999999893,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-7,0.8049999999999999,0.805,0.8044083352140223,0.4048603124320263,0.12993202497678277,0.10046349166909914,current,0.8049999999999999,0.0,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STABLE,sub-9,0.565,0.565,0.5610383713009914,0.6568493993868069,0.23243765169991895,0.05126161097169962,current,0.5900000000000001,-0.025000000000000133,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STD,sub-1,0.94,0.94,0.93999399939994,0.1739300866767267,0.04812965709984434,0.0801210700922427,current,0.965,-0.025000000000000022,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STD,sub-11,0.7350000000000001,0.735,0.7338756245135698,0.6109741108571782,0.20339575561379347,0.14790241757482506,current,0.75,-0.014999999999999902,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STD,sub-12,0.685,0.685,0.678234888531372,0.6502018350972948,0.2287053258990138,0.15710911021477303,current,0.7350000000000001,-0.050000000000000044,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STD,sub-13,0.8300000000000001,0.83,0.8293857888398234,0.45845407022148366,0.1403140326840072,0.19201052620576514,current,0.865,-0.03499999999999992,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STD,sub-14,0.5549999999999999,0.555,0.5536497906166152,0.6895174093499873,0.2481719751134629,0.03098305644334852,current,0.6000000000000001,-0.04500000000000015,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STD,sub-16,0.5,0.5,0.4999499949995,0.6947942200660038,0.25081636348689396,0.0370900154603929,current,0.5700000000000001,-0.07000000000000006,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STD,sub-17,0.815,0.815,0.8149953748843721,0.42100656580324014,0.12854550612932433,0.09163178656025861,current,0.845,-0.030000000000000027,False
WBCIC_NEMAR_nm000348_authorized_development_S3,M10_LOCAL_HEAD_EEGNet_STD,sub-18,0.6399999999999999,0.64,0.6386993175431553,0.6736764067216917,0.23328988036200016,0.09879071191274963,current,0.6499999999999999,-0.010000000000000009,False
