benchmark,method_id,subject_id,outer_fold,BA,NLL
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-1,0,0.95,0.14351679730022565
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-11,1,0.76,0.4533294213684566
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-12,4,0.735,0.4624889242144326
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-13,1,0.895,0.3071216978334126
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-14,4,0.5549999999999999,0.7756144059372825
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-16,0,0.515,0.7429712088099423
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-17,4,0.84,0.32606319152929514
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-18,1,0.61,0.6429843999480879
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-19,0,0.935,0.1544541469933791
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-2,1,0.745,0.5073824642057925
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-21,0,0.86,0.2864335049073998
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-22,2,0.8600000000000001,0.324420640445565
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-23,3,0.995,0.048082823621927846
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-24,3,0.963699494949495,0.11669398253582688
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-25,2,0.97,0.05055524464856026
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-26,2,0.6950000000000001,0.7262447680766624
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-27,1,0.61,0.6528865834918324
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-28,0,0.725,0.5193141345686431
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-29,2,0.95,0.1701608922396284
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-3,0,0.9099999999999999,0.2419053015798739
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-30,3,0.875,0.28538074439944866
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-31,3,0.54,0.7409375966982948
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-32,4,0.7,0.5612139011502169
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-33,0,0.965,0.06776017847246985
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-34,2,0.605,0.6776903462192885
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_PLUS_META_GENERIC_HYPER,sub-35,2,0.945,0.1398877329835205
