benchmark,outer_fold,subject_id,component_id,family,P_persistence,D_decision_dependence,G_task_overlap,R_history_transfer,future_ce_gain,future_ba_gain,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,0,27,META_SGD_PC_GROUP_00,projected_gradient,0.8430506408031659,0.01,0.31994000492509556,0.01236608596376279,0.008490516492649591,0.0,False
OpenBMI_MI_S1_to_S2,0,27,META_SGD_PC_GROUP_01,projected_gradient,0.5942599726905174,0.04,0.43131011805161057,0.015974940499916296,-0.017881566527674517,0.0,False
OpenBMI_MI_S1_to_S2,0,27,META_SGD_PC_GROUP_02,projected_gradient,0.7521957590770416,0.03,0.37683170409436806,0.0190600845290761,-0.0003902506741694789,0.0,False
OpenBMI_MI_S1_to_S2,0,27,META_SGD_PC_GROUP_03,projected_gradient,0.19259730528007626,0.01,0.2771799416526902,-0.003100472730023472,-0.003311547016196653,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,27,META_SGD_PC_GROUP_04,projected_gradient,-0.17754478733874518,0.02,0.20414269058187615,-0.014163204894426525,0.003545055918235354,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,27,META_SGD_PC_GROUP_05,projected_gradient,-0.15978173653219732,0.03,0.3688273931061024,-0.021044008308904003,-0.00038951258727844273,0.0,False
OpenBMI_MI_S1_to_S2,0,27,META_SGD_PC_GROUP_06,projected_gradient,0.29415594124007777,0.02,0.3994197967071989,0.0034019689279847776,-0.020144068936533727,-0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,27,META_SGD_PC_GROUP_07,projected_gradient,0.7244678560586627,0.02,0.44247768107461294,0.016096889882546872,0.007119001429487057,0.0,False
OpenBMI_MI_S1_to_S2,0,20,CALIBRATE_C01_A50,calibration,0.9973623239388694,0.0,-0.017930833029242338,-0.007552537893281919,-0.007817830238920548,0.0,False
OpenBMI_MI_S1_to_S2,0,20,CALIBRATE_C1_A50,calibration,-0.9851026134927635,0.0,0.02441378311637372,-0.00393692551607755,0.0009966904323123749,0.0,False
OpenBMI_MI_S1_to_S2,0,20,RIDGE_C001_A50,ridge_head,0.994319877732628,0.02,0.0495949610097007,-0.021144158299023663,-0.030132373510517396,0.0,False
OpenBMI_MI_S1_to_S2,0,20,RIDGE_C01_A50,ridge_head,0.5761196994221389,0.06,0.563660318767322,0.009345390442390938,-0.01719177463606894,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,0,20,RIDGE_C1_A50,ridge_head,0.553592604283696,0.11,0.5075708620943075,0.0008904169359501002,-0.03255184459364033,-0.029999999999999916,False
OpenBMI_MI_S1_to_S2,0,20,SHRINKAGE_LDA_A50,shrinkage_lda,0.44528827124554143,0.04,0.3574652827698042,-0.03302202253821809,-0.00012000123115973871,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,0,20,PROTOTYPE_TRANSPORT_A50,prototype_transport,0.875587606977822,0.02,-0.026670972580210235,-0.01373712554195719,-0.0018524864430074506,0.0,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_FULL_S025,meta_sgd,0.4165578145365608,0.05,0.44278541105857266,0.010680352920368535,-0.00933921444070518,-0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_FULL_S050,meta_sgd,0.4165578145365608,0.07,0.4427854110585728,0.015779181263712583,-0.023190817532878605,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_PC_GROUP_00,projected_gradient,0.3994544704318471,0.08,0.30505215565185223,0.011246962464615262,-0.026672819593761415,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_PC_GROUP_01,projected_gradient,0.4328206360446627,0.06,0.25704248750248093,-0.0012001847020567946,-0.010649467361909831,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_PC_GROUP_02,projected_gradient,0.5693797201474964,0.06,0.3182944601990208,0.00790261852025076,-0.012309267354446929,0.0,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_PC_GROUP_03,projected_gradient,0.1362786632657319,0.06,0.3102283874077138,-0.0056354441297659374,-0.020918210430405648,0.0,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_PC_GROUP_04,projected_gradient,0.598504709885707,0.06,0.3110945476049853,0.014681089995032287,-0.004043414737854828,-0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_PC_GROUP_05,projected_gradient,-0.5553838229360584,0.09,0.21725322267030253,-0.03224826134941952,-0.013533927009938662,-0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_PC_GROUP_06,projected_gradient,-0.055455502936059005,0.06,0.1750165718129456,-0.013571486262915516,-0.019612855661257755,0.0,False
OpenBMI_MI_S1_to_S2,0,20,META_SGD_PC_GROUP_07,projected_gradient,-0.7705766209996767,0.04,0.19750159585870888,-0.04788580329133582,-0.0012098284506303902,-0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,6,CALIBRATE_C01_A50,calibration,0.9994414139632872,0.0,-0.0764397171353123,-0.009279269633992879,-0.00022885716302455117,0.0,False
OpenBMI_MI_S1_to_S2,0,6,CALIBRATE_C1_A50,calibration,0.9999112116932325,0.0,0.16554955470059485,0.011641567823047472,0.015544259827407751,0.0,False
OpenBMI_MI_S1_to_S2,0,6,RIDGE_C001_A50,ridge_head,0.9951211599241395,0.0,-0.08699919941023396,-0.033610121435281436,-0.01784766456526045,0.0,False
OpenBMI_MI_S1_to_S2,0,6,RIDGE_C01_A50,ridge_head,0.5735233712101798,0.01,0.6371154320554848,-0.003969697726769673,-0.001142534540234108,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,6,RIDGE_C1_A50,ridge_head,0.797437900157807,0.02,0.3887185645040292,0.01636958831980599,0.003184051436987606,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,6,SHRINKAGE_LDA_A50,shrinkage_lda,0.9411622131140992,0.02,0.3305427129868374,-0.00024780917264832173,-0.025646056694649214,0.020000000000000018,False
OpenBMI_MI_S1_to_S2,0,6,PROTOTYPE_TRANSPORT_A50,prototype_transport,0.8319548776949782,0.0,0.07328559877847927,-0.007804208755663504,-0.0011550670509415661,0.0,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_FULL_S025,meta_sgd,0.8156844099067171,0.0,0.29128177461673455,0.0034071628293425513,0.003039111448956744,0.0,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_FULL_S050,meta_sgd,0.8156844099067173,0.0,0.2912817746167346,0.006084581692448649,0.005325521535946898,0.0,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_PC_GROUP_00,projected_gradient,0.870364852493197,0.0,0.20362784500166975,0.0056866661249939075,0.006984827835231029,0.0,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_PC_GROUP_01,projected_gradient,0.25033559166389546,0.01,0.4045929992922041,-0.005448975040508022,-0.015679919974359913,0.0,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_PC_GROUP_02,projected_gradient,0.6171110387648642,0.0,0.2614445106314615,0.007462984590451065,0.014645771858719209,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_PC_GROUP_03,projected_gradient,-0.4067400636588851,0.01,0.2752283767356096,-0.009836711074871253,0.004499028553938675,0.0,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_PC_GROUP_04,projected_gradient,0.6608875512785926,0.01,0.30618540094002544,0.007662643394107941,-0.0057834779466779535,0.0,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_PC_GROUP_05,projected_gradient,0.6138313373110689,0.02,0.5526333352422408,0.015080378137703822,0.003692181614657397,0.010000000000000009,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_PC_GROUP_06,projected_gradient,0.3603347754766435,0.01,0.3276140645984657,-0.0007855371944062023,0.003547972120758386,0.0,False
OpenBMI_MI_S1_to_S2,0,6,META_SGD_PC_GROUP_07,projected_gradient,0.03535025612312735,0.01,0.20483455157816205,-0.0099167890929166,0.0036032424611671804,0.0,False
OpenBMI_MI_S1_to_S2,0,21,CALIBRATE_C01_A50,calibration,0.9971428582918078,0.02,0.13357707040286432,-0.0066454292796525385,0.000315349305867952,0.0,False
OpenBMI_MI_S1_to_S2,0,21,CALIBRATE_C1_A50,calibration,0.9729677176136478,0.02,0.2768230565068774,0.021609823012209546,0.013992172834349788,0.0,False
OpenBMI_MI_S1_to_S2,0,21,RIDGE_C001_A50,ridge_head,0.9973692783973593,0.02,-0.025515266028673128,-0.027770759019826313,-0.015253390610235125,0.0,False
OpenBMI_MI_S1_to_S2,0,21,RIDGE_C01_A50,ridge_head,0.7701981200968897,0.02,0.5704689159533277,0.008598499621213056,0.0005739161491638521,0.0,False
OpenBMI_MI_S1_to_S2,0,21,RIDGE_C1_A50,ridge_head,0.8769289471290342,0.02,0.4550428792797703,0.028268931617927824,0.0048992423879219565,0.0,False
OpenBMI_MI_S1_to_S2,0,21,SHRINKAGE_LDA_A50,shrinkage_lda,0.9445769873986929,0.02,0.4323420019937551,-0.057719356852559786,0.022692092187912054,0.0,False
OpenBMI_MI_S1_to_S2,0,21,PROTOTYPE_TRANSPORT_A50,prototype_transport,0.8339536709873705,0.02,0.3202773350383115,0.006965416208214885,0.008428405688354752,0.0,False
OpenBMI_MI_S1_to_S2,0,21,META_SGD_FULL_S025,meta_sgd,0.9325799869678513,0.02,0.4024737794590986,0.010720538564100622,0.00308476476907835,0.0,False
OpenBMI_MI_S1_to_S2,0,21,META_SGD_FULL_S050,meta_sgd,0.9325799869678512,0.02,0.4024737794590986,0.019169399345535507,0.0055665120801941526,0.0,False
OpenBMI_MI_S1_to_S2,0,21,META_SGD_PC_GROUP_00,projected_gradient,0.9362606014612246,0.02,0.3700608581947539,0.019385925771323614,0.00595824573214148,0.0,False
OpenBMI_MI_S1_to_S2,0,21,META_SGD_PC_GROUP_01,projected_gradient,0.3696216521799516,0.03,0.32756294451379053,0.004196160714980482,-0.0006310774360829205,0.0,False
OpenBMI_MI_S1_to_S2,0,21,META_SGD_PC_GROUP_02,projected_gradient,0.5362053240843581,0.02,0.39256576425289713,0.008770697889782034,-0.003861929781396607,0.0,False
