benchmark,method_id,subject_id,outer_fold,BA,NLL
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,1,1,0.76,0.495168934676396
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,10,1,0.8,0.41872269035699305
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,11,4,0.77,0.5373970458449411
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,12,4,0.8200000000000001,0.4349317469030496
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,13,0,0.76,0.44356184941947174
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,14,0,0.79,0.43788555656644584
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,15,3,0.8999999999999999,0.2989018153480049
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,16,1,0.8899999999999999,0.27724657264163205
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,17,3,0.5700000000000001,0.8601399822927547
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,18,2,0.88,0.29129012329590137
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,19,0,0.8400000000000001,0.4148884508492053
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,2,0,0.8200000000000001,0.38684681875578264
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,20,3,0.92,0.22570898261859465
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,21,3,0.99,0.04955831069047157
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,22,2,0.8400000000000001,0.3911103206352362
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,23,4,0.8300000000000001,0.44463101495140384
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,24,3,0.61,0.9117299069241205
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,25,1,1.0,0.05973480622237529
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,26,2,0.8400000000000001,0.3084274009821883
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,27,3,0.9199999999999999,0.16747160500998198
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,28,3,0.96,0.13206743672686044
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,29,2,0.8400000000000001,0.3070968892512399
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,3,4,0.98,0.09701989550776252
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,30,4,0.8,0.4574546550155847
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,31,4,0.9099999999999999,0.26422842925049006
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,32,0,0.8200000000000001,0.3612168512039847
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,33,0,0.98,0.0921318433776434
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,34,2,0.76,0.5462179296746421
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,35,1,0.87,0.3008263814540532
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,36,0,0.97,0.05039433602734637
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,37,4,0.96,0.12113339935661831
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,38,3,0.71,0.5033823559143635
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,39,4,0.8200000000000001,0.4284899636286589
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,4,2,0.83,0.4268755732613517
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,40,0,0.81,0.385554754987424
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,41,3,0.75,0.5191907723843239
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,42,1,0.76,0.5007184656856967
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,43,1,0.9199999999999999,0.22344186429063043
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,44,2,0.94,0.14192041468935007
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,45,1,0.94,0.19447235555536072
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,46,3,0.76,0.6056679638622989
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,47,0,0.98,0.14900924799261278
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,48,1,0.5700000000000001,0.6821493429056518
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,49,4,0.8600000000000001,0.31181482146944256
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,5,1,0.8200000000000001,0.38918522467808786
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,50,0,0.6000000000000001,0.8354510867275547
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,51,2,0.75,0.4975695106513648
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,52,2,0.78,0.45198168657425275
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,53,0,0.84,0.3454863005874488
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,54,2,0.81,0.4276861900741122
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,6,1,0.97,0.0797189766708042
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,7,2,0.8400000000000001,0.34725578014951586
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,8,4,0.79,0.4647253828956568
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,9,3,0.77,0.49963772109193477
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,1,1,0.75,0.5004123613152182
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,10,1,0.8,0.3864707521927995
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,11,4,0.75,0.5306186798524147
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,12,4,0.8,0.43786315310300233
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,13,0,0.79,0.435253106310044
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,14,0,0.78,0.4245427180576938
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,15,3,0.9199999999999999,0.2612347124389826
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,16,1,0.8999999999999999,0.27512028594890997
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,17,3,0.6,0.9006388595884738
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,18,2,0.8999999999999999,0.28538768548419813
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,19,0,0.8400000000000001,0.38908849437719445
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,2,0,0.8500000000000001,0.38658444639233297
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,20,3,0.92,0.23151442136796888
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,21,3,0.98,0.05184482784470816
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,22,2,0.8300000000000001,0.37829398008275966
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,23,4,0.8,0.43247780219403487
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,24,3,0.63,0.9254748968567149
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,25,1,0.99,0.05743933114690638
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_HEAD,26,2,0.8600000000000001,0.27572541808405415
