benchmark,outer_fold,subject_id,component_id,family,future_ce_gain,future_ba_gain,P_persistence,U_signed_utility_prior,D_decision_dependence,G_task_overlap,R_history_transfer,history_base_ce,history_base_ba,history_margin_mean,history_margin_std,history_entropy_mean,history_prototype_separation,history_gradient_norm,history_session_drift,history_samples,update_rms,update_mean_abs,history_component_ce_gain,history_component_ba_gain,split_update_disagreement,predicted_utility,predicted_sigma,synthetic_semantic,policy_action
SYNTHETIC_POSITIVE_CONTROL,0,synthetic-000,PROTECTED,synthetic,0.007070475020386602,0.0,0.95,0.0,0.8,0.9,0.0006555133921654501,1.1443090084399936,-1.4228148545856127,0.12414522359944838,0.966998113226062,0.9315884897201294,0.029859009937268095,2.2579735789678845,1.4683307045441174,0.45990539304471717,0.5857301717169147,1.236863653746105,1.0396464024931222,-1.8178793258457298,1.948772373887802,0.0016196024640465104,0.0045975013186178495,PROTECTED,PRESERVE
SYNTHETIC_POSITIVE_CONTROL,0,synthetic-000,ADAPTABLE,synthetic,0.025724888339199548,0.025,0.7,0.025,0.35,0.75,0.021821355303839766,-0.5711981199967764,0.49822698944316013,-1.8864507613610753,0.16385269759528587,0.3754017587843553,0.3101948505163248,-2.140740619211077,-1.094979977742972,-0.5400795124561651,-1.0559631838841244,0.1505713375624732,-0.769818163894811,-1.1277414393028466,0.10978860669870998,0.02342633987394742,0.004371275834781506,ADAPTABLE,ADAPT
SYNTHETIC_POSITIVE_CONTROL,0,synthetic-000,HARMFUL,synthetic,-0.022310032325611094,-0.025,0.2,-0.025,0.6,-0.7,-0.021827249869840804,0.378753871863248,0.04946150273831776,-0.30194897585562497,-0.7879129612482717,0.0710854794052259,0.630027729732989,-1.1599715209799286,0.57079269417981,1.6850038984129343,1.0728243906411858,-0.062165003243519985,1.2668212821510083,0.7243043655297144,0.25644653286220465,-0.025560763980295154,0.004560893220965697,HARMFUL,PRESERVE
SYNTHETIC_POSITIVE_CONTROL,1,synthetic-001,PROTECTED,synthetic,0.0003200676744429644,0.0,0.95,0.0,0.8,0.9,0.0020336648797400388,-0.2683258816613422,-2.2336951897603408,0.7634532029673056,-0.1935341613916831,2.4383153750907116,-1.5169553879640896,-0.24036445633250084,-0.3402253819809808,0.896362014896908,0.4711360470869484,-0.7437693900967055,-0.09570847714084901,1.7300444273707312,-0.6036974514594962,-0.0007217270150831824,0.004315210600145991,PROTECTED,PRESERVE
SYNTHETIC_POSITIVE_CONTROL,1,synthetic-001,ADAPTABLE,synthetic,0.022758662531604874,0.025,0.7,0.025,0.35,0.75,0.0171950608496447,0.2678378840333953,-1.3512510844485088,-1.2335601299583983,1.3948051896964684,2.055412210560258,-0.9316984013650551,-0.699193880059967,0.8069420641248444,0.7138111098364787,-1.150588744483924,0.22047302492746984,0.6029511372652818,0.9112792710965179,-0.2829781659643191,0.023522783016994713,0.004284385182460806,ADAPTABLE,ADAPT
SYNTHETIC_POSITIVE_CONTROL,1,synthetic-001,HARMFUL,synthetic,-0.024098315521813785,-0.025,0.2,-0.025,0.6,-0.7,-0.027603897328723075,0.06836578155712497,1.3841494112719437,0.14423543659434182,0.9688307037238038,-0.13853108195812533,-1.3917121700509383,-2.0039554148706764,-0.32642479130877267,0.1346397429878858,2.010461837588571,0.11170811031790721,0.3823459501513849,0.9955769616903569,-0.08074054279464388,-0.026225903972427553,0.00446218114065836,HARMFUL,PRESERVE
SYNTHETIC_POSITIVE_CONTROL,2,synthetic-002,PROTECTED,synthetic,0.005937967578511533,0.0,0.95,0.0,0.8,0.9,0.0035133256716676723,0.027698438386066625,0.46568676727026515,-0.1563179731134894,0.6844444171047183,0.8442057240121317,1.2850000879624612,0.9381922882908574,-0.12672654676066267,-0.308293376572711,-0.4728459246107001,1.180838476682816,-0.23176518721142741,-0.9969590778734434,0.08854124045544746,3.8639276060552057e-05,0.004541857614473625,PROTECTED,PRESERVE
SYNTHETIC_POSITIVE_CONTROL,2,synthetic-002,ADAPTABLE,synthetic,0.029134405423687348,0.025,0.7,0.025,0.35,0.75,0.02967336561613446,-0.30552991402805296,0.06589587774811484,-0.7880180135477819,0.020154643956285058,-1.601746032318626,0.008506162564112397,-0.3081002322340172,0.043887849610391425,-0.3594788436196775,-1.151228446961452,-1.3359630778108547,-0.9495694052332548,0.17515786618804766,-0.052988261425005574,0.02357065108801269,0.0043822235839598616,ADAPTABLE,ADAPT
SYNTHETIC_POSITIVE_CONTROL,2,synthetic-002,HARMFUL,synthetic,-0.022293145015172478,-0.025,0.2,-0.025,0.6,-0.7,-0.02399797965577637,-1.066652952340019,0.6352479121473255,-0.17467944165551325,0.23309532850516795,0.477070176063438,-0.28955237292719854,-0.8039878442562846,-1.313945982960829,0.4095737270345598,-0.6078176446626603,-1.624036516451512,-0.8355557396730441,-2.1298793240584524,0.5393452129276546,-0.02646186819570207,0.004603299887063239,HARMFUL,PRESERVE
SYNTHETIC_POSITIVE_CONTROL,3,synthetic-003,PROTECTED,synthetic,-0.004568115026924954,0.0,0.95,0.0,0.8,0.9,0.004146613467407444,-1.2233539861539027,0.7070713876078583,0.05737741114075108,1.5731159827813341,-1.175041746682194,-1.2626537187049867,0.49277294985197323,-1.165102056032403,0.5617702182302802,-0.3716726575330064,-0.32253710159694315,-0.635655136378662,0.21118137309691967,0.19027969765333225,-0.00169882708769632,0.00446074780193805,PROTECTED,PRESERVE
