benchmark,outer_fold,architecture,epochs,last_train_loss,history,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,0,conformer_ccalign,1,0.6952739031924758,"[{""epoch"": 1, ""train_loss"": 0.6952739031924758}]",False
