benchmark,method_id,subject_id,outer_fold,BA,NLL
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,1,1,0.76,0.5083541413557411
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,10,1,0.84,0.41232097389688016
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,11,4,0.6799999999999999,0.6435593103757604
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,12,4,0.8,0.4626620088151728
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,13,0,0.77,0.47047160569958474
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,14,0,0.79,0.4468191348175795
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,15,3,0.88,0.3265363035114051
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,16,1,0.87,0.28166914877658067
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,17,3,0.6000000000000001,0.7857456894564042
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,18,2,0.9199999999999999,0.1975707410468669
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,19,0,0.8,0.44432756295298664
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,2,0,0.8,0.4380381325434415
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,20,3,0.8999999999999999,0.26572976727927766
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,21,3,0.99,0.06678220049650746
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,22,2,0.83,0.3946350219838004
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,23,4,0.78,0.4753249595517706
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,24,3,0.6,0.8870874512649582
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,25,1,0.99,0.0738487287696347
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,26,2,0.9099999999999999,0.2571625302204105
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,27,3,0.9099999999999999,0.21034044924545392
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,28,3,0.9099999999999999,0.16053600907252397
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,29,2,0.81,0.36551512743520204
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,3,4,0.96,0.12561533293551125
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,30,4,0.74,0.44364218454426124
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,31,4,0.8600000000000001,0.3301694077189421
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,32,0,0.89,0.29884255500592827
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,33,0,0.97,0.11186780883677855
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,34,2,0.73,0.6083880156891455
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,35,1,0.85,0.3298976521040805
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,36,0,0.98,0.06912590458726213
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,37,4,0.96,0.13269643424456354
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,38,3,0.77,0.4936813912762911
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,39,4,0.82,0.4683371339045451
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,4,2,0.83,0.33943263694891695
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,40,0,0.88,0.31561964736809633
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,41,3,0.77,0.4976405749071509
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,42,1,0.81,0.4233942844342646
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,43,1,0.8999999999999999,0.25284472534927604
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,44,2,0.94,0.1691683971853589
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,45,1,0.9099999999999999,0.19867054183488395
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,46,3,0.78,0.5648860734397549
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,47,0,0.9199999999999999,0.19692884606435557
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,48,1,0.5700000000000001,0.7083228969050757
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,49,4,0.8400000000000001,0.3555646941968853
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,5,1,0.86,0.2964280666443247
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,50,0,0.5499999999999999,0.8791407191043743
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,51,2,0.7,0.5847985648742813
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,52,2,0.81,0.5185993744929821
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,53,0,0.88,0.3167646643432354
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,54,2,0.8200000000000001,0.45229259452315296
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,6,1,0.98,0.06316877630921491
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,7,2,0.8400000000000001,0.35345070494102004
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,8,4,0.79,0.5128400889900572
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_CALIBRATION,9,3,0.8600000000000001,0.41741374186892416
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,1,1,0.79,0.49520361980030114
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,10,1,0.83,0.40535877795399616
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,11,4,0.67,0.658114766518044
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,12,4,0.8,0.46447555114298916
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,13,0,0.8300000000000001,0.4679564836437144
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,14,0,0.77,0.4511658441192941
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,15,3,0.86,0.32887047913781986
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,16,1,0.86,0.286665829761628
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,17,3,0.59,0.7935586258683646
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,18,2,0.9299999999999999,0.1915810386010212
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,19,0,0.81,0.42584582210605104
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,2,0,0.8,0.4437725669398601
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,20,3,0.8999999999999999,0.2618617035481811
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,21,3,0.99,0.0598793043992373
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,22,2,0.81,0.3870306583923596
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,23,4,0.77,0.4896950041668254
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,24,3,0.59,1.0028629910734632
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_NORM_FIXED_HEAD,25,1,0.99,0.06189089523451544
