benchmark,method_id,subject_id,outer_fold,BA,NLL
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-1,0,0.955,0.15587615342639766
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-11,1,0.73,0.503371706950858
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-12,4,0.76,0.4422057434447663
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-13,1,0.915,0.25268240505839357
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-14,4,0.6,0.6927365964342121
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-16,0,0.545,0.7240490119071
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-17,4,0.875,0.3038157901635733
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-18,1,0.645,0.6119164872918704
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-19,0,0.94,0.13396174322214488
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-2,1,0.76,0.45555822108043975
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-21,0,0.85,0.29953192347976426
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-22,2,0.8200000000000001,0.39764222854180625
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-23,3,0.98,0.06441438763114414
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-24,3,0.9382891414141414,0.15975332268959141
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-25,2,0.985,0.041515007963066994
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-26,2,0.7150000000000001,0.572547631317706
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-27,1,0.62,0.6469775266947946
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-28,0,0.7050000000000001,0.5374776274627296
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-29,2,0.92,0.2757423731568547
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-3,0,0.875,0.26410184727273467
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-30,3,0.915,0.2970070069313134
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CAPACITY_MATCHED_EEGNET_FIXED_CALIBRATION,sub-31,3,0.56,0.699214739724537
