benchmark,method_id,subject_id,outer_fold,BA,NLL
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,1,1,0.78,0.46907966000564905
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,10,1,0.8200000000000001,0.4369791172670211
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,11,4,0.73,0.5625581270736952
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,12,4,0.79,0.5025150359678323
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,13,0,0.75,0.466118307417597
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,14,0,0.81,0.4220147561286437
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,15,3,0.8300000000000001,0.34426520494949847
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,16,1,0.8899999999999999,0.25350237512180085
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,17,3,0.6499999999999999,0.7307383069464916
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,18,2,0.9299999999999999,0.22443986386722345
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,19,0,0.79,0.44293988325421524
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,2,0,0.8,0.409933645226625
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,20,3,0.8999999999999999,0.2497726641108524
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,21,3,0.98,0.051520277866637036
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,22,2,0.8200000000000001,0.4001061836111722
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,23,4,0.76,0.4923365397648255
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,24,3,0.58,0.9899690245467043
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,25,1,0.98,0.05900797009023166
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,26,2,0.87,0.2946166751489116
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,27,3,0.9199999999999999,0.19489562552502712
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,28,3,0.95,0.11858147733020756
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,29,2,0.85,0.37003037891996543
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,3,4,0.96,0.12821767279092358
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,30,4,0.76,0.43524427223713247
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,31,4,0.8400000000000001,0.35137072378879336
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,32,0,0.9199999999999999,0.27263958383904785
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,33,0,0.99,0.10126506964073582
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,34,2,0.73,0.6249688458990669
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,35,1,0.8999999999999999,0.23670902665560745
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,36,0,0.98,0.05547253793418536
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,37,4,0.95,0.15929413364599243
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,38,3,0.71,0.5255319097741934
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,39,4,0.8200000000000001,0.48772985041266037
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,4,2,0.8300000000000001,0.4011590227188248
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,40,0,0.86,0.3246192272643
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,41,3,0.77,0.49617455134228117
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,42,1,0.77,0.47817738763058737
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,43,1,0.94,0.2314701286403258
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,44,2,0.95,0.13149527499206268
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,45,1,0.9299999999999999,0.1919945747957401
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,46,3,0.74,0.5642784279791377
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__FBCVARIANCE_FIXED_CALIBRATION,47,0,0.96,0.19315525131922284
