benchmark,method_id,subject_id,outer_fold,BA,NLL
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,1,1,0.84,0.4038249495405762
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,10,1,0.81,0.4287844149470057
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,11,4,0.76,0.5456881811012807
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,12,4,0.78,0.49982568780677206
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,13,0,0.76,0.4532915175054572
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,14,0,0.81,0.429216507957661
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,15,3,0.81,0.36179863025091064
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,16,1,0.9199999999999999,0.2125749928055824
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,17,3,0.62,0.8075532828964265
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,18,2,0.9,0.2023789498068303
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,19,0,0.82,0.3999942224885868
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,2,0,0.8300000000000001,0.4056270018230675
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,20,3,0.92,0.20664999567851985
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,21,3,0.99,0.03564086385229634
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,22,2,0.8300000000000001,0.3791592794572028
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,23,4,0.8,0.5249621289559893
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,24,3,0.53,1.0054178297248064
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,25,1,1.0,0.05162355209765367
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,26,2,0.83,0.27505145481860116
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,27,3,0.95,0.1472530903509268
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,28,3,0.94,0.12975793852535514
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,29,2,0.85,0.3396853597064917
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,3,4,0.97,0.10067922711160719
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,30,4,0.79,0.45171318205467825
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,31,4,0.8200000000000001,0.361419545658286
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,32,0,0.8500000000000001,0.2911077753827301
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,33,0,0.98,0.0911346046642113
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,34,2,0.77,0.5714852220478589
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__CONFORMER_NORM_FIXED_CALIBRATION,35,1,0.76,0.5903622187592726
