benchmark,method_id,subject_id,outer_fold,BA,NLL
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,1,1,0.77,0.5302131798643156
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,10,1,0.8600000000000001,0.396206737077911
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,11,4,0.69,0.7352517728469593
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,12,4,0.78,0.6595250334604928
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,13,0,0.79,0.458762731757588
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,14,0,0.8,0.45601099219146685
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,15,3,0.8899999999999999,0.24382328805715972
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,16,1,0.8799999999999999,0.25268371930461647
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,17,3,0.6699999999999999,0.8344806151238545
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,18,2,0.89,0.29943823477206294
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,19,0,0.78,0.6320372578034251
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,2,0,0.8300000000000001,0.4239817035034577
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,20,3,0.91,0.16542475621903757
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,21,3,0.98,0.042954451206598604
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,22,2,0.88,0.35179806582401413
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,23,4,0.78,0.64003862934067
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,24,3,0.5800000000000001,1.360425918367386
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,25,1,1.0,0.02507036799758194
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,26,2,0.8200000000000001,0.432551962223416
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,27,3,0.95,0.12762925151395343
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,28,3,0.96,0.07131555545267157
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,29,2,0.8300000000000001,0.4039479728790767
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,3,4,0.98,0.13593336575055637
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,30,4,0.78,0.5651782603972546
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,31,4,0.8200000000000001,0.4183927169717738
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,32,0,0.87,0.3820502033754668
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,33,0,0.98,0.08725209232771877
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,34,2,0.7,0.9725223767277446
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,35,1,0.74,0.9042496402189458
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,36,0,1.0,0.011019229744665009
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,37,4,0.97,0.11724498759177028
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,38,3,0.74,0.5430733407762022
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,39,4,0.88,0.5379783961517905
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,4,2,0.75,0.5664287090371227
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,40,0,0.86,0.37970844716648977
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,41,3,0.77,0.6391946910613011
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,42,1,0.75,0.7429576806818345
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,43,1,0.9299999999999999,0.2412697899736593
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,44,2,0.95,0.10572495666018038
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,45,1,0.94,0.14266277839857644
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,46,3,0.71,0.7605028446949951
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,47,0,0.98,0.11149343593592251
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,48,1,0.6,0.7795260955123328
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,49,4,0.86,0.41847917011313646
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,5,1,0.85,0.3704112277600487
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,50,0,0.61,1.2977323605854016
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,51,2,0.74,0.5940830547280728
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,52,2,0.74,0.793863503934234
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,53,0,0.8799999999999999,0.34876833944675406
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,54,2,0.74,0.5601313224605153
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,6,1,0.95,0.11908356154323464
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,7,2,0.86,0.39819371063647446
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,8,4,0.74,0.9128381146934208
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_META_GENERIC_HYPER,9,3,0.78,0.4900608495451044
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_HYPER,1,1,0.77,0.49222875651824904
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_HYPER,10,1,0.8500000000000001,0.38343250988823163
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_HYPER,11,4,0.71,0.7152119697627376
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_HYPER,12,4,0.79,0.6575407423587041
OpenBMI_MI_S1_to_S2,ANCHOR_PLUS_PERSIST_META_HYPER,13,0,0.78,0.44121478136048303
