benchmark,method_id,subject_id,outer_fold,BA,NLL
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,1,1,0.77,0.4644085839337604
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,10,1,0.77,0.4657867399279261
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,11,4,0.78,0.5108382505311384
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,12,4,0.81,0.4629296211765731
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,13,0,0.77,0.46740707963912453
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,14,0,0.78,0.4534789747126524
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,15,3,0.87,0.38271853012966206
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,16,1,0.88,0.30299258013419506
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,17,3,0.61,0.8077699572939931
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,18,2,0.87,0.3068379967033703
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,19,0,0.75,0.5403548603155909
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,2,0,0.8500000000000001,0.3649264794885391
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,20,3,0.9099999999999999,0.24121003027244156
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,21,3,0.95,0.10690902128826195
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,22,2,0.74,0.5244028855963654
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,23,4,0.78,0.4933831354570715
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,24,3,0.63,0.8658370127316688
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,25,1,0.99,0.06937047529171908
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,26,2,0.81,0.3703400175253298
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,27,3,0.8999999999999999,0.17070184376075276
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,28,3,0.94,0.14197495624895254
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,29,2,0.8600000000000001,0.30348621276656673
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,3,4,0.95,0.1345655764286332
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,30,4,0.8400000000000001,0.4109258200574735
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,31,4,0.8799999999999999,0.2893687988612854
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,32,0,0.81,0.4199239503007449
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,33,0,0.94,0.2174920132638891
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,34,2,0.77,0.6025374508549565
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,35,1,0.89,0.275861212116133
OpenBMI_MI_S1_to_S2,ANCHOR_BLEND__HISTORY_EA_EEGNET_FIXED_CALIBRATION,36,0,0.97,0.12542251814929448
