benchmark,outer_fold,mode,controller_id,kappa,threshold,scale,subject_id,selected_component,action,risk_adjusted_score,predicted_utility,predicted_sigma,BA,base_BA,Delta_BA,NLL,base_NLL,target_future_labels_used_for_selection,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,23,PRESERVE,PRESERVE,-0.007637326767567819,-0.001878641640704103,0.005758685126863716,0.8200000000000001,0.8200000000000001,0.0,0.5984838275993983,0.5984838275993983,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,3,META_SGD_FULL_S025,ADAPT,0.0033082744462220462,0.008086232908870608,0.0047779584626485615,0.95,0.95,0.0,0.14091821982100106,0.14181908942923932,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,30,PRESERVE,PRESERVE,-0.011075818005426605,-0.0053171328785628896,0.005758685126863716,0.78,0.78,0.0,0.8155443055622084,0.8155443055622084,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,31,PRESERVE,PRESERVE,-0.010207071604497797,-0.004448386477634082,0.005758685126863716,0.86,0.86,0.0,0.36826101982230386,0.36826101982230386,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,37,PRESERVE,PRESERVE,-0.0026547501533120384,0.0031039349735516777,0.005758685126863716,0.97,0.97,0.0,0.14889187041792293,0.14889187041792293,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,39,PRESERVE,PRESERVE,-0.025129867861800843,-0.019371182734937126,0.005758685126863716,0.8500000000000001,0.8500000000000001,0.0,0.6920248525495946,0.6920248525495946,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,49,PRESERVE,PRESERVE,-0.0006021913260944147,0.005156493800769301,0.005758685126863716,0.79,0.79,0.0,0.7161755344140776,0.7161755344140776,False,False
OpenBMI_MI_S1_to_S2,4,PERSIST_META,RIDGE_A10,1.0,0.0,0.5,8,PRESERVE,PRESERVE,-0.010452534075325915,-0.0046938489484622,0.005758685126863716,0.77,0.77,0.0,1.0490684764819143,1.0490684764819143,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-1,SHRINKAGE_LDA_A50,ADAPT,0.008848661189614344,0.011348661189614345,0.0316649597329755,0.94,0.915,0.02499999999999991,0.2557010588866516,0.28580524517459377,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-3,PRESERVE,PRESERVE,-0.0006225382605275008,0.0018774617394724993,0.018314123781385253,0.875,0.875,0.0,0.3238612340701495,0.3238612340701495,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-5,LATEST_SESSION_RIDGE_A50,ADAPT,0.0014345580737545193,0.003934558073754519,0.018314123781385253,0.77,0.78,-0.010000000000000009,0.4241749341004757,0.4270207884144945,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-16,RIDGE_C001_A50,ADAPT,0.06329503746357938,0.06579503746357938,0.023234632236594513,0.52,0.525,-0.0050000000000000044,0.7527286912348541,0.793409106691351,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-19,PRESERVE,PRESERVE,-0.009100555833474279,-0.0066005558334742784,0.016962303393900074,0.94,0.94,0.0,0.16850968652307582,0.16850968652307582,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-21,RIDGE_C01_A50,ADAPT,0.005163551299498435,0.007663551299498436,0.016962303393900074,0.8300000000000001,0.835,-0.004999999999999893,0.3487923283265828,0.34503764472445025,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-28,RIDGE_C001_A50,ADAPT,0.008440552548812976,0.010940552548812977,0.023234632236594513,0.6799999999999999,0.665,0.014999999999999902,0.5545764902151028,0.5736187767121854,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-33,LATEST_SESSION_RIDGE_A50,ADAPT,0.002391263966281676,0.004891263966281676,0.018314123781385253,0.96,0.945,0.015000000000000013,0.1237042180166335,0.13190956683996397,False,False
WBCIC_S1S2_to_S3_authorized_development,0,META_GENERIC,RIDGE_A10,0.0,0.0025,0.5,sub-37,RIDGE_C01_A50,ADAPT,0.00618257506475697,0.00868257506475697,0.016962303393900074,0.8600000000000001,0.87,-0.009999999999999898,0.34583509002162666,0.35587387541604476,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-1,RIDGE_C01_A50,ADAPT,0.005418893139711693,0.005418893139711693,0.016962303393900074,0.9450000000000001,0.915,0.030000000000000027,0.24028740590592762,0.28580524517459377,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-3,RIDGE_C001_A50,ADAPT,0.0029968542332885007,0.0029968542332885007,0.023234632236594513,0.87,0.875,-0.0050000000000000044,0.3412896605082807,0.3238612340701495,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-5,LATEST_SESSION_RIDGE_A50,ADAPT,0.004603787872966654,0.004603787872966654,0.018314123781385253,0.77,0.78,-0.010000000000000009,0.4238959156949625,0.4270207884144945,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-16,CALIBRATE_C01_A50,ADAPT,0.02914460784375643,0.02914460784375643,0.014029400267355129,0.525,0.525,0.0,0.7159779655970828,0.793409106691351,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-19,LATEST_SESSION_RIDGE_A50,ADAPT,5.951433428529225e-05,5.951433428529225e-05,0.018314123781385253,0.935,0.94,-0.004999999999999893,0.1755546395657545,0.16850968652307582,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-21,CALIBRATE_C01_A50,ADAPT,0.004235030435000415,0.004235030435000415,0.014029400267355129,0.8400000000000001,0.835,0.0050000000000001155,0.3404623887247247,0.34503764472445025,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-28,LATEST_SESSION_RIDGE_A50,ADAPT,0.006818273600280877,0.006818273600280877,0.018314123781385253,0.69,0.665,0.02499999999999991,0.5453248615116326,0.5736187767121854,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-33,RIDGE_C01_A50,ADAPT,0.002034844761577807,0.002034844761577807,0.016962303393900074,0.95,0.945,0.0050000000000000044,0.11046868289987628,0.13190956683996397,False,False
WBCIC_S1S2_to_S3_authorized_development,0,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-37,CALIBRATE_C01_A50,ADAPT,0.006825565991017657,0.006825565991017657,0.014029400267355129,0.87,0.87,0.0,0.35776746053595704,0.35587387541604476,False,False
WBCIC_S1S2_to_S3_authorized_development,1,META_GENERIC,RIDGE_A1,0.0,0.0,1.0,sub-2,RIDGE_C001_A50,ADAPT,0.15486438281045226,0.15486438281045226,0.03507674763743408,0.76,0.755,0.0050000000000000044,0.4647074039322391,0.5312639888845105,False,False
WBCIC_S1S2_to_S3_authorized_development,1,META_GENERIC,RIDGE_A1,0.0,0.0,1.0,sub-11,RIDGE_C001_A50,ADAPT,0.024370686021492127,0.024370686021492127,0.03507674763743408,0.7050000000000001,0.69,0.015000000000000124,0.5370226272214229,0.5562425332715726,False,False
WBCIC_S1S2_to_S3_authorized_development,1,META_GENERIC,RIDGE_A1,0.0,0.0,1.0,sub-13,RIDGE_C001_A50,ADAPT,0.11715645869887412,0.11715645869887412,0.03507674763743408,0.885,0.895,-0.010000000000000009,0.28289488514711797,0.2486967547577096,False,False
WBCIC_S1S2_to_S3_authorized_development,1,META_GENERIC,RIDGE_A1,0.0,0.0,1.0,sub-18,RIDGE_C001_A50,ADAPT,0.1232777706203942,0.1232777706203942,0.03507674763743408,0.6799999999999999,0.665,0.014999999999999902,0.5851023747590767,0.6302750880763258,False,False
WBCIC_S1S2_to_S3_authorized_development,1,META_GENERIC,RIDGE_A1,0.0,0.0,1.0,sub-27,RIDGE_C001_A50,ADAPT,0.14945696054413982,0.14945696054413982,0.03507674763743408,0.63,0.635,-0.0050000000000000044,0.6736175887735439,0.7119445538323796,False,False
WBCIC_S1S2_to_S3_authorized_development,1,META_GENERIC,RIDGE_A1,0.0,0.0,1.0,sub-36,RIDGE_C001_A50,ADAPT,0.013917301686258873,0.013917301686258873,0.03507674763743408,0.98,0.98,0.0,0.06485641488233099,0.05225036433881582,False,False
WBCIC_S1S2_to_S3_authorized_development,1,META_GENERIC,RIDGE_A1,0.0,0.0,1.0,sub-44,RIDGE_C001_A50,ADAPT,0.10210642500875948,0.10210642500875948,0.03507674763743408,0.825,0.825,0.0,0.3757466380993921,0.3734172053901916,False,False
WBCIC_S1S2_to_S3_authorized_development,1,META_GENERIC,RIDGE_A1,0.0,0.0,1.0,sub-45,RIDGE_C001_A50,ADAPT,0.015962047203716332,0.015962047203716332,0.03507674763743408,0.9450000000000001,0.9450000000000001,0.0,0.18327654812082192,0.17314487749616933,False,False
WBCIC_S1S2_to_S3_authorized_development,1,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-2,RIDGE_C001_A50,ADAPT,0.09267177332109339,0.09267177332109339,0.03507674763743408,0.76,0.755,0.0050000000000000044,0.4647074039322391,0.5312639888845105,False,False
WBCIC_S1S2_to_S3_authorized_development,1,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-11,RIDGE_C001_A50,ADAPT,0.019490090097705113,0.019490090097705113,0.03507674763743408,0.7050000000000001,0.69,0.015000000000000124,0.5370226272214229,0.5562425332715726,False,False
WBCIC_S1S2_to_S3_authorized_development,1,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-13,RIDGE_C001_A50,ADAPT,0.0635155281867043,0.0635155281867043,0.03507674763743408,0.885,0.895,-0.010000000000000009,0.28289488514711797,0.2486967547577096,False,False
WBCIC_S1S2_to_S3_authorized_development,1,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-18,RIDGE_C001_A50,ADAPT,0.0714140790534472,0.0714140790534472,0.03507674763743408,0.6799999999999999,0.665,0.014999999999999902,0.5851023747590767,0.6302750880763258,False,False
WBCIC_S1S2_to_S3_authorized_development,1,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-27,RIDGE_C001_A50,ADAPT,0.08341734241413205,0.08341734241413205,0.03507674763743408,0.63,0.635,-0.0050000000000000044,0.6736175887735439,0.7119445538323796,False,False
WBCIC_S1S2_to_S3_authorized_development,1,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-36,PROTOTYPE_TRANSPORT_A50,ADAPT,0.012880361448002647,0.012880361448002647,0.028241409784293316,0.98,0.98,0.0,0.056183150805020926,0.05225036433881582,False,False
WBCIC_S1S2_to_S3_authorized_development,1,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-44,RIDGE_C001_A50,ADAPT,0.05744581937077119,0.05744581937077119,0.03507674763743408,0.825,0.825,0.0,0.3757466380993921,0.3734172053901916,False,False
WBCIC_S1S2_to_S3_authorized_development,1,PERSIST_META,RIDGE_A1,0.0,0.0,1.0,sub-45,RIDGE_C001_A50,ADAPT,0.013340380963021118,0.013340380963021118,0.03507674763743408,0.9450000000000001,0.9450000000000001,0.0,0.18327654812082192,0.17314487749616933,False,False
WBCIC_S1S2_to_S3_authorized_development,2,META_GENERIC,RIDGE_A1,1.0,0.005,0.5,sub-9,RIDGE_C001_A50,ADAPT,0.0026161167690886356,0.033722970354631746,0.02610685358554311,0.5700000000000001,0.5700000000000001,0.0,0.6876087064906445,0.7196991106378954,False,False
WBCIC_S1S2_to_S3_authorized_development,2,META_GENERIC,RIDGE_A1,1.0,0.005,0.5,sub-22,RIDGE_C001_A50,ADAPT,0.0348507637371298,0.06595761732267291,0.02610685358554311,0.74,0.735,0.0050000000000000044,0.5330886766903125,0.5572028007006985,False,False
WBCIC_S1S2_to_S3_authorized_development,2,META_GENERIC,RIDGE_A1,1.0,0.005,0.5,sub-25,PRESERVE,PRESERVE,-0.0043637194239288515,0.008812264453323887,0.008175983877252739,0.97,0.97,0.0,0.04552148255661763,0.04552148255661763,False,False
WBCIC_S1S2_to_S3_authorized_development,2,META_GENERIC,RIDGE_A1,1.0,0.005,0.5,sub-26,RIDGE_C1_A50,ADAPT,0.004427986315216935,0.038966513807880174,0.02953852749266324,0.7150000000000001,0.7150000000000001,0.0,0.6031826898696058,0.5870919140861497,False,False
WBCIC_S1S2_to_S3_authorized_development,2,META_GENERIC,RIDGE_A1,1.0,0.005,0.5,sub-29,RIDGE_C001_A50,ADAPT,0.019628704533298326,0.05073555811884144,0.02610685358554311,0.88,0.87,0.010000000000000009,0.30472425398864567,0.29493940728523016,False,False
WBCIC_S1S2_to_S3_authorized_development,2,META_GENERIC,RIDGE_A1,1.0,0.005,0.5,sub-34,RIDGE_C001_A50,ADAPT,0.05888872063549754,0.08999557422104065,0.02610685358554311,0.565,0.5700000000000001,-0.0050000000000001155,0.7204702765991646,0.760253674195885,False,False
WBCIC_S1S2_to_S3_authorized_development,2,META_GENERIC,RIDGE_A1,1.0,0.005,0.5,sub-35,PRESERVE,PRESERVE,-0.0035503993261341493,0.00962558455111859,0.008175983877252739,0.935,0.935,0.0,0.1601333037653708,0.1601333037653708,False,False
WBCIC_S1S2_to_S3_authorized_development,2,META_GENERIC,RIDGE_A1,1.0,0.005,0.5,sub-49,PRESERVE,PRESERVE,-0.006883023458097747,0.015550102812581264,0.01743312627067901,0.915,0.915,0.0,0.23677760109909995,0.23677760109909995,False,False
WBCIC_S1S2_to_S3_authorized_development,2,PERSIST_META,RIDGE_A1,1.0,0.005,0.5,sub-9,PRESERVE,PRESERVE,-0.0063790820336504855,0.016054044237028525,0.01743312627067901,0.5700000000000001,0.5700000000000001,0.0,0.7196991106378954,0.7196991106378954,False,False
WBCIC_S1S2_to_S3_authorized_development,2,PERSIST_META,RIDGE_A1,1.0,0.005,0.5,sub-22,RIDGE_C01_A50,ADAPT,0.011210055701861309,0.03364318197254032,0.01743312627067901,0.73,0.735,-0.0050000000000000044,0.5315111289722367,0.5572028007006985,False,False
WBCIC_S1S2_to_S3_authorized_development,2,PERSIST_META,RIDGE_A1,1.0,0.005,0.5,sub-25,PRESERVE,PRESERVE,-0.011477720878183325,0.00841246251650352,0.014890183394686845,0.97,0.97,0.0,0.04552148255661763,0.04552148255661763,False,False
WBCIC_S1S2_to_S3_authorized_development,2,PERSIST_META,RIDGE_A1,1.0,0.005,0.5,sub-26,PRESERVE,PRESERVE,-0.009441726488532799,0.010448456906154046,0.014890183394686845,0.7150000000000001,0.7150000000000001,0.0,0.5870919140861497,0.5870919140861497,False,False
WBCIC_S1S2_to_S3_authorized_development,2,PERSIST_META,RIDGE_A1,1.0,0.005,0.5,sub-29,PRESERVE,PRESERVE,-0.0048674661109454126,0.017565660159733598,0.01743312627067901,0.87,0.87,0.0,0.29493940728523016,0.29493940728523016,False,False
WBCIC_S1S2_to_S3_authorized_development,2,PERSIST_META,RIDGE_A1,1.0,0.005,0.5,sub-34,RIDGE_C01_A50,ADAPT,0.023795007299200747,0.04622813356987976,0.01743312627067901,0.55,0.5700000000000001,-0.020000000000000018,0.7189516200831774,0.760253674195885,False,False
WBCIC_S1S2_to_S3_authorized_development,2,PERSIST_META,RIDGE_A1,1.0,0.005,0.5,sub-35,PRESERVE,PRESERVE,-0.006843473333436456,0.006332510543816283,0.008175983877252739,0.935,0.935,0.0,0.1601333037653708,0.1601333037653708,False,False
WBCIC_S1S2_to_S3_authorized_development,2,PERSIST_META,RIDGE_A1,1.0,0.005,0.5,sub-49,PRESERVE,PRESERVE,-0.016230438063438872,-0.003054454186186134,0.008175983877252739,0.915,0.915,0.0,0.23677760109909995,0.23677760109909995,False,False
WBCIC_S1S2_to_S3_authorized_development,3,META_GENERIC,EXTRA_TREES_D4,1.0,0.0025,1.0,sub-6,PRESERVE,PRESERVE,-0.015773465403424374,-0.0042256037655272,0.009047861637897175,0.895,0.895,0.0,0.21203588318925767,0.21203588318925767,False,False
WBCIC_S1S2_to_S3_authorized_development,3,META_GENERIC,EXTRA_TREES_D4,1.0,0.0025,1.0,sub-23,PRESERVE,PRESERVE,-0.034428934541033615,-0.02288107290313644,0.009047861637897175,0.975,0.975,0.0,0.07822785795973423,0.07822785795973423,False,False
WBCIC_S1S2_to_S3_authorized_development,3,META_GENERIC,EXTRA_TREES_D4,1.0,0.0025,1.0,sub-24,PRESERVE,PRESERVE,-0.032643676619663844,-0.02109581498176667,0.009047861637897175,0.9283459595959596,0.9283459595959596,0.0,0.16910810405606339,0.16910810405606339,False,False
WBCIC_S1S2_to_S3_authorized_development,3,META_GENERIC,EXTRA_TREES_D4,1.0,0.0025,1.0,sub-30,PRESERVE,PRESERVE,-0.014498263917432962,-0.0029504022795357856,0.009047861637897175,0.845,0.845,0.0,0.387603979370233,0.387603979370233,False,False
WBCIC_S1S2_to_S3_authorized_development,3,META_GENERIC,EXTRA_TREES_D4,1.0,0.0025,1.0,sub-31,PRESERVE,PRESERVE,-0.0019571987373767897,0.009590662900520385,0.009047861637897175,0.5549999999999999,0.5549999999999999,0.0,0.7799397343171222,0.7799397343171222,False,False
WBCIC_S1S2_to_S3_authorized_development,3,META_GENERIC,EXTRA_TREES_D4,1.0,0.0025,1.0,sub-38,PRESERVE,PRESERVE,-0.0032696300887438217,0.008278231549153353,0.009047861637897175,0.475,0.475,0.0,0.747799375643304,0.747799375643304,False,False
WBCIC_S1S2_to_S3_authorized_development,3,META_GENERIC,EXTRA_TREES_D4,1.0,0.0025,1.0,sub-41,PRESERVE,PRESERVE,-0.013842531977447383,-0.0022946703395502087,0.009047861637897175,0.845,0.845,0.0,0.2931175660369207,0.2931175660369207,False,False
WBCIC_S1S2_to_S3_authorized_development,3,META_GENERIC,EXTRA_TREES_D4,1.0,0.0025,1.0,sub-42,PRESERVE,PRESERVE,-0.014115987423786622,-0.0025681257858894456,0.009047861637897175,0.73,0.73,0.0,0.5789240026217103,0.5789240026217103,False,False
WBCIC_S1S2_to_S3_authorized_development,3,PERSIST_META,RIDGE_A10,0.0,0.005,1.0,sub-6,RIDGE_C001_A50,ADAPT,0.022583301863340875,0.027583301863340876,0.033153739415419804,0.91,0.895,0.015000000000000013,0.210648608857904,0.21203588318925767,False,False
WBCIC_S1S2_to_S3_authorized_development,3,PERSIST_META,RIDGE_A10,0.0,0.005,1.0,sub-23,META_SGD_PC_GROUP_00,ADAPT,0.0026780014186320545,0.007678001418632055,0.018154694848405713,0.975,0.975,0.0,0.07312117181428227,0.07822785795973423,False,False
WBCIC_S1S2_to_S3_authorized_development,3,PERSIST_META,RIDGE_A10,0.0,0.005,1.0,sub-24,LATEST_SESSION_RIDGE_A50,ADAPT,0.007695321131555,0.012695321131555,0.02466547348988092,0.9283459595959596,0.9283459595959596,0.0,0.1655689903125344,0.16910810405606339,False,False
WBCIC_S1S2_to_S3_authorized_development,3,PERSIST_META,RIDGE_A10,0.0,0.005,1.0,sub-30,RIDGE_C01_A50,ADAPT,0.0063920200689075715,0.011392020068907572,0.022991262053453945,0.86,0.845,0.015000000000000013,0.3446445328499329,0.387603979370233,False,False
WBCIC_S1S2_to_S3_authorized_development,3,PERSIST_META,RIDGE_A10,0.0,0.005,1.0,sub-31,RIDGE_C001_A50,ADAPT,0.03099728175875088,0.03599728175875088,0.033153739415419804,0.5700000000000001,0.5549999999999999,0.015000000000000124,0.6993146207002242,0.7799397343171222,False,False
WBCIC_S1S2_to_S3_authorized_development,3,PERSIST_META,RIDGE_A10,0.0,0.005,1.0,sub-38,RIDGE_C001_A50,ADAPT,0.011857474604823767,0.016857474604823768,0.033153739415419804,0.505,0.475,0.030000000000000027,0.7144429788722849,0.747799375643304,False,False
WBCIC_S1S2_to_S3_authorized_development,3,PERSIST_META,RIDGE_A10,0.0,0.005,1.0,sub-41,RIDGE_C001_A50,ADAPT,0.039324306636602316,0.04432430663660231,0.033153739415419804,0.855,0.845,0.010000000000000009,0.28513846069553567,0.2931175660369207,False,False
WBCIC_S1S2_to_S3_authorized_development,3,PERSIST_META,RIDGE_A10,0.0,0.005,1.0,sub-42,RIDGE_C001_A50,ADAPT,0.017294190013168544,0.022294190013168545,0.033153739415419804,0.705,0.73,-0.025000000000000022,0.5536646146254298,0.5789240026217103,False,False
WBCIC_S1S2_to_S3_authorized_development,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,sub-7,RIDGE_C001_A50,ADAPT,0.021045828419700718,0.037867307414032166,0.0286429579886629,0.7849999999999999,0.7849999999999999,0.0,0.38410717783478576,0.39254766652863077,False,False
WBCIC_S1S2_to_S3_authorized_development,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,sub-12,RIDGE_C001_A50,ADAPT,0.12245784803273213,0.13927932702706358,0.0286429579886629,0.7250000000000001,0.73,-0.004999999999999893,0.45662789779579577,0.4659804003945801,False,False
WBCIC_S1S2_to_S3_authorized_development,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,sub-14,RIDGE_C001_A50,ADAPT,0.09897511283126814,0.11579659182559959,0.0286429579886629,0.59,0.585,0.0050000000000000044,0.7265816899955897,0.764400148709928,False,False
WBCIC_S1S2_to_S3_authorized_development,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,sub-17,RIDGE_C001_A50,ADAPT,0.005239116651301112,0.022060595645632564,0.0286429579886629,0.835,0.83,0.0050000000000000044,0.3631780278568923,0.369021545007883,False,False
WBCIC_S1S2_to_S3_authorized_development,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,sub-32,RIDGE_C001_A50,ADAPT,0.11853636055404901,0.13535783954838046,0.0286429579886629,0.615,0.595,0.020000000000000018,0.7298796541729053,0.7865975454674334,False,False
WBCIC_S1S2_to_S3_authorized_development,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,sub-47,PRESERVE,PRESERVE,-0.0013015073108813163,0.00891426337221958,0.015431541366201793,0.95,0.95,0.0,0.15563595631300922,0.15563595631300922,False,False
WBCIC_S1S2_to_S3_authorized_development,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,sub-48,PRESERVE,PRESERVE,-0.003186030204077976,0.003788090958970367,0.008948242326096686,0.815,0.815,0.0,0.40133378512098117,0.40133378512098117,False,False
WBCIC_S1S2_to_S3_authorized_development,4,META_GENERIC,RIDGE_A10,0.5,0.0025,0.5,sub-50,PRESERVE,PRESERVE,-0.00010284770565946238,0.010898728463582823,0.01700315233848457,0.97,0.97,0.0,0.10288968574498926,0.10288968574498926,False,False
WBCIC_S1S2_to_S3_authorized_development,4,PERSIST_META,RIDGE_A10,0.0,0.0025,0.5,sub-7,RIDGE_C001_A50,ADAPT,0.031153145450357373,0.03365314545035737,0.0286429579886629,0.7849999999999999,0.7849999999999999,0.0,0.38410717783478576,0.39254766652863077,False,False
WBCIC_S1S2_to_S3_authorized_development,4,PERSIST_META,RIDGE_A10,0.0,0.0025,0.5,sub-12,RIDGE_C001_A50,ADAPT,0.1324286660502192,0.1349286660502192,0.0286429579886629,0.7250000000000001,0.73,-0.004999999999999893,0.45662789779579577,0.4659804003945801,False,False
WBCIC_S1S2_to_S3_authorized_development,4,PERSIST_META,RIDGE_A10,0.0,0.0025,0.5,sub-14,RIDGE_C001_A50,ADAPT,0.10946855837017179,0.11196855837017179,0.0286429579886629,0.59,0.585,0.0050000000000000044,0.7265816899955897,0.764400148709928,False,False
WBCIC_S1S2_to_S3_authorized_development,4,PERSIST_META,RIDGE_A10,0.0,0.0025,0.5,sub-17,RIDGE_C001_A50,ADAPT,0.015811167085183327,0.018311167085183325,0.0286429579886629,0.835,0.83,0.0050000000000000044,0.3631780278568923,0.369021545007883,False,False
WBCIC_S1S2_to_S3_authorized_development,4,PERSIST_META,RIDGE_A10,0.0,0.0025,0.5,sub-32,RIDGE_C001_A50,ADAPT,0.12976182684661033,0.13226182684661034,0.0286429579886629,0.615,0.595,0.020000000000000018,0.7298796541729053,0.7865975454674334,False,False
WBCIC_S1S2_to_S3_authorized_development,4,PERSIST_META,RIDGE_A10,0.0,0.0025,0.5,sub-47,CALIBRATE_C01_A50,ADAPT,0.009401425961719652,0.011901425961719652,0.01700315233848457,0.95,0.95,0.0,0.1557909068387895,0.15563595631300922,False,False
WBCIC_S1S2_to_S3_authorized_development,4,PERSIST_META,RIDGE_A10,0.0,0.0025,0.5,sub-48,CALIBRATE_C01_A50,ADAPT,0.008874399834729237,0.011374399834729237,0.01700315233848457,0.815,0.815,0.0,0.40029072366177304,0.40133378512098117,False,False
WBCIC_S1S2_to_S3_authorized_development,4,PERSIST_META,RIDGE_A10,0.0,0.0025,0.5,sub-50,CALIBRATE_C01_A50,ADAPT,0.009982098363411445,0.012482098363411446,0.01700315233848457,0.97,0.97,0.0,0.10281622417366673,0.10288968574498926,False,False
