task,fold,seed,global_block_parameters,group_L_parameters,group_G_lr,group_L_lr,weight_decay,group_G_names,group_L_names,global_breakdown
OpenBMI_SSVEP,0,0,16610,43092,0.0003,3e-05,0.0005,global_block.alpha_attn;global_block.alpha_ffn;global_block.ln_attn.weight;global_block.ln_attn.bias;global_block.q.weight;global_block.q.bias;global_block.k.weight;global_block.k.bias;global_block.v.weight;global_block.v.bias;global_block.output.weight;global_block.output.bias;global_block.ln_ffn.weight;global_block.ln_ffn.bias;global_block.ffn.0.weight;global_block.ffn.0.bias;global_block.ffn.3.weight;global_block.ffn.3.bias,base.depth1.weight;base.point1.weight;base.depth2.weight;base.point2.weight;base.embedding.0.weight;base.embedding.0.bias;base.embedding.2.weight;base.embedding.2.bias;base.head.weight;base.head.bias,"{""FFN"": 9360, ""K"": 1176, ""LayerNorm"": 192, ""Q"": 2352, ""ReZero_scalars"": 2, ""V"": 1176, ""global_temporal_block_total"": 16610, ""output_projection"": 2352}"
OpenBMI_SSVEP,1,0,16610,43092,0.0003,3e-05,0.0005,global_block.alpha_attn;global_block.alpha_ffn;global_block.ln_attn.weight;global_block.ln_attn.bias;global_block.q.weight;global_block.q.bias;global_block.k.weight;global_block.k.bias;global_block.v.weight;global_block.v.bias;global_block.output.weight;global_block.output.bias;global_block.ln_ffn.weight;global_block.ln_ffn.bias;global_block.ffn.0.weight;global_block.ffn.0.bias;global_block.ffn.3.weight;global_block.ffn.3.bias,base.depth1.weight;base.point1.weight;base.depth2.weight;base.point2.weight;base.embedding.0.weight;base.embedding.0.bias;base.embedding.2.weight;base.embedding.2.bias;base.head.weight;base.head.bias,"{""FFN"": 9360, ""K"": 1176, ""LayerNorm"": 192, ""Q"": 2352, ""ReZero_scalars"": 2, ""V"": 1176, ""global_temporal_block_total"": 16610, ""output_projection"": 2352}"
OpenBMI_SSVEP,2,0,16610,43092,0.0003,3e-05,0.0005,global_block.alpha_attn;global_block.alpha_ffn;global_block.ln_attn.weight;global_block.ln_attn.bias;global_block.q.weight;global_block.q.bias;global_block.k.weight;global_block.k.bias;global_block.v.weight;global_block.v.bias;global_block.output.weight;global_block.output.bias;global_block.ln_ffn.weight;global_block.ln_ffn.bias;global_block.ffn.0.weight;global_block.ffn.0.bias;global_block.ffn.3.weight;global_block.ffn.3.bias,base.depth1.weight;base.point1.weight;base.depth2.weight;base.point2.weight;base.embedding.0.weight;base.embedding.0.bias;base.embedding.2.weight;base.embedding.2.bias;base.head.weight;base.head.bias,"{""FFN"": 9360, ""K"": 1176, ""LayerNorm"": 192, ""Q"": 2352, ""ReZero_scalars"": 2, ""V"": 1176, ""global_temporal_block_total"": 16610, ""output_projection"": 2352}"
OpenBMI_SSVEP,3,0,16610,43092,0.0003,3e-05,0.0005,global_block.alpha_attn;global_block.alpha_ffn;global_block.ln_attn.weight;global_block.ln_attn.bias;global_block.q.weight;global_block.q.bias;global_block.k.weight;global_block.k.bias;global_block.v.weight;global_block.v.bias;global_block.output.weight;global_block.output.bias;global_block.ln_ffn.weight;global_block.ln_ffn.bias;global_block.ffn.0.weight;global_block.ffn.0.bias;global_block.ffn.3.weight;global_block.ffn.3.bias,base.depth1.weight;base.point1.weight;base.depth2.weight;base.point2.weight;base.embedding.0.weight;base.embedding.0.bias;base.embedding.2.weight;base.embedding.2.bias;base.head.weight;base.head.bias,"{""FFN"": 9360, ""K"": 1176, ""LayerNorm"": 192, ""Q"": 2352, ""ReZero_scalars"": 2, ""V"": 1176, ""global_temporal_block_total"": 16610, ""output_projection"": 2352}"
OpenBMI_SSVEP,4,0,16610,43092,0.0003,3e-05,0.0005,global_block.alpha_attn;global_block.alpha_ffn;global_block.ln_attn.weight;global_block.ln_attn.bias;global_block.q.weight;global_block.q.bias;global_block.k.weight;global_block.k.bias;global_block.v.weight;global_block.v.bias;global_block.output.weight;global_block.output.bias;global_block.ln_ffn.weight;global_block.ln_ffn.bias;global_block.ffn.0.weight;global_block.ffn.0.bias;global_block.ffn.3.weight;global_block.ffn.3.bias,base.depth1.weight;base.point1.weight;base.depth2.weight;base.point2.weight;base.embedding.0.weight;base.embedding.0.bias;base.embedding.2.weight;base.embedding.2.bias;base.head.weight;base.head.bias,"{""FFN"": 9360, ""K"": 1176, ""LayerNorm"": 192, ""Q"": 2352, ""ReZero_scalars"": 2, ""V"": 1176, ""global_temporal_block_total"": 16610, ""output_projection"": 2352}"
