fold,seed,run,audit_fold,block,rank,assignment,fit_subject_count,identity_full_skill,identity_erased_skill,identity_evidence,identity_full_ce,identity_erased_ce,identity_full_top1_ba,identity_erased_top1_ba,identity_null_mean,identity_null_q95,identity_null_sd,identity_measurement_competent,identity_coordinates,outer_test_used,outer_membership_enumerated
0,1,0_1,2,1,1,neutral,20,0.18298551825652254,0.1720636480497375,0.010921870206785034,2.8127467552974683,2.8236686255042533,0.42375000000000007,0.40574999999999994,-0.008020004689411078,0.014682158981658,0.013767947814450131,True,[1],False,False
0,1,0_1,2,2,3,neutral,20,0.18298551825652254,0.12936739281474052,0.053618125441782016,2.8127467552974683,2.8663648807392503,0.42375000000000007,0.33875,-0.008020004689411078,0.014682158981658,0.013767947814450131,True,"[2, 3, 4]",False,False
0,1,0_1,2,3,4,uncertain,20,0.18298551825652254,0.1526383199809611,0.030347198275561427,2.8127467552974683,2.84309395357303,0.42375000000000007,0.3875,-0.008020004689411078,0.014682158981658,0.013767947814450131,True,"[5, 6, 7, 8]",False,False
0,1,0_1,2,4,4,uncertain,20,0.18298551825652254,0.1594128898704894,0.023572628386033134,2.8127467552974683,2.8363193836835014,0.42375000000000007,0.37125,-0.008020004689411078,0.014682158981658,0.013767947814450131,True,"[9, 10, 11, 12]",False,False
0,1,0_1,2,5,4,protected,20,0.18298551825652254,0.16578765927116645,0.017197858985356085,2.8127467552974683,2.8299446142828244,0.42375000000000007,0.38725,-0.008020004689411078,0.014682158981658,0.013767947814450131,True,"[13, 14, 15, 16]",False,False
0,1,0_1,2,6,3,protected,20,0.18298551825652254,0.17353064833965792,0.009454869916864617,2.8127467552974683,2.822201625214333,0.42375000000000007,0.41525,-0.008020004689411078,0.014682158981658,0.013767947814450131,True,"[17, 18, 19]",False,False
0,1,0_1,3,0,1,neutral,21,0.18068815793166948,0.15422629681767597,0.026461861113993512,2.8638342797917535,2.890296140905747,0.445952380952381,0.3928571428571429,-0.00659515762047961,0.016830086873441168,0.013705820721979869,True,[0],False,False
0,1,0_1,3,1,1,neutral,21,0.18068815793166948,0.16847396402694903,0.01221419390472045,2.8638342797917535,2.876048473696474,0.445952380952381,0.41285714285714287,-0.00659515762047961,0.016830086873441168,0.013705820721979869,True,[1],False,False
0,1,0_1,3,2,3,neutral,21,0.18068815793166948,0.13041005853460086,0.05027809939706862,2.8638342797917535,2.914112379188822,0.445952380952381,0.3526190476190476,-0.00659515762047961,0.016830086873441168,0.013705820721979869,True,"[2, 3, 4]",False,False
0,1,0_1,3,3,4,uncertain,21,0.18068815793166948,0.15122842824115135,0.029459729690518133,2.8638342797917535,2.893294009482272,0.445952380952381,0.4066666666666667,-0.00659515762047961,0.016830086873441168,0.013705820721979869,True,"[5, 6, 7, 8]",False,False
