fold,seed,run,audit_fold,block,rank,assignment,n_fit_subjects,n_decision_subjects,n_outcome_subjects,persistence_strength,geometry_strength,jacobian_energy,jacobian_random_mean,jacobian_ratio,decision_logit_rms,decision_random_logit_mean,decision_logit_ratio,decision_margin_displacement,decision_flip_rate,decision_total_variation,outcome_ce_effect,outcome_ba_change,signed_u_abs,signed_u_spec,outer_test_used,control_type,fit_subject_count,protected_assignment,identity_metric,identity_full_skill,identity_erased_skill,identity_evidence,identity_full_ce,identity_erased_ce,identity_full_top1_ba,identity_erased_top1_ba,identity_null_mean,identity_null_q95,identity_null_sd,identity_measurement_competent,identity_coordinates,outer_membership_enumerated
0,0,0_0,0,0,1,neutral,20,7,7,0.7331262826919556,0.3,0.0,1.3560836248745e-05,0.0,0.0544434866924745,0.8679995575862551,0.0627229429054915,0.0709207421763112,0.0171428571428571,0.0123083193994557,0.0023556730066256,-0.0014285714285714,0.0003929237547889,-0.0046038484318043,False,neutral,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.2062873205348168,0.17953889224988928,0.026748428284927517,2.7894449530191743,2.8161933813041014,0.4895,0.45074999999999993,-0.008170310453897585,0.01609600043362225,0.014794866251220578,True,[0],False
0,0,0_0,0,1,1,neutral,20,7,7,0.4862278699874878,0.25,0.0,1.422793982453127e-05,0.0,0.0652004309101954,0.4227755887244458,0.1542199517879246,0.0800040314015978,0.02,0.0134009844092535,0.0047183798913009,-0.005,-3.199281615476975e-05,-0.0063682234675123,False,neutral,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.2062873205348168,0.18788812912748565,0.01839919140733115,2.7894449530191743,2.807844144426505,0.4895,0.4775,-0.008170310453897585,0.01609600043362225,0.014794866251220578,True,[1],False
0,0,0_0,0,2,2,neutral,20,7,7,0.3538266718387604,-0.0063336519704107,0.0,1.4211020018045391e-05,0.0,0.0924201693757712,0.4549779100731232,0.2031311132466138,0.1181260651065103,0.0242857142857142,0.0200067991139281,0.004663883831112,-0.0035714285714285,8.297019074378096e-05,-0.0128719989185812,False,neutral,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.2062873205348168,0.16046126691657436,0.045826053618242435,2.7894449530191743,2.8352710066374165,0.4895,0.40700000000000003,-0.008170310453897585,0.01609600043362225,0.014794866251220578,True,"[2, 3]",False
0,0,0_0,0,3,4,uncertain,20,7,7,0.2043258994817733,0.4262607847228191,0.0,1.4100505875144396e-05,0.0,0.3176812624029387,0.6406165937985481,0.4958992094151694,0.3711547170192544,0.0857142857142857,0.0618891827574645,-0.0017496129080572,0.0014285714285714,0.0043702330594775,-0.0247567512239908,False,uncertain,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.2062873205348168,0.16861224172888778,0.03767507880592902,2.7894449530191743,2.8271200318251033,0.4895,0.40575,-0.008170310453897585,0.01609600043362225,0.014794866251220578,True,"[4, 5, 6, 7]",False
0,0,0_0,0,4,4,uncertain,20,7,7,0.1120615750551223,0.4586237945897814,0.0,1.3477916138055866e-05,0.0,0.3356167216432007,0.4967397341683793,0.6756389685739074,0.3730737765811168,0.0871428571428571,0.0618481145740361,0.0230435359513234,-0.0114285714285714,0.0062099285192802,-0.0239840792677623,False,uncertain,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.2062873205348168,0.17034525465032302,0.03594206588449378,2.7894449530191743,2.825387018903668,0.4895,0.40274999999999994,-0.008170310453897585,0.01609600043362225,0.014794866251220578,True,"[8, 9, 10, 11]",False
0,0,0_0,0,5,4,protected,20,7,7,0.0489112585783004,0.923295729788254,7.034575139807154e-05,1.4708038632454044e-05,4.782809805982561,1.0732656152964146,0.560004076008933,1.9165317919566252,1.2150908145885722,0.3814285714285715,0.2222927996474108,0.3047257002295812,-0.2171428571428571,0.12091179647656,0.1184497866696674,False,protected,20,True,symmetric_cross_session_subject_id_identity_skill_raw,0.2062873205348168,0.19409112481202362,0.01219619572279318,2.7894449530191743,2.8016411487419672,0.4895,0.47774999999999995,-0.008170310453897585,0.01609600043362225,0.014794866251220578,True,"[12, 13, 14, 15]",False
0,0,0_0,0,6,4,neutral,20,7,7,0.0172462798655033,0.6343647123024324,0.0,1.4399031690717318e-05,0.0,0.2140862347502707,0.2964538792577251,0.7221569685183735,0.2426023837926238,0.0621428571428571,0.0405199035789835,0.0088844038101899,-0.005,0.0008882963125938,-0.0278818212043758,False,neutral,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.2062873205348168,0.19293261898704728,0.01335470154776952,2.7894449530191743,2.8027996545669436,0.4895,0.4634999999999999,-0.008170310453897585,0.01609600043362225,0.014794866251220578,True,"[16, 17, 18, 19]",False
0,0,0_0,1,0,1,neutral,20,7,7,0.7331262826919556,0.3,0.0,4.467390539428174e-06,0.0,0.0748152541220377,0.6354077861868737,0.1177436848405796,0.0934634308069392,0.02,0.0136796201788424,9.458516100870088e-05,0.0042857142857142,0.0003929237547889,-0.0046038484318043,False,neutral,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.18305350843223778,0.15696390900009027,0.026089599432147503,2.812678765121753,2.838768364553901,0.42874999999999996,0.39899999999999997,-0.006332376486741973,0.015048499917567782,0.013662551122325424,True,[0],False
0,0,0_0,1,1,1,neutral,20,7,7,0.4862278699874878,0.2,0.0,4.889257648135924e-06,0.0,0.0578124663321691,0.4113470152694954,0.1405442708616545,0.0712567730417567,0.0164285714285714,0.0095117599209034,0.0001684003271115,0.0007142857142857,-3.199281615476975e-05,-0.0063682234675123,False,neutral,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.18305350843223778,0.17051583625676026,0.012537672175477521,2.812678765121753,2.8252164372972306,0.42874999999999996,0.403,-0.006332376486741973,0.015048499917567782,0.013662551122325424,True,[1],False
0,0,0_0,1,2,2,neutral,20,7,7,0.3538266718387604,0.0521580063743252,0.0,3.766482581148629e-06,0.0,0.0885522366869732,0.4090388839648503,0.2164885544098607,0.1080392352787734,0.0257142857142857,0.0162247867147399,-0.0001457635253586,-0.0035714285714286,8.297019074378096e-05,-0.0128719989185812,False,neutral,20,False,symmetric_cross_session_subject_id_identity_skill_raw,0.18305350843223778,0.15062714695238433,0.03242636147985345,2.812678765121753,2.8451051266016067,0.42874999999999996,0.36275,-0.006332376486741973,0.015048499917567782,0.013662551122325424,True,"[2, 3]",False
