task,seed,fold,subject_id,state_id,C,S,M,B0_BA,counterfactual_BA,delta_BA_pp,RESCUE_PP,HARM_PP,NET_PP,identity_absolute_difference,trials,CC_count,RESCUE_count,HARM_count,WW_count
OpenBMI_ERP,1,1,31,C1S1M1,1,1,1,0.9272727272727272,0.933030303030303,0.5757575757575739,3.0303030303030303,2.4545454545454546,0.575757575757576,2.0816681711721685e-17,1980,1743,72,77,88
OpenBMI_ERP,1,1,35,C0S0M0,0,0,0,0.87,0.8336363636363636,-3.6363636363636376,5.727272727272727,9.363636363636365,-3.6363636363636376,0.0,1980,1602,85,157,136
OpenBMI_ERP,1,1,35,C0S0M1,0,0,1,0.87,0.8887878787878788,1.8787878787878798,7.575757575757576,5.696969696969697,1.8787878787878791,6.938893903907228e-18,1980,1707,158,52,63
OpenBMI_ERP,1,1,35,C0S1M0,0,1,0,0.87,0.8463636363636364,-2.3636363636363567,6.1515151515151505,8.515151515151514,-2.3636363636363638,6.938893903907228e-17,1980,1614,87,145,134
OpenBMI_ERP,1,1,35,C0S1M1,0,1,1,0.87,0.8918181818181818,2.1818181818181848,7.303030303030303,5.121212121212122,2.181818181818181,3.469446951953614e-17,1980,1710,153,49,68
OpenBMI_ERP,1,1,35,C1S0M0,1,0,0,0.87,0.8569696969696969,-1.3030303030303059,6.787878787878787,8.09090909090909,-1.3030303030303032,2.7755575615628914e-17,1980,1572,80,187,141
OpenBMI_ERP,1,1,35,C1S0M1,1,0,1,0.87,0.9021212121212121,3.2121212121212106,7.515151515151515,4.303030303030303,3.212121212121212,1.3877787807814457e-17,1980,1713,144,46,77
OpenBMI_ERP,1,1,35,C1S1M0,1,1,0,0.87,0.8645454545454545,-0.545454545454549,7.242424242424243,7.787878787878788,-0.5454545454545447,4.163336342344337e-17,1980,1578,87,181,134
OpenBMI_ERP,1,1,35,C1S1M1,1,1,1,0.87,0.9048484848484848,3.4848484848484795,7.454545454545455,3.9696969696969697,3.4848484848484858,6.245004513516506e-17,1980,1712,138,47,83
OpenBMI_ERP,1,1,40,C0S0M0,0,0,0,0.7966666666666666,0.6684848484848485,-12.818181818181817,6.636363636363636,19.454545454545453,-12.818181818181817,0.0,1980,1347,99,322,212
OpenBMI_ERP,1,1,40,C0S0M1,0,0,1,0.7966666666666666,0.783030303030303,-1.3636363636363669,8.0,9.363636363636363,-1.3636363636363626,4.163336342344337e-17,1980,1576,176,93,135
OpenBMI_ERP,1,1,40,C0S1M0,0,1,0,0.7966666666666666,0.6790909090909091,-11.757575757575756,6.727272727272727,18.484848484848488,-11.757575757575761,5.551115123125783e-17,1980,1351,98,318,213
OpenBMI_ERP,1,1,40,C0S1M1,0,1,1,0.7966666666666666,0.7933333333333333,-0.33333333333332993,8.757575757575758,9.090909090909092,-0.3333333333333327,2.7755575615628914e-17,1980,1573,181,96,130
OpenBMI_ERP,1,1,40,C1S0M0,1,0,0,0.7966666666666666,0.6751515151515152,-12.151515151515147,7.151515151515151,19.3030303030303,-12.15151515151515,4.163336342344337e-17,1980,1264,88,405,223
OpenBMI_ERP,1,1,40,C1S0M1,1,0,1,0.7966666666666666,0.7942424242424242,-0.24242424242424399,8.606060606060606,8.848484848484848,-0.2424242424242426,1.3877787807814457e-17,1980,1565,168,104,143
OpenBMI_ERP,1,1,40,C1S1M0,1,1,0,0.7966666666666666,0.6809090909090909,-11.575757575757573,7.333333333333333,18.90909090909091,-11.575757575757576,2.7755575615628914e-17,1980,1265,86,404,225
OpenBMI_ERP,1,1,40,C1S1M1,1,1,1,0.7966666666666666,0.8087878787878788,1.21212121212122,9.03030303030303,7.818181818181818,1.2121212121212115,8.326672684688674e-17,1980,1563,166,106,145
OpenBMI_ERP,1,1,43,C0S0M0,0,0,0,0.936060606060606,0.8200000000000001,-11.606060606060598,2.6363636363636362,14.242424242424242,-11.606060606060606,8.326672684688674e-17,1980,1675,83,138,84
OpenBMI_ERP,1,1,43,C0S0M1,0,0,1,0.936060606060606,0.9363636363636363,0.030303030303024947,2.515151515151515,2.484848484848485,0.03030303030303015,5.204170427930421e-17,1980,1735,59,78,108
OpenBMI_ERP,1,1,43,C0S1M0,0,1,0,0.936060606060606,0.823939393939394,-11.212121212121207,2.7575757575757573,13.96969696969697,-11.212121212121213,6.938893903907228e-17,1980,1676,83,137,84
OpenBMI_ERP,1,1,43,C0S1M1,0,1,1,0.936060606060606,0.9366666666666666,0.060606060606060996,2.5454545454545454,2.484848484848485,0.06060606060606065,3.469446951953614e-18,1980,1735,60,78,107
OpenBMI_ERP,1,1,43,C1S0M0,1,0,0,0.936060606060606,0.8248484848484848,-11.121212121212121,2.333333333333333,13.454545454545455,-11.121212121212123,1.3877787807814457e-17,1980,1637,69,176,98
OpenBMI_ERP,1,1,43,C1S0M1,1,0,1,0.936060606060606,0.9266666666666666,-0.9393939393939399,2.242424242424242,3.181818181818182,-0.9393939393939399,0.0,1980,1712,50,101,117
OpenBMI_ERP,1,1,43,C1S1M0,1,1,0,0.936060606060606,0.8209090909090909,-11.515151515151512,2.3030303030303028,13.818181818181818,-11.515151515151516,4.163336342344337e-17,1980,1633,68,180,99
OpenBMI_ERP,1,1,43,C1S1M1,1,1,1,0.936060606060606,0.9263636363636363,-0.9696969696969759,2.212121212121212,3.181818181818182,-0.9696969696969701,5.898059818321144e-17,1980,1712,49,101,118
OpenBMI_ERP,1,2,1,C0S0M0,0,0,0,0.7560606060606061,0.7496969696969698,-0.6363636363636349,9.393939393939393,10.030303030303031,-0.6363636363636377,2.7755575615628914e-17,1980,1404,102,255,219
OpenBMI_ERP,1,2,1,C0S0M1,0,0,1,0.7560606060606061,0.8012121212121213,4.5151515151515165,9.575757575757576,5.0606060606060606,4.515151515151516,6.938893903907228e-18,1980,1520,116,139,205
OpenBMI_ERP,1,2,1,C0S1M0,0,1,0,0.7560606060606061,0.7545454545454546,-0.15151515151514694,9.696969696969697,9.848484848484848,-0.1515151515151511,4.163336342344337e-17,1980,1406,104,253,217
OpenBMI_ERP,1,2,1,C0S1M1,0,1,1,0.7560606060606061,0.7942424242424242,3.8181818181818095,9.424242424242426,5.606060606060606,3.8181818181818192,9.71445146547012e-17,1980,1514,115,145,206
OpenBMI_ERP,1,2,1,C1S0M0,1,0,0,0.7560606060606061,0.7463636363636363,-0.9696969696969759,9.606060606060606,10.575757575757576,-0.9696969696969704,5.551115123125783e-17,1980,1382,97,277,224
OpenBMI_ERP,1,2,1,C1S0M1,1,0,1,0.7560606060606061,0.7984848484848486,4.2424242424242475,9.545454545454547,5.303030303030303,4.242424242424243,4.85722573273506e-17,1980,1512,111,147,210
OpenBMI_ERP,1,2,1,C1S1M0,1,1,0,0.7560606060606061,0.7509090909090909,-0.515151515151524,9.696969696969697,10.212121212121213,-0.5151515151515157,8.326672684688674e-17,1980,1386,100,273,221
OpenBMI_ERP,1,2,1,C1S1M1,1,1,1,0.7560606060606061,0.7951515151515152,3.9090909090909065,9.484848484848484,5.575757575757575,3.909090909090909,2.7755575615628914e-17,1980,1511,113,148,208
OpenBMI_ERP,1,2,11,C0S0M0,0,0,0,0.9687878787878788,0.9378787878787879,-3.0909090909090886,1.2727272727272727,4.363636363636364,-3.0909090909090913,2.7755575615628914e-17,1980,1849,34,56,41
OpenBMI_ERP,1,2,11,C0S0M1,0,0,1,0.9687878787878788,0.9596969696969697,-0.9090909090909038,1.2121212121212122,2.121212121212121,-0.9090909090909088,5.0306980803327406e-17,1980,1847,28,58,47
OpenBMI_ERP,1,2,11,C0S1M0,0,1,0,0.9687878787878788,0.9345454545454546,-3.4242424242424185,1.2727272727272727,4.696969696969696,-3.424242424242424,5.551115123125783e-17,1980,1846,34,59,41
OpenBMI_ERP,1,2,11,C0S1M1,0,1,1,0.9687878787878788,0.9609090909090909,-0.7878787878787818,1.2121212121212122,2.0,-0.787878787878788,6.071532165918825e-17,1980,1851,28,54,47
OpenBMI_ERP,1,2,11,C1S0M0,1,0,0,0.9687878787878788,0.9421212121212121,-2.6666666666666616,1.1212121212121213,3.787878787878788,-2.6666666666666665,4.85722573273506e-17,1980,1836,29,69,46
OpenBMI_ERP,1,2,11,C1S0M1,1,0,1,0.9687878787878788,0.9596969696969697,-0.9090909090909038,1.090909090909091,2.0,-0.9090909090909091,5.204170427930421e-17,1980,1843,24,62,51
OpenBMI_ERP,1,2,11,C1S1M0,1,1,0,0.9687878787878788,0.9421212121212121,-2.6666666666666616,1.2727272727272727,3.93939393939394,-2.666666666666667,5.551115123125783e-17,1980,1835,30,70,45
OpenBMI_ERP,1,2,11,C1S1M1,1,1,1,0.9687878787878788,0.9621212121212122,-0.6666666666666599,1.2424242424242424,1.909090909090909,-0.6666666666666664,6.591949208711867e-17,1980,1846,25,59,50
OpenBMI_ERP,1,2,23,C0S0M0,0,0,0,0.5533333333333333,0.5499999999999999,-0.33333333333334103,7.787878787878788,8.121212121212121,-0.3333333333333327,8.326672684688674e-17,1980,1438,101,132,309
OpenBMI_ERP,1,2,23,C0S0M1,0,0,1,0.5533333333333333,0.5548484848484848,0.15151515151514694,7.000000000000001,6.848484848484848,0.1515151515151525,5.551115123125783e-17,1980,1452,103,118,307
OpenBMI_ERP,1,2,23,C0S1M0,0,1,0,0.5533333333333333,0.5490909090909091,-0.424242424242427,7.87878787878788,8.303030303030305,-0.4242424242424242,2.7755575615628914e-17,1980,1428,100,142,310
OpenBMI_ERP,1,2,23,C0S1M1,0,1,1,0.5533333333333333,0.5581818181818182,0.48484848484848797,7.121212121212121,6.636363636363636,0.4848484848484852,2.7755575615628914e-17,1980,1451,103,119,307
OpenBMI_ERP,1,2,23,C1S0M0,1,0,0,0.5533333333333333,0.5590909090909091,0.5757575757575739,9.424242424242424,8.848484848484848,0.5757575757575752,1.3877787807814457e-17,1980,1398,107,172,303
OpenBMI_ERP,1,2,23,C1S0M1,1,0,1,0.5533333333333333,0.5609090909090909,0.7575757575757569,7.3939393939393945,6.636363636363636,0.7575757575757582,1.3877787807814457e-17,1980,1447,100,123,310
OpenBMI_ERP,1,2,23,C1S1M0,1,1,0,0.5533333333333333,0.5660606060606062,1.272727272727281,9.575757575757576,8.303030303030305,1.2727272727272725,8.326672684688674e-17,1980,1396,104,174,306
OpenBMI_ERP,1,2,23,C1S1M1,1,1,1,0.5533333333333333,0.5587878787878788,0.545454545454549,7.333333333333333,6.787878787878787,0.5454545454545462,2.7755575615628914e-17,1980,1442,98,128,312
OpenBMI_ERP,1,2,30,C0S0M0,0,0,0,0.9393939393939394,0.8906060606060606,-4.8787878787878824,1.2424242424242424,6.121212121212121,-4.878787878787878,4.163336342344337e-17,1980,1702,29,162,87
OpenBMI_ERP,1,2,30,C0S0M1,0,0,1,0.9393939393939394,0.9190909090909091,-2.030303030303038,1.2727272727272727,3.3030303030303028,-2.0303030303030303,7.632783294297951e-17,1980,1783,30,81,86
OpenBMI_ERP,1,2,30,C0S1M0,0,1,0,0.9393939393939394,0.8903030303030304,-4.909090909090907,1.2121212121212122,6.121212121212121,-4.909090909090909,1.3877787807814457e-17,1980,1698,28,166,88
OpenBMI_ERP,1,2,30,C0S1M1,0,1,1,0.9393939393939394,0.9196969696969697,-1.9696969696969768,1.4242424242424243,3.3939393939393945,-1.96969696969697,6.938893903907228e-17,1980,1780,31,84,85
OpenBMI_ERP,1,2,30,C1S0M0,1,0,0,0.9393939393939394,0.8854545454545455,-5.393939393939395,1.121212121212121,6.515151515151516,-5.393939393939394,1.3877787807814457e-17,1980,1681,25,183,91
OpenBMI_ERP,1,2,30,C1S0M1,1,0,1,0.9393939393939394,0.9184848484848485,-2.090909090909099,1.5151515151515151,3.6060606060606055,-2.0909090909090904,8.326672684688674e-17,1980,1769,30,95,86
OpenBMI_ERP,1,2,30,C1S1M0,1,1,0,0.9393939393939394,0.8915151515151516,-4.787878787878785,1.5454545454545454,6.333333333333334,-4.787878787878788,2.7755575615628914e-17,1980,1679,27,185,89
OpenBMI_ERP,1,2,30,C1S1M1,1,1,1,0.9393939393939394,0.916969696969697,-2.2424242424242458,1.5151515151515151,3.7575757575757573,-2.242424242424242,3.469446951953614e-17,1980,1764,30,100,86
OpenBMI_ERP,1,2,48,C0S0M0,0,0,0,0.8078787878787879,0.6651515151515152,-14.27272727272727,4.0,18.27272727272727,-14.27272727272727,0.0,1980,1563,100,163,154
OpenBMI_ERP,1,2,48,C0S0M1,0,0,1,0.8078787878787879,0.8093939393939393,0.15151515151514694,5.848484848484849,5.696969696969697,0.1515151515151518,4.85722573273506e-17,1980,1626,81,100,173
OpenBMI_ERP,1,2,48,C0S1M0,0,1,0,0.8078787878787879,0.6630303030303031,-14.484848484848477,4.090909090909091,18.575757575757574,-14.484848484848484,5.551115123125783e-17,1980,1561,103,165,151
OpenBMI_ERP,1,2,48,C0S1M1,0,1,1,0.8078787878787879,0.8051515151515152,-0.27272727272726893,5.606060606060606,5.878787878787879,-0.2727272727272724,3.469446951953614e-17,1980,1628,81,98,173
OpenBMI_ERP,1,2,48,C1S0M0,1,0,0,0.8078787878787879,0.6927272727272726,-11.515151515151523,3.878787878787879,15.393939393939393,-11.515151515151514,8.326672684688674e-17,1980,1566,88,160,166
OpenBMI_ERP,1,2,48,C1S0M1,1,0,1,0.8078787878787879,0.8106060606060606,0.27272727272726893,6.121212121212121,5.848484848484849,0.2727272727272724,3.469446951953614e-17,1980,1609,78,117,176
OpenBMI_ERP,1,2,48,C1S1M0,1,1,0,0.8078787878787879,0.6893939393939394,-11.84848484848484,3.9696969696969697,15.818181818181817,-11.848484848484848,5.551115123125783e-17,1980,1564,91,162,163
OpenBMI_ERP,1,2,48,C1S1M1,1,1,1,0.8078787878787879,0.8118181818181818,0.3939393939393909,6.181818181818182,5.787878787878788,0.39393939393939437,3.469446951953614e-17,1980,1615,84,111,170
OpenBMI_ERP,1,2,50,C0S0M0,0,0,0,0.5118181818181818,0.4978787878787879,-1.3939393939393918,6.575757575757575,7.96969696969697,-1.3939393939393945,2.7755575615628914e-17,1980,1382,205,59,334
OpenBMI_ERP,1,2,50,C0S0M1,0,0,1,0.5118181818181818,0.52,0.8181818181818179,5.787878787878788,4.96969696969697,0.8181818181818179,0.0,1980,1385,147,56,392
OpenBMI_ERP,1,2,50,C0S1M0,0,1,0,0.5118181818181818,0.5024242424242424,-0.9393939393939399,6.909090909090909,7.8484848484848495,-0.9393939393939399,0.0,1980,1382,212,59,327
OpenBMI_ERP,1,2,50,C0S1M1,0,1,1,0.5118181818181818,0.5224242424242425,1.0606060606060619,6.0,4.9393939393939394,1.0606060606060606,1.3877787807814457e-17,1980,1390,154,51,385
OpenBMI_ERP,1,2,50,C1S0M0,1,0,0,0.5118181818181818,0.5087878787878788,-0.303030303030305,6.7272727272727275,7.030303030303031,-0.3030303030303036,1.3877787807814457e-17,1980,1381,190,60,349
OpenBMI_ERP,1,2,50,C1S0M1,1,0,1,0.5118181818181818,0.5242424242424242,1.2424242424242338,5.878787878787879,4.636363636363637,1.2424242424242429,9.020562075079397e-17,1980,1384,138,57,401
OpenBMI_ERP,1,2,50,C1S1M0,1,1,0,0.5118181818181818,0.5124242424242424,0.060606060606060996,6.848484848484848,6.787878787878787,0.060606060606060996,0.0,1980,1385,194,56,345
OpenBMI_ERP,1,2,50,C1S1M1,1,1,1,0.5118181818181818,0.526969696969697,1.5151515151515138,6.03030303030303,4.515151515151515,1.5151515151515151,1.3877787807814457e-17,1980,1388,143,53,396
OpenBMI_ERP,1,2,52,C0S0M0,0,0,0,0.8178787878787879,0.7545454545454545,-6.333333333333336,5.484848484848485,11.818181818181818,-6.333333333333332,2.7755575615628914e-17,1980,1633,69,150,128
OpenBMI_ERP,1,2,52,C0S0M1,0,0,1,0.8178787878787879,0.8590909090909091,4.1212121212121255,6.969696969696971,2.8484848484848486,4.121212121212121,4.163336342344337e-17,1980,1709,66,74,131
OpenBMI_ERP,1,2,52,C0S1M0,0,1,0,0.8178787878787879,0.7421212121212122,-7.575757575757569,5.393939393939394,12.96969696969697,-7.575757575757576,6.938893903907228e-17,1980,1611,66,172,131
OpenBMI_ERP,1,2,52,C0S1M1,0,1,1,0.8178787878787879,0.8493939393939394,3.1515151515151496,6.424242424242424,3.272727272727273,3.151515151515151,1.3877787807814457e-17,1980,1711,64,72,133
OpenBMI_ERP,1,2,52,C1S0M0,1,0,0,0.8178787878787879,0.7606060606060605,-5.727272727272736,6.545454545454546,12.272727272727273,-5.727272727272727,9.71445146547012e-17,1980,1606,72,177,125
OpenBMI_ERP,1,2,52,C1S0M1,1,0,1,0.8178787878787879,0.8681818181818182,5.030303030303029,7.787878787878788,2.7575757575757573,5.030303030303031,1.3877787807814457e-17,1980,1704,69,79,128
OpenBMI_ERP,1,2,52,C1S1M0,1,1,0,0.8178787878787879,0.7533333333333333,-6.454545454545457,6.242424242424242,12.696969696969695,-6.454545454545453,4.163336342344337e-17,1980,1584,66,199,131
OpenBMI_ERP,1,2,52,C1S1M1,1,1,1,0.8178787878787879,0.85,3.2121212121212106,6.787878787878789,3.5757575757575757,3.212121212121213,2.0816681711721685e-17,1980,1693,64,90,133
OpenBMI_ERP,1,2,8,C0S0M0,0,0,0,0.7648484848484849,0.77,0.5151515151515129,7.090909090909091,6.575757575757576,0.5151515151515142,1.3877787807814457e-17,1980,1551,70,157,202
OpenBMI_ERP,1,2,8,C0S0M1,0,0,1,0.7648484848484849,0.7739393939393939,0.9090909090909038,6.484848484848485,5.575757575757575,0.9090909090909094,5.551115123125783e-17,1980,1588,70,120,202
OpenBMI_ERP,1,2,8,C0S1M0,0,1,0,0.7648484848484849,0.7748484848484849,1.0000000000000009,7.575757575757576,6.575757575757576,0.9999999999999996,1.3877787807814457e-17,1980,1547,74,161,198
OpenBMI_ERP,1,2,8,C0S1M1,0,1,1,0.7648484848484849,0.7684848484848485,0.363636363636366,6.424242424242424,6.0606060606060606,0.3636363636363632,2.7755575615628914e-17,1980,1584,68,124,204
OpenBMI_ERP,1,2,8,C1S0M0,1,0,0,0.7648484848484849,0.7706060606060605,0.5757575757575628,7.242424242424242,6.666666666666667,0.5757575757575752,1.249000902703301e-16,1980,1544,71,164,201
OpenBMI_ERP,1,2,8,C1S0M1,1,0,1,0.7648484848484849,0.78,1.5151515151515138,7.0606060606060606,5.545454545454546,1.5151515151515145,6.938893903907228e-18,1980,1585,73,123,199
OpenBMI_ERP,1,2,8,C1S1M0,1,1,0,0.7648484848484849,0.7715151515151515,0.6666666666666599,7.303030303030303,6.636363636363636,0.6666666666666667,6.938893903907228e-17,1980,1541,69,167,203
OpenBMI_ERP,1,2,8,C1S1M1,1,1,1,0.7648484848484849,0.7787878787878788,1.3939393939393918,7.0606060606060606,5.666666666666667,1.3939393939393931,1.3877787807814457e-17,1980,1585,73,123,199
OpenBMI_ERP,1,3,10,C0S0M0,0,0,0,0.7981818181818181,0.7742424242424242,-2.3939393939393927,6.0,8.393939393939394,-2.3939393939393954,2.7755575615628914e-17,1980,1621,122,81,156
OpenBMI_ERP,1,3,10,C0S0M1,0,0,1,0.7981818181818181,0.806060606060606,0.787878787878793,5.787878787878788,5.0,0.7878787878787874,5.551115123125783e-17,1980,1645,111,57,167
OpenBMI_ERP,1,3,10,C0S1M0,0,1,0,0.7981818181818181,0.7812121212121212,-1.6969696969696857,5.969696969696969,7.666666666666666,-1.6969696969696968,1.1102230246251565e-16,1980,1625,117,77,161
OpenBMI_ERP,1,3,10,C0S1M1,0,1,1,0.7981818181818181,0.8118181818181818,1.3636363636363669,6.151515151515151,4.787878787878788,1.3636363636363633,3.469446951953614e-17,1980,1644,115,58,163
OpenBMI_ERP,1,3,10,C1S0M0,1,0,0,0.7981818181818181,0.7818181818181817,-1.6363636363636358,6.0,7.636363636363637,-1.6363636363636371,1.3877787807814457e-17,1980,1622,118,80,160
OpenBMI_ERP,1,3,10,C1S0M1,1,0,1,0.7981818181818181,0.8084848484848485,1.030303030303037,5.939393939393939,4.909090909090909,1.03030303030303,6.938893903907228e-17,1980,1640,112,62,166
OpenBMI_ERP,1,3,10,C1S1M0,1,1,0,0.7981818181818181,0.7854545454545454,-1.2727272727272698,6.03030303030303,7.303030303030303,-1.2727272727272725,2.7755575615628914e-17,1980,1621,115,81,163
OpenBMI_ERP,1,3,10,C1S1M1,1,1,1,0.7981818181818181,0.8090909090909091,1.090909090909098,6.121212121212121,5.030303030303031,1.0909090909090904,7.632783294297951e-17,1980,1636,114,66,164
OpenBMI_ERP,1,3,16,C0S0M0,0,0,0,0.8378787878787879,0.7884848484848486,-4.939393939393932,4.2727272727272725,9.212121212121211,-4.9393939393939394,6.938893903907228e-17,1980,1665,89,96,130
OpenBMI_ERP,1,3,16,C0S0M1,0,0,1,0.8378787878787879,0.8096969696969697,-2.8181818181818197,4.3939393939393945,7.212121212121211,-2.818181818181817,2.7755575615628914e-17,1980,1687,85,74,134
OpenBMI_ERP,1,3,16,C0S1M0,0,1,0,0.8378787878787879,0.7875757575757576,-5.030303030303029,4.121212121212121,9.151515151515152,-5.030303030303031,1.3877787807814457e-17,1980,1659,84,102,135
OpenBMI_ERP,1,3,16,C0S1M1,0,1,1,0.8378787878787879,0.8109090909090909,-2.6969696969696977,4.484848484848484,7.181818181818181,-2.6969696969696964,1.3877787807814457e-17,1980,1688,84,73,135
OpenBMI_ERP,1,3,16,C1S0M0,1,0,0,0.8378787878787879,0.8151515151515152,-2.2727272727272707,5.242424242424242,7.515151515151515,-2.272727272727273,2.0816681711721685e-17,1980,1665,89,96,130
OpenBMI_ERP,1,3,16,C1S0M1,1,0,1,0.8378787878787879,0.8181818181818181,-1.9696969696969768,4.636363636363637,6.6060606060606055,-1.9696969696969693,7.632783294297951e-17,1980,1687,85,74,134
OpenBMI_ERP,1,3,16,C1S1M0,1,1,0,0.8378787878787879,0.8184848484848486,-1.9393939393939297,5.363636363636363,7.303030303030303,-1.9393939393939394,9.71445146547012e-17,1980,1668,89,93,130
OpenBMI_ERP,1,3,16,C1S1M1,1,1,1,0.8378787878787879,0.8178787878787879,-2.0000000000000018,4.848484848484849,6.848484848484848,-1.9999999999999998,2.0816681711721685e-17,1980,1683,84,78,135
OpenBMI_ERP,1,3,19,C0S0M0,0,0,0,0.9566666666666667,0.9224242424242424,-3.4242424242424296,2.0303030303030303,5.454545454545454,-3.424242424242424,5.551115123125783e-17,1980,1805,67,56,52
OpenBMI_ERP,1,3,19,C0S0M1,0,0,1,0.9566666666666667,0.9663636363636363,0.9696969696969648,2.0909090909090913,1.121212121212121,0.9696969696969701,5.204170427930421e-17,1980,1828,57,33,62
OpenBMI_ERP,1,3,19,C0S1M0,0,1,0,0.9566666666666667,0.9230303030303031,-3.3636363636363575,2.0303030303030303,5.393939393939394,-3.3636363636363638,6.245004513516506e-17,1980,1803,67,58,52
OpenBMI_ERP,1,3,19,C0S1M1,0,1,1,0.9566666666666667,0.9657575757575758,0.909090909090915,2.0909090909090913,1.1818181818181819,0.9090909090909094,5.551115123125783e-17,1980,1826,57,35,62
OpenBMI_ERP,1,3,19,C1S0M0,1,0,0,0.9566666666666667,0.9333333333333333,-2.3333333333333317,1.8787878787878787,4.212121212121212,-2.3333333333333335,1.734723475976807e-17,1980,1810,62,51,57
OpenBMI_ERP,1,3,19,C1S0M1,1,0,1,0.9566666666666667,0.9615151515151515,0.48484848484848797,1.8787878787878787,1.3939393939393938,0.48484848484848486,3.122502256758253e-17,1980,1819,50,42,69
OpenBMI_ERP,1,3,19,C1S1M0,1,1,0,0.9566666666666667,0.9351515151515152,-2.1515151515151487,1.9090909090909092,4.0606060606060606,-2.151515151515151,2.42861286636753e-17,1980,1807,63,54,56
OpenBMI_ERP,1,3,19,C1S1M1,1,1,1,0.9566666666666667,0.9621212121212122,0.545454545454549,1.9393939393939394,1.3939393939393938,0.5454545454545455,3.469446951953614e-17,1980,1819,52,42,67
OpenBMI_ERP,1,3,22,C0S0M0,0,0,0,0.8918181818181818,0.9139393939393939,2.2121212121212097,6.969696969696971,4.757575757575758,2.2121212121212124,2.7755575615628914e-17,1980,1622,222,57,79
OpenBMI_ERP,1,3,22,C0S0M1,0,0,1,0.8918181818181818,0.9309090909090909,3.9090909090909065,7.333333333333333,3.424242424242424,3.909090909090909,2.7755575615628914e-17,1980,1646,238,33,63
OpenBMI_ERP,1,3,22,C0S1M0,0,1,0,0.8918181818181818,0.9115151515151516,1.9696969696969768,6.696969696969697,4.7272727272727275,1.96969696969697,6.938893903907228e-17,1980,1623,213,56,88
OpenBMI_ERP,1,3,22,C0S1M1,0,1,1,0.8918181818181818,0.9351515151515152,4.333333333333334,7.060606060606061,2.727272727272727,4.333333333333335,1.3877787807814457e-17,1980,1653,225,26,76
OpenBMI_ERP,1,3,22,C1S0M0,1,0,0,0.8918181818181818,0.9190909090909091,2.7272727272727226,7.060606060606061,4.333333333333334,2.7272727272727284,5.551115123125783e-17,1980,1628,225,51,76
OpenBMI_ERP,1,3,22,C1S0M1,1,0,1,0.8918181818181818,0.9348484848484848,4.303030303030297,7.484848484848486,3.181818181818182,4.303030303030304,6.245004513516506e-17,1980,1650,239,29,62
OpenBMI_ERP,1,3,22,C1S1M0,1,1,0,0.8918181818181818,0.9166666666666667,2.4848484848484897,6.818181818181819,4.333333333333334,2.4848484848484858,4.163336342344337e-17,1980,1628,217,51,84
OpenBMI_ERP,1,3,22,C1S1M1,1,1,1,0.8918181818181818,0.9372727272727273,4.545454545454541,7.121212121212121,2.5757575757575757,4.545454545454546,4.163336342344337e-17,1980,1654,227,25,74
OpenBMI_ERP,1,3,27,C0S0M0,0,0,0,0.9609090909090909,0.9324242424242424,-2.8484848484848557,1.6666666666666667,4.515151515151515,-2.8484848484848486,7.28583859910259e-17,1980,1826,55,49,50
OpenBMI_ERP,1,3,27,C0S0M1,0,0,1,0.9609090909090909,0.9672727272727273,0.6363636363636349,1.606060606060606,0.9696969696969697,0.6363636363636362,1.3877787807814457e-17,1980,1851,49,24,56
OpenBMI_ERP,1,3,27,C0S1M0,0,1,0,0.9609090909090909,0.9315151515151515,-2.9393939393939417,1.7272727272727273,4.666666666666666,-2.939393939393939,2.7755575615628914e-17,1980,1825,57,50,48
OpenBMI_ERP,1,3,27,C0S1M1,0,1,1,0.9609090909090909,0.9678787878787879,0.6969696969696959,1.606060606060606,0.9090909090909091,0.6969696969696969,1.0408340855860843e-17,1980,1849,49,26,56
OpenBMI_ERP,1,3,27,C1S0M0,1,0,0,0.9609090909090909,0.9396969696969697,-2.1212121212121238,1.5151515151515151,3.6363636363636362,-2.121212121212121,2.7755575615628914e-17,1980,1827,50,48,55
OpenBMI_ERP,1,3,27,C1S0M1,1,0,1,0.9609090909090909,0.966969696969697,0.60606060606061,1.5454545454545454,0.9393939393939393,0.606060606060606,3.9898639947466563e-17,1980,1848,47,27,58
OpenBMI_ERP,1,3,27,C1S1M0,1,1,0,0.9609090909090909,0.9421212121212121,-1.8787878787878798,1.5454545454545454,3.424242424242424,-1.8787878787878785,1.3877787807814457e-17,1980,1830,51,45,54
OpenBMI_ERP,1,3,27,C1S1M1,1,1,1,0.9609090909090909,0.9657575757575758,0.48484848484848797,1.606060606060606,1.121212121212121,0.48484848484848486,3.122502256758253e-17,1980,1842,49,33,56
OpenBMI_ERP,1,3,34,C0S0M0,0,0,0,0.8587878787878788,0.8742424242424243,1.5454545454545499,6.363636363636363,4.818181818181818,1.5454545454545443,5.551115123125783e-17,1980,1575,190,59,156
OpenBMI_ERP,1,3,34,C0S0M1,0,0,1,0.8587878787878788,0.9033333333333333,4.454545454545455,7.2727272727272725,2.8181818181818183,4.454545454545454,1.3877787807814457e-17,1980,1601,216,33,130
OpenBMI_ERP,1,3,34,C0S1M0,0,1,0,0.8587878787878788,0.8842424242424243,2.5454545454545507,6.8181818181818175,4.2727272727272725,2.545454545454545,5.551115123125783e-17,1980,1577,189,57,157
