task,seed,state_id,bootstrap_unit,bootstrap_resamples,NET_PP,NET_ci_low_pp,NET_ci_high_pp,delta_net_vs_full_pp,delta_ci_low_pp,delta_ci_high_pp
OpenBMI_ERP,0,C0S0M0,paired_real_subject,10000,-5.674242424242425,-7.878143939393939,-3.7166477272727283,-5.592424242424242,-7.5076704545454565,-3.8371212121212124
OpenBMI_ERP,0,C0S0M1,paired_real_subject,10000,-0.4340909090909092,-1.5220075757575757,0.6272916666666665,-0.35227272727272724,-0.8432007575757581,0.1340909090909093
OpenBMI_ERP,0,C0S1M0,paired_real_subject,10000,-5.787121212121212,-7.986363636363637,-3.8121022727272735,-5.70530303030303,-7.6288636363636355,-3.940814393939395
OpenBMI_ERP,0,C0S1M1,paired_real_subject,10000,-0.5840909090909092,-1.7333712121212124,0.5174242424242423,-0.5022727272727272,-0.968939393939394,-0.07045454545454534
OpenBMI_ERP,0,C1S0M0,paired_real_subject,10000,-4.5621212121212125,-6.685624999999999,-2.6984848484848483,-4.4803030303030305,-6.304545454545455,-2.835606060606061
OpenBMI_ERP,0,C1S0M1,paired_real_subject,10000,0.2446969696969697,-0.8090909090909092,1.2416856060606059,0.3265151515151515,0.14696969696969675,0.55
OpenBMI_ERP,0,C1S1M0,paired_real_subject,10000,-4.751515151515152,-6.8575757575757565,-2.892405303030303,-4.669696969696969,-6.490170454545455,-3.0371022727272727
OpenBMI_ERP,0,C1S1M1,paired_real_subject,10000,-0.0818181818181819,-1.2166666666666668,0.9689583333333333,0.0,0.0,0.0
OpenBMI_ERP,1,C0S0M0,paired_real_subject,10000,-5.071969696969697,-6.543977272727273,-3.6878598484848495,-6.05530303030303,-7.728806818181818,-4.514374999999999
OpenBMI_ERP,1,C0S0M1,paired_real_subject,10000,0.531060606060606,-0.5083333333333331,1.5113636363636362,-0.45227272727272716,-0.9083333333333332,-0.022708333333333525
OpenBMI_ERP,1,C0S1M0,paired_real_subject,10000,-4.9378787878787875,-6.443996212121213,-3.513636363636364,-5.921212121212122,-7.604545454545456,-4.382575757575758
OpenBMI_ERP,1,C0S1M1,paired_real_subject,10000,0.6189393939393936,-0.4765530303030305,1.659090909090909,-0.36439393939393955,-0.8447348484848485,0.06590909090909075
OpenBMI_ERP,1,C1S0M0,paired_real_subject,10000,-4.063636363636364,-5.477291666666668,-2.7477083333333336,-5.046969696969697,-6.733352272727272,-3.5196969696969704
OpenBMI_ERP,1,C1S0M1,paired_real_subject,10000,0.8795454545454546,0.09166666666666679,1.6977272727272728,-0.10378787878787876,-0.2712121212121211,0.06969696969696974
OpenBMI_ERP,1,C1S1M0,paired_real_subject,10000,-3.9939393939393937,-5.428806818181818,-2.656041666666667,-4.977272727272727,-6.61371212121212,-3.487102272727273
OpenBMI_ERP,1,C1S1M1,paired_real_subject,10000,0.9833333333333334,0.16590909090909095,1.8310795454545454,0.0,0.0,0.0
OpenBMI_ERP,2,C0S0M0,paired_real_subject,10000,-6.066666666666666,-8.27350378787879,-4.056780303030304,-6.20909090909091,-8.234848484848484,-4.3301893939393965
OpenBMI_ERP,2,C0S0M1,paired_real_subject,10000,-0.43939393939393945,-1.8522916666666667,0.8242613636363634,-0.581818181818182,-1.0447159090909093,-0.11590909090909111
OpenBMI_ERP,2,C0S1M0,paired_real_subject,10000,-6.1878787878787875,-8.322746212121212,-4.2158901515151515,-6.330303030303031,-8.293257575757575,-4.502897727272729
OpenBMI_ERP,2,C0S1M1,paired_real_subject,10000,-0.39242424242424223,-1.804564393939394,0.8757765151515153,-0.5348484848484849,-0.9825757575757574,-0.09240530303030332
OpenBMI_ERP,2,C1S0M0,paired_real_subject,10000,-4.465151515151515,-6.528806818181818,-2.6166666666666663,-4.607575757575758,-6.4939583333333335,-2.878011363636364
OpenBMI_ERP,2,C1S0M1,paired_real_subject,10000,0.08409090909090917,-1.0295643939393937,1.1204734848484847,-0.05833333333333359,-0.23333333333333361,0.11744318181818136
OpenBMI_ERP,2,C1S1M0,paired_real_subject,10000,-4.45530303030303,-6.473522727272728,-2.629507575757576,-4.597727272727273,-6.4424810606060605,-2.926477272727273
OpenBMI_ERP,2,C1S1M1,paired_real_subject,10000,0.14242424242424273,-1.0015530303030302,1.2045643939393937,0.0,0.0,0.0
OpenBMI_MI,0,C0S0M0,paired_real_subject,10000,-1.5500000000000003,-3.8506249999999995,0.775,-2.3,-3.6,-1.075
OpenBMI_MI,0,C0S0M1,paired_real_subject,10000,0.0,-1.8,1.75,-0.75,-1.2499999999999998,-0.275
OpenBMI_MI,0,C0S1M0,paired_real_subject,10000,-1.2499999999999998,-3.55,1.075,-2.0,-3.225,-0.825
OpenBMI_MI,0,C0S1M1,paired_real_subject,10000,0.5,-1.225,2.15,-0.24999999999999994,-0.6749999999999998,0.15
OpenBMI_MI,0,C1S0M0,paired_real_subject,10000,-0.975,-3.35,1.4250000000000003,-1.725,-2.975,-0.5250000000000001
OpenBMI_MI,0,C1S0M1,paired_real_subject,10000,0.4750000000000001,-1.275,2.125,-0.27499999999999997,-0.6,0.02500000000000029
OpenBMI_MI,0,C1S1M0,paired_real_subject,10000,-0.6749999999999998,-3.075,1.7,-1.425,-2.625,-0.27499999999999986
OpenBMI_MI,0,C1S1M1,paired_real_subject,10000,0.75,-1.0250000000000001,2.45,0.0,0.0,0.0
