task,seed,state_id,bootstrap_unit,bootstrap_resamples,NET_PP,NET_ci_low_pp,NET_ci_high_pp,delta_net_vs_full_pp,delta_ci_low_pp,delta_ci_high_pp
OpenBMI_MI,1,C0S0M0,paired_real_subject,10000,-6.125,-8.375625,-4.02437500000001,-2.0500000000000003,-3.525,-0.6750000000000004
OpenBMI_MI,1,C0S0M1,paired_real_subject,10000,-4.725,-6.45,-3.0243750000000085,-0.6499999999999998,-1.0749999999999997,-0.27499999999999963
OpenBMI_MI,1,C0S1M0,paired_real_subject,10000,-6.1,-8.3,-4.05,-2.025,-3.55,-0.625
OpenBMI_MI,1,C0S1M1,paired_real_subject,10000,-4.55,-6.3,-2.825,-0.4749999999999999,-0.925,-0.07499999999999984
OpenBMI_MI,1,C1S0M0,paired_real_subject,10000,-5.675,-7.75,-3.7,-1.6,-3.0,-0.27500000000000036
OpenBMI_MI,1,C1S0M1,paired_real_subject,10000,-4.25,-6.025,-2.475,-0.17499999999999988,-0.45,0.12500000000000008
OpenBMI_MI,1,C1S1M0,paired_real_subject,10000,-5.675,-7.75,-3.675,-1.6,-3.075,-0.22437500000000912
OpenBMI_MI,1,C1S1M1,paired_real_subject,10000,-4.075,-5.825,-2.35,0.0,0.0,0.0
OpenBMI_MI,2,C0S0M0,paired_real_subject,10000,-3.05,-5.375,-0.7250000000000003,-1.7750000000000004,-2.975,-0.5250000000000005
OpenBMI_MI,2,C0S0M1,paired_real_subject,10000,-1.475,-3.425,0.37500000000000017,-0.20000000000000026,-0.6250000000000003,0.24999999999999956
OpenBMI_MI,2,C0S1M0,paired_real_subject,10000,-2.875,-5.125,-0.6250000000000002,-1.6000000000000003,-2.775000000000001,-0.37500000000000033
OpenBMI_MI,2,C0S1M1,paired_real_subject,10000,-1.225,-3.175,0.6500000000000001,0.04999999999999978,-0.32500000000000023,0.44999999999999973
OpenBMI_MI,2,C1S0M0,paired_real_subject,10000,-2.7250000000000005,-5.025,-0.47500000000000026,-1.4500000000000004,-2.6250000000000004,-0.2250000000000009
OpenBMI_MI,2,C1S0M1,paired_real_subject,10000,-1.4,-3.4,0.5256249999999915,-0.12500000000000008,-0.3750000000000002,0.12499999999999986
OpenBMI_MI,2,C1S1M0,paired_real_subject,10000,-2.8,-5.050624999999999,-0.599375000000009,-1.5250000000000001,-2.7256250000000004,-0.2750000000000001
OpenBMI_MI,2,C1S1M1,paired_real_subject,10000,-1.275,-3.2756249999999993,0.6750000000000002,0.0,0.0,0.0
OpenBMI_SSVEP,0,C0S0M0,paired_real_subject,10000,-1.725,-4.3,0.9250000000000004,-5.85,-8.375,-3.575
OpenBMI_SSVEP,0,C0S0M1,paired_real_subject,10000,3.075,0.625,6.30062499999999,-1.05,-1.8,-0.45
OpenBMI_SSVEP,0,C0S1M0,paired_real_subject,10000,-1.2999999999999998,-3.925,1.5500000000000005,-5.425,-7.675,-3.4
OpenBMI_SSVEP,0,C0S1M1,paired_real_subject,10000,3.2,0.75,6.45,-0.925,-1.65,-0.3500000000000001
OpenBMI_SSVEP,0,C1S0M0,paired_real_subject,10000,-0.675,-3.325,2.425,-4.8,-6.775,-3.025
OpenBMI_SSVEP,0,C1S0M1,paired_real_subject,10000,3.925,1.1,7.725,-0.2,-0.4000000000000002,-0.049999999999999906
OpenBMI_SSVEP,0,C1S1M0,paired_real_subject,10000,-0.2750000000000002,-2.975,3.075,-4.4,-6.15,-2.825
OpenBMI_SSVEP,0,C1S1M1,paired_real_subject,10000,4.125,1.275,7.975,0.0,0.0,0.0
OpenBMI_SSVEP,1,C0S0M0,paired_real_subject,10000,-5.075,-7.65,-2.75,-6.8,-9.450624999999999,-4.475
OpenBMI_SSVEP,1,C0S0M1,paired_real_subject,10000,0.6,-1.275,2.6,-1.125,-2.025,-0.45000000000000007
OpenBMI_SSVEP,1,C0S1M0,paired_real_subject,10000,-4.8,-7.5,-2.3,-6.525,-9.1,-4.25
OpenBMI_SSVEP,1,C0S1M1,paired_real_subject,10000,0.85,-1.175,3.075,-0.875,-1.5250000000000004,-0.4
OpenBMI_SSVEP,1,C1S0M0,paired_real_subject,10000,-4.475,-7.025,-2.1,-6.2,-8.65,-4.05
OpenBMI_SSVEP,1,C1S0M1,paired_real_subject,10000,1.675,-0.425,4.125,-0.05000000000000008,-0.4,0.2749999999999999
OpenBMI_SSVEP,1,C1S1M0,paired_real_subject,10000,-4.075,-6.750624999999999,-1.4,-5.8,-8.15,-3.7
OpenBMI_SSVEP,1,C1S1M1,paired_real_subject,10000,1.725,-0.5,4.4,0.0,0.0,0.0
OpenBMI_SSVEP,2,C0S0M0,paired_real_subject,10000,-4.325,-6.35,-2.35,-6.025,-8.875,-3.7
OpenBMI_SSVEP,2,C0S0M1,paired_real_subject,10000,0.9,-1.2,3.6,-0.8,-1.275,-0.39999999999999997
OpenBMI_SSVEP,2,C0S1M0,paired_real_subject,10000,-3.75,-5.65,-1.85,-5.45,-8.025,-3.35
OpenBMI_SSVEP,2,C0S1M1,paired_real_subject,10000,0.875,-1.3,3.7,-0.825,-1.3,-0.4
OpenBMI_SSVEP,2,C1S0M0,paired_real_subject,10000,-3.35,-5.275,-1.45,-5.05,-7.55,-2.95
OpenBMI_SSVEP,2,C1S0M1,paired_real_subject,10000,1.6,-0.6499999999999999,4.6,-0.09999999999999996,-0.3249999999999999,0.10000000000000002
OpenBMI_SSVEP,2,C1S1M0,paired_real_subject,10000,-2.925,-4.8,-1.025,-4.625,-6.95,-2.65
OpenBMI_SSVEP,2,C1S1M1,paired_real_subject,10000,1.7,-0.6000000000000001,4.775,0.0,0.0,0.0
WBCIC_MI,0,C0S0M0,paired_real_subject,10000,-7.242016943629847,-9.35492220593027,-5.2260487943955685,-7.531484196806778,-9.304130009775172,-5.83791646301727
WBCIC_MI,0,C0S0M1,paired_real_subject,10000,-0.09762952101661806,-1.6612903225806455,1.6111925708699901,-0.3870967741935486,-0.7903225806451613,-0.04838709677419367
WBCIC_MI,0,C0S1M0,paired_real_subject,10000,-7.14524275008146,-9.29040404040404,-5.080645161290324,-7.434710003258391,-9.2242587161942,-5.741161616161616
WBCIC_MI,0,C0S1M1,paired_real_subject,10000,-0.09762952101661801,-1.6129032258064517,1.5314027370478982,-0.38709677419354854,-0.7096774193548392,-0.09677419354838714
WBCIC_MI,0,C1S0M0,paired_real_subject,10000,-7.064597588791137,-9.097336265884651,-5.064516129032258,-7.354064841968068,-9.079097425871618,-5.661290322580645
WBCIC_MI,0,C1S0M1,paired_real_subject,10000,0.2894672531769305,-1.3556940371456503,2.078934506353861,-1.360918546314708e-16,-0.25806451612903236,0.2419354838709676
WBCIC_MI,0,C1S1M0,paired_real_subject,10000,-7.000081459758879,-9.048387096774194,-5.015727842945591,-7.28954871293581,-9.014581296839362,-5.6113361436950155
WBCIC_MI,0,C1S1M1,paired_real_subject,10000,0.2894672531769307,-1.2903225806451613,2.0,0.0,0.0,0.0
WBCIC_MI,1,C0S0M0,paired_real_subject,10000,-3.934160149885957,-5.67741935483871,-2.2580314231019876,-4.302256435320951,-6.221611274030629,-2.5
WBCIC_MI,1,C0S0M1,paired_real_subject,10000,0.1261608015640273,-1.231621151026393,1.3842253176930597,-0.2419354838709677,-0.7096774193548385,0.1774193548387097
WBCIC_MI,1,C0S1M0,paired_real_subject,10000,-4.12770853698273,-5.853548081622679,-2.4502560891169765,-4.495804822417726,-6.387096774193548,-2.6893532095144996
WBCIC_MI,1,C0S1M1,paired_real_subject,10000,0.14228983382209176,-1.2096774193548387,1.3709677419354838,-0.22580645161290316,-0.6612903225806449,0.14516129032258085
WBCIC_MI,1,C1S0M0,paired_real_subject,10000,-3.450289182144021,-4.741935483870968,-2.1237373737373737,-3.818385467579016,-5.370967741935484,-2.2580645161290325
WBCIC_MI,1,C1S0M1,paired_real_subject,10000,0.35196725317693045,-0.9838709677419359,1.5806451612903227,-0.016129032258064436,-0.12903225806451613,0.1129032258064516
WBCIC_MI,1,C1S1M0,paired_real_subject,10000,-3.563355327468231,-4.887096774193548,-2.173936950146628,-3.931451612903226,-5.516129032258065,-2.342741935483871
WBCIC_MI,1,C1S1M1,paired_real_subject,10000,0.36809628543499495,-0.9677419354838713,1.5910312805474096,0.0,0.0,0.0
WBCIC_MI,2,C0S0M0,paired_real_subject,10000,-3.8395853698273053,-5.870967741935484,-1.7920520731508636,-4.708496252851091,-6.531106427174975,-3.0286850358422943
WBCIC_MI,2,C0S0M1,paired_real_subject,10000,0.7076205604431407,-1.0828048631476053,2.9495560443141087,-0.16129032258064538,-0.43548387096774205,0.08064516129032236
WBCIC_MI,2,C0S1M0,paired_real_subject,10000,-3.8073273053111767,-5.823456337569241,-1.789985031769311,-4.676238188334962,-6.5,-2.9665607689801243
WBCIC_MI,2,C0S1M1,paired_real_subject,10000,0.6753624959270119,-1.1149600847181493,2.901168947539915,-0.1935483870967744,-0.4838709677419356,0.06451612903225774
WBCIC_MI,2,C1S0M0,paired_real_subject,10000,-3.662166014988596,-5.709677419354839,-1.6460369827305315,-4.5310768980123814,-6.353657543173672,-2.8536575431736724
WBCIC_MI,2,C1S0M1,paired_real_subject,10000,0.8850399152818509,-0.8709677419354837,3.064516129032258,0.016129032258064637,-0.0806451612903225,0.11290322580645175
WBCIC_MI,2,C1S1M0,paired_real_subject,10000,-3.6137789182144022,-5.615014051808407,-1.6290322580645167,-4.482689801238188,-6.290322580645161,-2.821399478657543
WBCIC_MI,2,C1S1M1,paired_real_subject,10000,0.8689108830237863,-0.8589524275008144,3.0325070259041995,0.0,0.0,0.0
